# event_ticker=KXATPMATCH-26APR22ALTCER
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Juan Manuel Cerundolo
# fav_player=Daniel Altmaier
# dog_player=Juan Manuel Cerundolo
# kalshi_date=2026-04-22
timestamp,Daniel Altmaier,Juan Manuel Cerundolo
2026-04-23T03:29:00Z,,55.00
2026-04-23T03:38:00Z,46.00,55.00
2026-04-23T03:39:00Z,46.00,55.00
2026-04-23T03:40:00Z,46.00,55.00
2026-04-23T03:43:00Z,46.00,55.00
2026-04-23T03:54:00Z,46.00,55.27
2026-04-23T03:58:00Z,46.00,56.00
2026-04-23T04:04:00Z,46.00,56.00
2026-04-23T04:05:00Z,46.00,56.00
2026-04-23T04:06:00Z,46.00,56.00
2026-04-23T04:08:00Z,46.00,56.00
2026-04-23T04:09:00Z,46.00,56.00
2026-04-23T04:11:00Z,46.00,56.00
2026-04-23T04:12:00Z,46.00,56.00
2026-04-23T04:13:00Z,46.00,56.00
2026-04-23T04:14:00Z,46.00,56.00
2026-04-23T04:16:00Z,46.00,56.00
2026-04-23T04:17:00Z,46.00,56.00
2026-04-23T04:18:00Z,46.00,56.00
2026-04-23T04:19:00Z,46.00,56.00
2026-04-23T04:20:00Z,46.00,56.00
2026-04-23T04:22:00Z,46.00,56.00
2026-04-23T04:24:00Z,46.00,56.00
2026-04-23T04:26:00Z,46.00,56.00
2026-04-23T04:27:00Z,46.00,56.00
2026-04-23T04:28:00Z,46.00,56.00
2026-04-23T04:29:00Z,46.00,56.00
2026-04-23T04:30:00Z,46.00,56.00
2026-04-23T04:32:00Z,46.00,56.00
2026-04-23T04:33:00Z,46.00,56.00
2026-04-23T04:34:00Z,46.00,56.00
2026-04-23T04:36:00Z,46.00,56.00
2026-04-23T04:37:00Z,46.00,56.00
2026-04-23T04:39:00Z,46.00,56.00
2026-04-23T04:40:00Z,45.64,56.00
2026-04-23T04:41:00Z,45.64,56.00
2026-04-23T04:42:00Z,45.64,56.00
2026-04-23T04:44:00Z,45.64,56.00
2026-04-23T04:45:00Z,45.64,56.00
2026-04-23T04:46:00Z,45.64,56.00
2026-04-23T04:48:00Z,45.64,55.00
2026-04-23T04:49:00Z,46.00,55.88
2026-04-23T04:50:00Z,45.00,55.88
2026-04-23T04:51:00Z,45.00,55.00
2026-04-23T04:53:00Z,45.00,56.00
2026-04-23T05:02:00Z,45.00,56.00
2026-04-23T05:03:00Z,45.00,56.00
2026-04-23T05:04:00Z,46.00,56.00
2026-04-23T05:05:00Z,46.00,56.00
2026-04-23T05:10:00Z,46.00,56.00
2026-04-23T05:11:00Z,46.00,56.00
2026-04-23T05:16:00Z,46.00,56.89
2026-04-23T05:22:00Z,46.00,57.00
2026-04-23T05:23:00Z,46.00,57.00
2026-04-23T05:24:00Z,46.00,57.00
2026-04-23T05:27:00Z,46.00,57.00
2026-04-23T05:29:00Z,46.00,57.00
2026-04-23T05:31:00Z,46.00,57.00
2026-04-23T05:32:00Z,46.00,57.00
2026-04-23T05:36:00Z,46.00,57.00
2026-04-23T05:41:00Z,46.00,57.00
2026-04-23T05:43:00Z,46.00,57.00
2026-04-23T05:47:00Z,45.00,57.00
2026-04-23T05:49:00Z,46.00,57.00
2026-04-23T05:54:00Z,46.00,57.00
2026-04-23T05:59:00Z,46.00,57.00
2026-04-23T06:01:00Z,46.00,57.00
2026-04-23T06:02:00Z,46.00,57.11
2026-04-23T06:04:00Z,46.00,57.00
2026-04-23T06:05:00Z,45.00,57.00
2026-04-23T06:08:00Z,45.00,57.00
2026-04-23T06:13:00Z,45.00,57.00
2026-04-23T06:14:00Z,45.00,57.00
2026-04-23T06:19:00Z,45.00,57.00
2026-04-23T06:20:00Z,45.00,57.00
2026-04-23T06:23:00Z,45.00,57.00
2026-04-23T06:25:00Z,45.00,57.00
2026-04-23T06:28:00Z,45.00,57.00
2026-04-23T06:34:00Z,45.00,57.00
2026-04-23T06:44:00Z,46.00,57.00
2026-04-23T06:46:00Z,46.00,57.00
2026-04-23T06:51:00Z,46.00,57.00
2026-04-23T06:54:00Z,46.00,57.00
2026-04-23T06:59:00Z,46.00,57.00
2026-04-23T09:01:00Z,46.00,57.00
2026-04-23T09:02:00Z,45.00,57.00
2026-04-23T09:03:00Z,44.00,57.00
2026-04-23T09:04:00Z,44.00,57.00
2026-04-23T09:05:00Z,44.00,57.00
2026-04-23T09:06:00Z,44.00,57.00
2026-04-23T09:08:00Z,44.00,57.00
2026-04-23T09:09:00Z,44.00,58.00
2026-04-23T09:15:00Z,44.00,58.00
2026-04-23T09:16:00Z,44.00,58.00
2026-04-23T09:25:00Z,43.00,58.00
2026-04-23T09:28:00Z,43.00,58.00
2026-04-23T09:37:00Z,44.00,58.00
2026-04-23T09:40:00Z,44.00,58.00
2026-04-23T09:49:00Z,44.00,59.00
2026-04-23T09:50:00Z,44.00,59.00
2026-04-23T09:51:00Z,44.00,59.00
2026-04-23T09:59:00Z,44.00,59.00
2026-04-23T10:01:00Z,44.00,59.00
2026-04-23T10:04:00Z,44.00,59.00
2026-04-23T10:09:00Z,44.00,59.54
2026-04-23T10:12:00Z,44.00,59.00
2026-04-23T10:17:00Z,44.00,59.00
2026-04-23T10:21:00Z,44.00,59.00
2026-04-23T10:22:00Z,44.00,60.00
2026-04-23T10:24:00Z,44.00,60.00
2026-04-23T10:26:00Z,44.00,60.00
2026-04-23T10:29:00Z,43.00,60.00
2026-04-23T10:47:00Z,43.00,60.00
2026-04-23T10:49:00Z,43.00,60.00
2026-04-23T10:55:00Z,43.00,60.00
2026-04-23T11:02:00Z,43.00,60.00
2026-04-23T11:09:00Z,44.00,60.00
2026-04-23T11:10:00Z,44.00,60.00
2026-04-23T11:12:00Z,44.00,60.00
2026-04-23T11:15:00Z,44.00,60.00
2026-04-23T11:21:00Z,44.00,60.00
2026-04-23T11:24:00Z,43.00,60.00
2026-04-23T11:30:00Z,43.00,60.00
2026-04-23T11:36:00Z,43.00,60.00
2026-04-23T11:40:00Z,43.00,60.00
2026-04-23T11:43:00Z,43.00,60.00
2026-04-23T11:45:00Z,42.00,60.00
2026-04-23T11:52:00Z,42.00,60.00
2026-04-23T11:54:00Z,42.00,60.00
2026-04-23T11:59:00Z,42.00,60.00
2026-04-23T12:00:00Z,42.00,60.00
2026-04-23T12:02:00Z,42.00,60.00
2026-04-23T12:03:00Z,42.00,60.00
2026-04-23T12:10:00Z,42.00,60.00
2026-04-23T12:12:00Z,42.00,60.00
2026-04-23T12:14:00Z,42.00,60.00
2026-04-23T12:15:00Z,42.00,59.00
2026-04-23T12:16:00Z,42.15,59.00
2026-04-23T12:19:00Z,43.00,59.00
2026-04-23T12:22:00Z,43.00,59.00
2026-04-23T12:24:00Z,43.00,60.00
2026-04-23T12:27:00Z,43.00,60.00
2026-04-23T12:35:00Z,43.00,60.00
2026-04-23T12:36:00Z,43.00,60.00
2026-04-23T12:39:00Z,43.00,60.00
2026-04-23T12:40:00Z,43.00,60.00
2026-04-23T12:41:00Z,43.00,58.09
2026-04-23T12:42:00Z,43.00,58.00
2026-04-23T12:46:00Z,43.00,58.00
2026-04-23T12:48:00Z,43.00,58.00
2026-04-23T12:49:00Z,43.00,58.00
2026-04-23T12:51:00Z,43.00,58.00
2026-04-23T12:55:00Z,43.00,58.00
2026-04-23T12:58:00Z,43.00,58.00
2026-04-23T13:13:00Z,43.00,58.00
2026-04-23T13:14:00Z,43.00,58.00
2026-04-23T13:15:00Z,43.00,58.00
2026-04-23T13:16:00Z,43.00,58.00
2026-04-23T13:17:00Z,43.00,58.00
2026-04-23T13:19:00Z,43.00,58.00
2026-04-23T13:23:00Z,43.00,58.00
2026-04-23T13:25:00Z,43.00,58.00
