# event_ticker=KXATPMATCH-26MAY10MUSCER
# final_score=7-6(7) 6-4
# score_resolution=6-7 4-6
# match_winner=Lorenzo Musetti
# fav_player=Francisco Cerundolo
# dog_player=Lorenzo Musetti
# kalshi_date=2026-05-10
timestamp,Lorenzo Musetti,Francisco Cerundolo
2026-05-10T01:23:00Z,51.00,
2026-05-10T01:25:00Z,51.00,
2026-05-10T01:27:00Z,51.00,
2026-05-10T01:28:00Z,51.00,
2026-05-10T01:29:00Z,51.00,
2026-05-10T01:31:00Z,51.00,
2026-05-10T01:46:00Z,51.00,50.00
2026-05-10T01:49:00Z,51.00,50.00
2026-05-10T01:51:00Z,51.00,50.00
2026-05-10T02:02:00Z,51.00,50.00
2026-05-10T02:05:00Z,51.00,50.00
2026-05-10T02:12:00Z,51.00,50.00
2026-05-10T02:17:00Z,51.00,50.00
2026-05-10T02:18:00Z,51.00,50.00
2026-05-10T02:22:00Z,51.00,50.00
2026-05-10T02:23:00Z,51.00,50.00
2026-05-10T02:31:00Z,51.00,50.00
2026-05-10T02:34:00Z,51.52,50.00
2026-05-10T02:35:00Z,52.00,50.00
2026-05-10T02:37:00Z,52.00,50.00
2026-05-10T02:42:00Z,51.00,50.00
2026-05-10T02:50:00Z,51.03,50.00
2026-05-10T02:58:00Z,51.00,50.00
2026-05-10T02:59:00Z,51.00,50.00
2026-05-10T03:01:00Z,51.00,50.00
2026-05-10T03:04:00Z,51.00,50.00
2026-05-10T03:05:00Z,51.00,50.00
2026-05-10T03:06:00Z,51.00,50.00
2026-05-10T03:07:00Z,51.00,50.00
2026-05-10T03:10:00Z,51.00,50.00
2026-05-10T03:19:00Z,51.00,50.00
2026-05-10T03:22:00Z,51.00,50.00
2026-05-10T03:23:00Z,51.00,50.00
2026-05-10T03:28:00Z,51.00,50.00
2026-05-10T03:33:00Z,51.00,50.00
2026-05-10T03:40:00Z,51.00,50.00
2026-05-10T03:42:00Z,51.00,50.00
2026-05-10T03:44:00Z,51.00,50.00
2026-05-10T03:48:00Z,51.00,50.00
2026-05-10T03:53:00Z,51.00,50.00
2026-05-10T03:54:00Z,51.00,50.00
2026-05-10T03:55:00Z,51.00,50.00
2026-05-10T03:57:00Z,51.00,50.00
2026-05-10T03:58:00Z,51.00,50.00
2026-05-10T04:01:00Z,51.00,50.00
2026-05-10T04:08:00Z,51.00,50.00
2026-05-10T04:12:00Z,51.00,50.00
2026-05-10T04:18:00Z,51.00,50.00
2026-05-10T04:27:00Z,51.00,50.00
2026-05-10T04:30:00Z,51.00,50.00
2026-05-10T04:33:00Z,51.00,50.00
2026-05-10T04:34:00Z,51.00,50.00
2026-05-10T04:37:00Z,51.00,50.00
2026-05-10T04:39:00Z,51.00,51.00
2026-05-10T04:41:00Z,51.00,51.00
2026-05-10T04:42:00Z,51.00,51.00
2026-05-10T04:43:00Z,51.00,51.00
2026-05-10T04:44:00Z,51.00,51.00
2026-05-10T04:47:00Z,50.00,51.00
2026-05-10T04:48:00Z,51.00,51.00
2026-05-10T04:50:00Z,51.00,51.00
2026-05-10T04:52:00Z,51.00,49.00
2026-05-10T04:53:00Z,51.00,51.00
2026-05-10T04:54:00Z,51.00,51.00
2026-05-10T04:56:00Z,51.00,50.00
2026-05-10T04:57:00Z,51.00,50.00
2026-05-10T04:58:00Z,51.19,50.00
2026-05-10T04:59:00Z,51.00,50.00
2026-05-10T05:00:00Z,51.00,50.00
2026-05-10T05:01:00Z,51.00,50.00
2026-05-10T05:02:00Z,51.00,50.00
2026-05-10T05:03:00Z,51.01,50.00
2026-05-10T05:04:00Z,51.00,50.00
2026-05-10T05:05:00Z,51.00,50.00
2026-05-10T05:06:00Z,51.00,50.00
2026-05-10T05:07:00Z,51.00,50.00
2026-05-10T05:08:00Z,51.00,50.00
2026-05-10T05:09:00Z,51.43,50.00
2026-05-10T05:10:00Z,51.00,50.00
2026-05-10T05:11:00Z,51.00,50.00
2026-05-10T05:12:00Z,51.00,50.00
2026-05-10T05:13:00Z,51.00,50.00
2026-05-10T05:15:00Z,51.00,50.00
2026-05-10T05:16:00Z,51.00,50.00
2026-05-10T05:19:00Z,51.00,50.00
2026-05-10T05:20:00Z,51.00,50.00
2026-05-10T05:23:00Z,51.00,50.00
2026-05-10T05:24:00Z,51.00,50.00
2026-05-10T05:29:00Z,51.00,50.00
2026-05-10T05:32:00Z,51.00,50.00
2026-05-10T05:37:00Z,51.00,50.00
2026-05-10T05:38:00Z,51.00,50.00
2026-05-10T05:40:00Z,51.00,50.00
2026-05-10T05:41:00Z,51.00,50.00
2026-05-10T05:42:00Z,50.00,50.00
2026-05-10T05:45:00Z,51.00,50.00
2026-05-10T05:46:00Z,51.00,50.00
2026-05-10T05:48:00Z,51.00,50.00
2026-05-10T05:51:00Z,51.00,50.00
2026-05-10T05:55:00Z,51.00,50.00
2026-05-10T05:57:00Z,51.00,50.00
2026-05-10T06:00:00Z,51.00,50.00
2026-05-10T06:01:00Z,51.00,50.00
2026-05-10T06:02:00Z,51.00,50.00
2026-05-10T06:07:00Z,51.00,50.00
2026-05-10T06:08:00Z,51.00,50.00
2026-05-10T06:09:00Z,51.00,50.00
2026-05-10T06:13:00Z,51.00,50.00
2026-05-10T06:17:00Z,51.00,50.00
2026-05-10T06:18:00Z,51.00,50.00
2026-05-10T06:19:00Z,51.00,50.00
2026-05-10T06:21:00Z,51.00,50.00
2026-05-10T06:22:00Z,51.00,50.00
2026-05-10T06:24:00Z,51.00,50.00
2026-05-10T06:25:00Z,51.00,50.00
2026-05-10T06:26:00Z,51.00,50.00
2026-05-10T06:32:00Z,51.00,50.00
2026-05-10T06:33:00Z,51.00,50.00
2026-05-10T06:37:00Z,51.00,50.00
2026-05-10T06:39:00Z,51.00,50.00
2026-05-10T06:40:00Z,51.00,50.00
2026-05-10T06:41:00Z,51.00,50.00
2026-05-10T06:42:00Z,51.00,50.00
2026-05-10T06:44:00Z,51.00,50.00
2026-05-10T06:46:00Z,51.00,50.00
2026-05-10T06:47:00Z,51.00,50.00
2026-05-10T06:49:00Z,51.00,50.00
2026-05-10T06:52:00Z,51.00,50.00
2026-05-10T06:55:00Z,51.00,50.00
2026-05-10T06:59:00Z,51.00,50.00
2026-05-10T07:01:00Z,52.00,50.00
2026-05-10T07:02:00Z,52.00,50.00
2026-05-10T07:04:00Z,52.00,50.00
2026-05-10T07:08:00Z,52.00,50.00
2026-05-10T07:11:00Z,52.00,50.00
2026-05-10T07:12:00Z,52.00,50.00
2026-05-10T07:14:00Z,52.00,50.00
2026-05-10T07:15:00Z,52.00,50.00
2026-05-10T07:16:00Z,52.00,49.00
2026-05-10T07:22:00Z,52.00,49.00
2026-05-10T07:25:00Z,52.00,49.00
2026-05-10T07:29:00Z,52.00,49.00
2026-05-10T07:31:00Z,52.00,50.00
2026-05-10T07:33:00Z,52.00,50.00
2026-05-10T07:35:00Z,52.00,50.00
2026-05-10T07:37:00Z,52.00,48.10
2026-05-10T07:38:00Z,52.00,48.10
2026-05-10T07:40:00Z,52.00,50.00
2026-05-10T07:41:00Z,52.00,50.00
2026-05-10T07:43:00Z,52.00,49.00
2026-05-10T07:44:00Z,52.00,49.00
2026-05-10T07:47:00Z,52.00,49.00
2026-05-10T07:50:00Z,52.00,50.00
2026-05-10T07:52:00Z,52.00,50.00
2026-05-10T07:58:00Z,50.81,50.00
2026-05-10T08:06:00Z,52.00,50.00
2026-05-10T08:08:00Z,52.00,50.00
2026-05-10T08:10:00Z,52.00,50.00
2026-05-10T08:21:00Z,52.00,50.00
2026-05-10T08:22:00Z,52.00,50.00
2026-05-10T08:23:00Z,52.00,50.00
2026-05-10T08:29:00Z,52.00,50.00
2026-05-10T08:30:00Z,52.00,50.00
2026-05-10T08:31:00Z,52.00,50.00
2026-05-10T08:37:00Z,52.00,50.00
2026-05-10T08:41:00Z,52.00,50.00
2026-05-10T08:44:00Z,52.00,50.00
2026-05-10T08:46:00Z,52.00,50.00
2026-05-10T08:48:00Z,52.00,50.00
2026-05-10T08:53:00Z,52.00,50.00
2026-05-10T08:57:00Z,52.00,50.00
2026-05-10T08:58:00Z,52.00,50.00
2026-05-10T09:09:00Z,52.00,50.00
2026-05-10T09:12:00Z,52.00,50.00
2026-05-10T09:18:00Z,52.00,50.00
2026-05-10T09:22:00Z,52.00,50.00
2026-05-10T09:33:00Z,52.00,50.00
2026-05-10T09:40:00Z,52.00,50.00
2026-05-10T09:41:00Z,52.00,50.00
2026-05-10T09:44:00Z,52.00,50.00
2026-05-10T09:53:00Z,52.00,50.00
2026-05-10T09:54:00Z,52.00,50.00
2026-05-10T09:56:00Z,52.00,50.00
2026-05-10T09:57:00Z,52.00,50.00
2026-05-10T10:04:00Z,52.00,50.00
2026-05-10T10:23:00Z,52.00,50.00
2026-05-10T10:24:00Z,52.00,50.00
2026-05-10T10:28:00Z,52.00,50.00
2026-05-10T10:30:00Z,52.00,50.00
2026-05-10T10:32:00Z,52.00,50.00
2026-05-10T10:36:00Z,52.00,50.00
2026-05-10T10:37:00Z,52.00,50.00
2026-05-10T10:38:00Z,52.00,50.00
2026-05-10T10:39:00Z,52.00,50.00
2026-05-10T10:41:00Z,52.00,50.00
2026-05-10T10:43:00Z,52.00,50.00
2026-05-10T10:46:00Z,52.00,50.00
2026-05-10T10:47:00Z,52.00,50.00
2026-05-10T10:49:00Z,52.00,50.00
2026-05-10T10:51:00Z,52.00,50.00
2026-05-10T10:55:00Z,52.00,50.00
