# event_ticker=KXATPCHALLENGERMATCH-26MAY07TOBMEN
# final_score=6-2 2-6 6-1
# match_winner=Miguel Tobon
# fav_player=Miguel Tobon
# dog_player=Facundo Mena
# kalshi_date=2026-05-07
timestamp,Miguel Tobon,Facundo Mena
2026-05-07T06:49:00Z,40.00,
2026-05-07T09:28:00Z,40.00,62.12
2026-05-07T12:33:00Z,40.00,63.00
2026-05-07T14:06:00Z,40.00,63.00
2026-05-07T14:13:00Z,40.00,63.00
2026-05-07T14:16:00Z,40.00,63.00
2026-05-07T14:41:00Z,40.00,63.00
2026-05-07T14:59:00Z,40.00,63.00
2026-05-07T15:19:00Z,37.00,63.00
2026-05-07T15:40:00Z,37.00,66.00
2026-05-07T15:41:00Z,37.00,67.00
2026-05-07T15:53:00Z,37.00,67.00
2026-05-07T16:05:00Z,37.00,67.00
2026-05-07T16:20:00Z,37.00,67.00
2026-05-07T16:26:00Z,37.00,66.00
2026-05-07T16:27:00Z,37.00,64.00
2026-05-07T16:29:00Z,37.00,66.97
2026-05-07T16:33:00Z,37.00,66.90
2026-05-07T16:41:00Z,34.00,66.90
2026-05-07T16:53:00Z,34.00,66.00
2026-05-07T17:13:00Z,34.00,67.00
2026-05-07T17:26:00Z,34.00,67.00
2026-05-07T17:27:00Z,34.00,67.00
2026-05-07T17:29:00Z,34.00,67.00
2026-05-07T17:32:00Z,36.00,67.00
2026-05-07T17:35:00Z,34.00,66.86
2026-05-07T17:41:00Z,34.00,66.86
2026-05-07T17:42:00Z,32.85,68.70
2026-05-07T17:49:00Z,32.85,67.00
2026-05-07T17:50:00Z,36.00,67.00
2026-05-07T17:51:00Z,36.00,67.00
2026-05-07T17:52:00Z,36.23,67.00
2026-05-07T17:55:00Z,36.00,64.00
2026-05-07T17:56:00Z,36.00,64.01
2026-05-07T17:57:00Z,36.00,67.00
2026-05-07T17:58:00Z,36.00,67.00
2026-05-07T17:59:00Z,35.00,67.00
2026-05-07T18:00:00Z,35.67,66.00
2026-05-07T18:01:00Z,36.93,66.00
2026-05-07T18:02:00Z,37.07,69.96
2026-05-07T18:03:00Z,32.82,68.96
2026-05-07T18:04:00Z,37.55,65.69
2026-05-07T18:05:00Z,35.80,64.02
2026-05-07T18:06:00Z,38.68,62.52
2026-05-07T18:07:00Z,38.98,62.51
2026-05-07T18:08:00Z,38.16,62.74
2026-05-07T18:09:00Z,38.16,64.97
2026-05-07T18:10:00Z,36.55,63.30
2026-05-07T18:11:00Z,38.68,61.72
2026-05-07T18:12:00Z,41.00,60.00
2026-05-07T18:13:00Z,42.09,59.99
2026-05-07T18:14:00Z,46.50,52.62
2026-05-07T18:15:00Z,48.45,51.09
2026-05-07T18:16:00Z,55.78,47.82
2026-05-07T18:17:00Z,56.51,43.89
2026-05-07T18:18:00Z,59.00,40.94
2026-05-07T18:19:00Z,57.99,43.33
2026-05-07T18:20:00Z,59.61,41.00
2026-05-07T18:21:00Z,59.61,41.00
2026-05-07T18:22:00Z,59.00,41.00
2026-05-07T18:23:00Z,62.12,37.46
2026-05-07T18:24:00Z,59.00,41.66
2026-05-07T18:25:00Z,55.34,46.96
2026-05-07T18:26:00Z,50.69,49.14
2026-05-07T18:27:00Z,53.16,53.63
2026-05-07T18:28:00Z,55.26,48.39
2026-05-07T18:29:00Z,53.84,47.31
2026-05-07T18:30:00Z,56.82,42.84
2026-05-07T18:31:00Z,55.06,44.50
2026-05-07T18:32:00Z,55.54,45.16
2026-05-07T18:33:00Z,54.08,46.74
2026-05-07T18:34:00Z,56.93,46.15
2026-05-07T18:35:00Z,55.39,44.44
2026-05-07T18:36:00Z,57.14,44.44
2026-05-07T18:37:00Z,59.00,42.00
2026-05-07T18:38:00Z,62.54,42.16
2026-05-07T18:39:00Z,60.74,42.69
2026-05-07T18:40:00Z,60.36,41.00
2026-05-07T18:41:00Z,60.38,40.42
2026-05-07T18:42:00Z,60.53,38.57
2026-05-07T18:43:00Z,64.55,36.51
2026-05-07T18:44:00Z,65.97,35.20
2026-05-07T18:45:00Z,65.63,35.71
2026-05-07T18:46:00Z,65.97,35.50
2026-05-07T18:47:00Z,65.95,35.89
2026-05-07T18:48:00Z,66.93,34.44
2026-05-07T18:49:00Z,61.90,39.13
2026-05-07T18:50:00Z,59.31,40.84
2026-05-07T18:51:00Z,50.88,50.46
2026-05-07T18:52:00Z,51.68,50.35
2026-05-07T18:53:00Z,47.99,52.79
2026-05-07T18:54:00Z,46.27,53.73
2026-05-07T18:55:00Z,45.81,54.27
2026-05-07T18:56:00Z,44.38,55.56
2026-05-07T18:57:00Z,38.51,61.65
2026-05-07T18:58:00Z,38.49,61.99
2026-05-07T18:59:00Z,40.54,61.44
2026-05-07T19:00:00Z,41.35,59.87
2026-05-07T19:01:00Z,44.40,57.20
2026-05-07T19:02:00Z,45.77,54.29
2026-05-07T19:03:00Z,46.00,55.10
2026-05-07T19:04:00Z,47.33,53.49
2026-05-07T19:05:00Z,48.00,52.08
2026-05-07T19:06:00Z,49.68,52.47
2026-05-07T19:07:00Z,48.67,52.55
2026-05-07T19:08:00Z,43.78,57.58
2026-05-07T19:09:00Z,39.17,61.82
2026-05-07T19:10:00Z,37.67,63.00
2026-05-07T19:11:00Z,36.06,63.69
2026-05-07T19:12:00Z,35.80,64.04
2026-05-07T19:13:00Z,34.74,64.81
2026-05-07T19:14:00Z,36.00,64.96
2026-05-07T19:15:00Z,36.00,64.93
2026-05-07T19:16:00Z,35.79,65.08
2026-05-07T19:17:00Z,36.32,66.30
2026-05-07T19:18:00Z,36.10,65.53
2026-05-07T19:19:00Z,37.00,63.86
2026-05-07T19:20:00Z,38.94,62.73
2026-05-07T19:21:00Z,36.26,63.95
2026-05-07T19:22:00Z,27.79,70.02
2026-05-07T19:23:00Z,37.77,63.54
2026-05-07T19:24:00Z,41.04,58.62
2026-05-07T19:25:00Z,41.71,59.58
2026-05-07T19:26:00Z,36.03,65.28
2026-05-07T19:27:00Z,45.58,50.98
2026-05-07T19:28:00Z,46.36,52.91
2026-05-07T19:29:00Z,52.12,49.82
2026-05-07T19:30:00Z,38.35,63.50
2026-05-07T19:31:00Z,38.48,62.30
2026-05-07T19:32:00Z,41.38,59.09
2026-05-07T19:33:00Z,42.65,58.36
2026-05-07T19:34:00Z,43.00,58.66
2026-05-07T19:35:00Z,45.05,53.92
2026-05-07T19:36:00Z,60.77,44.26
2026-05-07T19:37:00Z,74.15,24.25
2026-05-07T19:38:00Z,80.22,19.79
2026-05-07T19:39:00Z,80.82,17.42
2026-05-07T19:40:00Z,83.20,15.88
2026-05-07T19:41:00Z,84.70,15.86
2026-05-07T19:42:00Z,83.69,17.31
2026-05-07T19:43:00Z,84.21,16.96
2026-05-07T19:44:00Z,89.99,11.77
2026-05-07T19:45:00Z,96.36,2.61
2026-05-07T19:46:00Z,97.63,2.98
2026-05-07T19:47:00Z,98.72,1.22
2026-05-07T19:48:00Z,97.42,2.93
2026-05-07T19:49:00Z,98.89,1.17
2026-05-07T19:50:00Z,99.00,1.17
2026-05-07T19:51:00Z,99.00,1.17
2026-05-07T19:52:00Z,99.00,1.17
2026-05-07T19:53:00Z,99.00,1.17
