# event_ticker=KXATPMATCH-25SEP21MUSBAS
# final_score=6-3 6-3
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Nikoloz Basilashvili
# kalshi_date=2025-09-21
timestamp,Lorenzo Musetti,Nikoloz Basilashvili
2025-09-21T03:54:00Z,75.00,27.00
2025-09-21T03:56:00Z,75.00,27.00
2025-09-21T04:08:00Z,74.00,27.00
2025-09-21T04:14:00Z,75.00,27.00
2025-09-21T04:16:00Z,75.00,27.00
2025-09-21T04:20:00Z,75.00,27.00
2025-09-21T04:23:00Z,75.00,27.00
2025-09-21T04:26:00Z,75.00,27.00
2025-09-21T04:45:00Z,75.00,27.00
2025-09-21T04:46:00Z,75.00,27.00
2025-09-21T04:47:00Z,75.00,27.00
2025-09-21T04:50:00Z,75.00,27.00
2025-09-21T04:51:00Z,75.00,27.00
2025-09-21T04:53:00Z,75.00,27.00
2025-09-21T05:11:00Z,75.00,27.00
2025-09-21T05:12:00Z,75.00,26.00
2025-09-21T05:16:00Z,75.00,26.00
2025-09-21T05:18:00Z,75.00,26.00
2025-09-21T05:31:00Z,75.00,26.00
2025-09-21T05:33:00Z,74.00,26.00
2025-09-21T05:34:00Z,74.00,26.00
2025-09-21T05:37:00Z,75.00,26.00
2025-09-21T05:45:00Z,74.99,26.00
2025-09-21T05:47:00Z,75.00,26.00
2025-09-21T05:49:00Z,75.00,26.00
2025-09-21T06:20:00Z,75.00,26.00
2025-09-21T06:23:00Z,75.00,26.00
2025-09-21T06:25:00Z,75.00,26.00
2025-09-21T06:26:00Z,75.00,26.00
2025-09-21T06:31:00Z,75.00,26.18
2025-09-21T06:40:00Z,75.00,26.18
2025-09-21T06:54:00Z,75.00,26.18
2025-09-21T07:11:00Z,75.00,27.00
2025-09-21T07:14:00Z,75.00,27.00
2025-09-21T07:15:00Z,75.00,27.00
2025-09-21T07:22:00Z,75.00,27.00
2025-09-21T07:31:00Z,75.00,27.00
2025-09-21T07:32:00Z,75.00,27.00
2025-09-21T07:36:00Z,75.00,27.00
2025-09-21T07:37:00Z,75.00,27.00
2025-09-21T07:39:00Z,75.00,27.00
2025-09-21T07:50:00Z,75.00,27.00
2025-09-21T07:51:00Z,75.00,27.00
2025-09-21T07:56:00Z,75.00,27.00
2025-09-21T07:58:00Z,75.00,27.00
2025-09-21T07:59:00Z,76.00,27.00
2025-09-21T08:03:00Z,76.00,27.00
2025-09-21T08:05:00Z,76.00,25.00
2025-09-21T08:07:00Z,76.00,25.00
2025-09-21T08:20:00Z,76.00,25.00
2025-09-21T08:42:00Z,76.00,25.00
2025-09-21T08:52:00Z,76.00,25.00
2025-09-21T08:56:00Z,76.00,25.00
2025-09-21T09:00:00Z,77.00,25.00
2025-09-21T09:03:00Z,76.00,25.00
2025-09-21T09:15:00Z,76.00,25.00
2025-09-21T09:28:00Z,76.00,25.00
2025-09-21T09:44:00Z,77.00,25.00
2025-09-21T09:49:00Z,77.00,23.28
2025-09-21T09:50:00Z,77.00,23.00
2025-09-21T09:57:00Z,77.00,25.00
2025-09-21T10:01:00Z,77.00,25.00
2025-09-21T10:05:00Z,77.00,25.00
2025-09-21T10:06:00Z,77.00,25.00
2025-09-21T10:07:00Z,75.00,25.00
2025-09-21T10:08:00Z,75.00,25.00
2025-09-21T10:10:00Z,75.00,25.00
2025-09-21T10:14:00Z,77.00,23.08
2025-09-21T10:15:00Z,77.00,23.08
2025-09-21T10:16:00Z,77.00,23.00
2025-09-21T10:19:00Z,77.00,21.00
2025-09-21T10:23:00Z,77.00,23.00
2025-09-21T10:24:00Z,79.00,23.00
2025-09-21T10:25:00Z,79.00,23.00
2025-09-21T10:26:00Z,79.00,23.00
2025-09-21T10:27:00Z,79.00,22.98
2025-09-21T10:28:00Z,78.36,24.66
2025-09-21T10:29:00Z,80.00,20.63
2025-09-21T10:30:00Z,83.32,17.86
2025-09-21T10:31:00Z,83.32,15.00
2025-09-21T10:32:00Z,83.32,17.00
2025-09-21T10:33:00Z,86.00,16.74
2025-09-21T10:34:00Z,85.00,14.88
2025-09-21T10:35:00Z,88.19,14.88
2025-09-21T10:36:00Z,88.19,14.00
2025-09-21T10:37:00Z,89.00,14.00
2025-09-21T10:38:00Z,89.00,14.00
2025-09-21T10:39:00Z,89.00,14.37
2025-09-21T10:40:00Z,82.00,18.16
2025-09-21T10:45:00Z,82.00,25.00
2025-09-21T10:46:00Z,80.65,20.29
2025-09-21T10:47:00Z,86.00,20.29
2025-09-21T10:50:00Z,86.00,14.00
2025-09-21T10:52:00Z,87.00,14.62
2025-09-21T10:54:00Z,86.31,14.00
2025-09-21T10:55:00Z,87.00,14.94
2025-09-21T10:56:00Z,81.67,15.84
2025-09-21T10:57:00Z,79.00,18.52
2025-09-21T10:58:00Z,81.52,22.42
2025-09-21T10:59:00Z,85.41,15.00
2025-09-21T11:00:00Z,84.64,16.43
2025-09-21T11:01:00Z,87.00,14.00
2025-09-21T11:02:00Z,87.00,15.00
2025-09-21T11:03:00Z,88.00,15.00
2025-09-21T11:04:00Z,88.59,14.00
2025-09-21T11:05:00Z,89.99,11.00
2025-09-21T11:06:00Z,89.17,11.67
2025-09-21T11:07:00Z,91.93,11.67
2025-09-21T11:08:00Z,91.00,11.67
2025-09-21T11:09:00Z,90.02,10.00
2025-09-21T11:10:00Z,94.00,7.59
2025-09-21T11:11:00Z,93.00,9.00
2025-09-21T11:12:00Z,93.00,7.00
2025-09-21T11:13:00Z,92.00,9.03
2025-09-21T11:14:00Z,91.00,9.03
2025-09-21T11:15:00Z,91.00,10.72
2025-09-21T11:18:00Z,92.01,9.76
2025-09-21T11:19:00Z,92.89,8.00
2025-09-21T11:20:00Z,92.09,7.11
2025-09-21T11:21:00Z,92.35,7.00
2025-09-21T11:22:00Z,93.00,7.00
2025-09-21T11:23:00Z,92.00,8.00
2025-09-21T11:24:00Z,92.00,11.00
2025-09-21T11:26:00Z,93.00,9.00
2025-09-21T11:28:00Z,94.49,9.00
2025-09-21T11:29:00Z,91.00,8.25
2025-09-21T11:30:00Z,90.00,11.00
2025-09-21T11:31:00Z,92.77,11.00
2025-09-21T11:32:00Z,93.00,11.00
2025-09-21T11:34:00Z,93.00,10.00
2025-09-21T11:35:00Z,92.00,10.00
2025-09-21T11:36:00Z,95.67,5.00
2025-09-21T11:37:00Z,96.76,3.43
2025-09-21T11:38:00Z,95.89,4.00
2025-09-21T11:39:00Z,98.42,1.69
2025-09-21T11:40:00Z,97.96,2.00
2025-09-21T11:41:00Z,99.00,2.00
2025-09-21T11:44:00Z,99.00,2.00
