# event_ticker=KXATPMATCH-26MAR10ALCRUU
# final_score=6-1 7-6(2)
# score_resolution=1-6 6-7
# match_winner=Carlos Alcaraz
# fav_player=Casper Ruud
# dog_player=Carlos Alcaraz
# kalshi_date=2026-03-10
timestamp,Casper Ruud,Carlos Alcaraz
2026-03-11T10:35:00Z,,92.00
2026-03-11T10:36:00Z,,92.00
2026-03-11T10:48:00Z,,92.00
2026-03-11T11:01:00Z,10.00,92.00
2026-03-11T11:03:00Z,10.00,92.00
2026-03-11T11:07:00Z,10.00,92.00
2026-03-11T11:12:00Z,10.00,92.00
2026-03-11T11:13:00Z,10.00,92.00
2026-03-11T11:15:00Z,10.00,92.00
2026-03-11T11:17:00Z,10.00,92.00
2026-03-11T11:19:00Z,10.00,92.00
2026-03-11T11:21:00Z,10.00,92.00
2026-03-11T11:26:00Z,10.00,92.00
2026-03-11T11:28:00Z,10.00,92.00
2026-03-11T11:34:00Z,10.00,92.00
2026-03-11T11:35:00Z,10.00,92.00
2026-03-11T11:42:00Z,10.00,92.00
2026-03-11T11:50:00Z,10.00,92.00
2026-03-11T11:51:00Z,10.00,92.00
2026-03-11T11:54:00Z,10.00,91.00
2026-03-11T11:55:00Z,10.00,91.00
2026-03-11T11:57:00Z,10.00,92.00
2026-03-11T12:09:00Z,10.00,92.00
2026-03-11T12:11:00Z,10.00,92.00
2026-03-11T12:13:00Z,10.00,92.00
2026-03-11T12:17:00Z,10.00,91.00
2026-03-11T12:21:00Z,10.00,92.00
2026-03-11T12:22:00Z,10.00,92.00
2026-03-11T12:23:00Z,10.00,92.00
2026-03-11T12:24:00Z,10.00,92.00
2026-03-11T12:27:00Z,10.00,92.00
2026-03-11T12:30:00Z,10.00,92.00
2026-03-11T12:31:00Z,10.00,92.00
2026-03-11T12:37:00Z,10.00,92.00
2026-03-11T12:41:00Z,10.00,92.00
2026-03-11T12:44:00Z,10.00,92.00
2026-03-11T12:45:00Z,10.00,92.00
2026-03-11T12:49:00Z,10.00,92.00
2026-03-11T12:52:00Z,10.00,92.00
2026-03-11T12:54:00Z,10.00,92.00
2026-03-11T12:55:00Z,10.00,92.00
