# event_ticker=KXATPCHALLENGERMATCH-26MAR20COPARN
# final_score=6-0 3-6 6-3
# score_resolution=0-6 6-3 3-6
# match_winner=Kimmer Coppejans
# fav_player=Gilles Arnaud Bailly
# dog_player=Kimmer Coppejans
# kalshi_date=2026-03-20
timestamp,Gilles Arnaud Bailly,Kimmer Coppejans
2026-03-20T05:07:00Z,41.00,
2026-03-20T07:32:00Z,41.00,60.00
2026-03-20T07:44:00Z,41.00,60.00
2026-03-20T08:53:00Z,41.00,60.00
2026-03-20T09:51:00Z,41.00,60.00
2026-03-20T10:01:00Z,41.00,60.00
2026-03-20T11:03:00Z,41.00,60.00
2026-03-20T11:22:00Z,41.00,60.00
2026-03-20T11:24:00Z,41.00,60.00
2026-03-20T11:36:00Z,41.00,60.16
2026-03-20T12:02:00Z,40.00,60.16
2026-03-20T12:12:00Z,40.00,60.16
2026-03-20T12:19:00Z,40.00,62.00
2026-03-20T12:22:00Z,40.00,62.00
2026-03-20T12:38:00Z,40.00,62.00
2026-03-20T12:53:00Z,38.00,62.00
2026-03-20T12:55:00Z,38.00,63.00
2026-03-20T13:14:00Z,38.00,63.00
2026-03-20T13:22:00Z,39.00,63.00
2026-03-20T13:24:00Z,39.00,63.00
2026-03-20T13:30:00Z,39.00,63.00
2026-03-20T13:32:00Z,39.00,62.00
2026-03-20T13:40:00Z,39.00,62.24
2026-03-20T13:59:00Z,40.00,63.00
2026-03-20T14:02:00Z,39.00,63.00
2026-03-20T14:14:00Z,39.00,62.00
2026-03-20T14:15:00Z,39.00,62.00
2026-03-20T14:27:00Z,39.00,62.00
2026-03-20T14:28:00Z,39.00,62.00
2026-03-20T14:32:00Z,39.00,62.93
2026-03-20T14:33:00Z,39.00,63.00
2026-03-20T14:34:00Z,39.00,63.00
2026-03-20T14:36:00Z,39.00,63.00
2026-03-20T14:38:00Z,39.00,63.00
2026-03-20T14:39:00Z,39.00,63.00
2026-03-20T14:40:00Z,39.00,62.00
2026-03-20T14:43:00Z,39.00,63.00
2026-03-20T14:46:00Z,39.00,61.00
2026-03-20T14:49:00Z,39.00,63.00
2026-03-20T14:50:00Z,39.00,60.60
2026-03-20T14:51:00Z,39.00,61.00
2026-03-20T14:52:00Z,39.71,61.00
2026-03-20T14:55:00Z,39.71,61.00
2026-03-20T14:56:00Z,39.71,61.00
2026-03-20T14:58:00Z,39.71,61.00
2026-03-20T15:00:00Z,39.71,62.00
2026-03-20T15:01:00Z,39.71,62.00
2026-03-20T15:02:00Z,39.71,62.00
2026-03-20T15:03:00Z,40.00,62.00
2026-03-20T15:04:00Z,40.00,62.00
2026-03-20T15:08:00Z,40.00,62.00
2026-03-20T15:10:00Z,40.00,62.00
2026-03-20T15:11:00Z,40.00,62.00
2026-03-20T15:12:00Z,40.00,62.45
2026-03-20T15:16:00Z,40.00,62.45
2026-03-20T15:18:00Z,40.00,62.00
2026-03-20T15:19:00Z,40.00,62.00
2026-03-20T15:20:00Z,40.00,62.00
2026-03-20T15:21:00Z,40.00,62.00
2026-03-20T15:24:00Z,40.00,62.00
2026-03-20T15:25:00Z,40.00,62.00
2026-03-20T15:26:00Z,40.00,62.79
2026-03-20T15:27:00Z,40.00,63.00
2026-03-20T15:29:00Z,40.00,63.40
2026-03-20T15:30:00Z,40.00,64.00
2026-03-20T15:32:00Z,40.00,62.00
2026-03-20T15:33:00Z,40.00,62.52
2026-03-20T15:35:00Z,38.00,62.52
2026-03-20T15:36:00Z,38.00,63.00
2026-03-20T15:38:00Z,38.00,63.00
2026-03-20T15:39:00Z,38.58,63.00
2026-03-20T15:40:00Z,38.58,63.00
2026-03-20T15:43:00Z,39.00,63.00
2026-03-20T15:44:00Z,39.00,63.08
2026-03-20T15:45:00Z,39.00,63.00
2026-03-20T15:49:00Z,39.00,62.02
2026-03-20T15:51:00Z,38.00,62.02
2026-03-20T15:52:00Z,38.00,62.02
2026-03-20T15:53:00Z,40.07,62.02
2026-03-20T15:56:00Z,40.00,62.02
2026-03-20T15:57:00Z,40.00,62.00
2026-03-20T15:58:00Z,40.00,62.63
2026-03-20T15:59:00Z,40.00,62.00
2026-03-20T16:00:00Z,40.00,63.00
2026-03-20T16:02:00Z,40.00,63.00
2026-03-20T16:03:00Z,40.00,63.00
2026-03-20T16:04:00Z,40.00,63.00
2026-03-20T16:05:00Z,40.00,63.00
2026-03-20T16:06:00Z,39.98,63.00
2026-03-20T16:07:00Z,39.98,63.00
2026-03-20T16:08:00Z,36.88,65.78
2026-03-20T16:09:00Z,33.52,69.96
2026-03-20T16:10:00Z,32.88,70.10
2026-03-20T16:11:00Z,33.42,72.62
2026-03-20T16:12:00Z,27.69,75.53
2026-03-20T16:13:00Z,23.56,80.00
2026-03-20T16:14:00Z,24.03,79.43
2026-03-20T16:15:00Z,23.48,79.58
2026-03-20T16:16:00Z,28.49,66.18
2026-03-20T16:17:00Z,24.76,75.24
2026-03-20T16:18:00Z,23.09,75.24
2026-03-20T16:19:00Z,29.75,77.00
2026-03-20T16:20:00Z,23.54,78.96
2026-03-20T16:21:00Z,18.85,80.52
2026-03-20T16:22:00Z,19.16,80.43
2026-03-20T16:23:00Z,16.97,83.80
2026-03-20T16:24:00Z,12.99,86.28
2026-03-20T16:25:00Z,13.79,85.95
2026-03-20T16:26:00Z,13.64,86.50
2026-03-20T16:27:00Z,13.25,87.40
2026-03-20T16:28:00Z,14.98,85.09
2026-03-20T16:29:00Z,14.47,87.30
2026-03-20T16:30:00Z,12.09,88.00
2026-03-20T16:31:00Z,12.09,87.96
2026-03-20T16:32:00Z,11.02,87.62
2026-03-20T16:33:00Z,11.67,89.57
2026-03-20T16:34:00Z,11.45,88.84
2026-03-20T16:35:00Z,11.25,89.00
2026-03-20T16:36:00Z,11.09,89.00
2026-03-20T16:37:00Z,11.20,88.75
2026-03-20T16:38:00Z,10.99,88.98
2026-03-20T16:39:00Z,11.00,89.00
2026-03-20T16:40:00Z,11.00,89.00
2026-03-20T16:41:00Z,11.00,89.00
2026-03-20T16:42:00Z,10.62,88.95
2026-03-20T16:43:00Z,12.19,89.00
2026-03-20T16:44:00Z,11.55,88.48
2026-03-20T16:45:00Z,16.53,85.34
2026-03-20T16:46:00Z,18.59,81.58
2026-03-20T16:47:00Z,18.99,81.23
2026-03-20T16:48:00Z,17.06,83.13
2026-03-20T16:49:00Z,18.74,83.16
2026-03-20T16:50:00Z,15.83,85.85
2026-03-20T16:51:00Z,12.04,87.48
2026-03-20T16:52:00Z,13.36,87.04
2026-03-20T16:53:00Z,10.19,90.07
2026-03-20T16:54:00Z,10.13,90.39
