# event_ticker=KXATPMATCH-25AUG10LEHBOY
# final_score=4-6 6-1 6-4
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Tristan Boyer
# kalshi_date=2025-08-10
timestamp,Jiri Lehecka,Tristan Boyer
2025-08-10T05:07:00Z,,25.00
2025-08-10T05:15:00Z,,25.00
2025-08-10T05:21:00Z,,25.00
2025-08-10T05:26:00Z,,24.00
2025-08-10T05:30:00Z,84.00,24.00
2025-08-10T05:35:00Z,89.24,24.00
2025-08-10T05:50:00Z,89.24,17.00
2025-08-10T06:40:00Z,89.24,17.00
2025-08-10T06:42:00Z,86.00,17.00
2025-08-10T06:46:00Z,86.00,17.00
2025-08-10T06:50:00Z,86.00,17.00
2025-08-10T07:00:00Z,85.00,17.00
2025-08-10T07:30:00Z,84.00,17.00
2025-08-10T07:46:00Z,84.00,19.61
2025-08-10T08:23:00Z,84.00,21.00
2025-08-10T08:27:00Z,84.00,21.00
2025-08-10T08:37:00Z,83.00,21.00
2025-08-10T08:48:00Z,83.00,20.55
2025-08-10T09:20:00Z,83.00,21.00
2025-08-10T09:31:00Z,83.00,21.00
2025-08-10T10:19:00Z,83.00,21.00
2025-08-10T10:37:00Z,83.00,21.00
2025-08-10T11:10:00Z,83.00,21.00
2025-08-10T11:13:00Z,84.00,21.00
2025-08-10T11:25:00Z,84.00,21.00
2025-08-10T11:45:00Z,84.39,21.00
2025-08-10T11:52:00Z,85.00,21.00
2025-08-10T12:00:00Z,85.00,17.00
2025-08-10T12:07:00Z,85.00,17.00
2025-08-10T12:12:00Z,85.00,17.00
2025-08-10T12:13:00Z,85.00,17.00
2025-08-10T12:19:00Z,85.00,17.00
2025-08-10T12:21:00Z,85.00,17.00
2025-08-10T12:32:00Z,85.00,17.00
2025-08-10T12:44:00Z,85.00,17.00
2025-08-10T12:56:00Z,85.00,17.00
2025-08-10T12:58:00Z,85.00,17.00
2025-08-10T13:02:00Z,84.00,17.00
2025-08-10T13:04:00Z,84.00,17.00
2025-08-10T13:08:00Z,84.00,17.00
2025-08-10T13:22:00Z,83.00,17.00
2025-08-10T13:30:00Z,83.00,17.00
2025-08-10T13:35:00Z,83.00,17.00
2025-08-10T13:36:00Z,83.00,17.00
2025-08-10T13:41:00Z,83.71,17.00
2025-08-10T13:45:00Z,83.71,17.00
2025-08-10T13:48:00Z,84.00,17.00
2025-08-10T13:55:00Z,84.00,17.00
2025-08-10T13:57:00Z,84.00,17.00
2025-08-10T14:01:00Z,84.00,17.00
2025-08-10T14:03:00Z,84.00,17.00
2025-08-10T14:07:00Z,84.00,17.02
2025-08-10T14:09:00Z,84.00,18.00
2025-08-10T14:10:00Z,84.00,18.00
2025-08-10T14:11:00Z,84.00,18.00
2025-08-10T14:13:00Z,84.00,18.00
2025-08-10T14:17:00Z,84.00,18.00
2025-08-10T14:26:00Z,84.00,18.00
2025-08-10T14:27:00Z,84.00,16.22
2025-08-10T14:39:00Z,84.00,18.00
2025-08-10T14:43:00Z,82.00,18.00
2025-08-10T14:46:00Z,82.00,18.00
2025-08-10T14:49:00Z,82.00,18.00
2025-08-10T14:50:00Z,84.00,18.00
2025-08-10T14:51:00Z,84.00,18.00
2025-08-10T15:02:00Z,84.00,19.00
2025-08-10T15:03:00Z,84.00,19.00
2025-08-10T15:04:00Z,84.00,18.00
2025-08-10T15:05:00Z,84.00,18.33
2025-08-10T15:11:00Z,84.00,18.00
2025-08-10T15:16:00Z,84.00,18.00
2025-08-10T15:17:00Z,84.00,16.00
2025-08-10T15:18:00Z,82.71,16.00
2025-08-10T15:19:00Z,82.71,19.00
2025-08-10T15:20:00Z,84.00,17.62
2025-08-10T15:21:00Z,84.00,22.45
2025-08-10T15:22:00Z,81.00,22.45
2025-08-10T15:23:00Z,81.00,17.00
2025-08-10T15:25:00Z,81.00,18.00
2025-08-10T15:30:00Z,72.82,24.41
2025-08-10T15:31:00Z,69.81,32.85
2025-08-10T15:32:00Z,69.00,36.00
2025-08-10T15:33:00Z,69.00,36.00
2025-08-10T15:35:00Z,69.00,43.23
2025-08-10T15:36:00Z,58.00,42.00
2025-08-10T15:38:00Z,58.00,45.38
2025-08-10T15:39:00Z,60.00,45.38
2025-08-10T15:40:00Z,60.00,41.00
2025-08-10T15:42:00Z,60.00,45.74
2025-08-10T15:43:00Z,54.91,46.00
2025-08-10T15:44:00Z,54.91,46.08
2025-08-10T15:45:00Z,56.00,46.08
2025-08-10T15:46:00Z,52.00,49.00
2025-08-10T15:47:00Z,52.00,51.88
2025-08-10T15:48:00Z,48.05,49.89
2025-08-10T15:50:00Z,50.00,49.89
2025-08-10T15:51:00Z,50.00,49.89
2025-08-10T15:52:00Z,50.00,49.53
2025-08-10T15:53:00Z,50.26,47.00
2025-08-10T15:54:00Z,46.80,53.00
2025-08-10T15:55:00Z,50.76,53.12
2025-08-10T15:56:00Z,53.78,46.00
2025-08-10T15:58:00Z,52.00,47.20
2025-08-10T15:59:00Z,56.90,47.20
2025-08-10T16:00:00Z,56.90,48.00
2025-08-10T16:01:00Z,56.90,42.52
2025-08-10T16:02:00Z,56.90,28.01
2025-08-10T16:03:00Z,69.89,28.01
2025-08-10T16:05:00Z,73.00,27.27
2025-08-10T16:06:00Z,73.00,29.00
2025-08-10T16:07:00Z,73.00,25.02
