# event_ticker=KXATPMATCH-26APR22MOLCIN
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Elmer Moller
# fav_player=Federico Cina
# dog_player=Elmer Moller
# kalshi_date=2026-04-22
timestamp,Elmer Moller,Federico Cina
2026-04-22T02:42:00Z,,42.00
2026-04-22T02:50:00Z,63.00,42.00
2026-04-22T03:02:00Z,63.00,42.00
2026-04-22T03:05:00Z,63.00,42.00
2026-04-22T03:16:00Z,63.00,42.00
2026-04-22T03:18:00Z,63.00,42.00
2026-04-22T03:27:00Z,64.44,42.00
2026-04-22T03:28:00Z,64.00,42.00
2026-04-22T04:01:00Z,64.00,42.00
2026-04-22T04:05:00Z,64.00,42.00
2026-04-22T04:10:00Z,64.00,42.00
2026-04-22T04:16:00Z,64.00,42.00
2026-04-22T04:17:00Z,64.00,39.00
2026-04-22T04:27:00Z,64.00,39.00
2026-04-22T04:31:00Z,64.00,39.00
2026-04-22T04:32:00Z,64.00,39.00
2026-04-22T04:34:00Z,64.00,39.00
2026-04-22T04:40:00Z,64.00,39.00
2026-04-22T04:44:00Z,64.00,41.00
2026-04-22T05:02:00Z,64.00,41.00
2026-04-22T05:09:00Z,64.00,41.00
2026-04-22T05:18:00Z,64.00,41.00
2026-04-22T05:20:00Z,64.00,41.00
2026-04-22T05:29:00Z,64.00,41.00
2026-04-22T05:35:00Z,64.00,41.00
2026-04-22T05:36:00Z,64.00,39.00
2026-04-22T05:37:00Z,64.00,39.00
2026-04-22T05:45:00Z,64.00,39.00
2026-04-22T05:50:00Z,61.04,39.00
2026-04-22T05:53:00Z,59.00,39.00
2026-04-22T05:54:00Z,59.00,41.00
2026-04-22T05:58:00Z,59.00,41.00
2026-04-22T06:02:00Z,59.00,41.00
2026-04-22T06:10:00Z,61.29,41.00
2026-04-22T06:29:00Z,64.00,39.00
2026-04-22T06:43:00Z,64.00,39.00
2026-04-22T06:45:00Z,59.00,39.00
2026-04-22T06:57:00Z,59.00,39.00
2026-04-22T07:02:00Z,63.92,39.00
2026-04-22T07:03:00Z,65.00,39.00
2026-04-22T07:28:00Z,64.34,39.00
2026-04-22T07:34:00Z,64.00,39.00
2026-04-22T07:35:00Z,63.00,39.00
2026-04-22T07:37:00Z,63.00,39.00
2026-04-22T07:49:00Z,59.00,39.00
2026-04-22T08:06:00Z,65.00,39.00
2026-04-22T08:11:00Z,65.00,39.00
2026-04-22T08:12:00Z,65.00,39.00
2026-04-22T08:31:00Z,60.00,39.00
2026-04-22T08:33:00Z,61.00,39.00
2026-04-22T09:12:00Z,62.00,39.00
2026-04-22T09:41:00Z,62.00,39.00
2026-04-22T09:43:00Z,62.00,39.00
2026-04-22T10:59:00Z,62.00,39.00
2026-04-22T11:01:00Z,62.00,39.00
2026-04-22T11:10:00Z,62.00,39.00
2026-04-22T11:14:00Z,62.00,39.00
2026-04-22T11:22:00Z,62.60,39.00
2026-04-22T11:23:00Z,63.00,39.00
2026-04-22T11:25:00Z,63.00,38.00
2026-04-22T11:38:00Z,63.00,38.00
2026-04-22T11:39:00Z,63.00,38.00
2026-04-22T11:41:00Z,63.00,38.00
2026-04-22T11:42:00Z,63.00,38.00
2026-04-22T11:48:00Z,63.00,38.00
2026-04-22T11:56:00Z,63.00,38.00
2026-04-22T12:06:00Z,63.00,38.00
2026-04-22T12:07:00Z,63.00,38.00
2026-04-22T12:13:00Z,63.00,38.00
2026-04-22T12:14:00Z,63.00,38.00
2026-04-22T12:15:00Z,63.00,38.00
2026-04-22T12:16:00Z,63.00,38.00
2026-04-22T12:18:00Z,63.00,38.00
2026-04-22T12:19:00Z,63.00,38.00
2026-04-22T12:20:00Z,63.00,38.00
2026-04-22T12:22:00Z,63.00,38.00
2026-04-22T12:25:00Z,63.00,38.00
2026-04-22T12:26:00Z,63.00,38.00
2026-04-22T12:27:00Z,63.00,38.00
2026-04-22T12:31:00Z,63.00,38.00
2026-04-22T12:36:00Z,63.00,38.00
2026-04-22T12:38:00Z,63.00,38.00
2026-04-22T12:40:00Z,63.00,38.00
2026-04-22T12:42:00Z,63.00,38.00
2026-04-22T12:45:00Z,63.00,38.00
2026-04-22T12:53:00Z,63.00,38.00
2026-04-22T12:54:00Z,63.00,38.00
2026-04-22T13:01:00Z,63.00,38.00
2026-04-22T13:02:00Z,63.00,38.00
2026-04-22T13:03:00Z,62.00,38.00
2026-04-22T13:04:00Z,62.00,38.00
2026-04-22T13:08:00Z,62.00,38.00
2026-04-22T13:09:00Z,62.00,38.00
2026-04-22T13:13:00Z,62.00,38.00
2026-04-22T13:15:00Z,61.22,38.00
2026-04-22T13:16:00Z,61.00,38.00
2026-04-22T13:18:00Z,62.00,38.00
2026-04-22T13:21:00Z,62.00,38.00
2026-04-22T13:24:00Z,62.00,38.98
