# event_ticker=KXATPMATCH-26MAY06TIRCAD
# final_score=6-7(5) 6-4 6-0
# score_resolution=6-7 6-4 6-0
# match_winner=Thiago Agustin Tirante
# fav_player=Thiago Agustin Tirante
# dog_player=Gianluca Cadenasso
# kalshi_date=2026-05-06
timestamp,Thiago Agustin Tirante,Gianluca Cadenasso
2026-05-07T10:37:00Z,67.00,33.00
2026-05-07T10:44:00Z,67.00,33.00
2026-05-07T10:51:00Z,68.00,33.00
2026-05-07T10:54:00Z,68.00,33.00
2026-05-07T10:58:00Z,68.00,33.00
2026-05-07T11:16:00Z,67.00,33.00
2026-05-07T11:31:00Z,67.00,33.00
2026-05-07T11:38:00Z,67.00,33.00
2026-05-07T11:43:00Z,67.00,33.00
2026-05-07T11:51:00Z,68.00,33.00
2026-05-07T12:00:00Z,68.00,33.00
2026-05-07T12:02:00Z,68.00,33.00
2026-05-07T12:07:00Z,68.00,33.00
2026-05-07T12:14:00Z,68.00,33.00
2026-05-07T12:25:00Z,68.00,33.00
2026-05-07T12:32:00Z,68.00,33.00
2026-05-07T12:36:00Z,68.00,33.00
2026-05-07T12:37:00Z,68.00,34.00
2026-05-07T12:42:00Z,68.00,34.00
2026-05-07T12:49:00Z,68.00,34.00
2026-05-07T12:50:00Z,68.00,34.00
2026-05-07T12:56:00Z,68.00,34.00
2026-05-07T12:59:00Z,68.00,34.00
2026-05-07T13:00:00Z,68.00,34.00
2026-05-07T13:01:00Z,68.00,34.00
2026-05-07T13:02:00Z,68.00,34.00
2026-05-07T13:08:00Z,68.00,34.00
2026-05-07T13:10:00Z,68.00,34.00
2026-05-07T13:13:00Z,68.00,34.00
2026-05-07T13:20:00Z,68.00,34.00
2026-05-07T13:22:00Z,68.00,34.00
2026-05-07T13:23:00Z,68.00,34.00
2026-05-07T13:24:00Z,68.00,34.00
2026-05-07T13:25:00Z,68.00,34.00
2026-05-07T13:26:00Z,68.00,34.00
2026-05-07T13:27:00Z,68.00,34.00
2026-05-07T13:28:00Z,68.00,34.00
2026-05-07T13:30:00Z,68.00,34.00
2026-05-07T13:34:00Z,68.00,33.00
2026-05-07T13:42:00Z,68.00,33.00
2026-05-07T13:45:00Z,68.00,33.00
2026-05-07T13:46:00Z,68.00,34.00
2026-05-07T13:47:00Z,68.00,34.00
2026-05-07T13:49:00Z,68.00,34.00
2026-05-07T13:50:00Z,68.00,34.00
2026-05-07T13:51:00Z,68.00,34.00
2026-05-07T13:53:00Z,68.00,34.00
2026-05-07T14:00:00Z,68.00,34.00
2026-05-07T14:03:00Z,68.00,34.00
2026-05-07T14:05:00Z,68.00,34.00
2026-05-07T14:08:00Z,67.00,34.00
2026-05-07T14:13:00Z,67.00,34.00
2026-05-07T14:19:00Z,68.00,34.00
2026-05-07T14:20:00Z,68.00,34.00
2026-05-07T14:21:00Z,68.00,34.00
2026-05-07T14:22:00Z,69.00,34.00
2026-05-07T14:24:00Z,69.00,34.00
2026-05-07T14:25:00Z,69.00,34.00
2026-05-07T14:32:00Z,67.00,34.00
2026-05-07T14:33:00Z,69.00,34.00
2026-05-07T14:34:00Z,69.00,33.00
2026-05-07T14:35:00Z,69.00,33.00
2026-05-07T14:36:00Z,69.00,33.00
2026-05-07T14:37:00Z,69.00,33.00
2026-05-07T14:38:00Z,69.00,33.00
2026-05-07T14:39:00Z,69.00,33.00
2026-05-07T14:40:00Z,69.00,33.00
2026-05-07T14:41:00Z,69.00,33.00
2026-05-07T14:43:00Z,69.00,33.00
2026-05-07T14:45:00Z,69.00,32.00
2026-05-07T14:47:00Z,69.00,32.00
2026-05-07T14:48:00Z,69.91,32.00
2026-05-07T14:49:00Z,69.91,32.33
2026-05-07T14:52:00Z,69.00,33.00
2026-05-07T14:53:00Z,69.00,33.00
2026-05-07T14:54:00Z,69.74,33.00
2026-05-07T14:55:00Z,70.00,33.00
2026-05-07T14:57:00Z,70.00,33.00
2026-05-07T14:58:00Z,70.00,32.93
2026-05-07T14:59:00Z,70.00,32.93
2026-05-07T15:01:00Z,70.00,32.00
2026-05-07T15:06:00Z,70.00,31.00
2026-05-07T15:07:00Z,70.00,32.00
2026-05-07T15:08:00Z,70.00,32.00
2026-05-07T15:09:00Z,70.00,32.00
2026-05-07T15:10:00Z,70.00,32.00
2026-05-07T15:12:00Z,70.00,32.00
2026-05-07T15:13:00Z,70.00,32.00
2026-05-07T15:15:00Z,70.00,32.00
2026-05-07T15:18:00Z,70.00,32.00
2026-05-07T15:21:00Z,70.00,32.00
2026-05-07T15:22:00Z,70.00,32.00
2026-05-07T15:23:00Z,70.00,33.00
2026-05-07T15:24:00Z,70.00,33.00
2026-05-07T15:25:00Z,70.00,33.00
2026-05-07T15:26:00Z,70.00,33.00
2026-05-07T15:27:00Z,70.00,33.00
2026-05-07T15:31:00Z,70.00,33.00
2026-05-07T15:32:00Z,70.00,33.00
2026-05-07T15:34:00Z,70.00,33.00
2026-05-07T15:35:00Z,70.00,33.00
2026-05-07T15:36:00Z,70.00,33.00
2026-05-07T15:37:00Z,69.22,32.99
2026-05-07T15:38:00Z,68.00,32.00
2026-05-07T15:39:00Z,67.04,32.00
2026-05-07T15:40:00Z,68.00,33.00
2026-05-07T15:41:00Z,68.00,33.00
2026-05-07T15:42:00Z,68.30,33.00
2026-05-07T15:43:00Z,69.00,32.00
2026-05-07T15:44:00Z,71.24,32.00
2026-05-07T15:45:00Z,71.00,32.00
2026-05-07T15:46:00Z,70.07,29.90
2026-05-07T15:47:00Z,70.28,30.01
2026-05-07T15:48:00Z,68.84,31.68
2026-05-07T15:49:00Z,68.50,31.80
2026-05-07T15:50:00Z,67.02,33.00
2026-05-07T15:51:00Z,70.67,33.00
2026-05-07T15:52:00Z,69.99,33.00
2026-05-07T15:53:00Z,71.00,30.00
2026-05-07T15:54:00Z,71.00,30.00
2026-05-07T15:55:00Z,71.88,28.63
2026-05-07T15:56:00Z,72.97,27.90
2026-05-07T15:57:00Z,69.05,31.00
2026-05-07T15:58:00Z,68.72,32.80
2026-05-07T15:59:00Z,67.28,34.49
2026-05-07T16:00:00Z,67.64,33.02
2026-05-07T16:01:00Z,66.20,35.35
2026-05-07T16:02:00Z,69.40,31.97
2026-05-07T16:03:00Z,64.64,37.71
2026-05-07T16:04:00Z,65.68,38.49
2026-05-07T16:05:00Z,67.05,32.90
2026-05-07T16:06:00Z,71.00,30.00
2026-05-07T16:07:00Z,70.34,30.00
2026-05-07T16:08:00Z,69.18,31.03
2026-05-07T16:09:00Z,67.01,33.32
2026-05-07T16:10:00Z,66.38,33.36
2026-05-07T16:11:00Z,68.21,32.49
2026-05-07T16:12:00Z,69.63,30.04
2026-05-07T16:13:00Z,70.69,29.92
2026-05-07T16:14:00Z,69.85,30.60
2026-05-07T16:15:00Z,66.60,33.99
2026-05-07T16:16:00Z,67.03,34.30
2026-05-07T16:17:00Z,68.00,33.00
2026-05-07T16:18:00Z,69.02,31.08
2026-05-07T16:19:00Z,70.24,30.19
2026-05-07T16:20:00Z,71.00,30.00
2026-05-07T16:21:00Z,68.43,31.53
2026-05-07T16:22:00Z,70.68,30.23
2026-05-07T16:23:00Z,69.13,32.34
2026-05-07T16:24:00Z,67.97,33.15
2026-05-07T16:25:00Z,71.38,30.00
2026-05-07T16:26:00Z,72.00,29.00
2026-05-07T16:27:00Z,72.02,30.67
2026-05-07T16:28:00Z,68.30,33.13
2026-05-07T16:29:00Z,68.26,32.30
2026-05-07T16:30:00Z,74.01,30.44
2026-05-07T16:31:00Z,72.96,29.58
2026-05-07T16:32:00Z,66.36,33.45
2026-05-07T16:33:00Z,65.00,35.07
2026-05-07T16:34:00Z,65.50,40.90
2026-05-07T16:35:00Z,64.51,39.20
2026-05-07T16:36:00Z,68.53,30.35
2026-05-07T16:37:00Z,64.20,36.00
2026-05-07T16:38:00Z,50.51,48.36
2026-05-07T16:39:00Z,39.84,60.16
2026-05-07T16:40:00Z,40.00,60.00
2026-05-07T16:41:00Z,39.82,60.13
2026-05-07T16:42:00Z,39.90,60.02
2026-05-07T16:43:00Z,39.51,61.91
2026-05-07T16:44:00Z,38.41,61.84
2026-05-07T16:45:00Z,39.25,61.95
2026-05-07T16:46:00Z,37.24,64.58
2026-05-07T16:47:00Z,37.00,64.74
2026-05-07T16:48:00Z,35.57,64.98
2026-05-07T16:49:00Z,26.18,70.47
2026-05-07T16:50:00Z,18.01,79.62
2026-05-07T16:51:00Z,15.46,84.95
2026-05-07T16:52:00Z,18.02,82.83
2026-05-07T16:53:00Z,12.08,88.65
2026-05-07T16:54:00Z,11.20,89.69
2026-05-07T16:55:00Z,10.11,89.27
2026-05-07T16:56:00Z,7.34,92.21
2026-05-07T16:57:00Z,8.92,91.41
2026-05-07T16:58:00Z,11.51,89.98
2026-05-07T16:59:00Z,10.19,89.73
2026-05-07T17:00:00Z,12.90,87.13
2026-05-07T17:01:00Z,14.53,84.56
2026-05-07T17:02:00Z,12.69,88.26
2026-05-07T17:03:00Z,8.20,92.22
2026-05-07T17:04:00Z,7.74,92.94
2026-05-07T17:05:00Z,8.97,91.24
2026-05-07T17:06:00Z,9.70,90.88
2026-05-07T17:07:00Z,9.46,90.25
2026-05-07T17:08:00Z,5.31,95.00
2026-05-07T17:09:00Z,10.12,90.94
2026-05-07T17:10:00Z,23.04,78.57
2026-05-07T17:11:00Z,32.20,67.69
2026-05-07T17:12:00Z,32.36,67.36
2026-05-07T17:13:00Z,34.71,64.08
2026-05-07T17:14:00Z,36.48,62.96
2026-05-07T17:15:00Z,39.55,60.38
2026-05-07T17:16:00Z,48.76,51.21
2026-05-07T17:17:00Z,56.70,43.03
2026-05-07T17:18:00Z,61.90,38.33
2026-05-07T17:19:00Z,61.96,38.85
2026-05-07T17:20:00Z,58.85,41.95
2026-05-07T17:21:00Z,53.05,46.21
2026-05-07T17:22:00Z,55.81,44.86
2026-05-07T17:23:00Z,58.23,38.10
2026-05-07T17:24:00Z,64.28,35.66
2026-05-07T17:25:00Z,64.17,35.92
2026-05-07T17:26:00Z,64.84,35.97
2026-05-07T17:27:00Z,64.44,35.55
2026-05-07T17:28:00Z,64.92,36.14
2026-05-07T17:29:00Z,64.50,36.94
2026-05-07T17:30:00Z,64.99,35.44
2026-05-07T17:31:00Z,64.98,35.16
2026-05-07T17:32:00Z,61.81,39.45
2026-05-07T17:33:00Z,59.71,39.48
2026-05-07T17:34:00Z,70.85,27.92
2026-05-07T17:35:00Z,82.81,17.88
2026-05-07T17:36:00Z,80.68,20.15
2026-05-07T17:37:00Z,79.72,21.58
2026-05-07T17:38:00Z,80.18,19.40
2026-05-07T17:39:00Z,85.69,14.27
2026-05-07T17:40:00Z,88.44,7.75
2026-05-07T17:41:00Z,94.69,7.20
2026-05-07T17:42:00Z,92.48,6.30
2026-05-07T17:43:00Z,96.50,3.44
2026-05-07T17:44:00Z,96.10,3.86
2026-05-07T17:45:00Z,97.02,3.60
2026-05-07T17:46:00Z,98.25,1.91
2026-05-07T17:47:00Z,98.11,1.56
2026-05-07T17:48:00Z,98.44,1.47
2026-05-07T17:49:00Z,99.00,1.00
2026-05-07T17:50:00Z,99.00,1.00
2026-05-07T17:51:00Z,99.00,1.00
2026-05-07T17:52:00Z,99.00,1.00
2026-05-07T17:53:00Z,99.00,1.00
2026-05-07T17:54:00Z,99.00,1.00
2026-05-07T17:55:00Z,99.00,1.00
2026-05-07T17:56:00Z,99.00,1.00
2026-05-07T17:57:00Z,99.00,1.00
2026-05-07T17:58:00Z,99.00,1.00
