# event_ticker=KXATPMATCH-25OCT14COMGOF
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Francisco Comesana
# fav_player=David Goffin
# dog_player=Francisco Comesana
# kalshi_date=2025-10-14
timestamp,David Goffin,Francisco Comesana
2025-10-14T04:19:00Z,,42.00
2025-10-14T04:47:00Z,,41.00
2025-10-14T04:56:00Z,60.00,41.00
2025-10-14T05:18:00Z,60.00,40.00
2025-10-14T05:28:00Z,60.00,40.00
2025-10-14T05:41:00Z,60.00,40.00
2025-10-14T08:33:00Z,60.00,40.00
2025-10-14T08:44:00Z,60.00,41.00
2025-10-14T09:03:00Z,60.00,41.00
2025-10-14T09:05:00Z,60.00,41.00
2025-10-14T09:39:00Z,60.00,41.00
2025-10-14T09:48:00Z,60.00,41.00
2025-10-14T10:00:00Z,60.00,41.00
2025-10-14T10:54:00Z,60.00,41.00
2025-10-14T11:13:00Z,60.00,41.00
2025-10-14T11:21:00Z,60.00,41.00
2025-10-14T11:53:00Z,60.00,41.00
2025-10-14T12:16:00Z,60.00,41.00
2025-10-14T12:20:00Z,60.00,41.00
2025-10-14T12:25:00Z,60.00,42.00
2025-10-14T12:32:00Z,60.00,42.00
2025-10-14T12:33:00Z,60.00,42.00
2025-10-14T12:35:00Z,60.00,42.00
2025-10-14T12:37:00Z,60.00,41.00
2025-10-14T12:38:00Z,60.00,41.00
2025-10-14T12:42:00Z,60.00,41.00
2025-10-14T12:49:00Z,60.00,41.00
2025-10-14T12:51:00Z,60.00,41.00
2025-10-14T12:55:00Z,60.00,41.00
2025-10-14T13:01:00Z,60.00,41.00
2025-10-14T13:03:00Z,60.00,41.00
2025-10-14T13:05:00Z,60.00,41.00
2025-10-14T13:07:00Z,60.00,41.00
2025-10-14T13:11:00Z,60.00,41.00
2025-10-14T13:19:00Z,60.00,41.00
2025-10-14T13:25:00Z,60.00,41.00
2025-10-14T13:26:00Z,60.00,41.00
2025-10-14T13:28:00Z,60.00,41.00
2025-10-14T13:29:00Z,60.00,41.00
2025-10-14T13:31:00Z,60.00,40.50
2025-10-14T13:36:00Z,60.00,41.00
2025-10-14T13:37:00Z,60.00,41.00
2025-10-14T13:39:00Z,60.00,41.00
2025-10-14T13:40:00Z,60.00,41.00
2025-10-14T13:41:00Z,60.00,40.00
2025-10-14T13:42:00Z,60.00,40.00
2025-10-14T13:44:00Z,60.00,40.00
2025-10-14T13:46:00Z,60.00,40.00
2025-10-14T13:47:00Z,60.00,41.00
2025-10-14T13:48:00Z,60.00,40.00
2025-10-14T13:50:00Z,60.00,40.00
2025-10-14T13:51:00Z,60.00,41.00
2025-10-14T13:54:00Z,58.08,41.00
2025-10-14T13:55:00Z,57.00,41.00
2025-10-14T13:58:00Z,57.88,41.00
2025-10-14T13:59:00Z,57.88,43.00
2025-10-14T14:00:00Z,58.00,43.00
2025-10-14T14:01:00Z,58.00,44.00
2025-10-14T14:02:00Z,58.00,44.00
2025-10-14T14:04:00Z,60.93,44.00
2025-10-14T14:05:00Z,59.00,43.00
2025-10-14T14:06:00Z,59.00,43.02
2025-10-14T14:07:00Z,59.00,43.02
2025-10-14T14:08:00Z,59.49,42.76
2025-10-14T14:09:00Z,59.49,42.27
2025-10-14T14:10:00Z,55.81,44.54
2025-10-14T14:11:00Z,53.00,48.99
2025-10-14T14:12:00Z,51.77,49.77
2025-10-14T14:13:00Z,49.00,52.85
2025-10-14T14:14:00Z,46.73,53.26
2025-10-14T14:15:00Z,52.61,50.51
2025-10-14T14:16:00Z,55.00,48.07
2025-10-14T14:17:00Z,51.00,49.00
2025-10-14T14:18:00Z,51.39,49.48
2025-10-14T14:19:00Z,51.09,50.41
2025-10-14T14:20:00Z,52.99,49.29
2025-10-14T14:21:00Z,52.81,51.90
2025-10-14T14:22:00Z,39.15,63.76
2025-10-14T14:23:00Z,32.57,66.48
2025-10-14T14:24:00Z,34.39,68.78
2025-10-14T14:25:00Z,34.47,67.92
2025-10-14T14:26:00Z,29.62,70.95
2025-10-14T14:27:00Z,31.00,70.04
2025-10-14T14:28:00Z,28.99,70.27
2025-10-14T14:29:00Z,30.39,70.87
2025-10-14T14:30:00Z,31.66,72.00
2025-10-14T14:31:00Z,33.10,68.31
2025-10-14T14:32:00Z,39.68,61.02
2025-10-14T14:33:00Z,47.39,54.53
2025-10-14T14:34:00Z,52.56,49.86
2025-10-14T14:35:00Z,53.00,49.17
2025-10-14T14:36:00Z,47.81,57.00
2025-10-14T14:37:00Z,34.76,62.82
2025-10-14T14:38:00Z,35.45,69.05
2025-10-14T14:39:00Z,36.13,66.13
2025-10-14T14:40:00Z,35.58,66.73
2025-10-14T14:41:00Z,38.42,64.70
2025-10-14T14:42:00Z,35.93,62.47
2025-10-14T14:43:00Z,38.61,61.32
2025-10-14T14:44:00Z,37.81,65.44
2025-10-14T14:45:00Z,48.04,56.49
2025-10-14T14:46:00Z,52.11,47.36
2025-10-14T14:47:00Z,52.00,48.00
2025-10-14T14:48:00Z,39.59,58.86
2025-10-14T14:49:00Z,43.34,55.75
2025-10-14T14:50:00Z,52.07,45.30
2025-10-14T14:51:00Z,56.18,46.60
2025-10-14T14:52:00Z,56.18,46.00
2025-10-14T14:53:00Z,58.69,41.19
2025-10-14T14:54:00Z,51.04,48.16
2025-10-14T14:55:00Z,51.23,50.00
2025-10-14T14:56:00Z,53.19,47.97
2025-10-14T14:57:00Z,50.74,48.94
2025-10-14T14:58:00Z,57.24,42.33
2025-10-14T14:59:00Z,57.00,45.51
2025-10-14T15:00:00Z,47.55,56.20
2025-10-14T15:01:00Z,40.85,61.09
2025-10-14T15:02:00Z,45.00,58.71
2025-10-14T15:03:00Z,38.41,60.27
2025-10-14T15:04:00Z,49.93,52.89
2025-10-14T15:05:00Z,42.11,54.36
2025-10-14T15:06:00Z,40.05,62.59
2025-10-14T15:07:00Z,35.93,66.08
2025-10-14T15:08:00Z,36.93,64.80
2025-10-14T15:09:00Z,38.00,62.45
2025-10-14T15:10:00Z,41.82,59.50
2025-10-14T15:11:00Z,42.34,59.00
2025-10-14T15:12:00Z,40.00,59.78
2025-10-14T15:13:00Z,39.00,63.00
2025-10-14T15:14:00Z,37.00,64.73
2025-10-14T15:15:00Z,39.15,63.00
2025-10-14T15:16:00Z,42.78,58.84
2025-10-14T15:17:00Z,43.35,58.52
2025-10-14T15:18:00Z,43.00,61.69
2025-10-14T15:19:00Z,39.00,60.48
2025-10-14T15:20:00Z,36.80,64.99
2025-10-14T15:21:00Z,33.03,67.14
2025-10-14T15:22:00Z,31.22,69.67
2025-10-14T15:23:00Z,34.51,66.11
2025-10-14T15:24:00Z,33.91,64.51
2025-10-14T15:25:00Z,39.18,62.40
2025-10-14T15:26:00Z,39.62,62.99
2025-10-14T15:27:00Z,39.67,59.31
2025-10-14T15:28:00Z,37.28,66.12
2025-10-14T15:29:00Z,33.13,69.82
2025-10-14T15:30:00Z,33.87,67.85
2025-10-14T15:31:00Z,37.67,63.69
2025-10-14T15:32:00Z,38.09,62.93
2025-10-14T15:33:00Z,39.00,62.93
2025-10-14T15:34:00Z,41.89,57.83
2025-10-14T15:35:00Z,37.53,66.20
2025-10-14T15:36:00Z,34.00,67.01
