# event_ticker=KXATPCHALLENGERMATCH-26MAY07JONSAN
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Akira Santillan
# fav_player=Maximus Jones
# dog_player=Akira Santillan
# kalshi_date=2026-05-07
timestamp,Maximus Jones,Akira Santillan
2026-05-06T20:15:00Z,,49.00
2026-05-06T20:40:00Z,53.00,49.00
2026-05-06T20:43:00Z,53.00,49.00
2026-05-06T20:44:00Z,53.00,50.00
2026-05-06T20:59:00Z,53.00,50.00
2026-05-06T21:46:00Z,53.00,50.00
2026-05-06T22:53:00Z,53.00,50.00
2026-05-06T23:07:00Z,53.00,50.00
2026-05-06T23:37:00Z,53.00,50.00
2026-05-06T23:47:00Z,53.00,51.79
2026-05-06T23:52:00Z,53.00,51.79
2026-05-07T00:09:00Z,53.00,51.00
2026-05-07T00:25:00Z,53.00,51.00
2026-05-07T00:42:00Z,52.00,51.00
2026-05-07T03:03:00Z,52.00,52.00
2026-05-07T03:05:00Z,52.00,52.00
2026-05-07T03:06:00Z,49.00,52.00
2026-05-07T03:08:00Z,49.33,52.00
2026-05-07T03:25:00Z,50.00,52.00
2026-05-07T03:45:00Z,50.00,52.00
2026-05-07T04:01:00Z,50.00,52.64
2026-05-07T04:02:00Z,50.00,52.00
2026-05-07T04:08:00Z,50.00,52.57
2026-05-07T04:09:00Z,50.00,52.00
2026-05-07T04:12:00Z,50.00,52.00
2026-05-07T04:13:00Z,50.00,52.89
2026-05-07T04:15:00Z,50.00,53.00
2026-05-07T04:22:00Z,50.00,53.00
2026-05-07T04:23:00Z,50.00,53.00
2026-05-07T04:24:00Z,50.00,53.00
2026-05-07T04:25:00Z,49.00,53.00
2026-05-07T04:28:00Z,49.00,53.00
2026-05-07T04:29:00Z,49.00,53.00
2026-05-07T04:31:00Z,49.00,53.00
2026-05-07T04:35:00Z,49.61,53.00
2026-05-07T04:36:00Z,49.61,52.88
2026-05-07T04:37:00Z,49.61,53.00
2026-05-07T04:40:00Z,49.61,53.46
2026-05-07T04:42:00Z,50.00,53.46
2026-05-07T04:44:00Z,50.00,52.00
2026-05-07T04:45:00Z,50.00,52.00
2026-05-07T04:47:00Z,50.67,52.00
2026-05-07T04:48:00Z,50.67,52.00
2026-05-07T04:49:00Z,50.67,53.00
2026-05-07T04:52:00Z,51.00,53.00
2026-05-07T04:53:00Z,51.00,53.00
2026-05-07T05:03:00Z,51.00,53.00
2026-05-07T05:05:00Z,51.00,53.00
2026-05-07T05:06:00Z,51.00,53.00
2026-05-07T05:13:00Z,51.00,53.00
2026-05-07T05:14:00Z,51.00,53.00
2026-05-07T05:20:00Z,51.00,50.38
2026-05-07T05:22:00Z,51.00,50.38
2026-05-07T05:31:00Z,51.00,52.15
2026-05-07T05:32:00Z,51.00,53.00
2026-05-07T05:33:00Z,51.00,52.00
2026-05-07T05:36:00Z,51.00,52.00
2026-05-07T05:41:00Z,51.00,52.90
2026-05-07T05:47:00Z,48.00,52.90
2026-05-07T05:54:00Z,48.00,53.00
2026-05-07T05:56:00Z,48.00,52.00
2026-05-07T05:58:00Z,48.00,52.63
2026-05-07T06:00:00Z,51.00,52.63
2026-05-07T06:02:00Z,51.00,52.63
2026-05-07T06:04:00Z,51.00,52.63
2026-05-07T06:08:00Z,51.00,52.00
2026-05-07T06:09:00Z,50.00,52.75
2026-05-07T06:15:00Z,50.00,52.00
2026-05-07T06:16:00Z,51.00,52.00
2026-05-07T06:18:00Z,51.00,52.00
2026-05-07T06:19:00Z,51.00,52.00
2026-05-07T06:20:00Z,51.00,52.00
2026-05-07T06:21:00Z,50.00,52.00
2026-05-07T06:22:00Z,50.00,52.00
2026-05-07T06:24:00Z,50.00,52.00
2026-05-07T06:26:00Z,50.00,52.00
2026-05-07T06:27:00Z,50.00,52.00
2026-05-07T06:30:00Z,50.00,52.00
2026-05-07T06:35:00Z,50.00,52.00
2026-05-07T06:37:00Z,50.00,52.00
2026-05-07T06:38:00Z,50.00,52.00
2026-05-07T06:41:00Z,50.00,52.00
2026-05-07T06:42:00Z,50.00,52.00
2026-05-07T06:43:00Z,49.88,52.00
2026-05-07T06:45:00Z,50.00,52.00
2026-05-07T06:46:00Z,51.00,52.00
2026-05-07T06:47:00Z,51.00,52.00
