# event_ticker=KXATPCHALLENGERMATCH-26MAY07JONSAN
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Akira Santillan
# fav_player=Maximus Jones
# dog_player=Akira Santillan
# kalshi_date=2026-05-07
timestamp,Maximus Jones,Akira Santillan
2026-05-07T06:48:00Z,51.00,52.00
2026-05-07T06:49:00Z,51.00,52.00
2026-05-07T06:50:00Z,51.00,52.00
2026-05-07T06:51:00Z,51.00,52.00
2026-05-07T06:52:00Z,51.00,51.45
2026-05-07T06:53:00Z,50.73,52.00
2026-05-07T06:54:00Z,50.73,52.36
2026-05-07T06:55:00Z,48.00,53.00
2026-05-07T06:56:00Z,47.00,52.61
2026-05-07T06:57:00Z,50.03,53.00
2026-05-07T06:58:00Z,49.04,52.00
2026-05-07T06:59:00Z,49.04,52.99
2026-05-07T07:00:00Z,49.00,52.39
2026-05-07T09:01:00Z,50.02,49.67
2026-05-07T09:02:00Z,40.01,59.64
2026-05-07T09:03:00Z,37.62,65.65
2026-05-07T09:04:00Z,32.31,70.53
2026-05-07T09:05:00Z,27.89,72.95
2026-05-07T09:06:00Z,26.80,75.44
2026-05-07T09:07:00Z,21.99,78.48
2026-05-07T09:08:00Z,21.00,79.00
2026-05-07T09:09:00Z,21.72,80.00
2026-05-07T09:10:00Z,23.90,78.04
2026-05-07T09:11:00Z,19.37,82.00
2026-05-07T09:12:00Z,19.94,81.17
2026-05-07T09:13:00Z,20.11,81.00
2026-05-07T09:14:00Z,17.45,82.68
2026-05-07T09:15:00Z,12.39,88.69
2026-05-07T09:16:00Z,16.19,88.00
2026-05-07T09:17:00Z,17.84,83.03
2026-05-07T09:18:00Z,13.56,86.93
2026-05-07T09:19:00Z,16.37,83.86
2026-05-07T09:20:00Z,17.85,82.98
2026-05-07T09:21:00Z,18.71,83.96
2026-05-07T09:22:00Z,17.55,79.00
2026-05-07T09:23:00Z,19.69,80.47
2026-05-07T09:24:00Z,15.96,79.38
2026-05-07T09:25:00Z,16.87,83.18
2026-05-07T09:26:00Z,17.94,82.00
2026-05-07T09:27:00Z,17.00,82.96
2026-05-07T09:28:00Z,18.04,81.97
2026-05-07T09:29:00Z,17.00,82.10
2026-05-07T09:30:00Z,19.43,80.00
2026-05-07T09:31:00Z,17.23,82.99
2026-05-07T09:32:00Z,15.33,82.99
2026-05-07T09:33:00Z,17.00,82.99
2026-05-07T09:34:00Z,14.30,86.76
2026-05-07T09:35:00Z,6.09,90.24
2026-05-07T09:36:00Z,5.99,94.60
2026-05-07T09:37:00Z,5.03,96.38
2026-05-07T09:38:00Z,5.57,96.00
2026-05-07T09:39:00Z,7.00,95.13
2026-05-07T09:40:00Z,5.55,93.45
2026-05-07T09:41:00Z,7.32,92.00
2026-05-07T09:42:00Z,7.00,92.00
2026-05-07T09:43:00Z,6.00,95.50
2026-05-07T09:44:00Z,9.53,88.59
2026-05-07T09:45:00Z,14.99,86.29
2026-05-07T09:46:00Z,12.97,84.46
2026-05-07T09:47:00Z,6.13,93.86
2026-05-07T09:48:00Z,7.94,92.02
2026-05-07T09:49:00Z,10.10,88.22
2026-05-07T09:50:00Z,12.82,95.69
2026-05-07T09:51:00Z,3.51,95.87
2026-05-07T09:52:00Z,3.08,97.46
2026-05-07T09:53:00Z,6.47,97.46
2026-05-07T09:54:00Z,9.69,95.64
2026-05-07T09:55:00Z,11.04,89.03
2026-05-07T09:56:00Z,16.43,85.00
2026-05-07T09:57:00Z,13.35,88.38
2026-05-07T09:58:00Z,7.79,93.50
2026-05-07T09:59:00Z,1.79,97.97
2026-05-07T10:00:00Z,1.73,98.94
2026-05-07T10:01:00Z,1.73,99.00
