# event_ticker=KXATPCHALLENGERMATCH-26MAY04UCHGRA
# final_score=6-3 6-0
# match_winner=Alastair Gray
# fav_player=Alastair Gray
# dog_player=Yasutaka Uchiyama
# kalshi_date=2026-05-04
timestamp,Yasutaka Uchiyama,Alastair Gray
2026-05-04T04:55:00Z,41.00,58.00
2026-05-04T05:01:00Z,41.00,58.00
2026-05-04T05:03:00Z,41.00,60.00
2026-05-04T05:07:00Z,41.00,60.00
2026-05-04T05:13:00Z,41.00,61.00
2026-05-04T05:22:00Z,41.00,61.00
2026-05-04T05:32:00Z,41.00,61.00
2026-05-04T05:39:00Z,41.00,61.00
2026-05-04T05:43:00Z,40.00,61.00
2026-05-04T05:46:00Z,40.00,61.00
2026-05-04T05:57:00Z,40.00,61.00
2026-05-04T06:04:00Z,40.00,61.00
2026-05-04T06:07:00Z,40.00,61.00
2026-05-04T06:08:00Z,40.00,61.00
2026-05-04T06:09:00Z,40.00,61.00
2026-05-04T06:10:00Z,40.00,61.00
2026-05-04T06:11:00Z,40.00,61.00
2026-05-04T06:12:00Z,40.00,61.00
2026-05-04T06:14:00Z,40.00,61.00
2026-05-04T06:16:00Z,40.00,61.00
2026-05-04T06:17:00Z,40.00,61.00
2026-05-04T06:18:00Z,40.00,61.00
2026-05-04T06:19:00Z,40.00,61.52
2026-05-04T06:20:00Z,41.00,61.52
2026-05-04T06:21:00Z,41.00,61.00
2026-05-04T06:22:00Z,41.00,61.00
2026-05-04T06:23:00Z,41.00,61.00
2026-05-04T06:24:00Z,41.00,61.00
2026-05-04T06:26:00Z,41.00,61.00
2026-05-04T06:27:00Z,41.00,61.00
2026-05-04T06:28:00Z,41.00,61.00
2026-05-04T06:30:00Z,41.00,61.52
2026-05-04T06:31:00Z,41.00,61.00
2026-05-04T06:32:00Z,40.00,60.81
2026-05-04T06:33:00Z,41.00,61.00
2026-05-04T06:34:00Z,41.00,61.00
2026-05-04T06:35:00Z,40.82,61.00
2026-05-04T06:36:00Z,40.71,61.00
2026-05-04T06:37:00Z,39.08,61.00
2026-05-04T06:38:00Z,40.65,61.00
2026-05-04T06:39:00Z,39.00,61.57
2026-05-04T06:40:00Z,38.00,63.00
2026-05-04T06:41:00Z,36.00,63.59
2026-05-04T06:42:00Z,35.55,66.62
2026-05-04T06:43:00Z,35.26,69.52
2026-05-04T06:44:00Z,25.60,74.38
2026-05-04T06:45:00Z,20.82,78.82
2026-05-04T06:46:00Z,21.46,78.93
2026-05-04T06:47:00Z,21.00,79.60
2026-05-04T06:48:00Z,20.00,80.08
2026-05-04T06:49:00Z,20.86,79.38
2026-05-04T06:50:00Z,22.00,79.00
2026-05-04T06:51:00Z,22.56,78.69
2026-05-04T06:52:00Z,24.05,76.31
2026-05-04T06:53:00Z,28.88,74.85
2026-05-04T06:54:00Z,32.54,71.37
2026-05-04T06:55:00Z,38.00,61.21
2026-05-04T06:56:00Z,38.95,61.04
2026-05-04T06:57:00Z,40.99,60.17
2026-05-04T06:58:00Z,41.59,58.67
2026-05-04T06:59:00Z,38.77,63.48
2026-05-04T07:00:00Z,39.53,60.53
2026-05-04T07:01:00Z,37.44,63.24
2026-05-04T07:02:00Z,36.00,65.79
2026-05-04T07:03:00Z,35.92,65.90
2026-05-04T07:04:00Z,36.83,64.68
2026-05-04T07:05:00Z,37.94,66.44
2026-05-04T07:06:00Z,30.06,72.25
2026-05-04T07:07:00Z,36.14,64.92
2026-05-04T07:08:00Z,36.77,65.99
2026-05-04T07:09:00Z,32.45,68.03
2026-05-04T07:10:00Z,26.37,74.18
2026-05-04T07:11:00Z,26.92,74.82
2026-05-04T07:12:00Z,29.41,71.88
2026-05-04T07:13:00Z,28.67,71.25
2026-05-04T07:14:00Z,16.08,78.06
2026-05-04T07:15:00Z,17.47,80.97
2026-05-04T07:16:00Z,17.28,82.45
2026-05-04T07:17:00Z,16.94,83.85
2026-05-04T07:18:00Z,15.76,84.91
2026-05-04T07:19:00Z,15.02,84.63
2026-05-04T07:20:00Z,12.10,87.96
2026-05-04T07:21:00Z,7.29,92.65
2026-05-04T07:22:00Z,5.93,93.15
2026-05-04T07:23:00Z,6.77,94.18
2026-05-04T07:24:00Z,5.68,95.77
2026-05-04T07:25:00Z,5.17,95.87
2026-05-04T07:26:00Z,5.91,94.23
2026-05-04T07:27:00Z,4.47,95.51
2026-05-04T07:28:00Z,1.41,98.57
2026-05-04T07:29:00Z,1.00,98.05
2026-05-04T07:30:00Z,1.00,98.92
2026-05-04T07:31:00Z,1.00,98.92
2026-05-04T07:32:00Z,1.00,99.00
2026-05-04T07:33:00Z,1.00,99.00
2026-05-04T07:34:00Z,1.00,99.00
2026-05-04T07:35:00Z,1.00,99.00
2026-05-04T07:38:00Z,1.00,99.00
2026-05-04T07:39:00Z,1.00,99.00
2026-05-04T07:42:00Z,1.00,99.00
