# event_ticker=KXATPCHALLENGERMATCH-26MAY04UCHGRA
# final_score=6-3 6-0
# match_winner=Alastair Gray
# fav_player=Alastair Gray
# dog_player=Yasutaka Uchiyama
# kalshi_date=2026-05-04
timestamp,Yasutaka Uchiyama,Alastair Gray
2026-05-03T21:31:00Z,43.00,
2026-05-03T21:37:00Z,43.00,
2026-05-03T22:03:00Z,43.00,
2026-05-03T22:07:00Z,43.00,59.00
2026-05-03T22:08:00Z,43.00,59.00
2026-05-03T22:25:00Z,43.00,60.00
2026-05-03T22:33:00Z,43.00,59.00
2026-05-03T22:57:00Z,44.00,59.00
2026-05-03T23:24:00Z,44.00,60.00
2026-05-04T00:26:00Z,44.00,60.00
2026-05-04T01:26:00Z,43.00,60.00
2026-05-04T01:44:00Z,43.00,60.00
2026-05-04T01:45:00Z,43.00,60.00
2026-05-04T01:47:00Z,43.00,60.00
2026-05-04T01:48:00Z,42.00,60.00
2026-05-04T01:52:00Z,42.00,59.00
2026-05-04T02:00:00Z,42.00,59.00
2026-05-04T02:03:00Z,42.00,59.00
2026-05-04T02:18:00Z,42.00,59.00
2026-05-04T02:23:00Z,41.00,59.00
2026-05-04T02:24:00Z,41.00,59.00
2026-05-04T02:39:00Z,41.00,59.00
2026-05-04T02:41:00Z,41.00,59.08
2026-05-04T02:46:00Z,41.00,59.00
2026-05-04T02:47:00Z,41.00,60.00
2026-05-04T02:55:00Z,41.00,60.00
2026-05-04T02:58:00Z,41.00,60.00
2026-05-04T03:00:00Z,42.00,60.00
2026-05-04T03:04:00Z,42.00,58.00
2026-05-04T03:11:00Z,42.00,59.00
2026-05-04T03:19:00Z,42.00,59.00
2026-05-04T03:23:00Z,42.00,59.00
2026-05-04T03:29:00Z,43.00,59.00
2026-05-04T03:35:00Z,43.00,60.11
2026-05-04T03:36:00Z,43.00,60.00
2026-05-04T03:39:00Z,43.00,60.83
2026-05-04T03:41:00Z,43.00,61.00
2026-05-04T03:42:00Z,43.00,61.00
2026-05-04T03:46:00Z,43.00,59.00
2026-05-04T03:53:00Z,41.00,61.00
2026-05-04T03:55:00Z,41.00,61.00
2026-05-04T04:05:00Z,41.00,61.00
2026-05-04T04:09:00Z,41.00,61.00
2026-05-04T04:14:00Z,41.00,61.00
2026-05-04T04:19:00Z,39.35,61.00
2026-05-04T04:20:00Z,39.35,61.00
2026-05-04T04:26:00Z,41.00,61.00
2026-05-04T04:28:00Z,41.00,61.00
2026-05-04T04:31:00Z,41.00,58.13
2026-05-04T04:32:00Z,41.00,59.38
2026-05-04T04:35:00Z,41.00,58.00
2026-05-04T04:36:00Z,41.00,60.00
2026-05-04T04:48:00Z,41.00,60.00
2026-05-04T04:50:00Z,41.00,60.00
