# event_ticker=KXATPCHALLENGERMATCH-26MAR17TRAPOL
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Stefano Travaglia
# fav_player=Mili Poljicak
# dog_player=Stefano Travaglia
# kalshi_date=2026-03-17
timestamp,Mili Poljicak,Stefano Travaglia
2026-03-17T13:36:00Z,43.54,59.89
2026-03-17T13:37:00Z,45.42,57.72
2026-03-17T13:38:00Z,45.81,57.38
2026-03-17T13:39:00Z,44.66,58.25
2026-03-17T13:40:00Z,42.90,60.34
2026-03-17T13:41:00Z,38.56,63.69
2026-03-17T13:42:00Z,38.14,63.40
2026-03-17T13:43:00Z,40.99,58.50
2026-03-17T13:44:00Z,42.19,59.54
2026-03-17T13:45:00Z,42.66,58.56
2026-03-17T13:46:00Z,42.23,58.66
2026-03-17T13:47:00Z,42.52,58.81
2026-03-17T13:48:00Z,41.17,58.26
2026-03-17T13:49:00Z,42.00,58.96
2026-03-17T13:50:00Z,40.50,61.14
2026-03-17T13:51:00Z,34.26,68.11
2026-03-17T13:52:00Z,38.19,62.64
2026-03-17T13:53:00Z,41.52,58.52
2026-03-17T13:54:00Z,40.71,59.58
2026-03-17T13:55:00Z,34.42,63.30
2026-03-17T13:56:00Z,34.44,65.46
2026-03-17T13:57:00Z,34.81,69.41
2026-03-17T13:58:00Z,39.21,63.21
2026-03-17T13:59:00Z,38.97,61.90
2026-03-17T14:00:00Z,41.56,60.96
2026-03-17T14:01:00Z,47.57,54.28
2026-03-17T14:02:00Z,52.49,49.96
2026-03-17T14:03:00Z,44.91,55.42
2026-03-17T14:04:00Z,47.97,53.13
2026-03-17T14:05:00Z,44.46,56.27
2026-03-17T14:06:00Z,49.32,52.95
2026-03-17T14:07:00Z,37.97,59.24
2026-03-17T14:08:00Z,37.15,64.46
2026-03-17T14:09:00Z,37.95,62.94
2026-03-17T14:10:00Z,33.51,69.72
2026-03-17T14:11:00Z,32.03,69.11
2026-03-17T14:12:00Z,21.23,78.22
2026-03-17T14:13:00Z,21.84,78.88
2026-03-17T14:14:00Z,21.12,78.03
2026-03-17T14:15:00Z,23.68,78.22
2026-03-17T14:16:00Z,30.66,67.81
2026-03-17T14:17:00Z,35.87,64.68
2026-03-17T14:18:00Z,40.40,64.97
2026-03-17T14:19:00Z,42.37,58.03
2026-03-17T14:20:00Z,40.01,59.77
2026-03-17T14:21:00Z,41.90,59.03
2026-03-17T14:22:00Z,38.94,63.31
2026-03-17T14:23:00Z,36.00,65.23
2026-03-17T14:24:00Z,36.65,65.69
2026-03-17T14:25:00Z,38.79,63.72
2026-03-17T14:26:00Z,32.30,70.06
2026-03-17T14:27:00Z,34.98,66.55
2026-03-17T14:28:00Z,40.36,59.88
2026-03-17T14:29:00Z,40.61,60.04
2026-03-17T14:30:00Z,36.84,67.42
2026-03-17T14:31:00Z,31.11,71.33
2026-03-17T14:32:00Z,32.96,65.07
2026-03-17T14:33:00Z,37.34,63.90
2026-03-17T14:34:00Z,40.95,63.43
2026-03-17T14:35:00Z,40.15,62.94
2026-03-17T14:36:00Z,31.25,70.53
2026-03-17T14:37:00Z,34.39,65.61
2026-03-17T14:38:00Z,32.11,71.32
2026-03-17T14:39:00Z,37.65,63.88
2026-03-17T14:40:00Z,42.10,58.01
2026-03-17T14:41:00Z,39.09,60.46
2026-03-17T14:42:00Z,41.84,61.25
2026-03-17T14:43:00Z,37.52,62.31
2026-03-17T14:44:00Z,42.71,58.18
2026-03-17T14:45:00Z,37.90,62.32
2026-03-17T14:46:00Z,37.67,63.87
2026-03-17T14:47:00Z,38.90,62.02
2026-03-17T14:48:00Z,36.09,63.33
2026-03-17T14:49:00Z,32.28,70.37
2026-03-17T14:50:00Z,25.87,74.93
2026-03-17T14:51:00Z,21.79,80.02
2026-03-17T14:52:00Z,20.46,80.27
2026-03-17T14:53:00Z,21.12,79.24
2026-03-17T14:54:00Z,20.96,79.82
2026-03-17T14:55:00Z,20.97,79.55
2026-03-17T14:56:00Z,21.18,78.74
2026-03-17T14:57:00Z,22.93,79.91
2026-03-17T14:58:00Z,20.65,79.17
2026-03-17T14:59:00Z,23.49,75.98
2026-03-17T15:00:00Z,30.06,70.35
2026-03-17T15:01:00Z,32.18,68.10
2026-03-17T15:02:00Z,28.43,74.12
2026-03-17T15:03:00Z,25.48,75.82
2026-03-17T15:04:00Z,29.26,72.53
2026-03-17T15:05:00Z,26.68,76.94
2026-03-17T15:06:00Z,27.44,77.12
2026-03-17T15:07:00Z,27.21,78.02
2026-03-17T15:08:00Z,32.65,74.16
2026-03-17T15:09:00Z,23.22,77.23
2026-03-17T15:10:00Z,22.75,77.26
2026-03-17T15:11:00Z,19.36,81.54
2026-03-17T15:12:00Z,16.92,84.23
2026-03-17T15:13:00Z,19.12,81.14
2026-03-17T15:14:00Z,20.01,80.38
2026-03-17T15:15:00Z,20.89,80.88
2026-03-17T15:16:00Z,21.33,79.01
2026-03-17T15:17:00Z,21.61,79.17
2026-03-17T15:18:00Z,28.86,70.04
2026-03-17T15:19:00Z,33.15,66.41
2026-03-17T15:20:00Z,34.12,65.34
2026-03-17T15:21:00Z,32.88,69.01
2026-03-17T15:22:00Z,32.12,68.50
2026-03-17T15:23:00Z,35.16,64.63
2026-03-17T15:24:00Z,38.03,61.48
2026-03-17T15:25:00Z,36.97,65.28
2026-03-17T15:26:00Z,34.08,65.96
2026-03-17T15:27:00Z,37.09,62.42
2026-03-17T15:28:00Z,39.26,63.19
2026-03-17T15:29:00Z,35.97,63.58
2026-03-17T15:30:00Z,36.20,64.68
2026-03-17T15:31:00Z,38.41,63.73
2026-03-17T15:32:00Z,37.64,65.47
2026-03-17T15:33:00Z,41.98,60.91
2026-03-17T15:34:00Z,41.12,60.65
2026-03-17T15:35:00Z,31.62,67.47
2026-03-17T15:36:00Z,34.49,67.55
2026-03-17T15:37:00Z,30.77,71.43
2026-03-17T15:38:00Z,32.02,70.81
2026-03-17T15:39:00Z,21.60,77.41
2026-03-17T15:40:00Z,22.51,78.82
2026-03-17T15:41:00Z,26.17,75.35
2026-03-17T15:42:00Z,29.27,71.15
2026-03-17T15:43:00Z,37.99,62.57
2026-03-17T15:44:00Z,38.77,61.30
2026-03-17T15:45:00Z,35.49,62.94
2026-03-17T15:46:00Z,29.97,69.84
2026-03-17T15:47:00Z,33.55,65.29
2026-03-17T15:48:00Z,33.45,68.63
2026-03-17T15:49:00Z,34.13,67.69
2026-03-17T15:50:00Z,23.77,77.81
2026-03-17T15:51:00Z,19.28,80.01
2026-03-17T15:52:00Z,14.95,86.49
2026-03-17T15:53:00Z,12.36,87.73
2026-03-17T15:54:00Z,15.04,85.66
2026-03-17T15:55:00Z,9.83,88.62
2026-03-17T15:56:00Z,9.46,92.90
2026-03-17T15:57:00Z,14.52,85.31
2026-03-17T15:58:00Z,5.10,95.01
2026-03-17T15:59:00Z,1.00,99.00
2026-03-17T16:00:00Z,1.00,99.00
2026-03-17T16:01:00Z,1.00,99.00
2026-03-17T16:02:00Z,1.00,99.00
2026-03-17T16:03:00Z,1.00,99.00
