# event_ticker=KXATPCHALLENGERMATCH-26MAR17TRAPOL
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Stefano Travaglia
# fav_player=Mili Poljicak
# dog_player=Stefano Travaglia
# kalshi_date=2026-03-17
timestamp,Mili Poljicak,Stefano Travaglia
2026-03-17T01:56:00Z,,59.00
2026-03-17T02:05:00Z,,59.00
2026-03-17T02:53:00Z,,57.00
2026-03-17T02:57:00Z,,57.00
2026-03-17T03:04:00Z,43.00,57.00
2026-03-17T03:14:00Z,44.00,57.00
2026-03-17T03:17:00Z,45.00,57.00
2026-03-17T03:30:00Z,45.00,57.00
2026-03-17T03:53:00Z,45.00,57.00
2026-03-17T04:01:00Z,45.00,57.00
2026-03-17T04:06:00Z,45.00,57.00
2026-03-17T04:09:00Z,45.00,57.00
2026-03-17T04:12:00Z,45.00,57.00
2026-03-17T04:13:00Z,45.00,57.48
2026-03-17T04:32:00Z,45.00,58.00
2026-03-17T04:37:00Z,41.00,58.00
2026-03-17T04:49:00Z,41.00,58.00
2026-03-17T05:00:00Z,41.00,58.39
2026-03-17T05:20:00Z,43.00,58.39
2026-03-17T05:23:00Z,43.00,59.00
2026-03-17T05:34:00Z,43.00,59.00
2026-03-17T05:55:00Z,43.00,59.17
2026-03-17T06:00:00Z,43.00,59.17
2026-03-17T06:35:00Z,43.00,59.00
2026-03-17T06:39:00Z,43.00,59.00
2026-03-17T06:53:00Z,43.00,57.00
2026-03-17T07:14:00Z,43.00,57.00
2026-03-17T07:37:00Z,43.00,58.00
2026-03-17T07:42:00Z,43.00,58.00
2026-03-17T07:55:00Z,43.00,58.00
2026-03-17T08:01:00Z,43.00,58.00
2026-03-17T08:02:00Z,45.00,58.00
2026-03-17T08:03:00Z,45.00,58.00
2026-03-17T08:10:00Z,45.00,58.00
2026-03-17T08:15:00Z,45.00,58.00
2026-03-17T08:17:00Z,45.00,58.00
2026-03-17T08:26:00Z,44.00,58.00
2026-03-17T08:28:00Z,44.00,57.00
2026-03-17T08:29:00Z,44.00,57.00
2026-03-17T08:31:00Z,44.00,57.00
2026-03-17T08:54:00Z,44.00,57.00
2026-03-17T08:56:00Z,44.00,57.00
2026-03-17T09:01:00Z,44.00,57.00
2026-03-17T09:02:00Z,44.13,57.00
2026-03-17T09:14:00Z,44.13,57.00
2026-03-17T09:27:00Z,44.13,57.00
2026-03-17T09:40:00Z,44.13,57.00
2026-03-17T09:44:00Z,44.13,57.00
2026-03-17T09:57:00Z,44.13,57.00
2026-03-17T10:33:00Z,44.13,57.00
2026-03-17T10:35:00Z,44.13,57.00
2026-03-17T10:48:00Z,44.13,57.00
2026-03-17T10:54:00Z,44.13,57.00
2026-03-17T11:00:00Z,44.13,57.00
2026-03-17T11:05:00Z,44.13,57.00
2026-03-17T11:06:00Z,44.13,57.00
2026-03-17T11:34:00Z,46.00,57.00
2026-03-17T11:36:00Z,46.00,57.00
2026-03-17T11:37:00Z,46.00,57.00
2026-03-17T11:40:00Z,46.00,57.00
2026-03-17T11:41:00Z,46.99,55.13
2026-03-17T11:42:00Z,48.00,55.13
2026-03-17T11:45:00Z,48.00,56.00
2026-03-17T11:46:00Z,48.00,56.00
2026-03-17T11:50:00Z,48.00,56.00
2026-03-17T11:53:00Z,47.00,56.00
2026-03-17T11:54:00Z,47.00,56.00
2026-03-17T11:56:00Z,47.00,56.00
2026-03-17T12:04:00Z,47.00,56.00
2026-03-17T12:05:00Z,47.00,56.00
2026-03-17T12:06:00Z,46.00,56.00
2026-03-17T12:07:00Z,46.00,56.00
2026-03-17T12:08:00Z,46.00,55.00
2026-03-17T12:09:00Z,47.00,56.00
2026-03-17T12:12:00Z,47.00,56.00
2026-03-17T12:14:00Z,47.65,56.00
2026-03-17T12:16:00Z,48.00,56.00
2026-03-17T12:17:00Z,48.00,55.00
2026-03-17T12:21:00Z,48.00,56.87
2026-03-17T12:24:00Z,46.00,57.00
2026-03-17T12:25:00Z,46.00,57.00
2026-03-17T12:28:00Z,46.00,58.00
2026-03-17T12:29:00Z,46.00,59.00
2026-03-17T12:32:00Z,46.00,59.00
2026-03-17T12:33:00Z,46.00,59.00
2026-03-17T12:35:00Z,44.00,59.00
2026-03-17T12:36:00Z,44.00,59.00
2026-03-17T12:37:00Z,44.00,59.00
2026-03-17T12:45:00Z,43.00,59.00
2026-03-17T12:47:00Z,43.00,59.00
2026-03-17T12:50:00Z,41.00,59.00
2026-03-17T12:51:00Z,43.00,59.00
2026-03-17T12:52:00Z,43.00,59.00
2026-03-17T12:53:00Z,43.00,59.06
2026-03-17T12:54:00Z,43.00,60.00
2026-03-17T12:58:00Z,43.00,60.00
2026-03-17T13:01:00Z,42.00,60.00
2026-03-17T13:02:00Z,42.00,60.00
2026-03-17T13:08:00Z,42.00,59.00
2026-03-17T13:09:00Z,42.00,59.00
2026-03-17T13:11:00Z,44.00,59.00
2026-03-17T13:14:00Z,44.00,56.00
2026-03-17T13:15:00Z,44.00,59.00
2026-03-17T13:16:00Z,44.00,59.00
2026-03-17T13:17:00Z,44.00,59.36
2026-03-17T13:18:00Z,44.00,60.00
2026-03-17T13:20:00Z,44.00,60.00
2026-03-17T13:21:00Z,44.00,60.00
2026-03-17T13:22:00Z,44.00,60.00
2026-03-17T13:23:00Z,44.00,60.00
2026-03-17T13:24:00Z,44.00,60.00
2026-03-17T13:25:00Z,44.00,60.00
2026-03-17T13:26:00Z,44.00,60.00
2026-03-17T13:27:00Z,43.00,60.13
2026-03-17T13:28:00Z,43.00,60.55
2026-03-17T13:29:00Z,43.00,61.00
2026-03-17T13:30:00Z,43.00,61.00
2026-03-17T13:31:00Z,42.53,60.88
2026-03-17T13:32:00Z,41.53,61.15
2026-03-17T13:33:00Z,41.96,61.00
2026-03-17T13:34:00Z,42.47,60.00
2026-03-17T13:35:00Z,43.00,60.00
