# event_ticker=KXATPMATCH-26JAN13NORMPE
# final_score=4-6 6-3 7-6(4)
# score_resolution=6-4 3-6 6-7
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Cameron Norrie
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2026-01-13
timestamp,Cameron Norrie,Giovanni Mpetshi Perricard
2026-01-14T03:44:00Z,70.73,40.00
2026-01-14T03:45:00Z,63.00,44.80
2026-01-14T03:46:00Z,64.13,44.59
2026-01-14T03:47:00Z,52.87,44.59
2026-01-14T03:48:00Z,62.05,44.59
2026-01-14T03:49:00Z,64.00,47.00
2026-01-14T03:50:00Z,64.00,47.24
2026-01-14T03:51:00Z,65.42,47.24
2026-01-14T03:52:00Z,65.80,46.42
2026-01-14T03:53:00Z,59.07,42.00
2026-01-14T03:54:00Z,59.00,42.00
2026-01-14T03:55:00Z,57.67,42.00
2026-01-14T03:58:00Z,59.32,42.80
2026-01-14T03:59:00Z,64.63,41.00
2026-01-14T04:00:00Z,61.02,42.00
2026-01-14T04:01:00Z,55.94,44.10
2026-01-14T04:02:00Z,57.21,42.00
2026-01-14T04:03:00Z,59.89,40.60
2026-01-14T04:04:00Z,60.60,41.69
2026-01-14T04:05:00Z,60.83,43.32
2026-01-14T04:06:00Z,58.05,44.00
2026-01-14T04:07:00Z,58.00,44.00
2026-01-14T04:08:00Z,59.91,42.04
2026-01-14T04:09:00Z,61.49,40.00
2026-01-14T04:10:00Z,61.00,40.57
2026-01-14T04:11:00Z,61.75,38.03
2026-01-14T04:12:00Z,61.29,43.97
2026-01-14T04:13:00Z,62.00,43.97
2026-01-14T04:14:00Z,71.74,35.00
2026-01-14T04:15:00Z,63.46,37.00
2026-01-14T04:16:00Z,63.63,37.98
2026-01-14T04:17:00Z,62.00,40.00
2026-01-14T04:18:00Z,62.10,41.82
2026-01-14T04:19:00Z,64.93,40.35
2026-01-14T04:20:00Z,65.11,34.80
2026-01-14T04:21:00Z,71.06,31.97
2026-01-14T04:22:00Z,76.77,15.73
2026-01-14T04:23:00Z,85.00,15.42
2026-01-14T04:24:00Z,85.02,16.00
2026-01-14T04:25:00Z,85.00,12.62
2026-01-14T04:26:00Z,88.30,12.96
2026-01-14T04:27:00Z,88.23,12.99
2026-01-14T04:28:00Z,85.53,14.30
2026-01-14T04:29:00Z,86.67,16.00
2026-01-14T04:30:00Z,85.28,17.80
2026-01-14T04:31:00Z,83.54,18.43
2026-01-14T04:32:00Z,81.39,20.10
2026-01-14T04:33:00Z,82.47,17.54
2026-01-14T04:34:00Z,84.56,15.75
2026-01-14T04:35:00Z,83.03,17.55
2026-01-14T04:36:00Z,85.00,17.12
2026-01-14T04:37:00Z,84.01,17.97
2026-01-14T04:38:00Z,83.60,18.21
2026-01-14T04:39:00Z,81.16,21.53
2026-01-14T04:40:00Z,73.27,30.25
2026-01-14T04:41:00Z,71.61,29.85
2026-01-14T04:42:00Z,70.47,30.49
2026-01-14T04:43:00Z,64.64,37.86
2026-01-14T04:44:00Z,63.04,40.06
2026-01-14T04:45:00Z,61.54,40.21
2026-01-14T04:46:00Z,61.15,40.92
2026-01-14T04:47:00Z,63.62,39.93
2026-01-14T04:48:00Z,63.50,39.23
2026-01-14T04:49:00Z,61.71,41.08
2026-01-14T04:50:00Z,61.20,41.74
2026-01-14T04:51:00Z,61.16,41.68
2026-01-14T04:52:00Z,59.10,41.97
2026-01-14T04:53:00Z,60.55,41.00
2026-01-14T04:54:00Z,61.01,40.64
2026-01-14T04:55:00Z,58.44,44.27
2026-01-14T04:56:00Z,57.66,41.12
2026-01-14T04:57:00Z,59.23,42.26
2026-01-14T04:58:00Z,58.91,43.99
2026-01-14T04:59:00Z,59.00,43.18
2026-01-14T05:00:00Z,58.71,44.00
2026-01-14T05:01:00Z,61.83,42.37
2026-01-14T05:02:00Z,63.00,37.42
2026-01-14T05:03:00Z,59.78,43.74
2026-01-14T05:04:00Z,54.77,45.88
2026-01-14T05:05:00Z,57.90,46.03
2026-01-14T05:06:00Z,52.95,50.34
2026-01-14T05:07:00Z,45.98,56.72
2026-01-14T05:08:00Z,57.88,42.68
2026-01-14T05:09:00Z,58.88,41.63
2026-01-14T05:10:00Z,58.95,42.61
2026-01-14T05:11:00Z,58.92,41.02
2026-01-14T05:12:00Z,61.94,39.55
2026-01-14T05:13:00Z,60.96,37.69
2026-01-14T05:14:00Z,57.26,45.11
2026-01-14T05:15:00Z,60.65,40.76
2026-01-14T05:16:00Z,62.43,38.68
2026-01-14T05:17:00Z,62.83,38.02
2026-01-14T05:18:00Z,63.19,37.94
2026-01-14T05:19:00Z,66.04,23.81
2026-01-14T05:20:00Z,73.26,21.69
2026-01-14T05:21:00Z,60.85,39.10
2026-01-14T05:22:00Z,64.77,39.54
2026-01-14T05:23:00Z,63.50,37.84
2026-01-14T05:24:00Z,63.88,37.33
2026-01-14T05:25:00Z,63.71,40.31
2026-01-14T05:26:00Z,59.36,43.70
2026-01-14T05:27:00Z,59.50,42.73
2026-01-14T05:28:00Z,61.16,41.95
2026-01-14T05:29:00Z,62.45,38.62
2026-01-14T05:30:00Z,63.00,39.19
2026-01-14T05:31:00Z,62.00,39.50
2026-01-14T05:32:00Z,67.49,35.51
2026-01-14T05:33:00Z,70.99,24.14
2026-01-14T05:34:00Z,61.26,39.09
2026-01-14T05:35:00Z,60.56,42.21
2026-01-14T05:36:00Z,63.92,36.51
2026-01-14T05:37:00Z,62.48,37.87
2026-01-14T05:38:00Z,62.97,39.61
2026-01-14T05:39:00Z,63.33,39.63
2026-01-14T05:40:00Z,56.17,42.89
2026-01-14T05:41:00Z,58.67,39.12
2026-01-14T05:42:00Z,32.10,63.33
2026-01-14T05:43:00Z,11.94,91.40
2026-01-14T05:44:00Z,3.33,98.38
2026-01-14T05:45:00Z,3.07,97.17
2026-01-14T05:46:00Z,5.30,94.17
2026-01-14T05:47:00Z,1.00,99.00
2026-01-14T05:48:00Z,1.00,99.00
2026-01-14T05:49:00Z,1.00,99.00
2026-01-14T05:50:00Z,1.00,99.00
2026-01-14T05:51:00Z,1.00,99.00
2026-01-14T05:52:00Z,1.00,99.00
