# event_ticker=KXATPMATCH-26JAN03KYRKOV
# final_score=6-3 6-4
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Nick Kyrgios
# kalshi_date=2026-01-03
timestamp,Aleksandar Kovacevic,Nick Kyrgios
2026-01-06T03:58:00Z,62.00,40.00
2026-01-06T04:00:00Z,62.00,40.00
2026-01-06T04:01:00Z,62.00,40.00
2026-01-06T04:05:00Z,62.00,38.41
2026-01-06T04:06:00Z,62.00,40.00
2026-01-06T04:07:00Z,62.00,40.00
2026-01-06T04:11:00Z,62.00,40.00
2026-01-06T04:12:00Z,61.02,40.00
2026-01-06T04:16:00Z,61.02,39.82
2026-01-06T04:17:00Z,61.02,40.00
2026-01-06T04:18:00Z,62.00,40.00
2026-01-06T04:19:00Z,62.00,40.00
2026-01-06T04:20:00Z,62.00,40.00
2026-01-06T04:21:00Z,62.00,40.00
2026-01-06T04:22:00Z,61.86,40.00
2026-01-06T04:23:00Z,61.28,40.00
2026-01-06T04:24:00Z,61.28,40.00
2026-01-06T04:25:00Z,62.00,40.63
2026-01-06T04:26:00Z,61.00,37.92
2026-01-06T04:28:00Z,61.00,40.00
2026-01-06T04:29:00Z,62.00,39.87
2026-01-06T04:30:00Z,62.00,40.00
2026-01-06T04:31:00Z,62.00,39.95
2026-01-06T04:32:00Z,62.00,39.87
2026-01-06T04:33:00Z,62.00,40.00
2026-01-06T04:34:00Z,62.00,39.92
2026-01-06T04:35:00Z,62.00,40.60
2026-01-06T04:36:00Z,62.00,40.00
2026-01-06T04:37:00Z,62.00,40.00
2026-01-06T04:38:00Z,62.00,40.00
2026-01-06T04:39:00Z,60.64,40.00
2026-01-06T04:40:00Z,61.36,38.42
2026-01-06T04:41:00Z,61.30,39.68
2026-01-06T04:42:00Z,62.00,39.25
2026-01-06T04:43:00Z,68.00,42.99
2026-01-06T04:44:00Z,62.00,38.01
2026-01-06T04:45:00Z,61.00,41.23
2026-01-06T04:46:00Z,61.28,40.91
2026-01-06T04:47:00Z,63.27,37.51
2026-01-06T04:48:00Z,63.00,39.00
2026-01-06T04:49:00Z,61.00,41.00
2026-01-06T04:50:00Z,61.70,41.35
2026-01-06T04:51:00Z,60.87,42.00
2026-01-06T04:52:00Z,62.00,39.92
2026-01-06T04:53:00Z,54.02,43.38
2026-01-06T04:54:00Z,62.06,39.79
2026-01-06T04:55:00Z,62.00,38.15
2026-01-06T04:56:00Z,62.00,38.15
2026-01-06T04:57:00Z,62.00,40.00
2026-01-06T04:58:00Z,61.46,40.00
2026-01-06T04:59:00Z,60.00,40.00
2026-01-06T05:00:00Z,60.79,41.86
2026-01-06T05:01:00Z,59.00,42.02
2026-01-06T05:02:00Z,57.05,43.00
2026-01-06T05:03:00Z,57.05,43.00
2026-01-06T05:04:00Z,59.00,42.00
2026-01-06T05:05:00Z,55.95,44.40
2026-01-06T05:06:00Z,60.00,42.00
2026-01-06T05:07:00Z,63.00,40.24
2026-01-06T05:08:00Z,69.57,31.37
2026-01-06T05:09:00Z,77.39,18.77
2026-01-06T05:10:00Z,81.00,18.65
2026-01-06T05:11:00Z,81.30,20.97
2026-01-06T05:12:00Z,81.30,20.58
2026-01-06T05:13:00Z,82.00,18.35
2026-01-06T05:14:00Z,82.00,19.83
2026-01-06T05:15:00Z,81.34,19.99
2026-01-06T05:16:00Z,81.18,19.93
2026-01-06T05:17:00Z,80.00,20.20
2026-01-06T05:18:00Z,79.91,22.38
2026-01-06T05:19:00Z,78.99,22.52
2026-01-06T05:20:00Z,80.00,22.87
2026-01-06T05:21:00Z,80.56,19.88
2026-01-06T05:22:00Z,80.56,23.49
2026-01-06T05:23:00Z,78.00,22.18
2026-01-06T05:24:00Z,78.91,22.96
2026-01-06T05:25:00Z,78.00,23.56
2026-01-06T05:26:00Z,76.62,25.55
2026-01-06T05:27:00Z,80.81,22.00
2026-01-06T05:28:00Z,80.00,22.68
2026-01-06T05:29:00Z,78.00,25.23
2026-01-06T05:30:00Z,76.14,24.93
2026-01-06T05:31:00Z,79.89,25.07
2026-01-06T05:32:00Z,79.62,22.96
2026-01-06T05:33:00Z,79.98,22.58
2026-01-06T05:34:00Z,78.64,24.00
2026-01-06T05:35:00Z,78.01,24.64
2026-01-06T05:36:00Z,76.98,25.00
2026-01-06T05:37:00Z,77.48,26.39
2026-01-06T05:38:00Z,80.58,23.10
2026-01-06T05:39:00Z,81.32,22.21
2026-01-06T05:40:00Z,82.01,20.53
2026-01-06T05:41:00Z,85.12,16.30
2026-01-06T05:42:00Z,97.51,4.12
2026-01-06T05:43:00Z,98.49,2.62
2026-01-06T05:44:00Z,98.95,1.51
2026-01-06T05:45:00Z,98.95,1.07
2026-01-06T05:46:00Z,99.00,1.00
2026-01-06T05:47:00Z,99.00,1.00
2026-01-06T05:48:00Z,99.00,1.00
2026-01-06T05:49:00Z,99.00,1.00
2026-01-06T05:50:00Z,99.00,1.00
2026-01-06T05:51:00Z,99.00,1.00
2026-01-06T05:52:00Z,99.00,1.00
