# event_ticker=KXATPMATCH-26JAN03KYRKOV
# final_score=6-3 6-4
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Nick Kyrgios
# kalshi_date=2026-01-03
timestamp,Aleksandar Kovacevic,Nick Kyrgios
2026-01-05T16:55:00Z,62.00,
2026-01-05T16:56:00Z,62.00,39.00
2026-01-05T17:03:00Z,62.00,39.00
2026-01-05T17:15:00Z,62.00,40.00
2026-01-05T17:18:00Z,62.00,40.00
2026-01-05T17:44:00Z,62.00,40.00
2026-01-05T17:49:00Z,62.00,40.00
2026-01-05T18:33:00Z,62.00,40.00
2026-01-05T18:35:00Z,62.00,40.00
2026-01-05T18:53:00Z,61.00,40.00
2026-01-05T19:18:00Z,61.00,39.00
2026-01-05T19:29:00Z,61.00,39.00
2026-01-05T19:52:00Z,61.00,39.00
2026-01-05T19:56:00Z,61.00,39.00
2026-01-05T20:11:00Z,61.00,39.00
2026-01-05T20:12:00Z,61.00,39.00
2026-01-05T20:19:00Z,61.00,39.00
2026-01-05T20:23:00Z,61.00,39.00
2026-01-05T20:30:00Z,61.00,39.00
2026-01-05T20:45:00Z,61.00,39.00
2026-01-05T21:01:00Z,61.00,39.00
2026-01-05T21:06:00Z,62.00,39.00
2026-01-05T21:07:00Z,63.00,39.00
2026-01-05T21:15:00Z,61.00,39.00
2026-01-05T21:29:00Z,63.00,39.00
2026-01-05T21:43:00Z,63.00,39.00
2026-01-05T21:49:00Z,63.00,39.00
2026-01-05T22:05:00Z,63.00,39.00
2026-01-05T22:13:00Z,63.00,39.00
2026-01-05T22:24:00Z,62.00,39.00
2026-01-05T22:25:00Z,62.00,39.00
2026-01-05T22:26:00Z,62.00,39.00
2026-01-05T22:27:00Z,62.00,39.00
2026-01-05T22:37:00Z,61.00,39.00
2026-01-05T22:42:00Z,61.00,40.00
2026-01-05T23:00:00Z,61.00,40.00
2026-01-05T23:05:00Z,61.00,40.00
2026-01-05T23:12:00Z,61.00,40.00
2026-01-05T23:14:00Z,63.00,40.00
2026-01-05T23:18:00Z,63.00,40.00
2026-01-05T23:39:00Z,63.00,40.00
2026-01-05T23:40:00Z,63.00,40.00
2026-01-05T23:59:00Z,63.00,40.00
2026-01-06T00:16:00Z,60.52,40.00
2026-01-06T00:21:00Z,60.52,40.00
2026-01-06T00:26:00Z,60.52,38.00
2026-01-06T00:31:00Z,63.00,38.00
2026-01-06T00:36:00Z,63.00,40.00
2026-01-06T00:47:00Z,63.00,40.00
2026-01-06T01:22:00Z,63.00,40.00
2026-01-06T01:30:00Z,63.00,40.00
2026-01-06T01:52:00Z,63.00,40.00
2026-01-06T01:59:00Z,63.00,40.00
2026-01-06T02:04:00Z,63.00,40.00
2026-01-06T02:15:00Z,61.00,40.00
2026-01-06T02:16:00Z,62.00,40.00
2026-01-06T02:23:00Z,61.00,38.00
2026-01-06T02:25:00Z,61.00,40.00
2026-01-06T02:34:00Z,62.00,40.00
2026-01-06T02:38:00Z,62.00,40.00
2026-01-06T02:42:00Z,62.00,38.00
2026-01-06T02:45:00Z,62.00,40.00
2026-01-06T02:47:00Z,61.00,40.00
2026-01-06T02:49:00Z,61.00,40.00
2026-01-06T02:50:00Z,61.00,38.00
2026-01-06T02:51:00Z,61.00,40.00
2026-01-06T02:54:00Z,62.00,40.00
2026-01-06T02:56:00Z,62.00,40.00
2026-01-06T02:57:00Z,62.00,40.00
2026-01-06T02:58:00Z,62.00,40.00
2026-01-06T03:02:00Z,62.00,40.00
2026-01-06T03:03:00Z,61.00,39.00
2026-01-06T03:05:00Z,61.00,40.00
2026-01-06T03:06:00Z,61.00,40.00
2026-01-06T03:07:00Z,61.00,40.00
2026-01-06T03:30:00Z,61.00,40.00
2026-01-06T03:31:00Z,62.00,40.00
2026-01-06T03:33:00Z,62.00,40.00
2026-01-06T03:37:00Z,62.00,40.00
2026-01-06T03:39:00Z,62.00,40.00
2026-01-06T03:40:00Z,62.00,40.00
2026-01-06T03:42:00Z,62.00,40.00
2026-01-06T03:43:00Z,62.00,40.00
2026-01-06T03:46:00Z,62.00,40.00
2026-01-06T03:49:00Z,62.00,40.00
2026-01-06T03:52:00Z,62.00,40.00
2026-01-06T03:55:00Z,61.83,40.00
