# event_ticker=KXATPCHALLENGERMATCH-26APR09JARSTR
# final_score=6-2 7-6(5)
# score_resolution=2-6 6-7
# match_winner=Nicolas Jarry
# fav_player=Dominic Stricker
# dog_player=Nicolas Jarry
# kalshi_date=2026-04-09
timestamp,Dominic Stricker,Nicolas Jarry
2026-04-09T13:08:00Z,48.00,54.00
2026-04-09T13:09:00Z,47.00,55.93
2026-04-09T13:10:00Z,43.00,55.82
2026-04-09T13:11:00Z,43.63,55.15
2026-04-09T13:12:00Z,42.48,57.85
2026-04-09T13:13:00Z,41.98,56.33
2026-04-09T13:14:00Z,45.69,54.12
2026-04-09T13:15:00Z,48.06,52.00
2026-04-09T13:16:00Z,47.52,52.94
2026-04-09T13:17:00Z,43.52,56.10
2026-04-09T13:18:00Z,43.04,57.81
2026-04-09T13:19:00Z,38.71,60.86
2026-04-09T13:20:00Z,32.04,70.91
2026-04-09T13:21:00Z,28.00,73.00
2026-04-09T13:22:00Z,27.16,72.41
2026-04-09T13:23:00Z,27.16,73.58
2026-04-09T13:24:00Z,24.28,75.26
2026-04-09T13:25:00Z,23.70,77.67
2026-04-09T13:26:00Z,22.79,77.92
2026-04-09T13:27:00Z,18.01,81.53
2026-04-09T13:28:00Z,17.00,84.00
2026-04-09T13:29:00Z,16.17,84.53
2026-04-09T13:30:00Z,15.58,84.85
2026-04-09T13:31:00Z,17.43,83.36
2026-04-09T13:32:00Z,15.63,84.77
2026-04-09T13:33:00Z,14.52,85.74
2026-04-09T13:34:00Z,15.00,85.00
2026-04-09T13:35:00Z,15.14,85.00
2026-04-09T13:36:00Z,13.85,86.79
2026-04-09T13:37:00Z,13.80,86.02
2026-04-09T13:38:00Z,14.00,85.58
2026-04-09T13:39:00Z,14.15,86.78
2026-04-09T13:40:00Z,15.00,86.00
2026-04-09T13:41:00Z,15.00,85.38
2026-04-09T13:42:00Z,14.86,86.00
2026-04-09T13:43:00Z,14.55,86.24
2026-04-09T13:44:00Z,13.99,86.90
2026-04-09T13:45:00Z,16.60,85.54
2026-04-09T13:46:00Z,16.12,85.45
2026-04-09T13:47:00Z,19.00,82.03
2026-04-09T13:48:00Z,19.33,82.91
2026-04-09T13:49:00Z,15.73,84.62
2026-04-09T13:50:00Z,16.88,84.49
2026-04-09T13:51:00Z,19.46,83.82
2026-04-09T13:52:00Z,21.00,80.90
2026-04-09T13:53:00Z,21.06,80.24
2026-04-09T13:54:00Z,24.27,76.52
2026-04-09T13:55:00Z,25.91,73.93
2026-04-09T13:56:00Z,32.02,69.05
2026-04-09T13:57:00Z,26.52,73.59
2026-04-09T13:58:00Z,32.59,72.54
2026-04-09T13:59:00Z,24.51,77.85
2026-04-09T14:00:00Z,19.57,80.03
2026-04-09T14:01:00Z,21.01,82.75
2026-04-09T14:02:00Z,24.62,77.06
2026-04-09T14:03:00Z,24.86,77.00
2026-04-09T14:04:00Z,24.46,76.59
2026-04-09T14:05:00Z,21.78,78.11
2026-04-09T14:06:00Z,22.09,77.19
2026-04-09T14:07:00Z,19.95,79.14
2026-04-09T14:08:00Z,20.86,80.48
2026-04-09T14:09:00Z,22.49,78.31
2026-04-09T14:10:00Z,25.27,75.39
2026-04-09T14:11:00Z,26.00,76.00
2026-04-09T14:12:00Z,23.65,77.80
2026-04-09T14:13:00Z,22.22,79.22
2026-04-09T14:14:00Z,21.73,79.84
2026-04-09T14:15:00Z,17.37,85.57
2026-04-09T14:16:00Z,7.82,91.28
2026-04-09T14:17:00Z,7.30,94.06
2026-04-09T14:18:00Z,17.00,87.07
2026-04-09T14:19:00Z,21.11,79.53
2026-04-09T14:20:00Z,22.95,78.08
2026-04-09T14:21:00Z,21.81,79.57
2026-04-09T14:22:00Z,20.27,81.79
2026-04-09T14:23:00Z,17.70,83.49
2026-04-09T14:24:00Z,19.66,81.65
2026-04-09T14:25:00Z,22.53,79.97
2026-04-09T14:26:00Z,23.90,77.46
2026-04-09T14:27:00Z,23.89,78.03
2026-04-09T14:28:00Z,30.07,73.58
2026-04-09T14:29:00Z,31.39,68.29
2026-04-09T14:30:00Z,33.68,66.78
2026-04-09T14:31:00Z,38.12,64.79
2026-04-09T14:32:00Z,23.60,79.14
2026-04-09T14:33:00Z,21.26,78.42
2026-04-09T14:34:00Z,23.03,76.16
2026-04-09T14:35:00Z,25.15,75.30
2026-04-09T14:36:00Z,18.38,79.71
2026-04-09T14:37:00Z,25.99,76.68
2026-04-09T14:38:00Z,22.21,78.23
2026-04-09T14:39:00Z,20.07,83.49
2026-04-09T14:40:00Z,23.31,79.49
2026-04-09T14:41:00Z,23.10,78.76
2026-04-09T14:42:00Z,5.80,97.52
2026-04-09T14:43:00Z,1.00,98.59
2026-04-09T14:44:00Z,1.00,98.00
2026-04-09T14:45:00Z,1.00,99.00
2026-04-09T14:46:00Z,1.00,98.77
2026-04-09T14:47:00Z,1.00,98.00
2026-04-09T14:48:00Z,1.00,98.00
2026-04-09T14:49:00Z,1.00,93.15
2026-04-09T14:50:00Z,1.00,98.91
2026-04-09T14:51:00Z,1.00,99.00
2026-04-09T14:52:00Z,1.00,99.00
