# event_ticker=KXATPMATCH-25AUG07BAEGOF
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Sebastian Baez
# fav_player=David Goffin
# dog_player=Sebastian Baez
# kalshi_date=2025-08-07
timestamp,David Goffin,Sebastian Baez
2025-08-07T15:58:00Z,,40.00
2025-08-07T16:33:00Z,,39.00
2025-08-07T18:36:00Z,,36.00
2025-08-07T18:58:00Z,,36.00
2025-08-07T19:58:00Z,66.00,36.00
2025-08-07T20:02:00Z,66.00,36.00
2025-08-07T20:27:00Z,65.00,36.00
2025-08-07T21:07:00Z,65.00,35.00
2025-08-07T21:44:00Z,66.00,35.00
2025-08-07T22:39:00Z,66.95,35.00
2025-08-07T22:44:00Z,66.95,34.00
2025-08-07T23:06:00Z,67.00,34.00
2025-08-07T23:15:00Z,67.00,35.00
2025-08-07T23:25:00Z,67.00,35.00
2025-08-07T23:27:00Z,67.00,35.00
2025-08-07T23:42:00Z,67.00,35.00
2025-08-07T23:48:00Z,66.00,35.00
2025-08-07T23:49:00Z,66.00,35.00
2025-08-08T00:11:00Z,66.00,36.00
2025-08-08T00:12:00Z,67.00,36.00
2025-08-08T00:13:00Z,67.00,35.00
2025-08-08T00:22:00Z,67.00,35.00
2025-08-08T00:23:00Z,67.00,35.00
2025-08-08T00:41:00Z,67.00,35.00
2025-08-08T00:49:00Z,67.00,34.00
2025-08-08T00:55:00Z,68.00,34.00
2025-08-08T00:57:00Z,68.00,34.00
2025-08-08T00:58:00Z,68.00,34.00
2025-08-08T01:06:00Z,68.00,34.00
2025-08-08T01:17:00Z,68.00,34.00
2025-08-08T01:50:00Z,68.00,34.00
2025-08-08T01:52:00Z,68.00,34.00
2025-08-08T01:57:00Z,68.00,34.00
2025-08-08T01:59:00Z,68.00,34.00
2025-08-08T02:16:00Z,68.00,34.00
2025-08-08T02:23:00Z,68.00,34.00
2025-08-08T02:24:00Z,68.00,34.00
2025-08-08T02:26:00Z,68.00,34.00
2025-08-08T02:28:00Z,68.00,35.00
2025-08-08T02:33:00Z,68.00,35.54
2025-08-08T02:34:00Z,69.00,32.00
2025-08-08T02:37:00Z,68.00,32.00
2025-08-08T02:38:00Z,68.00,37.00
2025-08-08T02:39:00Z,68.00,35.00
2025-08-08T02:40:00Z,68.00,36.97
2025-08-08T02:41:00Z,61.00,40.40
2025-08-08T02:42:00Z,59.00,43.60
2025-08-08T02:43:00Z,56.69,47.61
2025-08-08T02:44:00Z,56.69,50.65
2025-08-08T02:45:00Z,54.65,51.00
2025-08-08T02:46:00Z,47.58,56.21
2025-08-08T02:47:00Z,45.21,58.46
2025-08-08T02:48:00Z,43.36,60.37
2025-08-08T02:49:00Z,39.00,62.00
2025-08-08T02:50:00Z,38.00,62.00
2025-08-08T02:51:00Z,37.67,63.29
2025-08-08T02:52:00Z,36.64,63.55
2025-08-08T02:53:00Z,32.35,70.80
2025-08-08T02:54:00Z,29.75,74.19
2025-08-08T02:55:00Z,29.75,73.83
2025-08-08T02:56:00Z,28.22,73.14
2025-08-08T02:57:00Z,30.00,75.19
2025-08-08T02:58:00Z,30.00,72.11
2025-08-08T02:59:00Z,30.00,75.22
2025-08-08T03:00:00Z,27.00,78.00
2025-08-08T03:01:00Z,27.36,76.32
2025-08-08T03:02:00Z,25.46,78.99
2025-08-08T03:03:00Z,26.00,77.09
2025-08-08T03:04:00Z,26.00,75.53
2025-08-08T03:05:00Z,25.00,77.00
2025-08-08T03:06:00Z,25.06,78.00
2025-08-08T03:07:00Z,26.00,76.58
2025-08-08T03:08:00Z,26.00,74.71
2025-08-08T03:09:00Z,26.00,76.26
2025-08-08T03:10:00Z,21.10,78.88
2025-08-08T03:11:00Z,17.65,86.68
2025-08-08T03:12:00Z,17.65,91.67
2025-08-08T03:13:00Z,17.65,89.99
2025-08-08T03:14:00Z,12.00,88.58
2025-08-08T03:15:00Z,16.31,81.75
2025-08-08T03:16:00Z,13.00,87.14
2025-08-08T03:17:00Z,13.00,86.95
2025-08-08T03:18:00Z,15.00,90.16
2025-08-08T03:19:00Z,15.00,87.14
2025-08-08T03:20:00Z,10.87,92.33
2025-08-08T03:21:00Z,6.71,93.46
2025-08-08T03:22:00Z,9.39,92.17
2025-08-08T03:23:00Z,9.39,90.23
2025-08-08T03:24:00Z,9.18,92.45
2025-08-08T03:25:00Z,9.18,89.76
2025-08-08T03:26:00Z,13.00,89.39
2025-08-08T03:27:00Z,14.00,88.07
2025-08-08T03:28:00Z,13.00,90.59
2025-08-08T03:29:00Z,11.29,93.89
2025-08-08T03:31:00Z,10.00,96.00
2025-08-08T03:32:00Z,10.06,88.72
2025-08-08T03:33:00Z,13.11,90.78
2025-08-08T03:34:00Z,13.11,89.86
2025-08-08T03:35:00Z,13.11,91.00
2025-08-08T03:36:00Z,13.11,95.24
2025-08-08T03:37:00Z,9.00,94.44
2025-08-08T03:38:00Z,9.00,94.44
2025-08-08T03:39:00Z,9.03,94.44
2025-08-08T03:40:00Z,10.99,92.35
2025-08-08T03:41:00Z,10.99,88.63
2025-08-08T03:42:00Z,9.17,88.63
2025-08-08T03:43:00Z,11.00,88.20
2025-08-08T03:44:00Z,15.67,90.00
2025-08-08T03:45:00Z,22.15,85.22
2025-08-08T03:46:00Z,12.80,84.96
2025-08-08T03:47:00Z,3.44,96.55
2025-08-08T03:48:00Z,3.84,96.00
2025-08-08T03:49:00Z,2.40,97.20
2025-08-08T03:50:00Z,2.00,97.87
2025-08-08T03:51:00Z,3.08,95.38
2025-08-08T03:52:00Z,7.00,97.88
2025-08-08T03:53:00Z,5.00,97.33
2025-08-08T03:54:00Z,5.67,96.81
2025-08-08T03:55:00Z,4.35,97.92
2025-08-08T03:56:00Z,4.60,98.95
2025-08-08T03:57:00Z,4.60,99.00
2025-08-08T03:58:00Z,4.60,99.00
2025-08-08T03:59:00Z,4.60,99.00
