# event_ticker=KXATPMATCH-25AUG01COBMAR
# final_score=6-2 4-6 6-3
# score_resolution=2-6 6-4 3-6
# match_winner=Flavio Cobolli
# fav_player=Fabian Marozsan
# dog_player=Flavio Cobolli
# kalshi_date=2025-08-01
timestamp,Fabian Marozsan,Flavio Cobolli
2025-08-01T21:25:00Z,32.35,74.46
2025-08-01T21:26:00Z,39.37,68.57
2025-08-01T21:27:00Z,42.92,65.86
2025-08-01T21:28:00Z,37.05,69.30
2025-08-01T21:29:00Z,30.11,72.73
2025-08-01T21:30:00Z,32.22,72.53
2025-08-01T21:31:00Z,30.76,73.65
2025-08-01T21:32:00Z,24.60,77.46
2025-08-01T21:33:00Z,21.24,80.53
2025-08-01T21:34:00Z,20.53,81.00
2025-08-01T21:35:00Z,21.54,81.48
2025-08-01T21:36:00Z,22.71,81.55
2025-08-01T21:37:00Z,18.02,83.85
2025-08-01T21:38:00Z,21.47,82.12
2025-08-01T21:39:00Z,21.47,81.55
2025-08-01T21:40:00Z,19.63,83.56
2025-08-01T21:41:00Z,21.98,82.00
2025-08-01T21:42:00Z,22.34,83.22
2025-08-01T21:43:00Z,21.78,81.40
2025-08-01T21:44:00Z,19.58,79.56
2025-08-01T21:45:00Z,28.14,75.94
2025-08-01T21:46:00Z,22.31,83.94
2025-08-01T21:47:00Z,20.93,82.31
2025-08-01T21:48:00Z,25.61,76.91
2025-08-01T21:49:00Z,20.46,78.96
2025-08-01T21:50:00Z,24.24,77.02
2025-08-01T21:51:00Z,25.59,79.78
2025-08-01T21:52:00Z,21.89,81.82
2025-08-01T21:53:00Z,16.91,86.84
2025-08-01T21:54:00Z,18.41,82.13
2025-08-01T21:55:00Z,17.75,84.01
2025-08-01T21:56:00Z,16.45,85.30
2025-08-01T21:57:00Z,21.00,80.00
2025-08-01T21:58:00Z,20.94,81.28
2025-08-01T21:59:00Z,20.97,81.94
2025-08-01T22:00:00Z,19.28,83.93
2025-08-01T22:01:00Z,20.57,84.52
2025-08-01T22:02:00Z,19.00,85.52
2025-08-01T22:03:00Z,19.28,81.00
2025-08-01T22:04:00Z,24.45,75.93
2025-08-01T22:05:00Z,20.82,81.01
2025-08-01T22:06:00Z,20.68,81.12
2025-08-01T22:07:00Z,21.66,83.18
2025-08-01T22:08:00Z,19.83,82.23
2025-08-01T22:09:00Z,15.11,89.52
2025-08-01T22:10:00Z,18.06,83.85
2025-08-01T22:11:00Z,22.96,77.44
2025-08-01T22:12:00Z,22.00,79.70
2025-08-01T22:13:00Z,18.03,81.47
2025-08-01T22:14:00Z,25.58,76.48
2025-08-01T22:15:00Z,27.71,70.40
2025-08-01T22:16:00Z,26.97,81.00
2025-08-01T22:17:00Z,31.24,72.88
2025-08-01T22:18:00Z,39.84,58.17
2025-08-01T22:19:00Z,46.33,57.83
2025-08-01T22:20:00Z,45.45,54.54
2025-08-01T22:21:00Z,45.46,51.00
2025-08-01T22:22:00Z,45.80,55.23
2025-08-01T22:23:00Z,51.32,47.78
2025-08-01T22:24:00Z,50.00,52.00
2025-08-01T22:25:00Z,46.11,54.23
2025-08-01T22:26:00Z,46.11,55.77
2025-08-01T22:27:00Z,49.79,46.21
2025-08-01T22:28:00Z,53.00,50.58
2025-08-01T22:29:00Z,50.00,50.58
2025-08-01T22:30:00Z,46.01,52.05
2025-08-01T22:31:00Z,47.50,49.48
2025-08-01T22:32:00Z,50.66,44.75
2025-08-01T22:33:00Z,49.27,54.74
2025-08-01T22:34:00Z,53.70,44.66
2025-08-01T22:35:00Z,53.57,44.73
2025-08-01T22:36:00Z,51.46,51.11
2025-08-01T22:37:00Z,47.00,58.85
2025-08-01T22:38:00Z,38.45,60.35
2025-08-01T22:39:00Z,31.39,69.52
2025-08-01T22:40:00Z,15.33,83.00
2025-08-01T22:41:00Z,19.44,81.22
2025-08-01T22:42:00Z,25.02,68.93
2025-08-01T22:43:00Z,16.94,79.06
2025-08-01T22:44:00Z,20.34,83.57
2025-08-01T22:45:00Z,24.85,80.45
2025-08-01T22:46:00Z,16.33,81.50
2025-08-01T22:47:00Z,6.64,90.08
2025-08-01T22:48:00Z,11.57,86.00
2025-08-01T22:49:00Z,14.00,88.59
2025-08-01T22:50:00Z,5.59,97.20
2025-08-01T22:51:00Z,2.28,97.72
2025-08-01T22:52:00Z,1.94,96.74
2025-08-01T22:53:00Z,2.20,95.59
2025-08-01T22:54:00Z,4.48,95.97
2025-08-01T22:55:00Z,4.04,96.69
2025-08-01T22:56:00Z,4.54,96.93
2025-08-01T22:57:00Z,3.52,96.13
2025-08-01T22:58:00Z,3.99,92.90
2025-08-01T22:59:00Z,4.75,98.89
2025-08-01T23:00:00Z,4.75,99.00
2025-08-01T23:01:00Z,4.75,99.00
