# event_ticker=KXATPMATCH-25AUG01COBMAR
# final_score=6-2 4-6 6-3
# score_resolution=2-6 6-4 3-6
# match_winner=Flavio Cobolli
# fav_player=Fabian Marozsan
# dog_player=Flavio Cobolli
# kalshi_date=2025-08-01
timestamp,Fabian Marozsan,Flavio Cobolli
2025-08-01T12:14:00Z,54.00,
2025-08-01T12:18:00Z,54.00,53.00
2025-08-01T12:28:00Z,54.00,53.00
2025-08-01T12:33:00Z,54.00,53.00
2025-08-01T12:41:00Z,55.00,53.00
2025-08-01T13:14:00Z,54.00,53.00
2025-08-01T13:23:00Z,54.00,48.00
2025-08-01T13:35:00Z,54.00,48.00
2025-08-01T13:40:00Z,54.00,47.00
2025-08-01T13:43:00Z,54.00,48.00
2025-08-01T14:25:00Z,54.00,49.00
2025-08-01T14:35:00Z,53.00,49.00
2025-08-01T14:41:00Z,53.00,49.00
2025-08-01T15:07:00Z,54.23,47.00
2025-08-01T15:12:00Z,54.23,48.00
2025-08-01T15:26:00Z,54.23,48.00
2025-08-01T15:34:00Z,54.23,48.99
2025-08-01T15:35:00Z,51.00,49.00
2025-08-01T15:57:00Z,51.00,49.00
2025-08-01T16:05:00Z,52.00,49.00
2025-08-01T16:08:00Z,52.00,49.00
2025-08-01T16:12:00Z,52.00,49.00
2025-08-01T16:33:00Z,54.00,49.00
2025-08-01T16:34:00Z,54.00,48.00
2025-08-01T16:40:00Z,54.00,48.00
2025-08-01T16:48:00Z,54.00,48.00
2025-08-01T16:50:00Z,54.00,48.00
2025-08-01T16:51:00Z,54.00,48.00
2025-08-01T17:13:00Z,53.00,48.00
2025-08-01T17:20:00Z,53.00,48.00
2025-08-01T17:22:00Z,53.00,48.00
2025-08-01T17:28:00Z,53.00,48.00
2025-08-01T17:44:00Z,54.13,48.00
2025-08-01T17:45:00Z,54.13,47.00
2025-08-01T17:49:00Z,54.13,47.00
2025-08-01T18:06:00Z,54.00,47.00
2025-08-01T18:08:00Z,55.00,47.00
2025-08-01T18:20:00Z,55.00,47.00
2025-08-01T18:33:00Z,55.00,47.00
2025-08-01T18:47:00Z,55.00,47.00
2025-08-01T18:53:00Z,55.00,48.00
2025-08-01T18:55:00Z,55.00,47.00
2025-08-01T18:57:00Z,55.00,47.00
2025-08-01T19:00:00Z,54.00,47.00
2025-08-01T19:02:00Z,54.00,47.00
2025-08-01T19:06:00Z,54.00,47.00
2025-08-01T19:09:00Z,54.00,47.00
2025-08-01T19:16:00Z,54.00,47.00
2025-08-01T19:18:00Z,54.00,47.00
2025-08-01T19:21:00Z,54.00,48.00
2025-08-01T19:22:00Z,54.00,47.00
2025-08-01T19:23:00Z,53.58,47.00
2025-08-01T19:28:00Z,53.58,47.00
2025-08-01T19:34:00Z,53.00,47.00
2025-08-01T19:37:00Z,55.00,47.00
2025-08-01T19:39:00Z,55.00,47.00
2025-08-01T19:55:00Z,54.00,47.00
2025-08-01T19:56:00Z,54.00,48.00
2025-08-01T19:57:00Z,54.00,48.00
2025-08-01T19:58:00Z,54.00,49.00
2025-08-01T20:01:00Z,54.00,48.00
2025-08-01T20:02:00Z,54.00,48.00
2025-08-01T20:03:00Z,54.00,48.00
2025-08-01T20:04:00Z,54.00,48.00
2025-08-01T20:05:00Z,54.00,49.00
2025-08-01T20:06:00Z,54.00,47.91
2025-08-01T20:10:00Z,54.00,49.00
2025-08-01T20:11:00Z,53.00,49.00
2025-08-01T20:12:00Z,53.00,48.00
2025-08-01T20:13:00Z,54.00,48.00
2025-08-01T20:14:00Z,54.00,48.61
2025-08-01T20:15:00Z,51.36,48.61
2025-08-01T20:16:00Z,51.36,48.00
2025-08-01T20:17:00Z,53.98,48.00
2025-08-01T20:18:00Z,53.98,48.00
2025-08-01T20:20:00Z,54.00,48.00
2025-08-01T20:21:00Z,54.00,48.00
2025-08-01T20:22:00Z,54.00,48.00
2025-08-01T20:23:00Z,54.00,48.00
2025-08-01T20:24:00Z,54.00,48.00
2025-08-01T20:25:00Z,54.00,48.00
2025-08-01T20:28:00Z,54.00,48.00
2025-08-01T20:29:00Z,54.00,47.98
2025-08-01T20:30:00Z,54.00,48.00
2025-08-01T20:31:00Z,54.00,48.00
2025-08-01T20:32:00Z,54.00,48.00
2025-08-01T20:34:00Z,54.00,46.83
2025-08-01T20:36:00Z,54.00,48.00
2025-08-01T20:37:00Z,54.00,48.00
2025-08-01T20:38:00Z,54.00,48.00
2025-08-01T20:39:00Z,54.00,48.65
2025-08-01T20:40:00Z,54.00,48.65
2025-08-01T20:41:00Z,54.00,48.30
2025-08-01T20:44:00Z,54.00,49.00
2025-08-01T20:46:00Z,54.00,49.00
2025-08-01T20:47:00Z,54.00,49.00
2025-08-01T20:48:00Z,54.00,49.00
2025-08-01T20:49:00Z,54.00,49.00
2025-08-01T20:50:00Z,54.00,48.47
2025-08-01T20:51:00Z,54.00,49.00
2025-08-01T20:52:00Z,53.00,49.00
2025-08-01T20:53:00Z,52.00,48.00
2025-08-01T20:55:00Z,53.00,48.79
2025-08-01T20:57:00Z,53.00,48.00
2025-08-01T20:58:00Z,53.00,49.00
2025-08-01T20:59:00Z,53.00,49.00
2025-08-01T21:01:00Z,53.00,49.00
2025-08-01T21:02:00Z,53.00,48.97
2025-08-01T21:03:00Z,53.00,49.75
2025-08-01T21:04:00Z,53.00,50.50
2025-08-01T21:06:00Z,53.00,50.03
2025-08-01T21:07:00Z,53.00,51.00
2025-08-01T21:09:00Z,52.00,51.00
2025-08-01T21:11:00Z,50.99,52.87
2025-08-01T21:12:00Z,52.00,63.00
2025-08-01T21:13:00Z,52.00,56.82
2025-08-01T21:14:00Z,48.00,55.41
2025-08-01T21:15:00Z,48.00,54.22
2025-08-01T21:16:00Z,51.12,50.72
2025-08-01T21:17:00Z,51.12,51.00
2025-08-01T21:18:00Z,50.00,51.00
2025-08-01T21:19:00Z,49.00,70.62
2025-08-01T21:20:00Z,49.00,69.77
2025-08-01T21:21:00Z,49.00,73.28
2025-08-01T21:22:00Z,32.99,65.92
2025-08-01T21:23:00Z,33.41,75.38
2025-08-01T21:24:00Z,33.00,77.37
