# event_ticker=KXATPMATCH-25OCT16ETCKEC
# final_score=6-4 4-6 6-3
# score_resolution=4-6 6-4 3-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Miomir Kecmanovic
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2025-10-16
timestamp,Miomir Kecmanovic,Tomas Martin Etcheverry
2025-10-16T13:06:00Z,49.67,53.92
2025-10-16T13:07:00Z,44.87,57.75
2025-10-16T13:08:00Z,38.64,65.74
2025-10-16T13:09:00Z,37.08,64.01
2025-10-16T13:10:00Z,31.05,71.63
2025-10-16T13:11:00Z,28.90,71.03
2025-10-16T13:12:00Z,30.25,71.99
2025-10-16T13:13:00Z,30.92,72.69
2025-10-16T13:14:00Z,32.00,71.00
2025-10-16T13:15:00Z,37.82,67.32
2025-10-16T13:16:00Z,36.59,67.31
2025-10-16T13:17:00Z,45.66,65.11
2025-10-16T13:18:00Z,45.66,68.95
2025-10-16T13:19:00Z,33.02,68.24
2025-10-16T13:20:00Z,33.13,68.73
2025-10-16T13:21:00Z,35.20,67.77
2025-10-16T13:22:00Z,32.83,68.92
2025-10-16T13:23:00Z,32.78,66.90
2025-10-16T13:24:00Z,31.00,70.71
2025-10-16T13:25:00Z,30.70,70.25
2025-10-16T13:26:00Z,34.42,70.42
2025-10-16T13:27:00Z,37.00,64.98
2025-10-16T13:28:00Z,43.44,57.93
2025-10-16T13:29:00Z,50.69,52.15
2025-10-16T13:30:00Z,50.92,54.00
2025-10-16T13:31:00Z,42.29,57.21
2025-10-16T13:32:00Z,36.00,65.49
2025-10-16T13:33:00Z,42.33,60.96
2025-10-16T13:34:00Z,39.99,61.12
2025-10-16T13:35:00Z,36.40,63.21
2025-10-16T13:36:00Z,49.67,54.96
2025-10-16T13:37:00Z,49.67,60.74
2025-10-16T13:38:00Z,49.67,61.48
2025-10-16T13:39:00Z,53.00,51.69
2025-10-16T13:40:00Z,53.00,47.00
2025-10-16T13:41:00Z,58.13,46.76
2025-10-16T13:42:00Z,56.26,45.32
2025-10-16T13:43:00Z,56.29,43.86
2025-10-16T13:44:00Z,58.60,41.59
2025-10-16T13:45:00Z,56.85,43.01
2025-10-16T13:46:00Z,56.00,43.64
2025-10-16T13:47:00Z,57.00,43.84
2025-10-16T13:48:00Z,57.39,43.56
2025-10-16T13:49:00Z,59.40,44.63
2025-10-16T13:50:00Z,58.34,42.62
2025-10-16T13:51:00Z,58.34,47.63
2025-10-16T13:52:00Z,54.98,46.00
2025-10-16T13:53:00Z,55.00,44.00
2025-10-16T13:54:00Z,58.00,44.02
2025-10-16T13:55:00Z,59.00,46.34
2025-10-16T13:56:00Z,58.48,44.22
2025-10-16T13:57:00Z,56.00,45.29
2025-10-16T13:58:00Z,55.03,45.01
2025-10-16T13:59:00Z,58.00,44.63
2025-10-16T14:00:00Z,58.08,43.96
2025-10-16T14:01:00Z,59.51,41.94
2025-10-16T14:02:00Z,63.00,41.96
2025-10-16T14:03:00Z,53.86,41.79
2025-10-16T14:04:00Z,56.30,41.79
2025-10-16T14:05:00Z,58.00,41.43
2025-10-16T14:06:00Z,59.06,42.05
2025-10-16T14:07:00Z,59.00,43.00
2025-10-16T14:08:00Z,59.00,41.66
2025-10-16T14:09:00Z,61.91,40.52
2025-10-16T14:10:00Z,62.00,38.81
2025-10-16T14:11:00Z,60.74,38.62
2025-10-16T14:12:00Z,62.67,38.64
2025-10-16T14:13:00Z,61.71,38.15
2025-10-16T14:14:00Z,61.78,38.98
2025-10-16T14:15:00Z,61.99,38.97
2025-10-16T14:16:00Z,61.90,39.04
2025-10-16T14:17:00Z,61.00,41.38
2025-10-16T14:18:00Z,56.06,44.81
2025-10-16T14:19:00Z,55.96,48.62
2025-10-16T14:20:00Z,51.33,45.63
2025-10-16T14:21:00Z,53.95,46.76
2025-10-16T14:22:00Z,53.49,45.36
2025-10-16T14:23:00Z,45.50,55.91
2025-10-16T14:24:00Z,32.97,72.44
2025-10-16T14:25:00Z,25.83,76.05
2025-10-16T14:26:00Z,24.94,76.35
2025-10-16T14:27:00Z,26.64,76.51
2025-10-16T14:28:00Z,34.04,72.74
2025-10-16T14:29:00Z,28.68,77.75
2025-10-16T14:30:00Z,17.63,83.11
2025-10-16T14:31:00Z,17.62,84.59
2025-10-16T14:32:00Z,15.76,87.39
2025-10-16T14:33:00Z,20.39,80.54
2025-10-16T14:34:00Z,16.82,86.56
2025-10-16T14:35:00Z,13.00,88.35
2025-10-16T14:36:00Z,11.12,87.55
2025-10-16T14:37:00Z,11.01,89.55
2025-10-16T14:38:00Z,8.30,92.41
2025-10-16T14:39:00Z,11.89,89.05
2025-10-16T14:40:00Z,14.87,86.51
2025-10-16T14:41:00Z,13.56,89.91
2025-10-16T14:42:00Z,13.23,87.58
2025-10-16T14:43:00Z,18.12,86.20
2025-10-16T14:44:00Z,22.35,79.70
2025-10-16T14:45:00Z,5.84,91.87
2025-10-16T14:46:00Z,7.70,92.95
2025-10-16T14:47:00Z,7.60,92.68
2025-10-16T14:48:00Z,9.58,90.79
2025-10-16T14:49:00Z,5.94,94.50
2025-10-16T14:50:00Z,3.24,98.16
2025-10-16T14:51:00Z,2.75,97.77
2025-10-16T14:52:00Z,1.00,98.88
2025-10-16T14:53:00Z,1.00,99.00
2025-10-16T14:54:00Z,1.00,99.00
2025-10-16T14:55:00Z,1.00,99.00
2025-10-16T14:56:00Z,1.00,99.00
