# event_ticker=KXATPMATCH-25OCT16ETCKEC
# final_score=6-4 4-6 6-3
# score_resolution=4-6 6-4 3-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Miomir Kecmanovic
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2025-10-16
timestamp,Miomir Kecmanovic,Tomas Martin Etcheverry
2025-10-16T02:41:00Z,61.00,
2025-10-16T03:19:00Z,61.00,41.00
2025-10-16T03:35:00Z,61.00,41.00
2025-10-16T03:37:00Z,61.00,41.00
2025-10-16T03:53:00Z,61.00,41.00
2025-10-16T03:55:00Z,61.00,41.00
2025-10-16T03:59:00Z,61.00,41.00
2025-10-16T04:08:00Z,61.00,41.00
2025-10-16T04:18:00Z,61.00,41.00
2025-10-16T04:27:00Z,61.00,41.00
2025-10-16T04:30:00Z,61.00,41.00
2025-10-16T04:33:00Z,61.00,41.00
2025-10-16T04:35:00Z,60.00,41.00
2025-10-16T04:47:00Z,60.00,41.00
2025-10-16T04:59:00Z,60.00,41.00
2025-10-16T05:06:00Z,60.00,40.00
2025-10-16T05:12:00Z,60.00,40.00
2025-10-16T05:13:00Z,60.00,40.00
2025-10-16T05:26:00Z,60.00,41.00
2025-10-16T05:28:00Z,60.00,41.00
2025-10-16T05:35:00Z,60.00,41.00
2025-10-16T05:40:00Z,60.00,41.00
2025-10-16T05:45:00Z,60.00,41.00
2025-10-16T06:03:00Z,60.00,41.00
2025-10-16T06:07:00Z,60.00,41.00
2025-10-16T06:23:00Z,60.00,41.00
2025-10-16T06:25:00Z,60.00,41.00
2025-10-16T06:30:00Z,60.00,41.00
2025-10-16T06:32:00Z,60.00,41.00
2025-10-16T06:47:00Z,60.00,41.00
2025-10-16T06:48:00Z,60.00,41.00
2025-10-16T06:52:00Z,60.00,41.00
2025-10-16T09:01:00Z,60.00,40.00
2025-10-16T09:07:00Z,60.00,41.00
2025-10-16T09:09:00Z,60.00,41.00
2025-10-16T09:10:00Z,60.00,41.00
2025-10-16T09:11:00Z,60.00,41.00
2025-10-16T09:14:00Z,60.00,41.00
2025-10-16T09:15:00Z,60.00,41.00
2025-10-16T09:19:00Z,60.00,41.00
2025-10-16T09:23:00Z,60.00,40.00
2025-10-16T09:28:00Z,60.00,40.00
2025-10-16T09:35:00Z,61.00,40.00
2025-10-16T09:36:00Z,61.00,40.00
2025-10-16T09:39:00Z,61.00,40.00
2025-10-16T09:40:00Z,61.00,40.00
2025-10-16T09:46:00Z,61.00,41.00
2025-10-16T09:51:00Z,61.00,41.00
2025-10-16T09:54:00Z,61.00,41.00
2025-10-16T09:57:00Z,61.00,41.00
2025-10-16T10:00:00Z,61.00,41.00
2025-10-16T10:07:00Z,61.00,41.00
2025-10-16T10:12:00Z,61.00,41.00
2025-10-16T10:17:00Z,61.00,41.00
2025-10-16T10:22:00Z,61.00,41.00
2025-10-16T10:25:00Z,61.00,41.00
2025-10-16T10:27:00Z,61.00,41.00
2025-10-16T10:34:00Z,61.00,40.74
2025-10-16T10:35:00Z,61.00,41.00
2025-10-16T10:37:00Z,61.00,41.00
2025-10-16T10:42:00Z,60.00,41.00
2025-10-16T10:43:00Z,58.51,42.72
2025-10-16T10:46:00Z,58.00,44.00
2025-10-16T10:49:00Z,58.00,43.00
2025-10-16T10:50:00Z,59.00,43.00
2025-10-16T10:51:00Z,59.00,43.00
2025-10-16T10:55:00Z,59.00,43.00
2025-10-16T10:57:00Z,59.00,43.00
2025-10-16T11:00:00Z,59.00,43.00
2025-10-16T11:02:00Z,59.00,43.00
2025-10-16T11:03:00Z,59.00,43.00
2025-10-16T11:05:00Z,58.00,43.00
2025-10-16T11:06:00Z,59.00,42.00
2025-10-16T11:07:00Z,59.00,42.00
2025-10-16T11:11:00Z,59.00,42.00
2025-10-16T11:13:00Z,59.00,42.00
2025-10-16T11:14:00Z,60.00,42.00
2025-10-16T11:18:00Z,60.00,41.00
2025-10-16T11:25:00Z,60.00,40.00
2025-10-16T11:29:00Z,60.00,40.00
2025-10-16T11:31:00Z,61.00,40.00
2025-10-16T11:32:00Z,61.00,40.00
2025-10-16T11:33:00Z,61.00,40.00
2025-10-16T11:34:00Z,61.00,40.51
2025-10-16T11:35:00Z,61.00,40.51
2025-10-16T11:36:00Z,61.00,40.51
2025-10-16T11:37:00Z,61.00,40.51
2025-10-16T11:39:00Z,61.00,40.51
2025-10-16T11:43:00Z,61.00,40.51
2025-10-16T11:44:00Z,61.00,40.51
2025-10-16T11:45:00Z,61.00,40.51
2025-10-16T11:46:00Z,61.00,41.00
2025-10-16T11:52:00Z,61.00,41.00
2025-10-16T11:57:00Z,61.00,41.00
2025-10-16T11:59:00Z,61.00,41.00
2025-10-16T12:00:00Z,61.00,41.00
2025-10-16T12:09:00Z,61.00,41.00
2025-10-16T12:11:00Z,61.00,41.00
2025-10-16T12:13:00Z,61.00,41.00
2025-10-16T12:15:00Z,60.28,41.00
2025-10-16T12:16:00Z,60.00,41.00
2025-10-16T12:17:00Z,60.96,41.00
2025-10-16T12:25:00Z,60.96,41.00
2025-10-16T12:26:00Z,60.96,41.00
2025-10-16T12:27:00Z,62.24,41.00
2025-10-16T12:28:00Z,62.00,39.39
2025-10-16T12:29:00Z,63.33,40.76
2025-10-16T12:30:00Z,64.63,38.93
2025-10-16T12:31:00Z,69.57,35.67
2025-10-16T12:32:00Z,58.08,40.25
2025-10-16T12:33:00Z,59.17,42.83
2025-10-16T12:34:00Z,59.00,43.17
2025-10-16T12:35:00Z,63.30,38.14
2025-10-16T12:36:00Z,62.65,39.00
2025-10-16T12:37:00Z,61.00,42.00
2025-10-16T12:38:00Z,61.67,39.70
2025-10-16T12:39:00Z,61.40,39.73
2025-10-16T12:40:00Z,61.66,39.23
2025-10-16T12:41:00Z,62.83,39.39
2025-10-16T12:42:00Z,60.16,40.00
2025-10-16T12:43:00Z,58.54,42.00
2025-10-16T12:44:00Z,53.00,46.98
2025-10-16T12:45:00Z,45.64,53.34
2025-10-16T12:46:00Z,40.75,59.85
2025-10-16T12:47:00Z,45.71,55.15
2025-10-16T12:48:00Z,47.62,54.28
2025-10-16T12:49:00Z,48.92,53.97
2025-10-16T12:50:00Z,54.68,48.73
2025-10-16T12:51:00Z,58.45,43.00
2025-10-16T12:52:00Z,61.35,42.40
2025-10-16T12:53:00Z,60.70,42.17
2025-10-16T12:54:00Z,56.82,45.12
2025-10-16T12:55:00Z,61.79,40.67
2025-10-16T12:56:00Z,58.00,44.84
2025-10-16T12:57:00Z,58.00,46.79
2025-10-16T12:58:00Z,54.00,47.91
2025-10-16T12:59:00Z,54.27,47.65
2025-10-16T13:00:00Z,54.66,46.33
2025-10-16T13:01:00Z,54.59,48.31
2025-10-16T13:02:00Z,53.00,48.42
2025-10-16T13:03:00Z,57.39,44.71
2025-10-16T13:04:00Z,57.39,48.46
2025-10-16T13:05:00Z,50.37,52.37
