# event_ticker=KXATPMATCH-25JUL20HALKOV
# final_score=6-2 3-6 6-3
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Quentin Halys
# kalshi_date=2025-07-20
timestamp,Aleksandar Kovacevic,Quentin Halys
2025-07-22T12:06:00Z,48.00,
2025-07-22T12:10:00Z,48.00,50.00
2025-07-22T12:43:00Z,48.24,50.00
2025-07-22T12:57:00Z,50.00,50.00
2025-07-22T13:06:00Z,50.00,52.00
2025-07-22T13:22:00Z,50.00,51.00
2025-07-22T14:12:00Z,50.00,51.00
2025-07-22T14:51:00Z,50.00,51.00
2025-07-22T14:54:00Z,50.00,51.00
2025-07-22T15:23:00Z,51.00,51.00
2025-07-22T15:36:00Z,52.00,51.00
2025-07-22T15:42:00Z,52.00,49.00
2025-07-22T15:47:00Z,52.00,49.00
2025-07-22T15:54:00Z,52.00,49.00
2025-07-22T15:59:00Z,52.00,49.00
2025-07-22T16:03:00Z,52.00,49.00
2025-07-22T16:15:00Z,52.00,49.00
2025-07-22T16:28:00Z,52.00,49.00
2025-07-22T16:38:00Z,52.00,49.00
2025-07-22T16:44:00Z,52.00,48.00
2025-07-22T17:19:00Z,53.00,48.00
2025-07-22T17:24:00Z,53.00,48.00
2025-07-22T17:26:00Z,53.00,49.00
2025-07-22T17:34:00Z,53.00,49.00
2025-07-22T17:40:00Z,53.00,49.00
2025-07-22T17:41:00Z,53.00,49.00
2025-07-22T17:42:00Z,52.00,49.00
2025-07-22T17:43:00Z,53.00,49.00
2025-07-22T17:45:00Z,53.00,49.00
2025-07-22T17:46:00Z,53.00,49.00
2025-07-22T17:48:00Z,53.00,49.00
2025-07-22T17:49:00Z,53.00,49.00
2025-07-22T17:50:00Z,53.96,49.00
2025-07-22T17:54:00Z,54.00,49.00
2025-07-22T17:55:00Z,54.00,49.00
2025-07-22T17:58:00Z,54.00,49.00
2025-07-22T18:02:00Z,53.98,49.00
2025-07-22T18:07:00Z,54.00,49.00
2025-07-22T18:10:00Z,54.00,49.00
2025-07-22T18:12:00Z,54.00,48.00
2025-07-22T18:13:00Z,54.00,48.00
2025-07-22T18:15:00Z,54.00,48.00
2025-07-22T18:21:00Z,54.00,48.00
2025-07-22T18:23:00Z,54.36,48.00
2025-07-22T18:25:00Z,54.36,48.00
2025-07-22T18:27:00Z,54.00,48.00
2025-07-22T18:28:00Z,53.28,48.00
2025-07-22T18:31:00Z,54.61,48.00
2025-07-22T18:33:00Z,54.00,48.00
2025-07-22T18:35:00Z,54.00,48.00
2025-07-22T18:36:00Z,54.00,48.00
2025-07-22T18:37:00Z,54.08,48.00
2025-07-22T18:38:00Z,54.08,48.00
2025-07-22T18:39:00Z,55.00,48.00
2025-07-22T18:41:00Z,55.00,48.00
2025-07-22T18:42:00Z,55.00,48.00
2025-07-22T18:44:00Z,55.00,47.42
2025-07-22T18:45:00Z,55.00,48.00
2025-07-22T18:46:00Z,54.99,48.00
2025-07-22T18:47:00Z,55.00,48.00
2025-07-22T18:48:00Z,55.00,48.00
2025-07-22T18:49:00Z,55.00,48.00
2025-07-22T18:50:00Z,55.02,48.00
2025-07-22T18:51:00Z,56.01,47.07
2025-07-22T18:52:00Z,57.00,46.00
2025-07-22T18:53:00Z,56.00,46.00
2025-07-22T18:54:00Z,56.00,46.00
2025-07-22T18:55:00Z,55.00,46.00
2025-07-22T18:56:00Z,56.00,46.00
2025-07-22T18:57:00Z,55.00,46.14
2025-07-22T18:58:00Z,54.09,48.68
2025-07-22T18:59:00Z,54.85,48.00
2025-07-22T19:00:00Z,55.00,48.00
2025-07-22T19:01:00Z,55.00,47.70
2025-07-22T19:02:00Z,55.99,48.35
2025-07-22T19:03:00Z,53.81,48.05
2025-07-22T19:04:00Z,52.00,49.00
2025-07-22T19:05:00Z,52.93,50.02
2025-07-22T19:06:00Z,55.46,47.33
2025-07-22T19:07:00Z,59.86,42.79
2025-07-22T19:08:00Z,56.87,46.27
2025-07-22T19:09:00Z,56.07,45.78
2025-07-22T19:10:00Z,57.58,51.98
2025-07-22T19:11:00Z,71.47,39.59
2025-07-22T19:12:00Z,73.90,27.66
2025-07-22T19:13:00Z,73.90,28.00
2025-07-22T19:14:00Z,74.00,28.69
2025-07-22T19:15:00Z,70.65,30.52
2025-07-22T19:16:00Z,74.19,27.87
2025-07-22T19:17:00Z,73.43,29.20
2025-07-22T19:18:00Z,73.28,26.68
2025-07-22T19:19:00Z,75.43,27.24
2025-07-22T19:20:00Z,77.96,24.31
2025-07-22T19:21:00Z,83.71,20.28
2025-07-22T19:22:00Z,83.27,16.84
2025-07-22T19:23:00Z,83.91,16.82
2025-07-22T19:24:00Z,83.15,17.00
2025-07-22T19:25:00Z,85.44,16.00
2025-07-22T19:26:00Z,83.81,17.98
2025-07-22T19:27:00Z,84.98,17.98
2025-07-22T19:28:00Z,83.48,16.25
2025-07-22T19:29:00Z,83.00,17.00
2025-07-22T19:30:00Z,83.00,17.00
2025-07-22T19:31:00Z,83.08,16.01
2025-07-22T19:32:00Z,83.06,18.00
2025-07-22T19:33:00Z,83.05,17.24
2025-07-22T19:34:00Z,82.29,16.42
2025-07-22T19:35:00Z,83.00,20.00
2025-07-22T19:36:00Z,81.00,20.00
2025-07-22T19:37:00Z,81.00,20.46
2025-07-22T19:38:00Z,81.00,19.00
2025-07-22T19:39:00Z,82.18,19.00
2025-07-22T19:40:00Z,83.23,19.00
2025-07-22T19:41:00Z,84.13,17.00
2025-07-22T19:42:00Z,83.00,17.00
2025-07-22T19:43:00Z,81.26,19.53
2025-07-22T19:44:00Z,83.98,18.20
2025-07-22T19:45:00Z,84.00,20.00
2025-07-22T19:46:00Z,83.00,20.00
2025-07-22T19:47:00Z,79.99,20.00
2025-07-22T19:48:00Z,78.42,22.90
2025-07-22T19:49:00Z,70.80,34.55
2025-07-22T19:50:00Z,62.63,38.52
2025-07-22T19:51:00Z,63.13,39.30
2025-07-22T19:52:00Z,63.30,37.00
2025-07-22T19:53:00Z,68.93,32.03
2025-07-22T19:54:00Z,63.88,36.00
2025-07-22T19:55:00Z,65.09,35.77
2025-07-22T19:56:00Z,62.00,37.94
2025-07-22T19:57:00Z,63.00,38.99
2025-07-22T19:58:00Z,60.00,40.20
2025-07-22T19:59:00Z,58.79,41.04
2025-07-22T20:00:00Z,57.15,43.66
2025-07-22T20:01:00Z,57.47,43.86
2025-07-22T20:02:00Z,58.67,41.19
2025-07-22T20:03:00Z,57.60,41.76
2025-07-22T20:04:00Z,57.51,41.23
2025-07-22T20:05:00Z,55.52,46.04
2025-07-22T20:06:00Z,54.00,47.86
2025-07-22T20:07:00Z,55.80,44.20
2025-07-22T20:08:00Z,54.38,47.00
2025-07-22T20:09:00Z,54.26,45.00
2025-07-22T20:10:00Z,56.94,45.00
2025-07-22T20:11:00Z,57.24,41.12
2025-07-22T20:12:00Z,55.04,45.00
2025-07-22T20:13:00Z,54.00,44.00
2025-07-22T20:14:00Z,52.49,47.86
2025-07-22T20:15:00Z,56.60,48.00
2025-07-22T20:16:00Z,56.98,46.83
2025-07-22T20:17:00Z,57.00,44.00
2025-07-22T20:18:00Z,57.00,47.30
2025-07-22T20:19:00Z,57.00,47.30
2025-07-22T20:20:00Z,57.00,47.30
2025-07-22T20:21:00Z,53.74,49.42
2025-07-22T20:22:00Z,45.59,57.33
2025-07-22T20:23:00Z,58.49,45.00
2025-07-22T20:24:00Z,61.75,38.09
2025-07-22T20:25:00Z,59.91,41.24
2025-07-22T20:26:00Z,57.47,44.00
2025-07-22T20:27:00Z,53.51,46.93
2025-07-22T20:28:00Z,54.31,46.00
2025-07-22T20:29:00Z,58.18,46.00
2025-07-22T20:30:00Z,54.51,51.00
2025-07-22T20:31:00Z,51.51,49.00
2025-07-22T20:32:00Z,58.78,49.00
2025-07-22T20:33:00Z,58.03,49.00
2025-07-22T20:34:00Z,59.05,43.06
2025-07-22T20:35:00Z,68.77,27.14
2025-07-22T20:36:00Z,78.59,20.88
2025-07-22T20:37:00Z,85.90,18.24
2025-07-22T20:38:00Z,86.75,15.32
2025-07-22T20:39:00Z,86.90,13.15
2025-07-22T20:40:00Z,93.59,13.15
2025-07-22T20:41:00Z,92.11,8.01
2025-07-22T20:42:00Z,94.51,7.68
2025-07-22T20:43:00Z,93.06,6.26
2025-07-22T20:44:00Z,95.64,6.12
2025-07-22T20:45:00Z,93.58,9.00
2025-07-22T20:46:00Z,92.45,9.94
2025-07-22T20:47:00Z,89.30,9.70
2025-07-22T20:48:00Z,93.00,7.00
2025-07-22T20:49:00Z,95.57,3.97
2025-07-22T20:50:00Z,95.16,2.86
2025-07-22T20:51:00Z,96.15,4.03
2025-07-22T20:52:00Z,97.28,1.02
2025-07-22T20:53:00Z,99.00,1.00
2025-07-22T20:54:00Z,95.15,1.08
2025-07-22T20:55:00Z,95.77,2.57
2025-07-22T20:56:00Z,96.85,2.00
2025-07-22T20:57:00Z,98.58,1.55
2025-07-22T20:58:00Z,98.90,1.12
2025-07-22T20:59:00Z,99.00,1.12
2025-07-22T21:00:00Z,99.00,1.12
2025-07-22T21:02:00Z,99.00,1.12
