# event_ticker=KXATPCHALLENGERMATCH-26MAR23BERHER
# final_score=6-4 3-6 6-4
# match_winner=Peter Bertran
# fav_player=Peter Bertran
# dog_player=Sergio Luis Hernandez Ramirez
# kalshi_date=2026-03-23
timestamp,Peter Bertran,Sergio Luis Hernandez Ramirez
2026-03-23T21:05:00Z,66.00,37.04
2026-03-23T21:06:00Z,66.00,34.55
2026-03-23T21:07:00Z,70.11,30.30
2026-03-23T21:08:00Z,67.82,31.63
2026-03-23T21:09:00Z,67.29,35.67
2026-03-23T21:10:00Z,61.70,39.13
2026-03-23T21:11:00Z,61.00,38.78
2026-03-23T21:12:00Z,61.00,39.00
2026-03-23T21:13:00Z,61.99,38.20
2026-03-23T21:14:00Z,61.98,38.88
2026-03-23T21:15:00Z,61.00,38.00
2026-03-23T21:16:00Z,61.00,39.62
2026-03-23T21:17:00Z,61.00,40.00
2026-03-23T21:18:00Z,63.00,40.00
2026-03-23T21:19:00Z,65.11,40.00
2026-03-23T21:20:00Z,57.00,44.67
2026-03-23T21:21:00Z,59.00,47.11
2026-03-23T21:22:00Z,61.60,40.22
2026-03-23T21:23:00Z,63.03,38.77
2026-03-23T21:24:00Z,46.16,57.50
2026-03-23T21:25:00Z,37.89,62.95
2026-03-23T21:26:00Z,33.61,69.08
2026-03-23T21:27:00Z,36.79,67.81
2026-03-23T21:28:00Z,43.90,61.59
2026-03-23T21:29:00Z,37.66,63.82
2026-03-23T21:30:00Z,50.00,58.67
2026-03-23T21:31:00Z,43.55,57.32
2026-03-23T21:32:00Z,35.76,57.93
2026-03-23T21:33:00Z,29.85,70.47
2026-03-23T21:34:00Z,29.04,68.16
2026-03-23T21:35:00Z,24.23,74.61
2026-03-23T21:36:00Z,28.43,70.62
2026-03-23T21:37:00Z,36.00,63.38
2026-03-23T21:38:00Z,36.13,64.00
2026-03-23T21:39:00Z,36.13,66.47
2026-03-23T21:40:00Z,29.00,70.97
2026-03-23T21:41:00Z,22.27,78.66
2026-03-23T21:42:00Z,19.22,78.41
2026-03-23T21:43:00Z,19.04,78.63
2026-03-23T21:44:00Z,30.06,70.98
2026-03-23T21:45:00Z,30.61,70.24
2026-03-23T21:46:00Z,31.53,67.47
2026-03-23T21:47:00Z,38.50,64.55
2026-03-23T21:48:00Z,41.47,61.09
2026-03-23T21:49:00Z,58.36,47.00
2026-03-23T21:50:00Z,61.03,40.32
2026-03-23T21:51:00Z,68.69,35.96
2026-03-23T21:52:00Z,71.44,30.03
2026-03-23T21:53:00Z,72.65,28.87
2026-03-23T21:54:00Z,73.05,29.04
2026-03-23T21:55:00Z,88.06,17.33
2026-03-23T21:56:00Z,83.92,18.76
2026-03-23T21:57:00Z,88.19,11.68
2026-03-23T21:58:00Z,94.39,7.57
2026-03-23T21:59:00Z,96.30,3.60
2026-03-23T22:00:00Z,98.80,1.36
2026-03-23T22:01:00Z,95.64,4.42
2026-03-23T22:02:00Z,95.86,4.93
2026-03-23T22:03:00Z,92.42,10.86
2026-03-23T22:04:00Z,72.71,26.59
2026-03-23T22:05:00Z,70.94,27.90
2026-03-23T22:06:00Z,85.41,17.47
2026-03-23T22:07:00Z,84.66,17.52
2026-03-23T22:08:00Z,85.94,14.44
2026-03-23T22:09:00Z,83.84,21.89
2026-03-23T22:10:00Z,98.08,4.25
2026-03-23T22:11:00Z,99.00,4.25
2026-03-23T22:12:00Z,99.00,1.00
2026-03-23T22:13:00Z,99.00,1.00
2026-03-23T22:14:00Z,99.00,1.00
2026-03-23T22:15:00Z,99.00,1.00
