# event_ticker=KXATPCHALLENGERMATCH-26MAR23BERHER
# final_score=6-4 3-6 6-4
# match_winner=Peter Bertran
# fav_player=Peter Bertran
# dog_player=Sergio Luis Hernandez Ramirez
# kalshi_date=2026-03-23
timestamp,Peter Bertran,Sergio Luis Hernandez Ramirez
2026-03-23T07:46:00Z,79.00,
2026-03-23T08:26:00Z,79.00,
2026-03-23T08:31:00Z,79.00,23.00
2026-03-23T11:09:00Z,79.00,23.00
2026-03-23T11:24:00Z,79.00,23.00
2026-03-23T11:51:00Z,79.00,23.00
2026-03-23T11:53:00Z,79.00,23.00
2026-03-23T12:22:00Z,79.00,22.00
2026-03-23T13:00:00Z,80.00,22.00
2026-03-23T13:27:00Z,80.00,22.00
2026-03-23T14:07:00Z,80.00,21.00
2026-03-23T14:20:00Z,80.00,20.00
2026-03-23T14:24:00Z,80.00,20.00
2026-03-23T14:41:00Z,80.00,20.00
2026-03-23T14:54:00Z,80.00,21.00
2026-03-23T15:01:00Z,80.00,21.00
2026-03-23T15:23:00Z,80.00,20.00
2026-03-23T15:37:00Z,80.00,19.00
2026-03-23T15:56:00Z,80.00,19.00
2026-03-23T16:42:00Z,80.00,20.00
2026-03-23T17:20:00Z,79.00,20.00
2026-03-23T17:49:00Z,79.00,24.00
2026-03-23T18:11:00Z,79.00,24.00
2026-03-23T18:34:00Z,79.00,24.00
2026-03-23T18:41:00Z,79.00,24.00
2026-03-23T18:48:00Z,78.00,24.00
2026-03-23T19:14:00Z,78.00,24.00
2026-03-23T19:19:00Z,78.00,24.00
2026-03-23T19:24:00Z,78.00,24.00
2026-03-23T19:25:00Z,78.00,24.00
2026-03-23T19:28:00Z,79.00,24.00
2026-03-23T19:32:00Z,79.00,24.00
2026-03-23T19:34:00Z,79.00,24.00
2026-03-23T19:37:00Z,79.00,25.00
2026-03-23T19:38:00Z,79.00,25.98
2026-03-23T19:39:00Z,72.22,25.28
2026-03-23T19:40:00Z,71.35,25.28
2026-03-23T19:41:00Z,71.35,25.00
2026-03-23T19:42:00Z,69.33,30.67
2026-03-23T19:43:00Z,70.50,28.00
2026-03-23T19:44:00Z,71.00,28.00
2026-03-23T19:45:00Z,72.25,28.00
2026-03-23T19:46:00Z,79.00,24.50
2026-03-23T19:47:00Z,82.22,24.50
2026-03-23T19:48:00Z,82.22,15.00
2026-03-23T19:49:00Z,84.17,17.04
2026-03-23T19:50:00Z,83.00,20.59
2026-03-23T19:52:00Z,77.00,20.59
2026-03-23T19:53:00Z,81.02,17.00
2026-03-23T19:54:00Z,81.02,13.76
2026-03-23T19:56:00Z,84.00,17.63
2026-03-23T19:57:00Z,84.00,14.59
2026-03-23T19:58:00Z,84.00,12.56
2026-03-23T19:59:00Z,86.00,11.00
2026-03-23T20:00:00Z,85.00,14.39
2026-03-23T20:02:00Z,82.00,18.79
2026-03-23T20:03:00Z,81.00,23.98
2026-03-23T20:04:00Z,81.00,28.00
2026-03-23T20:05:00Z,81.00,27.00
2026-03-23T20:07:00Z,68.64,35.12
2026-03-23T20:08:00Z,63.00,37.00
2026-03-23T20:09:00Z,63.92,38.00
2026-03-23T20:10:00Z,62.60,37.13
2026-03-23T20:12:00Z,62.60,32.00
2026-03-23T20:13:00Z,62.60,24.83
2026-03-23T20:14:00Z,71.00,35.00
2026-03-23T20:15:00Z,71.00,36.00
2026-03-23T20:16:00Z,82.58,20.42
2026-03-23T20:17:00Z,85.00,16.00
2026-03-23T20:18:00Z,85.00,16.77
2026-03-23T20:19:00Z,87.00,13.22
2026-03-23T20:20:00Z,88.59,11.36
2026-03-23T20:21:00Z,90.00,11.00
2026-03-23T20:22:00Z,90.00,10.51
2026-03-23T20:23:00Z,90.00,11.00
2026-03-23T20:24:00Z,90.00,11.00
2026-03-23T20:25:00Z,91.00,9.88
2026-03-23T20:26:00Z,92.00,8.78
2026-03-23T20:27:00Z,92.00,9.80
2026-03-23T20:28:00Z,92.00,12.66
2026-03-23T20:29:00Z,88.00,13.00
2026-03-23T20:30:00Z,88.79,12.00
2026-03-23T20:31:00Z,88.79,9.00
2026-03-23T20:32:00Z,88.79,11.22
2026-03-23T20:33:00Z,88.79,12.62
2026-03-23T20:34:00Z,88.79,13.62
2026-03-23T20:35:00Z,88.79,12.83
2026-03-23T20:36:00Z,88.00,13.25
2026-03-23T20:37:00Z,88.00,12.83
2026-03-23T20:38:00Z,89.00,11.19
2026-03-23T20:39:00Z,85.14,14.31
2026-03-23T20:40:00Z,80.73,17.01
2026-03-23T20:41:00Z,84.00,17.50
2026-03-23T20:42:00Z,85.12,14.12
2026-03-23T20:43:00Z,85.12,19.34
2026-03-23T20:44:00Z,85.12,23.12
2026-03-23T20:45:00Z,71.03,27.19
2026-03-23T20:46:00Z,69.56,29.34
2026-03-23T20:47:00Z,71.00,27.99
2026-03-23T20:48:00Z,69.00,31.44
2026-03-23T20:49:00Z,69.00,32.00
2026-03-23T20:50:00Z,68.00,33.29
2026-03-23T20:51:00Z,67.68,37.67
2026-03-23T20:52:00Z,62.50,36.51
2026-03-23T20:53:00Z,68.95,31.86
2026-03-23T20:54:00Z,71.00,30.81
2026-03-23T20:55:00Z,73.66,24.04
2026-03-23T20:56:00Z,79.05,19.98
2026-03-23T20:57:00Z,72.98,26.67
2026-03-23T20:58:00Z,72.98,32.60
2026-03-23T20:59:00Z,64.97,36.00
2026-03-23T21:00:00Z,64.85,35.78
2026-03-23T21:01:00Z,64.85,38.70
2026-03-23T21:02:00Z,63.00,38.70
2026-03-23T21:03:00Z,61.00,38.97
2026-03-23T21:04:00Z,59.63,39.47
