# event_ticker=KXATPMATCH-26MAY08BAEBUB
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Alexander Bublik
# fav_player=Sebastian Baez
# dog_player=Alexander Bublik
# kalshi_date=2026-05-08
timestamp,Sebastian Baez,Alexander Bublik
2026-05-08T04:02:00Z,,61.00
2026-05-08T04:03:00Z,,61.00
2026-05-08T04:06:00Z,,61.00
2026-05-08T04:12:00Z,,61.00
2026-05-08T04:15:00Z,40.00,61.00
2026-05-08T04:18:00Z,40.00,61.00
2026-05-08T04:26:00Z,40.00,61.00
2026-05-08T04:29:00Z,40.17,61.00
2026-05-08T04:34:00Z,41.00,61.00
2026-05-08T04:35:00Z,41.00,61.00
2026-05-08T04:37:00Z,41.00,61.00
2026-05-08T04:38:00Z,41.00,61.00
2026-05-08T04:41:00Z,41.00,61.00
2026-05-08T04:44:00Z,41.00,61.00
2026-05-08T04:46:00Z,41.00,61.00
2026-05-08T04:47:00Z,41.00,61.00
2026-05-08T04:48:00Z,41.00,61.00
2026-05-08T04:49:00Z,41.00,60.00
2026-05-08T04:50:00Z,41.00,61.00
2026-05-08T04:51:00Z,41.00,61.00
2026-05-08T04:52:00Z,41.00,61.00
2026-05-08T04:55:00Z,41.00,61.00
2026-05-08T04:56:00Z,41.00,61.00
2026-05-08T04:57:00Z,41.00,61.00
2026-05-08T05:00:00Z,41.00,61.00
2026-05-08T05:01:00Z,41.00,61.00
2026-05-08T05:03:00Z,41.00,61.00
2026-05-08T05:07:00Z,41.00,61.00
2026-05-08T05:11:00Z,41.00,61.00
2026-05-08T05:14:00Z,41.00,61.00
2026-05-08T05:15:00Z,41.00,61.00
2026-05-08T05:17:00Z,41.00,61.00
2026-05-08T05:18:00Z,41.00,61.00
2026-05-08T05:19:00Z,40.00,61.00
2026-05-08T05:23:00Z,41.00,61.00
2026-05-08T05:28:00Z,41.00,61.00
2026-05-08T05:34:00Z,41.00,61.00
2026-05-08T05:35:00Z,40.00,61.00
2026-05-08T05:38:00Z,41.00,61.00
2026-05-08T05:44:00Z,41.00,61.00
2026-05-08T05:49:00Z,41.00,61.00
2026-05-08T05:51:00Z,41.00,61.00
2026-05-08T05:52:00Z,41.00,61.00
2026-05-08T05:54:00Z,40.00,61.00
2026-05-08T05:55:00Z,41.00,61.00
2026-05-08T05:59:00Z,41.00,61.00
2026-05-08T06:01:00Z,40.00,61.00
2026-05-08T06:04:00Z,40.00,61.00
2026-05-08T06:08:00Z,41.00,61.00
2026-05-08T06:10:00Z,41.00,61.00
2026-05-08T06:14:00Z,41.00,61.00
2026-05-08T06:15:00Z,41.00,61.00
2026-05-08T06:16:00Z,41.00,61.00
2026-05-08T06:17:00Z,41.00,61.00
2026-05-08T06:24:00Z,41.00,61.00
2026-05-08T06:25:00Z,41.00,61.00
2026-05-08T06:28:00Z,41.00,61.00
2026-05-08T06:31:00Z,41.00,61.00
2026-05-08T06:34:00Z,41.00,61.00
2026-05-08T06:35:00Z,41.00,61.00
2026-05-08T06:43:00Z,40.00,61.00
2026-05-08T06:46:00Z,40.00,61.00
2026-05-08T06:53:00Z,40.00,61.00
2026-05-08T06:54:00Z,40.00,61.00
2026-05-08T06:55:00Z,40.00,61.00
2026-05-08T07:02:00Z,40.00,61.00
2026-05-08T07:07:00Z,40.00,61.00
2026-05-08T07:09:00Z,40.00,61.00
