# event_ticker=KXATPMATCH-26MAY21DARDE
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Alex de Minaur
# fav_player=Luciano Darderi
# dog_player=Alex de Minaur
# kalshi_date=2026-05-21
timestamp,Luciano Darderi,Alex de Minaur
2026-05-21T06:39:00Z,,54.00
2026-05-21T06:47:00Z,,54.00
2026-05-21T06:49:00Z,48.00,54.00
2026-05-21T06:52:00Z,48.00,54.00
2026-05-21T06:59:00Z,48.00,54.00
2026-05-21T07:02:00Z,48.00,54.00
2026-05-21T07:05:00Z,48.00,54.00
2026-05-21T07:06:00Z,48.00,54.00
2026-05-21T07:36:00Z,48.00,54.00
2026-05-21T09:02:00Z,48.00,54.00
2026-05-21T09:07:00Z,48.00,52.00
2026-05-21T09:08:00Z,48.00,52.00
2026-05-21T09:09:00Z,48.00,52.00
2026-05-21T09:16:00Z,48.00,52.00
2026-05-21T09:17:00Z,48.00,53.00
2026-05-21T09:25:00Z,48.00,53.00
2026-05-21T09:28:00Z,48.00,53.00
2026-05-21T09:30:00Z,48.00,53.00
2026-05-21T09:37:00Z,48.00,53.00
2026-05-21T09:47:00Z,48.00,53.00
2026-05-21T09:49:00Z,48.00,53.00
2026-05-21T10:12:00Z,48.00,53.00
2026-05-21T10:34:00Z,48.00,54.00
2026-05-21T10:48:00Z,48.00,54.00
2026-05-21T10:52:00Z,48.00,54.00
2026-05-21T10:53:00Z,48.00,54.00
2026-05-21T10:54:00Z,48.00,53.50
2026-05-21T10:55:00Z,48.00,53.50
2026-05-21T11:02:00Z,48.00,54.00
2026-05-21T11:03:00Z,48.00,54.00
2026-05-21T11:08:00Z,48.00,54.00
2026-05-21T11:11:00Z,48.00,54.00
2026-05-21T11:15:00Z,48.00,54.00
2026-05-21T11:19:00Z,48.00,54.00
2026-05-21T11:20:00Z,48.00,54.00
2026-05-21T11:32:00Z,48.00,54.00
2026-05-21T11:33:00Z,46.22,54.00
2026-05-21T11:37:00Z,46.22,54.00
2026-05-21T11:39:00Z,47.00,54.00
2026-05-21T11:41:00Z,47.00,54.00
2026-05-21T11:42:00Z,47.00,54.00
2026-05-21T11:44:00Z,47.00,54.00
2026-05-21T11:47:00Z,47.00,54.00
2026-05-21T11:48:00Z,47.00,54.00
2026-05-21T11:50:00Z,47.00,54.00
2026-05-21T11:51:00Z,47.00,54.00
2026-05-21T11:58:00Z,47.00,54.00
2026-05-21T11:59:00Z,47.00,54.00
2026-05-21T12:01:00Z,46.69,54.00
2026-05-21T12:03:00Z,46.69,54.00
2026-05-21T12:08:00Z,47.00,54.00
2026-05-21T12:09:00Z,47.00,54.00
2026-05-21T12:12:00Z,47.00,54.00
2026-05-21T12:14:00Z,47.00,54.00
2026-05-21T12:21:00Z,47.00,54.00
2026-05-21T12:26:00Z,47.00,54.00
2026-05-21T12:27:00Z,47.00,54.00
2026-05-21T12:28:00Z,47.00,54.00
2026-05-21T12:29:00Z,47.00,54.00
2026-05-21T12:31:00Z,47.00,54.00
2026-05-21T12:32:00Z,47.00,54.00
2026-05-21T12:35:00Z,47.00,54.00
2026-05-21T12:37:00Z,47.00,54.00
2026-05-21T12:39:00Z,47.00,54.00
2026-05-21T12:42:00Z,47.00,54.00
2026-05-21T12:43:00Z,47.00,54.00
2026-05-21T12:46:00Z,47.00,54.00
2026-05-21T12:47:00Z,47.00,54.00
2026-05-21T12:48:00Z,47.00,54.00
2026-05-21T12:51:00Z,47.00,54.00
2026-05-21T12:56:00Z,47.00,54.00
2026-05-21T12:58:00Z,47.00,54.00
2026-05-21T12:59:00Z,47.00,54.00
2026-05-21T13:01:00Z,47.00,54.00
2026-05-21T13:02:00Z,47.00,54.00
2026-05-21T13:05:00Z,47.00,53.05
2026-05-21T13:06:00Z,47.00,53.00
2026-05-21T13:07:00Z,47.00,53.00
2026-05-21T13:08:00Z,47.00,53.00
2026-05-21T13:09:00Z,47.00,53.84
2026-05-21T13:10:00Z,47.00,53.00
2026-05-21T13:11:00Z,47.00,53.15
2026-05-21T13:12:00Z,47.00,53.00
2026-05-21T13:13:00Z,47.00,53.00
2026-05-21T13:14:00Z,47.00,53.82
2026-05-21T13:15:00Z,47.00,53.15
2026-05-21T13:16:00Z,47.00,53.72
2026-05-21T13:17:00Z,47.00,53.00
2026-05-21T13:18:00Z,47.00,53.81
2026-05-21T13:19:00Z,47.00,53.10
2026-05-21T13:20:00Z,47.00,53.00
