# event_ticker=KXATPCHALLENGERMATCH-26FEB25BUDNES
# final_score=7-5 6-1
# match_winner=Nicolai Budkov Kjaer
# fav_player=Nicolai Budkov Kjaer
# dog_player=Pyotr Nesterov
# kalshi_date=2026-02-25
timestamp,Nicolai Budkov Kjaer,Pyotr Nesterov
2026-02-25T17:17:00Z,91.84,9.86
2026-02-25T17:18:00Z,91.75,9.79
2026-02-25T17:19:00Z,91.00,9.15
2026-02-25T17:20:00Z,91.01,8.15
2026-02-25T17:21:00Z,89.73,13.58
2026-02-25T17:22:00Z,87.34,9.38
2026-02-25T17:23:00Z,93.00,8.00
2026-02-25T17:24:00Z,92.00,9.04
2026-02-25T17:25:00Z,90.00,10.11
2026-02-25T17:26:00Z,93.00,9.01
2026-02-25T17:27:00Z,93.94,7.81
2026-02-25T17:28:00Z,93.94,8.98
2026-02-25T17:29:00Z,91.99,9.64
2026-02-25T17:30:00Z,87.01,12.61
2026-02-25T17:31:00Z,84.74,17.80
2026-02-25T17:32:00Z,85.00,15.42
2026-02-25T17:33:00Z,88.39,13.65
2026-02-25T17:34:00Z,90.12,10.03
2026-02-25T17:35:00Z,86.97,12.14
2026-02-25T17:36:00Z,81.00,20.31
2026-02-25T17:37:00Z,79.12,20.22
2026-02-25T17:38:00Z,83.40,19.27
2026-02-25T17:39:00Z,83.51,17.31
2026-02-25T17:40:00Z,84.02,19.34
2026-02-25T17:41:00Z,86.06,12.60
2026-02-25T17:42:00Z,89.04,10.77
2026-02-25T17:43:00Z,89.84,13.01
2026-02-25T17:44:00Z,82.00,17.09
2026-02-25T17:45:00Z,79.64,20.66
2026-02-25T17:46:00Z,82.42,20.21
2026-02-25T17:47:00Z,81.84,18.79
2026-02-25T17:48:00Z,80.43,21.08
2026-02-25T17:49:00Z,74.42,27.87
2026-02-25T17:50:00Z,74.72,26.67
2026-02-25T17:51:00Z,77.20,22.45
2026-02-25T17:52:00Z,79.61,20.99
2026-02-25T17:53:00Z,83.92,14.87
2026-02-25T17:54:00Z,89.58,10.64
2026-02-25T17:55:00Z,91.41,9.66
2026-02-25T17:56:00Z,92.20,8.31
2026-02-25T17:57:00Z,92.82,8.30
2026-02-25T17:58:00Z,92.13,9.28
2026-02-25T17:59:00Z,93.02,7.26
2026-02-25T18:00:00Z,93.00,6.84
2026-02-25T18:01:00Z,93.69,6.78
2026-02-25T18:02:00Z,94.78,5.18
2026-02-25T18:03:00Z,96.50,3.56
2026-02-25T18:04:00Z,96.56,3.76
2026-02-25T18:05:00Z,97.94,2.89
2026-02-25T18:06:00Z,97.71,2.92
2026-02-25T18:07:00Z,98.11,2.55
2026-02-25T18:08:00Z,98.24,1.82
2026-02-25T18:09:00Z,98.80,1.29
2026-02-25T18:10:00Z,97.72,2.17
2026-02-25T18:11:00Z,98.19,2.34
2026-02-25T18:12:00Z,99.00,2.40
2026-02-25T18:13:00Z,96.99,3.00
2026-02-25T18:14:00Z,97.00,2.33
2026-02-25T18:15:00Z,97.48,2.79
2026-02-25T18:16:00Z,98.98,1.66
2026-02-25T18:17:00Z,99.00,1.35
2026-02-25T18:18:00Z,99.00,1.33
2026-02-25T18:19:00Z,99.00,1.00
2026-02-25T18:20:00Z,99.00,1.00
2026-02-25T18:21:00Z,99.00,1.00
2026-02-25T18:22:00Z,99.00,1.00
2026-02-25T18:23:00Z,99.00,1.00
2026-02-25T18:24:00Z,99.00,1.00
2026-02-25T18:26:00Z,99.00,1.00
2026-02-25T18:27:00Z,99.00,1.00
2026-02-25T18:29:00Z,99.00,1.00
2026-02-25T18:30:00Z,99.00,1.00
2026-02-25T18:31:00Z,99.00,1.00
2026-02-25T18:32:00Z,99.00,1.00
