# event_ticker=KXATPMATCH-26MAR24LEHFRI
# final_score=6-4 6-7(4) 6-2
# score_resolution=4-6 7-6 2-6
# match_winner=Jiri Lehecka
# fav_player=Taylor Fritz
# dog_player=Jiri Lehecka
# kalshi_date=2026-03-24
timestamp,Taylor Fritz,Jiri Lehecka
2026-03-24T04:13:00Z,67.00,
2026-03-24T04:14:00Z,67.00,35.00
2026-03-24T04:18:00Z,67.00,35.00
2026-03-24T04:19:00Z,67.00,35.00
2026-03-24T04:21:00Z,67.00,35.00
2026-03-24T04:26:00Z,67.00,35.00
2026-03-24T04:27:00Z,67.00,35.00
2026-03-24T04:29:00Z,67.00,35.00
2026-03-24T04:32:00Z,67.00,35.00
2026-03-24T04:33:00Z,67.00,35.00
2026-03-24T04:34:00Z,67.00,35.00
2026-03-24T04:35:00Z,66.00,35.00
2026-03-24T04:38:00Z,66.00,35.00
2026-03-24T04:39:00Z,66.00,35.00
2026-03-24T04:40:00Z,67.00,35.00
2026-03-24T04:41:00Z,67.00,35.00
2026-03-24T04:44:00Z,67.00,35.00
2026-03-24T04:45:00Z,66.96,35.00
2026-03-24T04:46:00Z,66.96,35.00
2026-03-24T04:47:00Z,67.00,35.00
2026-03-24T04:49:00Z,67.00,35.00
2026-03-24T04:50:00Z,67.00,35.00
2026-03-24T04:51:00Z,67.00,35.00
2026-03-24T04:52:00Z,67.00,35.00
2026-03-24T04:53:00Z,67.00,35.00
2026-03-24T04:54:00Z,67.00,35.00
2026-03-24T04:55:00Z,67.00,35.00
2026-03-24T04:56:00Z,66.00,35.00
2026-03-24T04:57:00Z,67.00,35.00
2026-03-24T04:58:00Z,67.00,35.00
2026-03-24T04:59:00Z,67.00,35.00
2026-03-24T05:02:00Z,67.00,35.00
2026-03-24T05:03:00Z,67.00,35.00
2026-03-24T05:04:00Z,67.00,35.00
2026-03-24T05:05:00Z,67.00,35.00
2026-03-24T05:07:00Z,67.00,34.00
2026-03-24T05:08:00Z,67.00,34.00
2026-03-24T05:09:00Z,67.00,34.00
2026-03-24T05:10:00Z,67.00,35.00
2026-03-24T05:13:00Z,66.36,35.00
2026-03-24T05:15:00Z,66.36,35.00
2026-03-24T05:16:00Z,67.00,35.00
2026-03-24T05:19:00Z,67.00,35.00
2026-03-24T05:21:00Z,67.00,35.00
2026-03-24T05:22:00Z,67.00,35.00
2026-03-24T05:23:00Z,67.00,35.00
2026-03-24T05:24:00Z,67.00,35.00
2026-03-24T05:26:00Z,67.00,35.00
2026-03-24T05:28:00Z,66.00,35.00
2026-03-24T05:29:00Z,66.00,35.00
2026-03-24T05:31:00Z,67.00,35.00
2026-03-24T05:37:00Z,67.00,34.00
2026-03-24T05:41:00Z,67.00,34.00
2026-03-24T05:43:00Z,67.10,34.00
2026-03-24T05:44:00Z,68.00,34.00
2026-03-24T05:45:00Z,68.00,34.00
2026-03-24T05:47:00Z,68.00,34.00
2026-03-24T05:49:00Z,68.00,34.00
2026-03-24T05:51:00Z,67.97,34.00
2026-03-24T05:55:00Z,67.97,34.00
2026-03-24T05:56:00Z,67.00,34.00
2026-03-24T05:57:00Z,67.00,34.00
2026-03-24T05:58:00Z,67.00,34.00
2026-03-24T06:00:00Z,67.00,34.00
2026-03-24T06:01:00Z,67.00,34.00
2026-03-24T06:02:00Z,68.00,34.00
2026-03-24T06:04:00Z,68.00,34.00
2026-03-24T06:05:00Z,68.00,34.00
2026-03-24T06:07:00Z,68.00,34.00
