# event_ticker=KXATPCHALLENGERMATCH-26APR21JOHBAS
# final_score=6-2 4-6 7-5
# score_resolution=2-6 6-4 5-7
# match_winner=Nishesh Basavareddy
# fav_player=Andrew Johnson
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-04-21
timestamp,Andrew Johnson,Nishesh Basavareddy
2026-04-21T19:08:00Z,19.00,84.41
2026-04-21T19:09:00Z,19.00,84.00
2026-04-21T19:10:00Z,19.00,84.00
2026-04-21T19:11:00Z,19.00,84.00
2026-04-21T19:12:00Z,19.00,84.00
2026-04-21T19:13:00Z,18.91,83.00
2026-04-21T19:14:00Z,18.23,83.44
2026-04-21T19:15:00Z,18.62,84.00
2026-04-21T19:16:00Z,18.17,84.00
2026-04-21T19:17:00Z,18.73,83.00
2026-04-21T19:18:00Z,17.40,85.31
2026-04-21T19:19:00Z,18.07,83.14
2026-04-21T19:20:00Z,19.92,83.00
2026-04-21T19:21:00Z,19.99,81.00
2026-04-21T19:22:00Z,20.70,81.00
2026-04-21T19:23:00Z,22.54,79.23
2026-04-21T19:24:00Z,22.17,77.97
2026-04-21T19:25:00Z,21.08,79.06
2026-04-21T19:26:00Z,19.96,80.10
2026-04-21T19:27:00Z,19.73,82.32
2026-04-21T19:28:00Z,16.88,83.63
2026-04-21T19:29:00Z,13.02,87.83
2026-04-21T19:30:00Z,12.00,88.01
2026-04-21T19:31:00Z,11.07,89.98
2026-04-21T19:32:00Z,12.10,88.97
2026-04-21T19:33:00Z,11.90,89.92
2026-04-21T19:34:00Z,12.93,88.00
2026-04-21T19:35:00Z,11.98,89.00
2026-04-21T19:36:00Z,12.00,89.00
2026-04-21T19:37:00Z,12.00,88.04
2026-04-21T19:38:00Z,12.00,88.98
2026-04-21T19:39:00Z,12.42,88.94
2026-04-21T19:40:00Z,9.70,90.92
2026-04-21T19:41:00Z,10.32,90.91
2026-04-21T19:42:00Z,10.00,89.48
2026-04-21T19:43:00Z,11.03,90.69
2026-04-21T19:44:00Z,10.22,90.05
2026-04-21T19:45:00Z,9.17,91.58
2026-04-21T19:46:00Z,9.63,91.52
2026-04-21T19:47:00Z,6.23,93.35
2026-04-21T19:48:00Z,6.97,94.00
2026-04-21T19:49:00Z,7.04,94.00
2026-04-21T19:50:00Z,7.64,93.32
2026-04-21T19:51:00Z,6.24,93.67
2026-04-21T19:52:00Z,7.67,93.14
2026-04-21T19:53:00Z,6.72,93.94
2026-04-21T19:54:00Z,6.19,93.79
2026-04-21T19:55:00Z,7.00,93.60
2026-04-21T19:56:00Z,6.47,93.35
2026-04-21T19:57:00Z,5.48,94.96
2026-04-21T19:58:00Z,6.60,94.99
2026-04-21T19:59:00Z,6.25,94.00
2026-04-21T20:00:00Z,6.75,94.00
2026-04-21T20:01:00Z,6.00,93.97
2026-04-21T20:02:00Z,7.64,93.34
2026-04-21T20:03:00Z,6.99,93.15
2026-04-21T20:04:00Z,6.98,93.98
2026-04-21T20:05:00Z,6.27,94.00
2026-04-21T20:06:00Z,7.00,94.00
2026-04-21T20:07:00Z,7.00,94.00
2026-04-21T20:08:00Z,6.65,94.72
2026-04-21T20:09:00Z,8.42,93.86
2026-04-21T20:10:00Z,8.52,91.01
2026-04-21T20:11:00Z,9.09,90.66
2026-04-21T20:12:00Z,13.33,88.60
2026-04-21T20:13:00Z,17.16,85.05
2026-04-21T20:14:00Z,18.74,82.22
2026-04-21T20:15:00Z,15.00,86.93
2026-04-21T20:16:00Z,18.61,83.98
2026-04-21T20:17:00Z,17.98,82.19
2026-04-21T20:18:00Z,11.62,86.21
2026-04-21T20:19:00Z,10.86,90.73
2026-04-21T20:20:00Z,11.18,90.95
2026-04-21T20:21:00Z,11.83,88.67
2026-04-21T20:22:00Z,12.36,89.55
2026-04-21T20:23:00Z,11.34,88.86
2026-04-21T20:24:00Z,12.80,87.03
2026-04-21T20:25:00Z,10.84,89.72
2026-04-21T20:26:00Z,11.65,90.88
2026-04-21T20:27:00Z,13.57,87.49
2026-04-21T20:28:00Z,21.13,79.85
2026-04-21T20:29:00Z,16.92,84.83
2026-04-21T20:30:00Z,17.25,86.51
2026-04-21T20:31:00Z,17.55,83.48
2026-04-21T20:32:00Z,18.37,81.98
2026-04-21T20:33:00Z,22.36,80.09
2026-04-21T20:34:00Z,23.12,78.56
2026-04-21T20:35:00Z,25.33,75.28
2026-04-21T20:36:00Z,25.11,75.98
2026-04-21T20:37:00Z,23.46,75.32
2026-04-21T20:38:00Z,28.41,71.57
2026-04-21T20:39:00Z,29.89,69.74
2026-04-21T20:40:00Z,31.24,69.20
2026-04-21T20:41:00Z,31.33,69.86
2026-04-21T20:42:00Z,35.14,65.68
2026-04-21T20:43:00Z,37.02,64.24
2026-04-21T20:44:00Z,35.13,65.07
2026-04-21T20:45:00Z,37.26,63.76
2026-04-21T20:46:00Z,35.56,64.83
2026-04-21T20:47:00Z,32.43,67.15
2026-04-21T20:48:00Z,32.01,68.99
2026-04-21T20:49:00Z,34.17,68.29
2026-04-21T20:50:00Z,36.48,62.44
2026-04-21T20:51:00Z,38.08,63.04
2026-04-21T20:52:00Z,36.37,64.30
2026-04-21T20:53:00Z,34.49,66.88
2026-04-21T20:54:00Z,34.15,66.40
2026-04-21T20:55:00Z,33.09,67.41
2026-04-21T20:56:00Z,32.98,67.59
2026-04-21T20:57:00Z,33.94,67.43
2026-04-21T20:58:00Z,32.82,68.35
2026-04-21T20:59:00Z,32.34,71.79
2026-04-21T21:00:00Z,22.36,78.08
2026-04-21T21:01:00Z,24.90,73.36
2026-04-21T21:02:00Z,28.88,75.04
2026-04-21T21:03:00Z,19.54,79.61
2026-04-21T21:04:00Z,18.71,81.97
2026-04-21T21:05:00Z,20.06,80.90
2026-04-21T21:06:00Z,20.98,79.84
2026-04-21T21:07:00Z,26.30,73.07
2026-04-21T21:08:00Z,32.74,67.50
2026-04-21T21:09:00Z,32.01,67.37
2026-04-21T21:10:00Z,33.02,67.96
2026-04-21T21:11:00Z,34.85,67.54
2026-04-21T21:12:00Z,35.58,66.97
2026-04-21T21:13:00Z,33.50,67.87
2026-04-21T21:14:00Z,35.68,66.64
2026-04-21T21:15:00Z,35.40,65.89
2026-04-21T21:16:00Z,32.93,68.87
2026-04-21T21:17:00Z,22.24,78.10
2026-04-21T21:18:00Z,16.89,82.99
2026-04-21T21:19:00Z,15.38,84.77
2026-04-21T21:20:00Z,19.41,81.51
2026-04-21T21:21:00Z,15.51,84.23
2026-04-21T21:22:00Z,17.42,84.42
2026-04-21T21:23:00Z,28.77,76.15
2026-04-21T21:24:00Z,35.09,65.07
2026-04-21T21:25:00Z,38.79,61.83
2026-04-21T21:26:00Z,35.40,66.34
2026-04-21T21:27:00Z,29.93,69.31
2026-04-21T21:28:00Z,32.78,67.90
2026-04-21T21:29:00Z,40.28,60.17
2026-04-21T21:30:00Z,41.50,59.99
2026-04-21T21:31:00Z,37.73,63.41
2026-04-21T21:32:00Z,33.74,66.34
2026-04-21T21:33:00Z,36.59,65.40
2026-04-21T21:34:00Z,31.64,67.58
2026-04-21T21:35:00Z,23.22,77.13
2026-04-21T21:36:00Z,28.45,72.42
2026-04-21T21:37:00Z,28.08,71.90
2026-04-21T21:38:00Z,36.16,64.50
2026-04-21T21:39:00Z,29.92,73.81
2026-04-21T21:40:00Z,34.82,71.96
2026-04-21T21:41:00Z,33.21,66.07
2026-04-21T21:42:00Z,19.95,79.46
2026-04-21T21:43:00Z,18.45,83.56
2026-04-21T21:44:00Z,19.91,81.66
2026-04-21T21:45:00Z,19.56,81.48
2026-04-21T21:46:00Z,11.71,88.49
2026-04-21T21:47:00Z,13.53,87.39
2026-04-21T21:48:00Z,18.29,83.87
2026-04-21T21:49:00Z,17.24,85.20
2026-04-21T21:50:00Z,15.22,82.89
2026-04-21T21:51:00Z,12.71,86.97
2026-04-21T21:52:00Z,12.96,87.38
2026-04-21T21:53:00Z,14.86,84.33
2026-04-21T21:54:00Z,14.88,85.44
2026-04-21T21:55:00Z,15.51,86.90
2026-04-21T21:56:00Z,7.82,92.25
2026-04-21T21:57:00Z,6.95,92.97
2026-04-21T21:58:00Z,7.91,94.00
2026-04-21T21:59:00Z,9.48,90.02
2026-04-21T22:00:00Z,10.72,89.76
2026-04-21T22:01:00Z,9.43,92.78
2026-04-21T22:02:00Z,13.85,87.77
2026-04-21T22:03:00Z,18.03,82.98
2026-04-21T22:04:00Z,21.48,78.60
2026-04-21T22:05:00Z,17.66,80.42
2026-04-21T22:06:00Z,26.40,74.56
2026-04-21T22:07:00Z,42.89,56.68
2026-04-21T22:08:00Z,25.29,76.89
2026-04-21T22:09:00Z,12.14,89.05
2026-04-21T22:10:00Z,10.94,89.55
2026-04-21T22:11:00Z,9.29,92.45
2026-04-21T22:12:00Z,4.61,95.35
2026-04-21T22:13:00Z,3.40,95.96
2026-04-21T22:14:00Z,1.00,99.00
2026-04-21T22:15:00Z,1.00,99.00
2026-04-21T22:16:00Z,1.00,99.00
2026-04-21T22:17:00Z,1.00,99.00
