# event_ticker=KXATPCHALLENGERMATCH-26MAY11DRANAV
# final_score=7-6(3) 6-3
# score_resolution=6-7 3-6
# match_winner=Emilio Nava
# fav_player=Liam Draxl
# dog_player=Emilio Nava
# kalshi_date=2026-05-11
timestamp,Liam Draxl,Emilio Nava
2026-05-11T05:57:00Z,,78.00
2026-05-11T06:09:00Z,23.00,78.00
2026-05-11T06:57:00Z,23.00,77.00
2026-05-11T07:14:00Z,23.00,77.00
2026-05-11T10:32:00Z,24.00,77.00
2026-05-11T11:01:00Z,24.00,77.00
2026-05-11T11:14:00Z,24.00,77.00
2026-05-11T12:53:00Z,24.00,77.00
2026-05-11T13:15:00Z,24.00,77.00
2026-05-11T13:50:00Z,24.00,74.00
2026-05-11T14:03:00Z,25.21,74.00
2026-05-11T14:05:00Z,24.00,74.00
2026-05-11T14:23:00Z,25.00,74.00
2026-05-11T14:47:00Z,25.00,74.00
2026-05-11T15:14:00Z,25.00,74.00
2026-05-11T15:23:00Z,25.00,74.00
2026-05-11T15:27:00Z,26.00,74.00
2026-05-11T15:53:00Z,26.00,76.00
2026-05-11T16:27:00Z,26.00,76.00
2026-05-11T16:32:00Z,26.00,76.00
2026-05-11T16:43:00Z,26.00,76.00
2026-05-11T16:46:00Z,23.00,78.89
2026-05-11T16:47:00Z,23.00,78.05
2026-05-11T16:49:00Z,23.00,76.26
2026-05-11T17:08:00Z,23.00,77.00
2026-05-11T17:10:00Z,23.00,77.00
2026-05-11T17:11:00Z,23.00,77.00
2026-05-11T17:12:00Z,23.00,77.00
2026-05-11T17:13:00Z,23.00,77.00
2026-05-11T17:18:00Z,23.00,77.00
2026-05-11T17:27:00Z,23.00,77.00
2026-05-11T17:29:00Z,23.00,77.00
2026-05-11T17:34:00Z,23.00,78.00
2026-05-11T17:37:00Z,23.00,76.00
2026-05-11T17:42:00Z,22.59,76.00
2026-05-11T17:43:00Z,23.04,78.00
2026-05-11T17:44:00Z,24.00,78.00
2026-05-11T17:45:00Z,24.00,77.00
2026-05-11T17:46:00Z,25.08,77.00
2026-05-11T17:47:00Z,25.63,77.00
2026-05-11T17:48:00Z,25.70,77.08
2026-05-11T17:49:00Z,25.92,77.00
2026-05-11T17:50:00Z,25.00,77.00
2026-05-11T17:51:00Z,25.89,77.00
2026-05-11T17:52:00Z,28.60,72.54
2026-05-11T17:53:00Z,29.62,71.00
2026-05-11T17:54:00Z,30.00,71.78
2026-05-11T17:55:00Z,29.14,73.94
2026-05-11T17:56:00Z,28.00,74.00
2026-05-11T17:57:00Z,27.60,74.59
2026-05-11T17:58:00Z,26.81,75.00
2026-05-11T17:59:00Z,28.00,73.13
2026-05-11T18:00:00Z,28.75,72.99
2026-05-11T18:01:00Z,29.70,71.57
2026-05-11T18:02:00Z,29.97,71.93
2026-05-11T18:03:00Z,31.32,69.82
2026-05-11T18:04:00Z,35.78,67.74
2026-05-11T18:05:00Z,34.70,68.93
2026-05-11T18:06:00Z,31.20,70.88
2026-05-11T18:07:00Z,28.81,72.18
2026-05-11T18:08:00Z,28.39,75.50
2026-05-11T18:09:00Z,24.01,76.13
2026-05-11T18:10:00Z,22.44,79.91
2026-05-11T18:11:00Z,25.00,78.23
2026-05-11T18:12:00Z,26.73,73.63
2026-05-11T18:13:00Z,30.86,72.23
2026-05-11T18:14:00Z,28.27,72.32
2026-05-11T18:15:00Z,22.98,76.79
2026-05-11T18:16:00Z,23.72,78.76
2026-05-11T18:17:00Z,25.00,74.15
2026-05-11T18:18:00Z,27.55,74.98
2026-05-11T18:19:00Z,28.07,75.33
2026-05-11T18:20:00Z,30.06,72.00
2026-05-11T18:21:00Z,31.00,71.00
2026-05-11T18:22:00Z,30.74,71.21
2026-05-11T18:23:00Z,29.78,72.97
2026-05-11T18:24:00Z,28.96,73.00
2026-05-11T18:25:00Z,29.55,72.96
2026-05-11T18:26:00Z,30.00,72.00
2026-05-11T18:27:00Z,28.82,72.11
2026-05-11T18:28:00Z,29.89,72.80
2026-05-11T18:29:00Z,30.56,74.10
2026-05-11T18:30:00Z,31.61,70.38
2026-05-11T18:31:00Z,32.03,70.38
2026-05-11T18:32:00Z,32.03,67.71
2026-05-11T18:33:00Z,36.25,65.94
2026-05-11T18:34:00Z,35.33,73.95
2026-05-11T18:35:00Z,36.61,66.81
2026-05-11T18:36:00Z,33.95,66.37
2026-05-11T18:37:00Z,33.58,71.47
2026-05-11T18:38:00Z,34.21,68.81
2026-05-11T18:39:00Z,35.31,65.49
2026-05-11T18:40:00Z,36.60,65.00
2026-05-11T18:41:00Z,37.00,65.17
2026-05-11T18:42:00Z,36.80,66.00
2026-05-11T18:43:00Z,36.56,66.77
2026-05-11T18:44:00Z,36.12,63.99
2026-05-11T18:45:00Z,37.08,63.82
2026-05-11T18:46:00Z,37.99,64.39
2026-05-11T18:47:00Z,36.27,65.70
2026-05-11T18:48:00Z,18.18,72.11
2026-05-11T18:49:00Z,19.94,78.44
2026-05-11T18:50:00Z,27.33,75.03
2026-05-11T18:51:00Z,31.78,70.81
2026-05-11T18:52:00Z,26.58,75.86
2026-05-11T18:53:00Z,20.66,79.11
2026-05-11T18:54:00Z,19.07,81.61
2026-05-11T18:55:00Z,19.14,80.90
2026-05-11T18:56:00Z,21.32,78.80
2026-05-11T18:57:00Z,22.08,79.85
2026-05-11T18:58:00Z,22.00,79.51
2026-05-11T18:59:00Z,25.29,76.07
2026-05-11T19:00:00Z,23.84,78.29
2026-05-11T19:01:00Z,19.96,79.49
2026-05-11T19:02:00Z,17.13,83.50
2026-05-11T19:03:00Z,21.00,82.80
2026-05-11T19:04:00Z,23.43,75.58
2026-05-11T19:05:00Z,24.10,74.29
2026-05-11T19:06:00Z,24.77,76.21
2026-05-11T19:07:00Z,25.71,76.23
2026-05-11T19:08:00Z,26.27,75.57
2026-05-11T19:09:00Z,17.89,76.99
2026-05-11T19:10:00Z,23.32,78.69
2026-05-11T19:11:00Z,17.40,79.17
2026-05-11T19:12:00Z,19.38,79.96
2026-05-11T19:13:00Z,22.10,78.73
2026-05-11T19:14:00Z,22.96,78.12
2026-05-11T19:15:00Z,22.25,79.58
2026-05-11T19:16:00Z,22.21,80.74
2026-05-11T19:17:00Z,22.53,79.86
2026-05-11T19:18:00Z,26.13,77.19
2026-05-11T19:19:00Z,20.21,81.94
2026-05-11T19:20:00Z,21.60,79.31
2026-05-11T19:21:00Z,22.35,78.68
2026-05-11T19:22:00Z,21.74,82.54
2026-05-11T19:23:00Z,18.65,83.12
2026-05-11T19:24:00Z,19.01,82.48
2026-05-11T19:25:00Z,16.01,83.78
2026-05-11T19:26:00Z,18.77,83.54
2026-05-11T19:27:00Z,20.57,79.10
2026-05-11T19:28:00Z,20.71,81.83
2026-05-11T19:29:00Z,16.79,83.78
2026-05-11T19:30:00Z,10.17,88.93
2026-05-11T19:31:00Z,10.11,89.15
2026-05-11T19:32:00Z,5.91,94.01
2026-05-11T19:33:00Z,3.70,96.16
2026-05-11T19:34:00Z,3.50,96.39
