# event_ticker=KXATPMATCH-26MAR08NAKZVE
# final_score=7-6(2) 5-7 6-4
# score_resolution=7-6 5-7 6-4
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Brandon Nakashima
# kalshi_date=2026-03-08
timestamp,Alexander Zverev,Brandon Nakashima
2026-03-08T06:23:00Z,79.00,
2026-03-08T06:24:00Z,79.00,
2026-03-08T06:25:00Z,79.00,24.00
2026-03-08T06:29:00Z,79.00,24.00
2026-03-08T06:30:00Z,77.00,24.00
2026-03-08T06:31:00Z,77.00,24.00
2026-03-08T06:32:00Z,79.00,21.13
2026-03-08T06:33:00Z,79.00,21.13
2026-03-08T06:35:00Z,79.00,21.13
2026-03-08T06:37:00Z,79.00,24.00
2026-03-08T06:39:00Z,79.00,24.00
2026-03-08T06:42:00Z,79.00,24.00
2026-03-08T06:44:00Z,79.00,24.00
2026-03-08T06:45:00Z,79.00,24.00
2026-03-08T06:47:00Z,79.00,24.00
2026-03-08T07:01:00Z,79.00,24.00
2026-03-08T07:02:00Z,79.00,24.00
2026-03-08T07:05:00Z,79.00,24.00
2026-03-08T07:13:00Z,79.00,24.00
2026-03-08T07:18:00Z,79.00,24.00
2026-03-08T07:19:00Z,79.00,24.00
2026-03-08T07:21:00Z,79.00,24.00
2026-03-08T07:24:00Z,79.00,24.00
2026-03-08T07:29:00Z,79.00,24.00
2026-03-08T07:30:00Z,79.00,24.00
2026-03-08T07:32:00Z,77.00,24.00
2026-03-08T07:37:00Z,77.00,23.00
2026-03-08T07:40:00Z,79.00,23.00
2026-03-08T07:42:00Z,79.00,23.00
2026-03-08T07:43:00Z,79.00,23.00
2026-03-08T07:47:00Z,79.00,23.00
2026-03-08T07:50:00Z,79.00,23.00
2026-03-08T07:51:00Z,79.00,23.00
2026-03-08T07:57:00Z,79.00,23.00
2026-03-08T08:01:00Z,79.00,23.00
2026-03-08T08:10:00Z,79.00,23.00
2026-03-08T08:15:00Z,78.00,23.00
2026-03-08T08:20:00Z,78.00,23.00
2026-03-08T08:24:00Z,78.00,23.00
2026-03-08T08:38:00Z,78.00,23.00
2026-03-08T08:40:00Z,77.00,23.00
2026-03-08T08:41:00Z,78.00,23.00
2026-03-08T09:00:00Z,78.00,23.00
2026-03-08T09:03:00Z,78.00,23.00
2026-03-08T09:04:00Z,79.00,23.00
2026-03-08T09:07:00Z,79.00,23.00
2026-03-08T09:15:00Z,79.00,23.00
2026-03-08T09:16:00Z,79.00,23.00
2026-03-08T09:17:00Z,79.00,23.00
2026-03-08T09:19:00Z,77.00,23.00
2026-03-08T09:20:00Z,77.00,23.00
2026-03-08T09:24:00Z,77.00,23.00
2026-03-08T09:25:00Z,77.00,23.00
2026-03-08T09:26:00Z,77.00,23.00
2026-03-08T09:27:00Z,77.00,23.00
2026-03-08T09:31:00Z,76.00,23.00
2026-03-08T09:32:00Z,76.00,23.00
2026-03-08T09:35:00Z,76.00,23.00
