# event_ticker=KXATPMATCH-25AUG08OFNROY
# final_score=5-7 6-3 6-3
# match_winner=Valentin Royer
# fav_player=Valentin Royer
# dog_player=Sebastian Ofner
# kalshi_date=2025-08-08
timestamp,Valentin Royer,Sebastian Ofner
2025-08-08T12:38:00Z,,48.00
2025-08-08T12:58:00Z,,48.00
2025-08-08T13:33:00Z,51.00,48.00
2025-08-08T14:00:00Z,52.00,48.00
2025-08-08T15:03:00Z,52.00,49.00
2025-08-08T15:33:00Z,52.00,49.00
2025-08-08T17:01:00Z,52.00,49.00
2025-08-08T17:09:00Z,51.00,49.00
2025-08-08T17:13:00Z,51.00,49.00
2025-08-08T17:33:00Z,51.00,49.00
2025-08-08T17:34:00Z,51.00,49.00
2025-08-08T18:43:00Z,51.00,50.00
2025-08-08T19:15:00Z,51.00,50.00
2025-08-08T20:08:00Z,51.00,50.00
2025-08-08T20:29:00Z,51.00,50.00
2025-08-08T21:36:00Z,51.00,50.00
2025-08-08T21:38:00Z,51.00,50.00
2025-08-08T21:45:00Z,51.00,49.00
2025-08-08T21:54:00Z,51.00,49.00
2025-08-08T22:36:00Z,51.00,49.00
2025-08-08T22:50:00Z,52.00,49.00
2025-08-08T22:54:00Z,52.00,48.00
2025-08-08T23:09:00Z,52.00,48.00
2025-08-08T23:19:00Z,54.00,48.00
2025-08-08T23:23:00Z,54.00,48.00
2025-08-08T23:24:00Z,54.00,48.00
2025-08-08T23:26:00Z,53.63,48.00
2025-08-08T23:28:00Z,52.00,50.43
2025-08-08T23:29:00Z,52.00,46.00
2025-08-08T23:31:00Z,56.00,46.00
2025-08-08T23:32:00Z,57.00,46.00
2025-08-08T23:33:00Z,53.00,48.94
2025-08-08T23:34:00Z,54.00,48.94
2025-08-08T23:35:00Z,58.00,48.94
2025-08-08T23:37:00Z,58.00,42.00
2025-08-08T23:38:00Z,67.62,37.00
2025-08-08T23:40:00Z,57.00,47.00
2025-08-08T23:43:00Z,60.00,47.00
2025-08-08T23:49:00Z,60.00,42.00
2025-08-08T23:52:00Z,60.00,47.00
2025-08-08T23:53:00Z,61.00,47.00
2025-08-08T23:56:00Z,57.00,47.00
2025-08-08T23:58:00Z,50.00,47.00
2025-08-08T23:59:00Z,43.00,57.61
2025-08-09T00:00:00Z,25.00,57.61
2025-08-09T00:01:00Z,25.00,70.38
2025-08-09T00:02:00Z,33.00,68.00
2025-08-09T00:03:00Z,34.00,68.00
2025-08-09T00:04:00Z,34.00,66.70
2025-08-09T00:05:00Z,39.10,59.84
2025-08-09T00:06:00Z,39.10,72.16
2025-08-09T00:07:00Z,27.26,72.16
2025-08-09T00:12:00Z,27.26,71.00
2025-08-09T00:13:00Z,31.00,71.00
2025-08-09T00:14:00Z,32.00,71.00
2025-08-09T00:17:00Z,40.28,71.00
2025-08-09T00:18:00Z,40.28,64.75
2025-08-09T00:19:00Z,43.84,40.57
2025-08-09T00:20:00Z,43.84,50.00
2025-08-09T00:21:00Z,49.00,50.00
2025-08-09T00:24:00Z,55.00,50.00
2025-08-09T00:26:00Z,56.00,50.00
2025-08-09T00:27:00Z,56.00,43.00
2025-08-09T00:29:00Z,50.00,49.00
2025-08-09T00:31:00Z,48.96,49.00
2025-08-09T00:33:00Z,54.39,49.00
2025-08-09T00:35:00Z,55.12,49.00
2025-08-09T00:39:00Z,60.00,49.00
2025-08-09T00:41:00Z,60.00,44.95
2025-08-09T00:42:00Z,55.00,44.95
2025-08-09T00:43:00Z,52.00,44.95
2025-08-09T00:44:00Z,52.00,48.00
2025-08-09T00:46:00Z,60.00,38.19
2025-08-09T00:48:00Z,58.08,38.19
2025-08-09T00:49:00Z,62.00,45.00
2025-08-09T00:50:00Z,62.00,48.00
2025-08-09T00:51:00Z,62.00,48.00
2025-08-09T00:52:00Z,44.00,57.08
2025-08-09T00:53:00Z,41.53,55.99
2025-08-09T00:54:00Z,41.53,47.92
2025-08-09T00:55:00Z,41.53,38.51
2025-08-09T00:58:00Z,73.00,38.51
2025-08-09T01:00:00Z,75.15,38.51
2025-08-09T01:01:00Z,85.00,17.17
2025-08-09T01:02:00Z,91.00,17.17
2025-08-09T01:03:00Z,89.72,13.35
2025-08-09T01:04:00Z,92.06,9.51
2025-08-09T01:05:00Z,92.06,12.00
2025-08-09T01:06:00Z,89.00,16.46
2025-08-09T01:07:00Z,91.00,16.46
2025-08-09T01:08:00Z,91.00,15.35
2025-08-09T01:09:00Z,91.00,21.63
2025-08-09T01:10:00Z,83.40,24.62
2025-08-09T01:11:00Z,93.00,5.70
2025-08-09T01:12:00Z,93.00,6.21
2025-08-09T01:13:00Z,95.14,5.56
2025-08-09T01:14:00Z,99.00,5.56
