# event_ticker=KXATPMATCH-25OCT02OPEBON
# final_score=7-6(2) 6-4
# score_resolution=6-7 4-6
# match_winner=Benjamin Bonzi
# fav_player=Reilly Opelka
# dog_player=Benjamin Bonzi
# kalshi_date=2025-10-02
timestamp,Reilly Opelka,Benjamin Bonzi
2025-10-02T06:31:00Z,31.43,71.00
2025-10-02T06:32:00Z,29.00,71.00
2025-10-02T06:33:00Z,29.00,73.61
2025-10-02T06:34:00Z,28.00,73.16
2025-10-02T06:35:00Z,27.30,76.94
2025-10-02T06:36:00Z,27.30,77.00
2025-10-02T06:37:00Z,27.45,75.70
2025-10-02T06:38:00Z,38.00,76.24
2025-10-02T06:39:00Z,23.59,76.24
2025-10-02T06:40:00Z,28.67,76.24
2025-10-02T06:41:00Z,28.67,77.33
2025-10-02T06:42:00Z,28.67,68.56
2025-10-02T06:43:00Z,32.55,77.02
2025-10-02T06:44:00Z,41.44,77.02
2025-10-02T06:45:00Z,51.48,49.00
2025-10-02T06:46:00Z,50.00,50.06
2025-10-02T06:47:00Z,48.93,53.93
2025-10-02T06:48:00Z,40.00,63.06
2025-10-02T06:49:00Z,34.27,65.55
2025-10-02T06:50:00Z,43.66,59.40
2025-10-02T06:51:00Z,52.26,49.51
2025-10-02T06:52:00Z,51.57,49.68
2025-10-02T06:53:00Z,51.00,50.16
2025-10-02T06:54:00Z,50.97,49.93
2025-10-02T06:55:00Z,50.97,50.85
2025-10-02T06:56:00Z,48.89,57.64
2025-10-02T06:57:00Z,50.58,51.92
2025-10-02T06:58:00Z,51.86,50.78
2025-10-02T06:59:00Z,53.02,49.89
2025-10-02T07:00:00Z,49.06,57.31
2025-10-02T09:01:00Z,3.38,78.07
2025-10-02T09:02:00Z,3.38,99.00
