# event_ticker=KXATPMATCH-25OCT02OPEBON
# final_score=7-6(2) 6-4
# score_resolution=6-7 4-6
# match_winner=Benjamin Bonzi
# fav_player=Reilly Opelka
# dog_player=Benjamin Bonzi
# kalshi_date=2025-10-02
timestamp,Reilly Opelka,Benjamin Bonzi
2025-10-01T20:13:00Z,55.00,
2025-10-01T20:15:00Z,55.00,
2025-10-01T20:29:00Z,55.00,
2025-10-01T20:58:00Z,55.00,
2025-10-01T20:59:00Z,55.00,
2025-10-01T21:01:00Z,55.00,
2025-10-01T21:08:00Z,55.00,47.00
2025-10-01T21:18:00Z,55.00,48.00
2025-10-01T21:19:00Z,53.00,48.00
2025-10-01T21:35:00Z,54.00,48.00
2025-10-01T21:44:00Z,54.00,48.00
2025-10-01T21:52:00Z,54.00,48.00
2025-10-01T21:56:00Z,54.00,48.00
2025-10-01T22:15:00Z,54.00,48.00
2025-10-01T22:25:00Z,54.00,48.00
2025-10-01T22:31:00Z,53.00,48.00
2025-10-01T22:40:00Z,53.00,48.00
2025-10-01T22:45:00Z,53.00,48.00
2025-10-01T22:51:00Z,53.00,48.00
2025-10-01T22:59:00Z,53.00,48.00
2025-10-01T23:07:00Z,53.00,48.00
2025-10-01T23:12:00Z,53.00,48.00
2025-10-01T23:16:00Z,53.00,48.00
2025-10-01T23:51:00Z,54.00,48.00
2025-10-02T00:10:00Z,54.00,48.00
2025-10-02T00:13:00Z,53.00,48.00
2025-10-02T00:17:00Z,54.00,48.00
2025-10-02T00:23:00Z,54.00,48.00
2025-10-02T00:40:00Z,54.00,48.00
2025-10-02T01:11:00Z,53.00,48.00
2025-10-02T01:16:00Z,53.00,48.00
2025-10-02T01:17:00Z,53.00,48.00
2025-10-02T01:21:00Z,53.00,48.00
2025-10-02T01:24:00Z,53.00,48.00
2025-10-02T01:52:00Z,53.00,48.00
2025-10-02T02:00:00Z,53.00,47.00
2025-10-02T02:04:00Z,53.00,47.00
2025-10-02T02:16:00Z,53.00,47.00
2025-10-02T02:25:00Z,53.00,47.00
2025-10-02T02:26:00Z,53.00,48.00
2025-10-02T02:29:00Z,53.00,48.00
2025-10-02T02:39:00Z,53.00,48.00
2025-10-02T02:46:00Z,53.00,48.00
2025-10-02T02:50:00Z,53.00,48.00
2025-10-02T02:57:00Z,53.00,48.00
2025-10-02T03:01:00Z,53.00,48.00
2025-10-02T03:02:00Z,53.54,48.00
2025-10-02T03:05:00Z,53.54,48.00
2025-10-02T03:08:00Z,54.00,48.00
2025-10-02T03:09:00Z,54.00,48.00
2025-10-02T03:15:00Z,54.00,48.00
2025-10-02T03:17:00Z,54.00,48.00
2025-10-02T03:20:00Z,54.00,48.00
2025-10-02T03:29:00Z,54.00,48.00
2025-10-02T03:35:00Z,54.00,48.00
2025-10-02T03:40:00Z,54.00,48.00
2025-10-02T03:45:00Z,54.00,48.00
2025-10-02T03:49:00Z,54.00,48.00
2025-10-02T03:57:00Z,54.00,48.00
2025-10-02T03:58:00Z,54.00,48.00
2025-10-02T04:00:00Z,54.00,48.00
2025-10-02T04:01:00Z,54.00,48.00
2025-10-02T04:03:00Z,54.00,48.00
2025-10-02T04:05:00Z,54.00,48.00
2025-10-02T04:10:00Z,54.00,48.00
2025-10-02T04:14:00Z,54.00,48.00
2025-10-02T04:15:00Z,54.00,48.00
2025-10-02T04:16:00Z,54.00,48.00
2025-10-02T04:18:00Z,54.00,48.00
2025-10-02T04:20:00Z,54.00,48.00
2025-10-02T04:23:00Z,54.00,48.00
2025-10-02T04:24:00Z,54.00,48.00
2025-10-02T04:26:00Z,54.00,48.00
2025-10-02T04:29:00Z,54.00,48.00
2025-10-02T04:30:00Z,54.00,48.00
2025-10-02T04:31:00Z,54.00,48.00
2025-10-02T04:32:00Z,54.00,48.00
2025-10-02T04:33:00Z,54.00,48.00
2025-10-02T04:39:00Z,54.00,48.00
2025-10-02T04:42:00Z,54.00,48.00
2025-10-02T04:49:00Z,54.00,48.00
2025-10-02T04:51:00Z,52.40,48.00
2025-10-02T04:52:00Z,52.40,48.00
2025-10-02T04:54:00Z,54.00,48.00
2025-10-02T04:55:00Z,54.00,48.00
2025-10-02T04:56:00Z,54.00,48.00
2025-10-02T04:57:00Z,54.00,48.00
2025-10-02T05:01:00Z,54.00,48.00
2025-10-02T05:03:00Z,54.00,48.00
2025-10-02T05:04:00Z,54.00,48.00
2025-10-02T05:05:00Z,54.00,48.00
2025-10-02T05:06:00Z,54.00,48.00
2025-10-02T05:08:00Z,54.00,48.00
2025-10-02T05:10:00Z,54.00,48.00
2025-10-02T05:11:00Z,54.00,48.00
2025-10-02T05:12:00Z,52.00,48.00
2025-10-02T05:19:00Z,52.00,48.00
2025-10-02T05:20:00Z,52.00,48.00
2025-10-02T05:23:00Z,52.00,48.00
2025-10-02T05:24:00Z,54.00,48.00
2025-10-02T05:26:00Z,54.00,48.00
2025-10-02T05:27:00Z,54.00,48.00
2025-10-02T05:31:00Z,52.00,48.00
2025-10-02T05:34:00Z,52.00,48.00
2025-10-02T05:35:00Z,52.00,48.00
2025-10-02T05:36:00Z,54.00,48.00
2025-10-02T05:37:00Z,54.00,48.00
2025-10-02T05:38:00Z,54.00,48.00
2025-10-02T05:39:00Z,54.00,48.00
2025-10-02T05:40:00Z,54.00,48.00
2025-10-02T05:41:00Z,54.00,48.00
2025-10-02T05:42:00Z,55.00,48.00
2025-10-02T05:43:00Z,55.00,48.00
2025-10-02T05:45:00Z,54.00,48.00
2025-10-02T05:46:00Z,54.00,48.00
2025-10-02T05:47:00Z,54.00,48.00
2025-10-02T05:49:00Z,54.00,48.00
2025-10-02T05:51:00Z,54.00,48.00
2025-10-02T05:53:00Z,54.00,48.00
2025-10-02T05:55:00Z,54.00,48.00
2025-10-02T05:57:00Z,54.00,48.00
2025-10-02T05:58:00Z,54.00,48.00
2025-10-02T06:00:00Z,54.00,48.00
2025-10-02T06:01:00Z,54.00,48.00
2025-10-02T06:02:00Z,54.00,48.00
2025-10-02T06:03:00Z,54.00,48.00
2025-10-02T06:04:00Z,54.00,48.00
2025-10-02T06:05:00Z,54.00,48.00
2025-10-02T06:06:00Z,54.00,48.00
2025-10-02T06:08:00Z,54.00,48.00
2025-10-02T06:09:00Z,54.00,48.00
2025-10-02T06:10:00Z,54.00,48.00
2025-10-02T06:11:00Z,54.00,48.00
2025-10-02T06:12:00Z,54.00,48.00
2025-10-02T06:13:00Z,54.00,48.93
2025-10-02T06:14:00Z,52.75,48.93
2025-10-02T06:15:00Z,51.50,51.31
2025-10-02T06:16:00Z,51.86,50.13
2025-10-02T06:17:00Z,48.46,52.10
2025-10-02T06:18:00Z,46.75,52.76
2025-10-02T06:19:00Z,32.84,66.89
2025-10-02T06:20:00Z,21.90,73.25
2025-10-02T06:21:00Z,33.94,69.99
2025-10-02T06:22:00Z,29.41,70.00
2025-10-02T06:23:00Z,33.31,71.82
2025-10-02T06:24:00Z,31.53,70.86
2025-10-02T06:25:00Z,30.54,71.41
2025-10-02T06:26:00Z,30.66,72.02
2025-10-02T06:27:00Z,31.25,69.52
2025-10-02T06:28:00Z,30.11,69.01
2025-10-02T06:29:00Z,28.75,72.00
2025-10-02T06:30:00Z,26.00,71.62
