# event_ticker=KXATPMATCH-26APR19RUBFIL
# final_score=6-2 7-6(2)
# score_resolution=2-6 6-7
# match_winner=Arthur Fils
# fav_player=Andrey Rublev
# dog_player=Arthur Fils
# kalshi_date=2026-04-19
timestamp,Andrey Rublev,Arthur Fils
2026-04-19T02:15:00Z,31.00,
2026-04-19T02:16:00Z,31.00,
2026-04-19T02:17:00Z,31.00,
2026-04-19T02:19:00Z,31.00,
2026-04-19T02:20:00Z,31.00,
2026-04-19T02:21:00Z,31.00,70.00
2026-04-19T02:25:00Z,31.00,70.00
2026-04-19T02:26:00Z,31.00,70.00
2026-04-19T02:28:00Z,31.00,70.00
2026-04-19T02:32:00Z,31.00,70.00
2026-04-19T02:36:00Z,31.00,70.00
2026-04-19T02:37:00Z,31.00,70.00
2026-04-19T02:40:00Z,31.00,70.00
2026-04-19T02:41:00Z,31.00,70.00
2026-04-19T02:43:00Z,31.00,70.00
2026-04-19T02:44:00Z,31.00,70.00
2026-04-19T02:47:00Z,31.00,70.00
2026-04-19T02:48:00Z,31.00,70.00
2026-04-19T02:50:00Z,31.00,70.00
2026-04-19T02:52:00Z,31.00,70.00
2026-04-19T02:55:00Z,31.00,70.00
2026-04-19T02:56:00Z,31.00,70.00
2026-04-19T02:57:00Z,31.00,70.00
2026-04-19T02:59:00Z,31.00,70.00
2026-04-19T03:01:00Z,31.00,70.00
2026-04-19T03:04:00Z,31.00,70.00
2026-04-19T03:07:00Z,31.00,70.00
2026-04-19T03:08:00Z,31.93,70.00
2026-04-19T03:10:00Z,32.00,70.00
2026-04-19T03:14:00Z,32.00,69.00
2026-04-19T03:17:00Z,32.00,70.00
2026-04-19T03:18:00Z,32.00,70.00
2026-04-19T03:19:00Z,32.00,70.00
2026-04-19T03:23:00Z,32.00,70.00
2026-04-19T03:24:00Z,32.00,70.00
2026-04-19T03:26:00Z,32.00,70.00
2026-04-19T03:27:00Z,32.00,70.70
2026-04-19T03:29:00Z,32.00,71.00
2026-04-19T03:33:00Z,32.00,71.00
2026-04-19T03:34:00Z,31.89,71.00
2026-04-19T03:36:00Z,31.89,71.00
2026-04-19T03:37:00Z,31.89,71.00
2026-04-19T03:38:00Z,31.89,71.00
2026-04-19T03:39:00Z,31.89,71.00
2026-04-19T03:40:00Z,31.00,71.00
2026-04-19T03:41:00Z,31.00,71.00
2026-04-19T03:43:00Z,31.78,71.00
2026-04-19T03:48:00Z,31.78,69.00
2026-04-19T03:49:00Z,32.00,69.00
2026-04-19T03:50:00Z,32.00,69.00
2026-04-19T03:51:00Z,32.00,71.00
2026-04-19T03:52:00Z,31.99,71.00
2026-04-19T03:53:00Z,31.99,71.00
2026-04-19T03:54:00Z,31.00,71.00
2026-04-19T03:56:00Z,31.00,71.00
2026-04-19T03:57:00Z,32.00,71.00
2026-04-19T03:58:00Z,32.00,71.00
2026-04-19T03:59:00Z,31.95,71.00
2026-04-19T04:00:00Z,32.00,71.00
2026-04-19T04:08:00Z,32.00,70.31
2026-04-19T04:10:00Z,32.00,70.00
2026-04-19T04:11:00Z,31.97,70.00
2026-04-19T04:13:00Z,31.97,70.00
2026-04-19T04:14:00Z,31.97,70.00
2026-04-19T04:15:00Z,32.00,70.99
2026-04-19T04:17:00Z,32.00,71.00
2026-04-19T04:18:00Z,31.99,71.00
2026-04-19T04:19:00Z,31.99,71.00
2026-04-19T04:20:00Z,31.00,71.00
2026-04-19T04:21:00Z,31.00,71.00
2026-04-19T04:22:00Z,31.00,71.00
2026-04-19T04:25:00Z,31.00,71.00
2026-04-19T04:26:00Z,31.00,71.00
2026-04-19T04:28:00Z,31.00,71.00
2026-04-19T04:29:00Z,31.00,71.00
2026-04-19T04:31:00Z,31.00,71.00
2026-04-19T04:33:00Z,31.00,71.00
2026-04-19T04:34:00Z,31.00,71.00
2026-04-19T04:35:00Z,31.00,71.00
2026-04-19T04:36:00Z,31.00,71.00
2026-04-19T04:37:00Z,31.00,71.00
2026-04-19T04:38:00Z,31.00,71.00
2026-04-19T04:41:00Z,31.00,71.00
2026-04-19T04:43:00Z,31.00,71.00
2026-04-19T04:44:00Z,31.00,71.00
2026-04-19T04:45:00Z,31.00,71.00
2026-04-19T04:46:00Z,31.00,71.00
2026-04-19T04:47:00Z,31.00,71.00
2026-04-19T04:48:00Z,31.00,71.00
2026-04-19T04:51:00Z,31.00,71.00
2026-04-19T04:52:00Z,31.00,71.00
2026-04-19T04:53:00Z,31.00,71.00
2026-04-19T04:55:00Z,31.00,71.00
2026-04-19T04:56:00Z,31.00,71.00
2026-04-19T04:59:00Z,31.00,71.00
2026-04-19T05:00:00Z,31.00,71.00
2026-04-19T05:01:00Z,31.00,71.00
2026-04-19T05:02:00Z,31.00,71.00
2026-04-19T05:05:00Z,31.00,71.00
2026-04-19T05:09:00Z,31.00,71.00
2026-04-19T05:10:00Z,31.00,71.00
