# event_ticker=KXATPCHALLENGERMATCH-26MAY26PELAZK
# final_score=4-6 6-4 6-3
# match_winner=Arda Azkara
# fav_player=Arda Azkara
# dog_player=Filip Peliwo
# kalshi_date=2026-05-26
timestamp,Filip Peliwo,Arda Azkara
2026-05-26T13:59:00Z,60.34,40.00
2026-05-26T14:00:00Z,64.70,39.95
2026-05-26T14:01:00Z,69.26,31.83
2026-05-26T14:02:00Z,75.10,27.02
2026-05-26T14:03:00Z,80.94,21.26
2026-05-26T14:04:00Z,78.00,21.38
2026-05-26T14:05:00Z,81.00,19.50
2026-05-26T14:06:00Z,85.00,19.50
2026-05-26T14:07:00Z,84.99,19.50
2026-05-26T14:08:00Z,84.00,19.50
2026-05-26T14:09:00Z,82.05,18.00
2026-05-26T14:10:00Z,80.32,20.88
2026-05-26T14:11:00Z,77.89,22.69
2026-05-26T14:12:00Z,79.00,21.00
2026-05-26T14:13:00Z,81.99,21.00
2026-05-26T14:14:00Z,83.00,18.00
2026-05-26T14:15:00Z,83.99,16.31
2026-05-26T14:16:00Z,86.19,14.60
2026-05-26T14:17:00Z,84.38,15.90
2026-05-26T14:18:00Z,80.42,18.16
2026-05-26T14:19:00Z,76.88,21.88
2026-05-26T14:20:00Z,77.11,23.32
2026-05-26T14:21:00Z,78.52,22.35
2026-05-26T14:22:00Z,80.70,20.00
2026-05-26T14:23:00Z,68.71,29.83
2026-05-26T14:24:00Z,68.71,35.98
2026-05-26T14:25:00Z,63.81,37.51
2026-05-26T14:26:00Z,61.37,39.00
2026-05-26T14:27:00Z,64.33,36.19
2026-05-26T14:28:00Z,64.58,37.12
2026-05-26T14:29:00Z,69.30,30.80
2026-05-26T14:30:00Z,64.06,34.41
2026-05-26T14:31:00Z,65.01,34.15
2026-05-26T14:32:00Z,70.11,29.51
2026-05-26T14:33:00Z,76.48,24.27
2026-05-26T14:34:00Z,80.02,23.00
2026-05-26T14:35:00Z,71.27,27.67
2026-05-26T14:36:00Z,70.00,33.91
2026-05-26T14:37:00Z,63.56,36.94
2026-05-26T14:38:00Z,65.00,36.94
2026-05-26T14:39:00Z,60.53,39.23
2026-05-26T14:40:00Z,58.94,41.32
2026-05-26T14:41:00Z,60.00,41.68
2026-05-26T14:42:00Z,62.54,36.87
2026-05-26T14:43:00Z,65.21,37.00
2026-05-26T14:44:00Z,63.15,37.63
2026-05-26T14:45:00Z,68.76,31.19
2026-05-26T14:46:00Z,70.71,31.14
2026-05-26T14:47:00Z,78.55,31.14
2026-05-26T14:48:00Z,77.14,22.82
2026-05-26T14:49:00Z,79.60,21.00
2026-05-26T14:50:00Z,80.01,21.07
2026-05-26T14:51:00Z,66.72,37.78
2026-05-26T14:52:00Z,66.72,41.00
2026-05-26T14:53:00Z,58.31,42.16
2026-05-26T14:54:00Z,54.51,45.69
2026-05-26T14:55:00Z,52.04,47.95
2026-05-26T14:56:00Z,54.99,46.28
2026-05-26T14:57:00Z,55.44,45.45
2026-05-26T14:58:00Z,54.00,47.00
2026-05-26T14:59:00Z,55.58,46.78
2026-05-26T15:00:00Z,53.12,46.05
2026-05-26T15:01:00Z,49.13,52.16
2026-05-26T15:02:00Z,53.36,44.81
2026-05-26T15:03:00Z,60.00,44.81
2026-05-26T15:04:00Z,57.33,44.59
2026-05-26T15:05:00Z,52.85,48.19
2026-05-26T15:06:00Z,52.00,47.59
2026-05-26T15:07:00Z,53.08,45.00
2026-05-26T15:08:00Z,58.94,41.09
2026-05-26T15:09:00Z,60.00,41.00
2026-05-26T15:10:00Z,59.53,41.47
2026-05-26T15:11:00Z,58.24,40.52
2026-05-26T15:12:00Z,62.05,41.00
2026-05-26T15:13:00Z,56.27,41.20
2026-05-26T15:14:00Z,59.95,40.38
2026-05-26T15:15:00Z,67.06,32.57
2026-05-26T15:16:00Z,63.15,35.51
2026-05-26T15:17:00Z,78.53,20.09
2026-05-26T15:18:00Z,85.65,17.00
2026-05-26T15:19:00Z,83.60,16.74
2026-05-26T15:20:00Z,73.25,28.41
2026-05-26T15:21:00Z,72.70,31.90
2026-05-26T15:22:00Z,73.00,28.00
2026-05-26T15:23:00Z,79.46,18.76
2026-05-26T15:24:00Z,74.22,32.16
2026-05-26T15:25:00Z,59.00,40.00
2026-05-26T15:26:00Z,55.00,44.01
2026-05-26T15:27:00Z,51.81,51.52
2026-05-26T15:28:00Z,50.95,49.86
2026-05-26T15:29:00Z,38.61,65.46
2026-05-26T15:30:00Z,20.47,73.00
2026-05-26T15:31:00Z,18.22,81.27
2026-05-26T15:32:00Z,13.02,84.12
2026-05-26T15:33:00Z,8.50,89.39
2026-05-26T15:34:00Z,10.68,87.65
2026-05-26T15:35:00Z,19.35,80.98
2026-05-26T15:36:00Z,17.29,81.33
2026-05-26T15:37:00Z,14.85,83.44
2026-05-26T15:38:00Z,19.95,79.71
2026-05-26T15:39:00Z,12.45,86.92
2026-05-26T15:40:00Z,20.23,81.33
2026-05-26T15:41:00Z,17.63,80.59
2026-05-26T15:42:00Z,17.24,84.35
2026-05-26T15:43:00Z,10.34,89.93
2026-05-26T15:44:00Z,6.02,92.40
2026-05-26T15:45:00Z,4.65,95.86
2026-05-26T15:46:00Z,3.21,96.89
2026-05-26T15:47:00Z,1.70,96.38
2026-05-26T15:48:00Z,1.70,99.00
