# event_ticker=KXATPMATCH-26APR06NORDE
# final_score=7-6(5) 2-6 6-2
# score_resolution=7-6 2-6 6-2
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Cameron Norrie
# kalshi_date=2026-04-06
timestamp,Alex de Minaur,Cameron Norrie
2026-04-07T02:53:00Z,68.00,
2026-04-07T02:59:00Z,68.00,33.00
2026-04-07T03:00:00Z,68.00,33.00
2026-04-07T03:16:00Z,68.00,33.00
2026-04-07T03:17:00Z,68.00,33.00
2026-04-07T03:19:00Z,68.00,33.00
2026-04-07T03:30:00Z,68.00,33.00
2026-04-07T03:31:00Z,68.00,33.00
2026-04-07T03:39:00Z,68.00,33.00
2026-04-07T03:40:00Z,68.00,33.00
2026-04-07T03:41:00Z,68.00,33.00
2026-04-07T03:47:00Z,66.53,33.00
2026-04-07T03:51:00Z,68.00,33.00
2026-04-07T03:54:00Z,68.00,33.00
2026-04-07T04:00:00Z,68.00,33.00
2026-04-07T04:08:00Z,68.00,33.00
2026-04-07T04:09:00Z,66.11,33.00
2026-04-07T04:10:00Z,68.00,33.00
2026-04-07T04:17:00Z,68.00,33.00
2026-04-07T04:20:00Z,68.00,33.00
2026-04-07T04:21:00Z,68.00,33.00
2026-04-07T04:25:00Z,68.00,33.00
2026-04-07T04:31:00Z,68.00,32.00
2026-04-07T04:38:00Z,68.00,32.00
2026-04-07T04:39:00Z,68.00,33.00
2026-04-07T04:41:00Z,68.00,33.00
2026-04-07T04:42:00Z,68.00,34.00
2026-04-07T04:45:00Z,68.00,34.00
2026-04-07T04:54:00Z,68.00,34.00
2026-04-07T04:55:00Z,68.00,34.00
2026-04-07T04:58:00Z,68.00,34.00
2026-04-07T05:00:00Z,68.00,34.00
2026-04-07T05:16:00Z,68.00,34.00
2026-04-07T05:17:00Z,68.00,34.00
2026-04-07T05:19:00Z,68.00,34.00
2026-04-07T05:22:00Z,67.00,34.00
2026-04-07T05:24:00Z,67.00,34.00
2026-04-07T05:29:00Z,67.00,34.00
2026-04-07T05:30:00Z,67.00,34.00
2026-04-07T05:40:00Z,67.00,34.00
2026-04-07T05:41:00Z,67.00,34.00
2026-04-07T05:50:00Z,66.00,34.00
2026-04-07T05:56:00Z,67.00,34.00
2026-04-07T05:59:00Z,67.00,34.00
2026-04-07T06:02:00Z,69.00,34.00
2026-04-07T06:08:00Z,69.00,34.00
2026-04-07T06:10:00Z,69.00,34.00
2026-04-07T06:12:00Z,69.00,34.00
2026-04-07T06:14:00Z,69.00,34.00
2026-04-07T06:18:00Z,69.00,34.00
2026-04-07T06:23:00Z,69.00,34.00
2026-04-07T06:27:00Z,70.00,32.00
2026-04-07T06:30:00Z,70.00,32.00
2026-04-07T06:32:00Z,70.00,33.00
2026-04-07T06:34:00Z,68.00,33.00
2026-04-07T06:37:00Z,68.00,33.00
2026-04-07T06:38:00Z,70.00,33.00
2026-04-07T06:42:00Z,70.00,33.00
2026-04-07T06:45:00Z,70.00,33.00
2026-04-07T06:50:00Z,70.00,33.00
2026-04-07T06:52:00Z,70.00,32.00
2026-04-07T06:59:00Z,70.00,32.00
2026-04-07T07:09:00Z,70.00,33.00
2026-04-07T07:19:00Z,70.00,33.00
2026-04-07T07:22:00Z,70.00,32.00
2026-04-07T07:23:00Z,70.00,32.00
2026-04-07T07:29:00Z,70.00,32.00
2026-04-07T07:34:00Z,70.00,32.00
2026-04-07T07:44:00Z,70.00,32.00
2026-04-07T07:46:00Z,70.00,32.00
2026-04-07T08:16:00Z,70.00,32.00
2026-04-07T08:18:00Z,70.00,32.00
2026-04-07T08:19:00Z,70.00,32.00
2026-04-07T08:28:00Z,70.00,33.00
2026-04-07T08:35:00Z,70.00,33.00
2026-04-07T08:36:00Z,70.00,33.00
2026-04-07T08:38:00Z,70.00,33.00
2026-04-07T09:07:00Z,70.00,33.00
2026-04-07T09:14:00Z,70.00,33.00
2026-04-07T09:15:00Z,70.00,33.00
2026-04-07T09:16:00Z,70.00,33.00
2026-04-07T09:22:00Z,70.00,33.00
2026-04-07T09:23:00Z,70.00,33.00
2026-04-07T09:26:00Z,70.00,33.00
2026-04-07T09:33:00Z,70.00,33.00
2026-04-07T09:37:00Z,70.00,33.00
2026-04-07T09:51:00Z,70.00,33.00
2026-04-07T10:20:00Z,70.00,33.00
2026-04-07T10:23:00Z,69.00,33.00
2026-04-07T10:51:00Z,69.00,33.00
2026-04-07T10:54:00Z,69.00,33.00
2026-04-07T11:12:00Z,69.00,33.00
2026-04-07T11:14:00Z,69.00,33.00
2026-04-07T11:15:00Z,69.00,33.00
2026-04-07T11:16:00Z,68.00,33.00
2026-04-07T11:17:00Z,69.00,33.00
2026-04-07T11:23:00Z,69.00,33.00
2026-04-07T11:24:00Z,69.00,33.00
2026-04-07T11:25:00Z,69.00,33.00
2026-04-07T11:26:00Z,69.00,33.00
2026-04-07T11:32:00Z,69.00,33.00
