# event_ticker=KXATPMATCH-26FEB22WAWHAS
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Stan Wawrinka
# fav_player=Benjamin Hassan
# dog_player=Stan Wawrinka
# kalshi_date=2026-02-22
timestamp,Benjamin Hassan,Stan Wawrinka
2026-02-23T01:39:00Z,17.00,
2026-02-23T01:46:00Z,17.00,85.00
2026-02-23T01:52:00Z,17.00,85.00
2026-02-23T01:55:00Z,17.00,85.00
2026-02-23T01:59:00Z,17.00,85.00
2026-02-23T02:11:00Z,17.00,85.00
2026-02-23T02:14:00Z,16.00,85.00
2026-02-23T02:16:00Z,17.00,85.00
2026-02-23T02:18:00Z,17.00,85.00
2026-02-23T02:19:00Z,16.00,85.00
2026-02-23T02:23:00Z,16.00,84.20
2026-02-23T02:26:00Z,16.00,84.00
2026-02-23T02:40:00Z,17.00,84.00
2026-02-23T02:48:00Z,17.00,84.00
2026-02-23T02:52:00Z,15.00,84.00
2026-02-23T02:54:00Z,15.00,85.00
2026-02-23T02:55:00Z,16.00,85.00
2026-02-23T02:59:00Z,15.00,85.00
2026-02-23T03:00:00Z,16.00,85.00
2026-02-23T03:03:00Z,15.00,85.00
2026-02-23T03:15:00Z,16.00,85.00
2026-02-23T03:18:00Z,15.00,85.00
2026-02-23T03:29:00Z,17.57,85.00
2026-02-23T03:39:00Z,18.00,83.00
2026-02-23T03:40:00Z,18.00,83.00
2026-02-23T04:07:00Z,18.00,83.00
2026-02-23T04:22:00Z,18.00,83.00
2026-02-23T04:25:00Z,18.00,83.00
2026-02-23T04:40:00Z,18.00,83.00
2026-02-23T04:41:00Z,18.00,83.00
2026-02-23T04:42:00Z,18.00,83.00
2026-02-23T04:43:00Z,18.00,84.91
2026-02-23T04:44:00Z,17.00,85.00
2026-02-23T04:45:00Z,17.00,85.00
2026-02-23T04:48:00Z,15.53,85.00
2026-02-23T04:50:00Z,16.00,85.00
2026-02-23T04:51:00Z,15.00,85.00
2026-02-23T04:52:00Z,16.00,85.00
2026-02-23T04:56:00Z,16.00,85.00
2026-02-23T04:57:00Z,16.00,85.00
2026-02-23T05:04:00Z,16.00,85.00
2026-02-23T05:08:00Z,16.00,85.00
2026-02-23T05:09:00Z,16.00,85.00
2026-02-23T05:14:00Z,16.00,85.00
2026-02-23T05:16:00Z,15.00,85.00
2026-02-23T05:18:00Z,16.00,85.00
2026-02-23T05:20:00Z,16.00,85.00
2026-02-23T05:21:00Z,16.00,85.00
2026-02-23T05:27:00Z,16.00,85.00
