# event_ticker=KXATPMATCH-25JUL24BUBSHE
# final_score=6-4 6-2
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Alexander Shevchenko
# kalshi_date=2025-07-24
timestamp,Alexander Bublik,Alexander Shevchenko
2025-07-24T13:20:00Z,85.72,21.97
2025-07-24T13:21:00Z,85.72,21.00
2025-07-24T13:22:00Z,77.00,21.00
2025-07-24T13:23:00Z,79.00,24.58
2025-07-24T13:24:00Z,78.60,24.58
2025-07-24T13:25:00Z,79.00,23.00
2025-07-24T13:26:00Z,78.00,23.00
2025-07-24T13:27:00Z,78.00,23.00
2025-07-24T13:28:00Z,78.00,23.00
2025-07-24T13:29:00Z,84.08,26.23
2025-07-24T13:30:00Z,80.71,21.09
2025-07-24T13:31:00Z,78.65,25.33
2025-07-24T13:32:00Z,77.06,22.93
2025-07-24T13:33:00Z,80.46,22.00
2025-07-24T13:34:00Z,76.00,25.00
2025-07-24T13:35:00Z,79.64,23.96
2025-07-24T13:36:00Z,80.65,20.84
2025-07-24T13:37:00Z,78.84,31.77
2025-07-24T13:38:00Z,76.97,25.10
2025-07-24T13:39:00Z,77.76,28.04
2025-07-24T13:40:00Z,76.91,31.41
2025-07-24T13:41:00Z,76.91,25.00
2025-07-24T13:42:00Z,78.29,20.00
2025-07-24T13:43:00Z,89.08,19.74
2025-07-24T13:44:00Z,83.24,16.94
2025-07-24T13:45:00Z,90.01,13.23
2025-07-24T13:46:00Z,81.20,18.38
2025-07-24T13:47:00Z,82.94,19.02
2025-07-24T13:48:00Z,78.67,23.18
2025-07-24T13:49:00Z,78.66,23.00
2025-07-24T13:50:00Z,76.33,25.38
2025-07-24T13:51:00Z,80.00,22.65
2025-07-24T13:52:00Z,79.37,22.65
2025-07-24T13:53:00Z,78.03,24.66
2025-07-24T13:54:00Z,80.75,20.01
2025-07-24T13:55:00Z,82.84,17.49
2025-07-24T13:56:00Z,83.24,18.51
2025-07-24T13:57:00Z,86.32,21.28
2025-07-24T13:58:00Z,91.87,11.56
2025-07-24T13:59:00Z,91.93,9.35
2025-07-24T14:00:00Z,91.21,10.10
2025-07-24T14:01:00Z,92.91,7.47
2025-07-24T14:02:00Z,92.91,7.76
2025-07-24T14:03:00Z,91.94,7.82
2025-07-24T14:04:00Z,91.94,9.00
2025-07-24T14:05:00Z,94.00,8.93
2025-07-24T14:06:00Z,93.80,8.09
2025-07-24T14:07:00Z,88.07,10.70
2025-07-24T14:08:00Z,87.22,11.41
2025-07-24T14:09:00Z,90.98,11.45
2025-07-24T14:10:00Z,94.90,7.75
2025-07-24T14:11:00Z,93.11,7.00
2025-07-24T14:12:00Z,91.00,9.12
2025-07-24T14:13:00Z,91.00,9.91
2025-07-24T14:14:00Z,93.55,9.00
2025-07-24T14:15:00Z,93.55,10.90
2025-07-24T14:16:00Z,90.00,13.97
2025-07-24T14:17:00Z,90.00,11.54
2025-07-24T14:18:00Z,93.64,8.48
2025-07-24T14:19:00Z,93.03,5.46
2025-07-24T14:20:00Z,96.55,3.89
2025-07-24T14:21:00Z,97.92,3.37
2025-07-24T14:22:00Z,97.14,4.01
2025-07-24T14:23:00Z,97.00,4.00
2025-07-24T14:24:00Z,97.00,4.00
2025-07-24T14:25:00Z,97.14,4.00
2025-07-24T14:26:00Z,97.06,1.80
2025-07-24T14:27:00Z,97.00,2.23
2025-07-24T14:28:00Z,96.89,1.10
2025-07-24T14:29:00Z,97.00,3.00
2025-07-24T14:30:00Z,97.00,2.00
2025-07-24T14:31:00Z,96.00,2.00
2025-07-24T14:32:00Z,97.00,1.72
2025-07-24T14:33:00Z,96.17,1.72
2025-07-24T14:34:00Z,98.28,1.72
2025-07-24T14:35:00Z,98.28,2.25
2025-07-24T14:36:00Z,98.00,2.25
2025-07-24T14:37:00Z,98.00,2.25
2025-07-24T14:38:00Z,99.00,2.00
2025-07-24T14:39:00Z,98.00,2.00
2025-07-24T14:40:00Z,98.00,2.00
2025-07-24T14:41:00Z,98.00,3.00
2025-07-24T14:42:00Z,98.00,2.05
2025-07-24T14:43:00Z,98.00,1.00
2025-07-24T14:44:00Z,98.00,1.63
2025-07-24T14:45:00Z,96.49,1.50
2025-07-24T14:46:00Z,96.49,1.98
2025-07-24T14:47:00Z,97.00,2.18
2025-07-24T14:48:00Z,97.00,4.46
2025-07-24T14:49:00Z,97.00,4.00
2025-07-24T14:51:00Z,97.00,3.00
2025-07-24T14:52:00Z,98.00,3.00
2025-07-24T14:53:00Z,98.00,4.00
2025-07-24T14:54:00Z,98.00,3.00
2025-07-24T14:55:00Z,98.00,3.16
2025-07-24T14:57:00Z,97.93,3.00
2025-07-24T14:58:00Z,97.00,2.76
2025-07-24T14:59:00Z,97.00,3.00
2025-07-24T15:00:00Z,95.27,3.00
2025-07-24T15:01:00Z,98.00,2.61
2025-07-24T15:02:00Z,96.00,2.61
2025-07-24T15:04:00Z,97.02,2.61
2025-07-24T15:05:00Z,97.02,3.00
2025-07-24T15:06:00Z,97.02,2.00
2025-07-24T15:07:00Z,97.00,2.00
2025-07-24T15:08:00Z,93.63,2.00
2025-07-24T15:09:00Z,96.00,2.00
2025-07-24T15:10:00Z,96.00,2.00
2025-07-24T15:11:00Z,96.00,3.00
2025-07-24T15:12:00Z,97.00,3.00
2025-07-24T15:13:00Z,98.00,2.00
2025-07-24T15:14:00Z,96.25,4.00
2025-07-24T15:15:00Z,97.12,3.25
2025-07-24T15:17:00Z,97.12,3.00
2025-07-24T15:18:00Z,98.00,3.00
2025-07-24T15:19:00Z,96.22,3.00
2025-07-24T15:21:00Z,96.22,2.09
2025-07-24T15:22:00Z,98.00,2.09
2025-07-24T15:23:00Z,98.00,2.09
2025-07-24T15:24:00Z,98.00,3.00
2025-07-24T15:25:00Z,98.00,2.00
2025-07-24T15:27:00Z,98.00,3.00
2025-07-24T15:28:00Z,98.00,3.00
2025-07-24T15:30:00Z,96.69,2.00
2025-07-24T15:32:00Z,97.96,2.00
2025-07-24T15:35:00Z,96.00,2.00
2025-07-24T15:36:00Z,98.00,2.00
2025-07-24T15:37:00Z,98.00,2.00
2025-07-24T15:38:00Z,98.72,2.00
2025-07-24T15:39:00Z,98.72,2.36
2025-07-24T15:40:00Z,97.00,3.00
2025-07-24T15:42:00Z,97.00,3.00
2025-07-24T15:43:00Z,97.00,3.00
2025-07-24T15:44:00Z,97.00,1.29
2025-07-24T15:46:00Z,97.00,1.29
2025-07-24T15:47:00Z,97.00,1.29
2025-07-24T15:49:00Z,97.00,1.00
2025-07-24T15:51:00Z,96.00,4.00
2025-07-24T15:52:00Z,98.00,2.00
2025-07-24T15:53:00Z,98.00,4.00
2025-07-24T15:55:00Z,98.00,4.00
2025-07-24T16:00:00Z,96.02,4.00
2025-07-24T16:01:00Z,98.00,4.00
2025-07-24T16:02:00Z,98.00,4.00
2025-07-24T16:03:00Z,95.91,4.00
2025-07-24T16:05:00Z,98.00,4.00
2025-07-24T16:06:00Z,98.00,4.00
2025-07-24T16:09:00Z,98.00,4.00
2025-07-24T16:10:00Z,98.81,4.00
2025-07-24T16:12:00Z,96.63,4.00
2025-07-24T16:13:00Z,97.00,4.00
2025-07-24T16:14:00Z,99.00,4.00
2025-07-24T16:17:00Z,99.00,3.00
2025-07-24T16:18:00Z,99.00,3.75
2025-07-24T16:20:00Z,95.51,3.75
2025-07-24T16:23:00Z,97.36,4.00
2025-07-24T16:24:00Z,98.00,4.00
2025-07-24T16:25:00Z,96.13,3.00
2025-07-24T16:26:00Z,98.00,2.23
2025-07-24T16:27:00Z,98.00,2.23
2025-07-24T16:28:00Z,98.93,2.23
2025-07-24T16:29:00Z,99.00,3.00
2025-07-24T16:30:00Z,99.00,3.00
2025-07-24T16:31:00Z,99.00,3.00
2025-07-24T16:40:00Z,99.00,3.00
2025-07-24T16:41:00Z,97.00,3.00
2025-07-24T16:42:00Z,97.00,3.07
2025-07-24T16:45:00Z,96.00,3.07
2025-07-24T16:54:00Z,96.00,3.07
2025-07-24T17:00:00Z,98.00,3.07
2025-07-24T17:01:00Z,96.02,4.05
2025-07-24T17:03:00Z,97.00,5.00
2025-07-24T17:09:00Z,97.00,5.00
2025-07-24T17:12:00Z,96.00,5.00
2025-07-24T17:15:00Z,97.60,5.00
2025-07-24T17:16:00Z,98.00,5.00
2025-07-24T17:17:00Z,98.00,5.00
2025-07-24T17:18:00Z,98.00,4.00
2025-07-24T17:19:00Z,98.00,4.00
2025-07-24T17:22:00Z,98.00,5.00
2025-07-24T17:24:00Z,97.91,4.00
2025-07-24T17:25:00Z,97.91,4.00
2025-07-24T17:26:00Z,97.91,2.62
2025-07-24T17:29:00Z,97.91,5.00
2025-07-24T17:33:00Z,97.00,5.00
2025-07-24T17:34:00Z,96.00,5.00
2025-07-24T17:35:00Z,96.00,5.00
2025-07-24T17:39:00Z,97.00,4.88
2025-07-24T17:40:00Z,96.00,5.00
2025-07-24T17:42:00Z,97.00,5.00
2025-07-24T17:44:00Z,97.00,5.00
2025-07-24T17:45:00Z,97.00,5.00
2025-07-24T17:47:00Z,97.00,5.00
2025-07-24T17:49:00Z,98.00,1.06
2025-07-24T17:50:00Z,98.00,4.56
2025-07-24T17:52:00Z,98.00,4.00
2025-07-24T17:55:00Z,96.00,4.00
2025-07-24T17:57:00Z,96.00,4.00
2025-07-24T17:58:00Z,96.00,4.00
2025-07-24T17:59:00Z,98.00,4.00
2025-07-24T18:01:00Z,98.00,4.00
2025-07-24T18:02:00Z,93.23,5.47
2025-07-24T18:03:00Z,93.23,8.50
2025-07-24T18:04:00Z,96.00,6.00
2025-07-24T18:05:00Z,98.00,4.00
2025-07-24T18:06:00Z,98.45,1.00
2025-07-24T18:08:00Z,98.45,2.00
