# event_ticker=KXATPMATCH-26FEB25BELDAV
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Mattia Bellucci
# fav_player=Alejandro Davidovich Fokina
# dog_player=Mattia Bellucci
# kalshi_date=2026-02-25
timestamp,Alejandro Davidovich Fokina,Mattia Bellucci
2026-02-25T16:24:00Z,,21.00
2026-02-25T16:59:00Z,,20.00
2026-02-25T17:13:00Z,80.00,20.00
2026-02-25T17:22:00Z,81.00,20.00
2026-02-25T17:25:00Z,81.00,20.00
2026-02-25T17:28:00Z,81.00,21.00
2026-02-25T17:40:00Z,81.00,21.00
2026-02-25T17:47:00Z,81.00,21.00
2026-02-25T17:57:00Z,81.00,21.00
2026-02-25T17:59:00Z,81.00,21.00
2026-02-25T18:00:00Z,81.00,21.00
2026-02-25T18:14:00Z,81.00,21.00
2026-02-25T18:24:00Z,81.00,21.00
2026-02-25T18:44:00Z,81.00,21.00
2026-02-25T18:53:00Z,81.00,21.00
2026-02-25T18:54:00Z,81.00,21.00
2026-02-25T19:00:00Z,81.00,21.00
2026-02-25T19:09:00Z,81.00,20.00
2026-02-25T19:40:00Z,81.00,20.00
2026-02-25T19:50:00Z,81.00,20.00
2026-02-25T20:04:00Z,81.00,20.00
2026-02-25T20:19:00Z,81.00,20.00
2026-02-25T20:34:00Z,81.00,20.00
2026-02-25T20:38:00Z,81.00,20.00
2026-02-25T20:57:00Z,81.00,20.00
2026-02-25T21:11:00Z,81.00,20.00
2026-02-25T21:16:00Z,81.00,20.00
2026-02-25T21:30:00Z,81.00,20.00
2026-02-25T21:33:00Z,81.00,20.00
2026-02-25T21:37:00Z,81.00,20.00
2026-02-25T21:55:00Z,81.00,20.00
2026-02-25T21:57:00Z,81.00,20.00
2026-02-25T22:01:00Z,81.00,20.00
2026-02-25T22:06:00Z,81.00,20.00
2026-02-25T22:09:00Z,81.00,20.00
2026-02-25T22:12:00Z,81.00,20.00
2026-02-25T22:13:00Z,81.00,20.00
2026-02-25T22:15:00Z,81.00,20.00
2026-02-25T22:21:00Z,81.00,20.00
2026-02-25T22:22:00Z,81.00,20.00
2026-02-25T22:29:00Z,81.00,20.00
2026-02-25T22:31:00Z,81.00,20.00
2026-02-25T22:36:00Z,81.00,20.00
2026-02-25T22:38:00Z,81.00,20.00
2026-02-25T22:42:00Z,81.00,20.00
2026-02-25T22:56:00Z,81.00,20.00
2026-02-25T22:57:00Z,80.00,20.00
2026-02-25T22:59:00Z,81.00,20.00
2026-02-25T23:01:00Z,81.00,20.00
2026-02-25T23:10:00Z,81.00,20.00
2026-02-25T23:35:00Z,81.00,20.00
2026-02-25T23:36:00Z,81.00,20.00
2026-02-25T23:38:00Z,81.00,20.00
2026-02-25T23:47:00Z,81.00,20.00
2026-02-25T23:59:00Z,81.00,20.00
2026-02-26T00:08:00Z,81.00,20.00
2026-02-26T00:09:00Z,81.00,20.00
2026-02-26T00:12:00Z,81.00,20.00
2026-02-26T00:21:00Z,81.00,20.00
2026-02-26T00:28:00Z,81.00,20.00
2026-02-26T00:45:00Z,81.00,20.00
2026-02-26T00:47:00Z,81.00,20.00
2026-02-26T00:54:00Z,81.00,20.00
2026-02-26T00:56:00Z,81.00,20.00
2026-02-26T01:05:00Z,81.00,20.00
2026-02-26T01:09:00Z,81.00,20.00
2026-02-26T01:11:00Z,81.00,20.00
2026-02-26T01:20:00Z,81.00,20.00
2026-02-26T01:26:00Z,81.00,20.00
2026-02-26T01:27:00Z,81.00,20.00
2026-02-26T01:29:00Z,81.00,20.00
2026-02-26T01:34:00Z,81.00,20.00
2026-02-26T01:44:00Z,81.00,20.00
2026-02-26T01:54:00Z,81.00,20.00
2026-02-26T01:58:00Z,81.00,20.00
2026-02-26T01:59:00Z,81.00,20.00
2026-02-26T02:02:00Z,81.00,20.00
2026-02-26T02:04:00Z,81.00,20.00
2026-02-26T02:07:00Z,81.00,19.00
2026-02-26T02:08:00Z,81.00,19.68
2026-02-26T02:09:00Z,81.00,19.68
2026-02-26T02:11:00Z,81.00,20.00
2026-02-26T02:14:00Z,81.00,20.00
2026-02-26T02:18:00Z,81.00,20.00
2026-02-26T02:22:00Z,81.00,19.00
2026-02-26T02:23:00Z,82.00,19.00
2026-02-26T02:26:00Z,82.00,19.00
2026-02-26T02:29:00Z,82.00,19.00
2026-02-26T02:32:00Z,82.00,19.00
2026-02-26T02:36:00Z,82.00,19.00
2026-02-26T02:38:00Z,82.00,19.00
2026-02-26T02:39:00Z,82.00,19.00
2026-02-26T02:44:00Z,82.00,19.00
2026-02-26T02:46:00Z,82.00,19.00
2026-02-26T02:54:00Z,82.00,19.00
2026-02-26T02:57:00Z,82.00,19.00
2026-02-26T02:58:00Z,82.00,19.00
2026-02-26T03:00:00Z,82.00,19.00
2026-02-26T03:04:00Z,82.00,19.00
2026-02-26T03:06:00Z,82.00,19.00
