# event_ticker=KXATPMATCH-26MAR21AUGFUC
# final_score=7-6(3) 7-5
# score_resolution=6-7 5-7
# match_winner=Felix Auger-Aliassime
# fav_player=Marton Fucsovics
# dog_player=Felix Auger-Aliassime
# kalshi_date=2026-03-21
timestamp,Marton Fucsovics,Felix Auger-Aliassime
2026-03-21T16:51:00Z,32.00,69.00
2026-03-21T16:52:00Z,32.00,69.00
2026-03-21T16:53:00Z,31.00,69.00
2026-03-21T16:54:00Z,31.00,69.83
2026-03-21T16:55:00Z,31.00,69.00
2026-03-21T16:57:00Z,31.00,69.00
2026-03-21T16:58:00Z,32.00,69.00
2026-03-21T16:59:00Z,32.00,69.00
2026-03-21T17:00:00Z,32.00,69.00
2026-03-21T17:01:00Z,32.00,69.00
2026-03-21T17:02:00Z,32.00,69.00
2026-03-21T17:03:00Z,32.00,69.00
2026-03-21T17:04:00Z,32.00,70.00
2026-03-21T17:05:00Z,32.00,70.00
2026-03-21T17:06:00Z,31.00,70.00
2026-03-21T17:07:00Z,31.00,69.06
2026-03-21T17:08:00Z,31.00,70.00
2026-03-21T17:09:00Z,31.00,70.00
2026-03-21T17:11:00Z,31.00,70.00
2026-03-21T17:12:00Z,31.00,70.00
2026-03-21T17:13:00Z,31.00,70.00
2026-03-21T17:14:00Z,31.00,70.00
2026-03-21T17:15:00Z,31.01,70.00
2026-03-21T17:16:00Z,31.01,70.00
2026-03-21T17:17:00Z,31.01,70.00
2026-03-21T17:18:00Z,31.01,70.00
2026-03-21T17:19:00Z,31.01,69.85
2026-03-21T17:20:00Z,30.03,70.00
2026-03-21T17:21:00Z,30.03,70.00
2026-03-21T17:22:00Z,31.00,70.00
2026-03-21T17:23:00Z,31.00,70.00
2026-03-21T17:24:00Z,31.00,70.00
2026-03-21T17:25:00Z,31.06,69.05
2026-03-21T17:26:00Z,34.99,65.45
2026-03-21T17:27:00Z,36.15,65.00
2026-03-21T17:28:00Z,35.98,65.60
2026-03-21T17:29:00Z,33.14,68.00
2026-03-21T17:30:00Z,33.14,69.81
2026-03-21T17:31:00Z,31.00,71.00
2026-03-21T17:32:00Z,30.91,70.94
2026-03-21T17:33:00Z,33.49,67.58
2026-03-21T17:34:00Z,32.24,67.56
2026-03-21T17:35:00Z,34.00,66.91
2026-03-21T17:36:00Z,33.98,67.17
2026-03-21T17:37:00Z,34.00,64.22
2026-03-21T17:38:00Z,38.69,63.16
2026-03-21T17:39:00Z,33.37,67.83
2026-03-21T17:40:00Z,31.76,67.91
2026-03-21T17:41:00Z,30.00,71.06
2026-03-21T17:42:00Z,32.98,68.02
2026-03-21T17:43:00Z,32.57,68.00
2026-03-21T17:44:00Z,32.57,67.00
2026-03-21T17:45:00Z,34.00,67.95
2026-03-21T17:46:00Z,32.59,70.56
2026-03-21T17:47:00Z,30.93,69.21
2026-03-21T17:48:00Z,31.00,70.00
2026-03-21T17:49:00Z,33.10,68.00
2026-03-21T17:50:00Z,32.33,69.81
2026-03-21T17:51:00Z,30.61,77.30
2026-03-21T17:52:00Z,22.04,77.49
2026-03-21T17:53:00Z,14.18,85.11
2026-03-21T17:54:00Z,14.50,85.95
2026-03-21T17:55:00Z,14.32,86.91
2026-03-21T17:56:00Z,14.57,86.15
2026-03-21T17:57:00Z,23.70,83.99
2026-03-21T17:58:00Z,26.00,78.70
2026-03-21T17:59:00Z,32.03,68.73
2026-03-21T18:00:00Z,30.63,69.42
2026-03-21T18:01:00Z,33.45,67.18
2026-03-21T18:02:00Z,32.91,68.73
2026-03-21T18:03:00Z,31.71,68.75
2026-03-21T18:04:00Z,30.73,70.28
2026-03-21T18:05:00Z,30.30,68.73
2026-03-21T18:06:00Z,31.28,71.27
2026-03-21T18:07:00Z,33.30,67.48
2026-03-21T18:08:00Z,34.97,66.06
2026-03-21T18:09:00Z,34.53,66.09
2026-03-21T18:10:00Z,32.31,69.48
2026-03-21T18:11:00Z,31.46,70.21
2026-03-21T18:12:00Z,33.66,65.36
2026-03-21T18:13:00Z,31.00,69.18
2026-03-21T18:14:00Z,31.41,70.72
2026-03-21T18:15:00Z,32.49,66.20
2026-03-21T18:16:00Z,34.81,67.00
2026-03-21T18:17:00Z,31.40,69.38
2026-03-21T18:18:00Z,31.03,67.33
2026-03-21T18:19:00Z,34.91,65.99
2026-03-21T18:20:00Z,34.75,65.98
2026-03-21T18:21:00Z,33.54,67.45
2026-03-21T18:22:00Z,30.86,70.72
2026-03-21T18:23:00Z,29.42,71.75
2026-03-21T18:24:00Z,31.76,69.65
2026-03-21T18:25:00Z,26.02,75.44
2026-03-21T18:26:00Z,16.32,82.37
2026-03-21T18:27:00Z,11.81,87.72
2026-03-21T18:28:00Z,13.88,86.89
2026-03-21T18:29:00Z,15.80,84.38
2026-03-21T18:30:00Z,12.44,87.49
2026-03-21T18:31:00Z,12.59,87.03
2026-03-21T18:32:00Z,12.62,87.76
2026-03-21T18:33:00Z,12.84,87.34
2026-03-21T18:34:00Z,12.04,88.15
2026-03-21T18:35:00Z,18.57,81.97
2026-03-21T18:36:00Z,23.80,75.86
2026-03-21T18:37:00Z,25.89,75.57
2026-03-21T18:38:00Z,23.81,75.18
2026-03-21T18:39:00Z,26.36,74.55
2026-03-21T18:40:00Z,18.51,80.64
2026-03-21T18:41:00Z,14.64,86.34
2026-03-21T18:42:00Z,15.40,87.17
2026-03-21T18:43:00Z,16.11,85.11
2026-03-21T18:44:00Z,18.47,81.51
2026-03-21T18:45:00Z,17.77,82.23
2026-03-21T18:46:00Z,16.41,81.26
2026-03-21T18:47:00Z,19.23,81.11
2026-03-21T18:48:00Z,18.87,80.89
2026-03-21T18:49:00Z,18.75,82.09
2026-03-21T18:50:00Z,15.20,83.02
2026-03-21T18:51:00Z,13.92,86.98
2026-03-21T18:52:00Z,14.00,86.77
2026-03-21T18:53:00Z,12.90,87.51
2026-03-21T18:54:00Z,8.85,90.37
2026-03-21T18:55:00Z,13.84,86.09
2026-03-21T18:56:00Z,15.69,86.81
2026-03-21T18:57:00Z,10.14,88.98
2026-03-21T18:58:00Z,10.65,90.10
2026-03-21T18:59:00Z,14.57,86.80
2026-03-21T19:00:00Z,15.83,84.01
2026-03-21T19:01:00Z,14.87,86.27
2026-03-21T19:02:00Z,14.03,86.01
2026-03-21T19:03:00Z,14.45,86.28
2026-03-21T19:04:00Z,13.89,86.75
2026-03-21T19:05:00Z,14.00,87.00
2026-03-21T19:06:00Z,15.01,85.62
2026-03-21T19:07:00Z,12.28,88.43
2026-03-21T19:08:00Z,9.89,88.81
2026-03-21T19:09:00Z,4.72,94.41
2026-03-21T19:10:00Z,4.57,96.12
2026-03-21T19:11:00Z,5.54,95.34
2026-03-21T19:12:00Z,9.11,91.89
2026-03-21T19:13:00Z,13.36,87.71
2026-03-21T19:14:00Z,13.99,86.55
2026-03-21T19:15:00Z,14.32,86.47
2026-03-21T19:16:00Z,17.78,82.43
2026-03-21T19:17:00Z,17.65,83.02
2026-03-21T19:18:00Z,17.42,83.11
2026-03-21T19:19:00Z,14.84,85.44
2026-03-21T19:20:00Z,12.12,86.99
2026-03-21T19:21:00Z,12.95,87.71
2026-03-21T19:22:00Z,12.91,87.32
2026-03-21T19:23:00Z,12.25,88.82
2026-03-21T19:24:00Z,11.07,89.97
2026-03-21T19:25:00Z,8.80,90.36
2026-03-21T19:26:00Z,14.41,86.80
2026-03-21T19:27:00Z,17.58,83.20
2026-03-21T19:28:00Z,14.59,84.85
2026-03-21T19:29:00Z,13.22,87.41
2026-03-21T19:30:00Z,12.57,87.84
2026-03-21T19:31:00Z,12.59,87.98
2026-03-21T19:32:00Z,11.70,89.80
2026-03-21T19:33:00Z,12.82,88.00
2026-03-21T19:34:00Z,10.13,90.77
2026-03-21T19:35:00Z,3.46,96.88
2026-03-21T19:36:00Z,3.46,99.00
2026-03-21T19:37:00Z,1.00,99.00
2026-03-21T19:38:00Z,1.00,99.00
2026-03-21T19:39:00Z,1.00,99.00
2026-03-21T19:40:00Z,1.00,99.00
2026-03-21T19:41:00Z,1.00,99.00
2026-03-21T19:42:00Z,1.00,99.00
2026-03-21T19:43:00Z,1.00,99.00
