# event_ticker=KXATPMATCH-26MAR21AUGFUC
# final_score=7-6(3) 7-5
# score_resolution=6-7 5-7
# match_winner=Felix Auger-Aliassime
# fav_player=Marton Fucsovics
# dog_player=Felix Auger-Aliassime
# kalshi_date=2026-03-21
timestamp,Marton Fucsovics,Felix Auger-Aliassime
2026-03-21T05:35:00Z,,73.00
2026-03-21T05:43:00Z,27.00,75.00
2026-03-21T05:44:00Z,27.00,73.00
2026-03-21T05:54:00Z,27.13,74.94
2026-03-21T05:55:00Z,27.00,75.90
2026-03-21T06:03:00Z,27.00,75.00
2026-03-21T06:04:00Z,27.00,75.00
2026-03-21T06:41:00Z,27.00,75.23
2026-03-21T06:52:00Z,27.00,75.00
2026-03-21T06:53:00Z,27.00,75.98
2026-03-21T06:54:00Z,27.00,75.00
2026-03-21T07:01:00Z,27.00,75.00
2026-03-21T07:20:00Z,27.00,75.00
2026-03-21T07:24:00Z,27.00,75.00
2026-03-21T07:26:00Z,27.00,74.79
2026-03-21T07:29:00Z,27.00,75.14
2026-03-21T07:33:00Z,27.00,76.00
2026-03-21T07:39:00Z,27.00,77.00
2026-03-21T07:54:00Z,27.00,77.92
2026-03-21T07:55:00Z,26.47,77.97
2026-03-21T07:56:00Z,26.47,78.26
2026-03-21T08:06:00Z,26.47,75.00
2026-03-21T08:09:00Z,26.47,75.00
2026-03-21T08:13:00Z,26.47,75.00
2026-03-21T08:17:00Z,26.47,79.00
2026-03-21T08:20:00Z,26.47,75.00
2026-03-21T08:21:00Z,28.26,75.00
2026-03-21T08:22:00Z,27.00,75.00
2026-03-21T08:24:00Z,27.00,75.00
2026-03-21T08:27:00Z,27.00,78.97
2026-03-21T08:31:00Z,27.00,75.00
2026-03-21T08:34:00Z,27.00,75.00
2026-03-21T08:38:00Z,27.00,75.00
2026-03-21T08:42:00Z,27.00,75.00
2026-03-21T08:45:00Z,27.00,75.80
2026-03-21T08:48:00Z,27.00,75.00
2026-03-21T08:52:00Z,27.00,75.00
2026-03-21T08:55:00Z,27.00,75.00
2026-03-21T08:58:00Z,27.00,75.00
2026-03-21T09:01:00Z,27.00,76.09
2026-03-21T09:07:00Z,27.00,74.00
2026-03-21T09:09:00Z,27.00,73.43
2026-03-21T09:17:00Z,27.00,72.00
2026-03-21T09:18:00Z,27.00,72.00
2026-03-21T09:24:00Z,30.00,72.00
2026-03-21T09:40:00Z,30.00,72.00
2026-03-21T09:41:00Z,30.00,72.00
2026-03-21T09:42:00Z,30.00,72.00
2026-03-21T09:44:00Z,30.00,72.00
2026-03-21T10:10:00Z,30.00,72.00
2026-03-21T10:29:00Z,30.00,73.00
2026-03-21T10:37:00Z,29.00,73.00
2026-03-21T10:45:00Z,29.00,73.00
2026-03-21T10:50:00Z,29.00,73.00
2026-03-21T11:08:00Z,29.00,73.00
2026-03-21T11:16:00Z,29.00,73.00
2026-03-21T11:17:00Z,29.00,73.00
2026-03-21T11:18:00Z,27.02,73.00
2026-03-21T11:24:00Z,27.02,74.00
2026-03-21T11:27:00Z,27.00,74.00
2026-03-21T11:39:00Z,27.00,74.00
2026-03-21T11:46:00Z,28.00,74.00
2026-03-21T11:52:00Z,28.00,74.00
2026-03-21T11:54:00Z,28.00,73.00
2026-03-21T11:58:00Z,28.00,73.47
2026-03-21T11:59:00Z,28.00,74.00
2026-03-21T12:01:00Z,28.00,74.00
2026-03-21T12:08:00Z,28.00,74.00
2026-03-21T12:46:00Z,28.00,74.00
2026-03-21T12:47:00Z,28.00,74.00
2026-03-21T12:49:00Z,27.99,74.00
2026-03-21T12:52:00Z,27.99,73.00
2026-03-21T12:53:00Z,27.99,72.57
2026-03-21T12:59:00Z,27.99,72.00
2026-03-21T13:14:00Z,27.99,71.00
2026-03-21T13:21:00Z,27.99,71.00
2026-03-21T13:22:00Z,27.99,71.00
2026-03-21T13:26:00Z,27.99,72.00
2026-03-21T13:27:00Z,27.99,72.00
2026-03-21T13:39:00Z,27.99,72.00
2026-03-21T13:40:00Z,29.00,72.00
2026-03-21T13:43:00Z,29.00,72.00
2026-03-21T13:44:00Z,29.00,72.00
2026-03-21T13:49:00Z,29.00,72.00
2026-03-21T13:50:00Z,29.00,72.00
2026-03-21T13:55:00Z,29.00,72.00
2026-03-21T13:57:00Z,29.00,72.00
2026-03-21T13:58:00Z,29.00,72.00
2026-03-21T13:59:00Z,29.00,72.00
2026-03-21T14:04:00Z,29.00,72.00
2026-03-21T14:06:00Z,29.00,72.00
2026-03-21T14:07:00Z,29.00,72.00
2026-03-21T14:13:00Z,29.00,72.00
2026-03-21T14:15:00Z,29.00,72.00
2026-03-21T14:16:00Z,29.00,72.00
2026-03-21T14:18:00Z,29.00,72.00
2026-03-21T14:19:00Z,29.00,72.00
2026-03-21T14:21:00Z,29.00,72.00
2026-03-21T14:22:00Z,29.00,72.00
2026-03-21T14:23:00Z,29.00,72.00
2026-03-21T14:25:00Z,29.00,72.00
2026-03-21T14:26:00Z,29.00,72.00
2026-03-21T14:30:00Z,29.00,72.00
2026-03-21T14:34:00Z,29.00,72.00
2026-03-21T14:41:00Z,29.00,72.00
2026-03-21T14:42:00Z,29.00,72.00
2026-03-21T14:45:00Z,29.00,72.00
2026-03-21T14:46:00Z,29.00,72.00
2026-03-21T14:49:00Z,29.00,72.00
2026-03-21T14:51:00Z,29.00,72.00
2026-03-21T14:57:00Z,29.00,72.00
2026-03-21T14:59:00Z,29.00,72.00
2026-03-21T15:00:00Z,29.00,72.00
2026-03-21T15:02:00Z,28.00,72.00
2026-03-21T15:03:00Z,28.00,72.00
2026-03-21T15:04:00Z,28.00,72.00
2026-03-21T15:05:00Z,28.00,72.00
2026-03-21T15:07:00Z,28.00,72.00
2026-03-21T15:09:00Z,28.00,72.00
2026-03-21T15:10:00Z,29.00,72.00
2026-03-21T15:12:00Z,29.00,72.00
2026-03-21T15:18:00Z,29.00,72.00
2026-03-21T15:21:00Z,29.00,72.00
2026-03-21T15:23:00Z,29.00,72.00
2026-03-21T15:24:00Z,29.00,72.00
2026-03-21T15:26:00Z,29.00,72.00
2026-03-21T15:27:00Z,29.00,72.00
2026-03-21T15:31:00Z,29.00,72.00
2026-03-21T15:32:00Z,29.00,72.00
2026-03-21T15:36:00Z,29.00,72.00
2026-03-21T15:38:00Z,29.00,72.00
2026-03-21T15:39:00Z,29.00,72.00
2026-03-21T15:42:00Z,29.00,72.00
2026-03-21T15:44:00Z,29.00,72.00
2026-03-21T15:45:00Z,29.00,72.00
2026-03-21T15:46:00Z,29.00,72.00
2026-03-21T15:49:00Z,29.00,72.00
2026-03-21T15:50:00Z,29.00,72.00
2026-03-21T15:51:00Z,29.00,72.00
2026-03-21T15:55:00Z,29.00,72.00
2026-03-21T15:56:00Z,29.00,72.00
2026-03-21T15:57:00Z,29.00,72.00
2026-03-21T15:58:00Z,29.00,72.00
2026-03-21T15:59:00Z,29.00,72.00
2026-03-21T16:00:00Z,29.00,72.00
2026-03-21T16:02:00Z,29.00,72.00
2026-03-21T16:03:00Z,29.00,72.00
2026-03-21T16:05:00Z,29.00,71.00
2026-03-21T16:06:00Z,29.00,72.00
2026-03-21T16:08:00Z,29.00,71.00
2026-03-21T16:12:00Z,29.00,71.00
2026-03-21T16:13:00Z,29.00,70.00
2026-03-21T16:15:00Z,30.00,70.00
2026-03-21T16:16:00Z,30.67,70.00
2026-03-21T16:18:00Z,31.00,70.00
2026-03-21T16:21:00Z,31.00,70.00
2026-03-21T16:22:00Z,31.00,70.00
2026-03-21T16:24:00Z,31.00,70.00
2026-03-21T16:26:00Z,31.00,70.00
2026-03-21T16:27:00Z,31.00,70.00
2026-03-21T16:28:00Z,31.00,70.00
2026-03-21T16:30:00Z,31.00,70.00
2026-03-21T16:31:00Z,31.00,70.00
2026-03-21T16:32:00Z,31.00,70.00
2026-03-21T16:33:00Z,32.00,69.00
2026-03-21T16:34:00Z,32.00,69.00
2026-03-21T16:35:00Z,31.00,69.00
2026-03-21T16:36:00Z,31.00,69.00
2026-03-21T16:37:00Z,31.00,69.00
2026-03-21T16:38:00Z,31.00,69.00
2026-03-21T16:39:00Z,31.00,69.00
2026-03-21T16:40:00Z,31.00,69.00
2026-03-21T16:41:00Z,31.00,69.41
2026-03-21T16:48:00Z,32.00,69.00
2026-03-21T16:49:00Z,32.00,69.00
2026-03-21T16:50:00Z,32.00,69.00
