# event_ticker=KXATPCHALLENGERMATCH-26FEB12COLDAM
# final_score=7-6(5) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Raphael Collignon
# fav_player=Raphael Collignon
# dog_player=Martin Damm Jr
# kalshi_date=2026-02-12
timestamp,Raphael Collignon,Martin Damm Jr
2026-02-12T06:07:00Z,81.00,
2026-02-12T07:36:00Z,65.00,41.00
2026-02-12T10:41:00Z,65.00,46.00
2026-02-12T11:12:00Z,62.00,46.00
2026-02-12T11:40:00Z,60.00,46.00
2026-02-12T12:01:00Z,63.00,41.00
2026-02-12T12:05:00Z,62.24,42.52
2026-02-12T12:06:00Z,64.00,41.00
2026-02-12T12:24:00Z,63.00,41.00
2026-02-12T12:31:00Z,64.00,41.00
2026-02-12T12:32:00Z,64.75,41.00
2026-02-12T12:33:00Z,64.00,41.00
2026-02-12T12:38:00Z,64.00,42.00
2026-02-12T12:43:00Z,63.00,42.00
2026-02-12T12:52:00Z,62.00,42.00
2026-02-12T12:56:00Z,62.00,41.00
2026-02-12T12:58:00Z,62.00,41.00
2026-02-12T13:04:00Z,62.00,41.00
2026-02-12T13:05:00Z,62.00,41.00
2026-02-12T13:16:00Z,62.00,41.00
2026-02-12T13:17:00Z,62.00,42.00
2026-02-12T13:18:00Z,62.00,42.00
2026-02-12T13:19:00Z,62.00,42.00
2026-02-12T13:23:00Z,62.00,42.00
2026-02-12T13:24:00Z,62.00,42.00
2026-02-12T13:25:00Z,62.00,42.00
2026-02-12T13:27:00Z,62.00,42.00
2026-02-12T13:28:00Z,62.00,42.00
2026-02-12T13:30:00Z,62.00,42.00
2026-02-12T13:33:00Z,62.00,42.00
2026-02-12T13:34:00Z,62.00,42.00
2026-02-12T13:35:00Z,59.75,42.00
2026-02-12T13:36:00Z,62.00,41.00
2026-02-12T13:38:00Z,62.00,41.00
2026-02-12T13:46:00Z,62.00,42.00
2026-02-12T13:47:00Z,62.45,42.00
2026-02-12T13:48:00Z,63.00,42.00
2026-02-12T13:50:00Z,63.00,42.00
2026-02-12T13:52:00Z,60.00,42.00
2026-02-12T13:56:00Z,63.00,42.00
2026-02-12T13:58:00Z,63.00,42.00
2026-02-12T13:59:00Z,63.00,42.00
2026-02-12T14:01:00Z,63.00,42.00
2026-02-12T14:02:00Z,63.00,42.00
2026-02-12T14:03:00Z,63.00,42.00
2026-02-12T14:05:00Z,63.00,42.00
2026-02-12T14:06:00Z,63.00,42.00
2026-02-12T14:07:00Z,63.00,42.00
2026-02-12T14:08:00Z,63.00,42.00
2026-02-12T14:12:00Z,63.00,42.00
2026-02-12T14:15:00Z,62.00,42.00
2026-02-12T14:16:00Z,63.00,42.00
2026-02-12T14:24:00Z,63.00,41.00
2026-02-12T14:26:00Z,63.00,41.00
2026-02-12T14:27:00Z,63.00,40.00
2026-02-12T14:28:00Z,63.00,40.00
2026-02-12T14:32:00Z,63.00,40.00
2026-02-12T14:33:00Z,63.55,40.00
2026-02-12T14:40:00Z,63.00,39.00
2026-02-12T14:41:00Z,63.00,40.00
2026-02-12T14:43:00Z,63.80,40.00
2026-02-12T14:45:00Z,63.00,40.00
2026-02-12T14:55:00Z,63.00,40.00
2026-02-12T14:57:00Z,63.00,40.00
2026-02-12T14:59:00Z,63.83,40.00
2026-02-12T15:00:00Z,63.67,40.00
2026-02-12T15:01:00Z,64.00,40.00
2026-02-12T15:02:00Z,62.47,40.00
2026-02-12T15:04:00Z,58.36,44.22
2026-02-12T15:07:00Z,59.00,44.22
2026-02-12T15:08:00Z,59.00,44.22
2026-02-12T15:09:00Z,59.00,42.00
2026-02-12T15:10:00Z,60.00,42.00
2026-02-12T15:11:00Z,60.00,42.00
2026-02-12T15:12:00Z,60.00,42.00
2026-02-12T15:13:00Z,60.00,42.00
2026-02-12T15:14:00Z,60.00,42.00
2026-02-12T15:15:00Z,60.00,40.00
2026-02-12T15:16:00Z,60.69,40.00
2026-02-12T15:20:00Z,60.69,42.00
2026-02-12T15:22:00Z,61.00,42.00
2026-02-12T15:24:00Z,61.00,42.00
2026-02-12T15:25:00Z,62.00,42.00
2026-02-12T15:27:00Z,62.00,42.00
2026-02-12T15:28:00Z,58.00,42.00
2026-02-12T15:43:00Z,60.69,42.00
2026-02-12T15:49:00Z,62.00,42.00
2026-02-12T15:51:00Z,62.81,42.00
2026-02-12T15:57:00Z,62.81,37.50
2026-02-12T15:58:00Z,62.84,37.50
2026-02-12T16:00:00Z,61.14,39.87
2026-02-12T16:01:00Z,61.14,38.00
2026-02-12T16:02:00Z,61.14,41.00
2026-02-12T16:03:00Z,57.06,41.00
2026-02-12T16:04:00Z,61.09,41.00
2026-02-12T16:05:00Z,62.00,40.96
2026-02-12T16:06:00Z,61.44,41.00
2026-02-12T16:07:00Z,57.26,41.10
2026-02-12T16:08:00Z,60.53,41.10
2026-02-12T16:09:00Z,60.00,41.10
2026-02-12T16:10:00Z,60.11,39.00
2026-02-12T16:11:00Z,62.09,40.39
2026-02-12T16:12:00Z,63.23,40.12
2026-02-12T16:13:00Z,60.49,44.13
2026-02-12T16:14:00Z,57.71,44.02
2026-02-12T16:15:00Z,57.06,41.09
2026-02-12T16:16:00Z,58.29,41.09
2026-02-12T16:17:00Z,60.00,41.09
2026-02-12T16:18:00Z,68.27,33.70
2026-02-12T16:19:00Z,76.10,25.83
2026-02-12T16:20:00Z,80.00,21.00
2026-02-12T16:21:00Z,78.99,23.96
2026-02-12T16:22:00Z,75.30,25.56
2026-02-12T16:23:00Z,75.91,27.49
2026-02-12T16:24:00Z,63.51,35.27
2026-02-12T16:25:00Z,57.24,42.28
2026-02-12T16:26:00Z,57.63,47.47
2026-02-12T16:27:00Z,56.00,47.00
2026-02-12T16:28:00Z,55.23,45.36
2026-02-12T16:29:00Z,55.08,46.36
2026-02-12T16:30:00Z,57.15,43.16
2026-02-12T16:31:00Z,56.00,44.23
2026-02-12T16:32:00Z,56.64,48.16
2026-02-12T16:33:00Z,52.94,48.77
2026-02-12T16:34:00Z,56.06,46.17
2026-02-12T16:35:00Z,57.22,44.01
2026-02-12T16:36:00Z,59.09,42.41
2026-02-12T16:37:00Z,54.38,47.97
2026-02-12T16:38:00Z,49.94,50.10
2026-02-12T16:39:00Z,58.10,43.47
2026-02-12T16:40:00Z,58.60,44.52
2026-02-12T16:41:00Z,46.84,57.92
2026-02-12T16:42:00Z,52.93,47.82
2026-02-12T16:43:00Z,61.03,37.65
2026-02-12T16:44:00Z,80.74,20.71
2026-02-12T16:45:00Z,81.71,19.72
2026-02-12T16:46:00Z,82.13,19.29
2026-02-12T16:47:00Z,81.59,20.72
2026-02-12T16:48:00Z,81.76,19.50
2026-02-12T16:49:00Z,79.09,21.40
2026-02-12T16:50:00Z,78.21,24.76
2026-02-12T16:51:00Z,75.12,28.62
2026-02-12T16:52:00Z,71.80,29.83
2026-02-12T16:53:00Z,77.93,25.01
2026-02-12T16:54:00Z,79.00,21.83
2026-02-12T16:55:00Z,78.10,22.04
2026-02-12T16:56:00Z,80.11,21.67
2026-02-12T16:57:00Z,78.29,23.69
2026-02-12T16:58:00Z,72.12,30.58
2026-02-12T16:59:00Z,61.49,36.74
2026-02-12T17:00:00Z,58.81,41.99
2026-02-12T17:01:00Z,56.86,44.16
2026-02-12T17:02:00Z,58.73,42.24
2026-02-12T17:03:00Z,56.32,43.65
2026-02-12T17:04:00Z,57.50,42.90
2026-02-12T17:05:00Z,57.94,44.17
2026-02-12T17:06:00Z,58.77,41.05
2026-02-12T17:07:00Z,57.09,44.77
2026-02-12T17:08:00Z,56.31,43.01
2026-02-12T17:09:00Z,63.35,39.28
2026-02-12T17:10:00Z,66.18,36.83
2026-02-12T17:11:00Z,68.83,32.42
2026-02-12T17:12:00Z,67.10,36.60
2026-02-12T17:13:00Z,67.10,33.59
2026-02-12T17:14:00Z,63.86,38.87
2026-02-12T17:15:00Z,64.68,37.03
2026-02-12T17:16:00Z,70.53,29.34
2026-02-12T17:17:00Z,81.42,18.81
2026-02-12T17:18:00Z,78.83,22.12
2026-02-12T17:19:00Z,80.97,21.62
2026-02-12T17:20:00Z,81.81,15.49
2026-02-12T17:21:00Z,85.18,15.58
2026-02-12T17:22:00Z,87.60,13.40
2026-02-12T17:23:00Z,88.37,11.74
2026-02-12T17:24:00Z,86.89,14.59
2026-02-12T17:25:00Z,82.33,18.63
2026-02-12T17:26:00Z,82.45,19.13
2026-02-12T17:27:00Z,83.63,16.79
2026-02-12T17:28:00Z,85.09,16.54
2026-02-12T17:29:00Z,86.89,15.02
2026-02-12T17:30:00Z,85.61,12.89
2026-02-12T17:31:00Z,80.71,19.40
2026-02-12T17:32:00Z,81.79,18.32
2026-02-12T17:33:00Z,81.36,18.52
2026-02-12T17:34:00Z,79.91,21.33
2026-02-12T17:35:00Z,84.11,18.81
2026-02-12T17:36:00Z,81.28,19.72
2026-02-12T17:37:00Z,89.45,16.62
2026-02-12T17:38:00Z,94.77,3.92
2026-02-12T17:39:00Z,96.49,3.92
2026-02-12T17:40:00Z,95.66,6.64
2026-02-12T17:41:00Z,99.00,1.00
2026-02-12T17:42:00Z,99.00,1.00
