# event_ticker=KXATPCHALLENGERMATCH-26MAR30MIDFER
# final_score=6-3 3-6 6-4
# score_resolution=3-6 6-3 4-6
# match_winner=Lautaro Midon
# fav_player=Bruno Fernandez
# dog_player=Lautaro Midon
# kalshi_date=2026-03-30
timestamp,Bruno Fernandez,Lautaro Midon
2026-03-30T13:34:00Z,,84.00
2026-03-30T13:58:00Z,,83.00
2026-03-30T14:06:00Z,,83.00
2026-03-30T14:35:00Z,,83.00
2026-03-30T14:36:00Z,,83.00
2026-03-30T14:58:00Z,,83.00
2026-03-30T15:00:00Z,17.00,83.00
2026-03-30T15:44:00Z,17.00,83.00
2026-03-30T16:40:00Z,17.00,84.00
2026-03-30T16:45:00Z,17.00,84.00
2026-03-30T16:47:00Z,17.00,84.00
2026-03-30T16:48:00Z,17.00,84.00
2026-03-30T17:12:00Z,17.00,84.00
2026-03-30T17:13:00Z,18.00,84.00
2026-03-30T17:31:00Z,18.00,84.00
2026-03-30T17:43:00Z,18.00,84.00
2026-03-30T17:47:00Z,18.00,83.00
2026-03-30T17:51:00Z,18.00,83.00
2026-03-30T18:04:00Z,17.00,83.00
2026-03-30T18:11:00Z,17.00,83.00
2026-03-30T18:23:00Z,17.00,83.00
2026-03-30T18:28:00Z,17.00,83.00
2026-03-30T18:34:00Z,17.00,83.00
2026-03-30T19:13:00Z,19.00,83.00
2026-03-30T20:28:00Z,19.00,83.00
2026-03-30T20:33:00Z,19.00,83.00
2026-03-30T20:38:00Z,19.00,83.52
2026-03-30T21:03:00Z,19.00,83.00
2026-03-30T21:04:00Z,19.00,83.00
2026-03-30T21:08:00Z,19.00,83.00
2026-03-30T21:09:00Z,18.00,83.00
2026-03-30T21:49:00Z,18.00,83.04
2026-03-30T21:50:00Z,18.00,83.04
2026-03-30T21:53:00Z,18.00,84.93
2026-03-30T21:54:00Z,18.00,84.93
2026-03-30T21:57:00Z,18.00,84.00
2026-03-30T21:58:00Z,18.00,84.00
2026-03-30T21:59:00Z,18.35,84.00
2026-03-30T22:01:00Z,18.35,84.97
2026-03-30T22:06:00Z,18.00,84.97
2026-03-30T22:08:00Z,16.00,84.97
2026-03-30T22:11:00Z,18.00,84.97
2026-03-30T22:14:00Z,18.00,84.97
2026-03-30T22:19:00Z,18.00,84.97
2026-03-30T22:22:00Z,18.00,84.97
2026-03-30T22:24:00Z,18.00,84.97
2026-03-30T22:25:00Z,18.00,84.97
2026-03-30T22:33:00Z,18.00,84.97
2026-03-30T22:45:00Z,18.00,82.00
2026-03-30T22:52:00Z,18.00,82.00
2026-03-30T22:56:00Z,15.04,82.00
2026-03-30T23:01:00Z,18.00,82.00
2026-03-30T23:16:00Z,18.00,82.00
2026-03-30T23:18:00Z,18.26,82.00
2026-03-30T23:20:00Z,17.76,82.00
2026-03-30T23:22:00Z,18.00,82.00
2026-03-30T23:23:00Z,18.35,82.00
2026-03-30T23:25:00Z,18.00,82.00
2026-03-30T23:26:00Z,18.73,82.00
2026-03-30T23:27:00Z,17.97,82.00
2026-03-30T23:28:00Z,18.00,82.00
2026-03-30T23:29:00Z,18.68,82.00
2026-03-30T23:30:00Z,15.72,85.84
2026-03-30T23:31:00Z,18.36,85.00
2026-03-30T23:32:00Z,16.81,84.25
2026-03-30T23:33:00Z,11.66,86.98
2026-03-30T23:34:00Z,12.08,87.00
2026-03-30T23:35:00Z,16.31,84.98
2026-03-30T23:36:00Z,19.00,81.92
2026-03-30T23:37:00Z,16.71,83.96
2026-03-30T23:38:00Z,19.86,83.96
2026-03-30T23:39:00Z,18.13,80.02
2026-03-30T23:40:00Z,16.09,84.98
2026-03-30T23:41:00Z,16.00,84.98
2026-03-30T23:42:00Z,17.00,84.00
2026-03-30T23:43:00Z,18.00,82.00
2026-03-30T23:44:00Z,20.31,80.92
2026-03-30T23:45:00Z,21.59,78.60
2026-03-30T23:46:00Z,20.93,80.05
2026-03-30T23:47:00Z,17.98,82.00
2026-03-30T23:48:00Z,19.00,83.36
2026-03-30T23:49:00Z,12.68,87.00
2026-03-30T23:50:00Z,16.60,86.00
2026-03-30T23:51:00Z,15.40,86.24
2026-03-30T23:52:00Z,14.29,85.27
2026-03-30T23:53:00Z,9.11,91.00
2026-03-30T23:54:00Z,11.00,88.78
2026-03-30T23:55:00Z,10.03,91.00
2026-03-30T23:56:00Z,12.83,87.00
2026-03-30T23:57:00Z,14.54,86.74
2026-03-30T23:58:00Z,18.17,82.27
2026-03-30T23:59:00Z,16.00,82.08
2026-03-31T00:00:00Z,12.14,86.80
2026-03-31T00:01:00Z,9.64,89.36
2026-03-31T00:02:00Z,9.01,91.00
2026-03-31T00:03:00Z,8.00,93.00
2026-03-31T00:04:00Z,6.72,94.00
2026-03-31T00:05:00Z,6.39,94.00
2026-03-31T00:06:00Z,7.00,94.00
2026-03-31T00:07:00Z,7.06,94.00
2026-03-31T00:08:00Z,7.86,93.00
2026-03-31T00:09:00Z,10.00,91.00
2026-03-31T00:10:00Z,10.98,90.00
2026-03-31T00:11:00Z,9.00,91.00
2026-03-31T00:12:00Z,8.03,93.80
2026-03-31T00:13:00Z,7.84,93.69
2026-03-31T00:14:00Z,4.17,95.98
2026-03-31T00:15:00Z,2.82,97.00
2026-03-31T00:16:00Z,3.46,97.00
2026-03-31T00:17:00Z,4.37,96.00
2026-03-31T00:18:00Z,2.31,98.00
2026-03-31T00:19:00Z,3.00,98.61
2026-03-31T00:20:00Z,3.00,98.00
2026-03-31T00:21:00Z,3.00,98.00
2026-03-31T00:22:00Z,3.00,98.00
2026-03-31T00:23:00Z,3.00,96.98
2026-03-31T00:24:00Z,6.26,94.01
2026-03-31T00:25:00Z,7.02,95.50
2026-03-31T00:26:00Z,9.23,91.00
2026-03-31T00:27:00Z,13.23,91.00
2026-03-31T00:28:00Z,12.78,87.00
2026-03-31T00:29:00Z,14.33,84.99
2026-03-31T00:30:00Z,13.16,87.58
2026-03-31T00:31:00Z,21.71,81.87
2026-03-31T00:32:00Z,27.07,72.99
2026-03-31T00:33:00Z,28.61,73.98
2026-03-31T00:34:00Z,30.96,70.67
2026-03-31T00:35:00Z,32.11,68.00
2026-03-31T00:36:00Z,31.85,68.00
2026-03-31T00:37:00Z,35.90,63.02
2026-03-31T00:38:00Z,34.28,69.35
2026-03-31T00:39:00Z,30.54,68.46
2026-03-31T00:40:00Z,22.67,74.90
2026-03-31T00:41:00Z,13.04,83.55
2026-03-31T00:42:00Z,10.06,90.39
2026-03-31T00:43:00Z,14.09,85.97
2026-03-31T00:44:00Z,23.81,75.00
2026-03-31T00:45:00Z,25.97,74.27
2026-03-31T00:46:00Z,22.11,79.21
2026-03-31T00:47:00Z,30.92,71.49
2026-03-31T00:48:00Z,30.88,71.00
2026-03-31T00:49:00Z,25.86,73.84
2026-03-31T00:50:00Z,24.06,78.28
2026-03-31T00:51:00Z,9.83,90.84
2026-03-31T00:52:00Z,6.14,93.42
2026-03-31T00:53:00Z,5.43,94.46
2026-03-31T00:54:00Z,4.37,95.01
2026-03-31T00:55:00Z,3.40,97.06
2026-03-31T00:56:00Z,5.20,97.49
2026-03-31T00:57:00Z,5.97,95.08
2026-03-31T00:58:00Z,5.22,94.57
2026-03-31T00:59:00Z,5.13,95.00
2026-03-31T01:00:00Z,4.51,95.83
2026-03-31T01:01:00Z,5.26,94.86
2026-03-31T01:02:00Z,5.88,95.14
2026-03-31T01:03:00Z,10.30,87.94
2026-03-31T01:04:00Z,15.82,82.83
2026-03-31T01:05:00Z,23.73,76.68
2026-03-31T01:06:00Z,23.92,76.77
2026-03-31T01:07:00Z,20.23,80.49
2026-03-31T01:08:00Z,20.07,82.70
2026-03-31T01:09:00Z,11.87,89.84
2026-03-31T01:10:00Z,17.87,85.67
2026-03-31T01:11:00Z,17.32,81.28
2026-03-31T01:12:00Z,25.66,76.97
2026-03-31T01:13:00Z,25.42,77.63
2026-03-31T01:14:00Z,34.00,65.03
2026-03-31T01:15:00Z,37.90,55.82
2026-03-31T01:16:00Z,35.97,68.49
2026-03-31T01:17:00Z,35.91,65.47
2026-03-31T01:18:00Z,32.81,65.91
2026-03-31T01:19:00Z,32.98,61.29
2026-03-31T01:20:00Z,59.11,37.57
2026-03-31T01:21:00Z,28.40,66.38
2026-03-31T01:22:00Z,23.53,76.08
2026-03-31T01:23:00Z,24.34,78.29
2026-03-31T01:24:00Z,18.31,78.34
2026-03-31T01:25:00Z,29.85,70.11
2026-03-31T01:26:00Z,33.31,67.58
2026-03-31T01:27:00Z,27.58,76.57
2026-03-31T01:28:00Z,26.66,75.16
2026-03-31T01:29:00Z,10.99,88.75
2026-03-31T01:30:00Z,2.27,98.85
2026-03-31T01:31:00Z,2.27,99.00
2026-03-31T01:32:00Z,2.27,99.00
2026-03-31T01:33:00Z,2.27,99.00
