# event_ticker=KXATPMATCH-26JAN09RUBBOR
# final_score=6-3 6-4
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Nuno Borges
# kalshi_date=2026-01-09
timestamp,Andrey Rublev,Nuno Borges
2026-01-08T19:40:00Z,,35.00
2026-01-08T19:44:00Z,66.00,35.00
2026-01-08T20:06:00Z,63.00,35.00
2026-01-08T20:26:00Z,63.00,35.00
2026-01-08T21:02:00Z,64.00,35.00
2026-01-08T21:24:00Z,65.00,35.00
2026-01-08T21:26:00Z,65.00,35.00
2026-01-08T21:38:00Z,65.00,35.00
2026-01-08T21:52:00Z,65.00,35.00
2026-01-08T21:59:00Z,65.00,35.00
2026-01-08T22:01:00Z,65.00,35.00
2026-01-08T22:45:00Z,65.00,35.00
2026-01-08T23:26:00Z,65.00,35.00
2026-01-08T23:43:00Z,65.00,35.00
2026-01-08T23:55:00Z,65.00,35.00
2026-01-09T00:00:00Z,65.00,35.00
2026-01-09T00:15:00Z,65.00,35.00
2026-01-09T00:18:00Z,65.00,35.00
2026-01-09T00:25:00Z,65.00,35.00
2026-01-09T01:11:00Z,65.00,35.00
2026-01-09T01:23:00Z,65.00,35.00
2026-01-09T01:50:00Z,65.00,35.00
2026-01-09T02:18:00Z,64.00,35.00
2026-01-09T02:32:00Z,64.00,35.00
2026-01-09T02:44:00Z,64.00,35.00
2026-01-09T02:51:00Z,64.00,35.00
2026-01-09T03:06:00Z,65.00,35.00
2026-01-09T03:08:00Z,65.00,35.00
2026-01-09T03:21:00Z,65.00,35.00
2026-01-09T03:22:00Z,65.00,35.00
2026-01-09T03:25:00Z,65.00,35.00
2026-01-09T03:31:00Z,65.00,35.00
2026-01-09T03:37:00Z,65.00,35.00
2026-01-09T03:45:00Z,65.00,35.00
2026-01-09T04:00:00Z,65.00,35.00
2026-01-09T04:07:00Z,65.00,35.00
2026-01-09T04:09:00Z,64.00,35.00
2026-01-09T04:20:00Z,64.00,35.00
2026-01-09T04:36:00Z,64.00,35.00
2026-01-09T04:37:00Z,64.67,35.00
2026-01-09T04:38:00Z,65.00,35.00
2026-01-09T04:39:00Z,65.00,35.00
2026-01-09T04:41:00Z,65.00,35.00
2026-01-09T04:43:00Z,65.00,35.00
2026-01-09T04:47:00Z,65.00,35.00
2026-01-09T04:48:00Z,65.00,35.00
2026-01-09T04:49:00Z,65.00,35.00
2026-01-09T04:51:00Z,65.00,35.00
2026-01-09T04:52:00Z,65.00,35.00
2026-01-09T04:54:00Z,65.00,35.00
2026-01-09T04:57:00Z,65.00,35.00
2026-01-09T04:58:00Z,65.00,35.00
2026-01-09T04:59:00Z,65.00,35.00
2026-01-09T05:00:00Z,65.00,35.00
2026-01-09T05:01:00Z,65.00,35.00
2026-01-09T05:02:00Z,65.64,35.00
2026-01-09T05:04:00Z,66.00,35.00
