# event_ticker=KXATPMATCH-26APR03SHETIR
# final_score=6-7(5) 6-3 6-4
# score_resolution=7-6 3-6 4-6
# match_winner=Thiago Agustin Tirante
# fav_player=Ben Shelton
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-04-03
timestamp,Ben Shelton,Thiago Agustin Tirante
2026-04-03T07:19:00Z,68.00,
2026-04-03T07:23:00Z,68.00,
2026-04-03T07:25:00Z,68.00,34.00
2026-04-03T07:27:00Z,68.00,34.00
2026-04-03T07:28:00Z,68.00,34.00
2026-04-03T07:30:00Z,68.00,34.00
2026-04-03T07:35:00Z,68.00,34.00
2026-04-03T07:59:00Z,68.00,33.00
2026-04-03T08:00:00Z,68.00,33.00
2026-04-03T08:06:00Z,68.00,33.00
2026-04-03T08:14:00Z,68.00,33.00
2026-04-03T08:18:00Z,68.00,33.00
2026-04-03T08:26:00Z,68.00,33.00
2026-04-03T08:34:00Z,68.00,33.00
2026-04-03T08:39:00Z,68.00,33.00
2026-04-03T08:44:00Z,68.00,33.00
2026-04-03T09:00:00Z,68.00,33.00
2026-04-03T09:01:00Z,67.83,33.00
2026-04-03T09:13:00Z,67.50,33.00
2026-04-03T09:14:00Z,67.50,34.00
2026-04-03T09:23:00Z,68.00,34.00
2026-04-03T09:26:00Z,68.00,34.00
2026-04-03T09:45:00Z,68.00,34.00
2026-04-03T09:47:00Z,68.00,34.00
2026-04-03T09:50:00Z,68.00,34.00
2026-04-03T09:56:00Z,68.00,34.00
2026-04-03T09:59:00Z,68.00,34.00
2026-04-03T10:00:00Z,67.00,34.00
2026-04-03T10:01:00Z,68.00,34.00
2026-04-03T10:08:00Z,68.00,34.00
2026-04-03T10:33:00Z,68.00,34.00
2026-04-03T10:35:00Z,68.00,34.00
2026-04-03T10:36:00Z,68.00,34.00
2026-04-03T10:43:00Z,68.00,34.00
2026-04-03T10:55:00Z,68.00,34.00
2026-04-03T10:56:00Z,67.00,34.00
2026-04-03T11:00:00Z,67.00,34.00
2026-04-03T11:01:00Z,67.00,34.00
2026-04-03T11:06:00Z,68.00,34.00
2026-04-03T11:11:00Z,68.00,34.00
2026-04-03T11:14:00Z,68.00,34.00
2026-04-03T11:21:00Z,68.00,34.00
2026-04-03T11:24:00Z,68.00,34.00
2026-04-03T11:29:00Z,68.00,34.00
2026-04-03T11:30:00Z,68.00,34.00
2026-04-03T11:33:00Z,68.00,34.00
2026-04-03T11:34:00Z,68.00,34.00
2026-04-03T11:35:00Z,68.00,34.00
2026-04-03T11:36:00Z,68.00,34.00
2026-04-03T11:37:00Z,68.00,34.00
2026-04-03T11:40:00Z,68.00,34.00
2026-04-03T11:46:00Z,68.00,34.00
2026-04-03T11:48:00Z,67.00,34.00
2026-04-03T11:58:00Z,68.00,33.00
2026-04-03T12:00:00Z,68.00,33.00
2026-04-03T12:01:00Z,68.00,34.00
2026-04-03T12:04:00Z,68.00,34.00
2026-04-03T12:06:00Z,68.00,34.00
2026-04-03T12:07:00Z,68.00,34.00
2026-04-03T12:08:00Z,68.00,34.00
2026-04-03T12:12:00Z,68.00,34.00
2026-04-03T12:14:00Z,68.00,34.00
2026-04-03T12:16:00Z,68.00,34.00
2026-04-03T12:24:00Z,68.00,34.00
2026-04-03T12:27:00Z,67.00,34.00
2026-04-03T12:28:00Z,68.00,34.00
2026-04-03T12:34:00Z,68.00,34.00
2026-04-03T12:35:00Z,68.00,34.00
2026-04-03T12:36:00Z,68.00,34.00
2026-04-03T12:40:00Z,68.00,34.00
2026-04-03T12:41:00Z,68.00,34.00
2026-04-03T12:43:00Z,68.00,34.00
2026-04-03T12:45:00Z,68.00,34.00
2026-04-03T12:46:00Z,68.00,34.00
2026-04-03T12:48:00Z,68.00,34.00
2026-04-03T12:50:00Z,68.00,34.00
2026-04-03T12:51:00Z,68.00,34.00
2026-04-03T12:56:00Z,68.00,34.00
2026-04-03T12:57:00Z,68.85,34.00
2026-04-03T12:58:00Z,69.00,34.00
2026-04-03T13:00:00Z,68.94,34.00
2026-04-03T13:03:00Z,68.94,34.00
2026-04-03T13:04:00Z,68.00,34.00
2026-04-03T13:07:00Z,68.44,34.00
2026-04-03T13:08:00Z,69.00,34.00
2026-04-03T13:09:00Z,69.00,34.00
2026-04-03T13:12:00Z,69.00,34.00
2026-04-03T13:16:00Z,69.00,34.00
2026-04-03T13:18:00Z,69.00,34.00
2026-04-03T13:20:00Z,69.00,34.00
2026-04-03T13:23:00Z,69.00,34.00
2026-04-03T13:24:00Z,69.00,34.00
2026-04-03T13:25:00Z,69.00,34.00
2026-04-03T13:28:00Z,69.00,34.00
2026-04-03T13:29:00Z,68.01,34.00
2026-04-03T13:32:00Z,69.00,34.00
2026-04-03T13:34:00Z,69.00,34.00
2026-04-03T13:39:00Z,69.00,34.00
2026-04-03T13:40:00Z,69.00,34.00
2026-04-03T13:41:00Z,69.00,34.00
2026-04-03T13:42:00Z,69.00,34.00
2026-04-03T13:43:00Z,69.00,34.00
2026-04-03T13:46:00Z,69.00,34.00
2026-04-03T13:49:00Z,69.00,34.00
2026-04-03T13:50:00Z,69.00,34.00
2026-04-03T13:51:00Z,69.00,34.00
2026-04-03T13:52:00Z,69.00,34.00
2026-04-03T13:53:00Z,69.00,34.00
2026-04-03T13:54:00Z,69.00,34.00
2026-04-03T13:57:00Z,69.00,34.00
2026-04-03T13:58:00Z,68.00,34.00
2026-04-03T13:59:00Z,68.00,34.00
2026-04-03T14:01:00Z,68.60,34.00
2026-04-03T14:04:00Z,69.00,34.00
2026-04-03T14:06:00Z,69.00,34.00
2026-04-03T14:07:00Z,69.00,34.00
2026-04-03T14:10:00Z,67.00,34.00
2026-04-03T14:12:00Z,69.00,34.00
2026-04-03T14:13:00Z,69.00,34.00
2026-04-03T14:14:00Z,69.00,33.00
2026-04-03T14:15:00Z,69.00,33.00
2026-04-03T14:19:00Z,68.00,33.00
2026-04-03T14:21:00Z,68.00,33.00
2026-04-03T14:22:00Z,68.00,33.00
2026-04-03T14:23:00Z,68.00,33.00
2026-04-03T14:24:00Z,68.00,33.00
2026-04-03T14:25:00Z,68.00,33.00
2026-04-03T14:26:00Z,68.00,33.00
2026-04-03T14:27:00Z,68.00,33.00
2026-04-03T14:28:00Z,68.00,32.00
2026-04-03T14:29:00Z,69.00,32.00
2026-04-03T14:30:00Z,69.00,32.00
2026-04-03T14:31:00Z,69.00,32.00
2026-04-03T14:41:00Z,69.00,32.00
2026-04-03T14:42:00Z,69.00,33.00
2026-04-03T14:45:00Z,69.00,33.00
2026-04-03T14:49:00Z,69.00,33.00
2026-04-03T14:50:00Z,69.00,33.00
2026-04-03T14:52:00Z,68.00,33.00
2026-04-03T14:53:00Z,68.00,33.00
2026-04-03T14:54:00Z,68.00,33.00
2026-04-03T14:57:00Z,68.00,33.00
2026-04-03T15:00:00Z,68.08,33.00
2026-04-03T15:01:00Z,69.00,33.00
2026-04-03T15:05:00Z,69.00,33.00
2026-04-03T15:06:00Z,68.99,33.00
2026-04-03T15:07:00Z,68.00,33.00
2026-04-03T15:15:00Z,68.00,33.00
2026-04-03T15:17:00Z,68.00,33.00
2026-04-03T15:19:00Z,68.00,33.00
2026-04-03T15:20:00Z,68.00,33.00
2026-04-03T15:23:00Z,68.00,33.00
2026-04-03T15:24:00Z,68.00,33.00
2026-04-03T15:25:00Z,68.00,33.00
2026-04-03T15:28:00Z,67.00,33.00
2026-04-03T15:29:00Z,68.00,33.00
2026-04-03T15:30:00Z,68.00,33.00
2026-04-03T15:31:00Z,68.00,33.00
