# event_ticker=KXATPMATCH-25OCT06DAVMED
# final_score=6-3 7-6(5)
# score_resolution=3-6 6-7
# match_winner=Daniil Medvedev
# fav_player=Alejandro Davidovich Fokina
# dog_player=Daniil Medvedev
# kalshi_date=2025-10-06
timestamp,Alejandro Davidovich Fokina,Daniil Medvedev
2025-10-06T11:53:00Z,35.00,67.00
2025-10-06T11:54:00Z,35.00,67.00
2025-10-06T11:55:00Z,35.00,67.00
2025-10-06T12:01:00Z,35.00,67.00
2025-10-06T12:02:00Z,35.00,67.00
2025-10-06T12:03:00Z,36.00,67.00
2025-10-06T12:07:00Z,36.71,67.00
2025-10-06T12:15:00Z,36.62,67.00
2025-10-06T12:17:00Z,36.62,67.00
2025-10-06T12:20:00Z,37.00,67.00
2025-10-06T12:22:00Z,37.00,67.00
2025-10-06T12:23:00Z,37.00,67.00
2025-10-06T12:24:00Z,37.00,67.00
2025-10-06T12:27:00Z,37.00,67.00
2025-10-06T12:32:00Z,37.00,67.00
2025-10-06T12:33:00Z,37.00,67.00
2025-10-06T12:34:00Z,34.00,67.00
2025-10-06T12:36:00Z,34.00,67.00
2025-10-06T12:40:00Z,34.00,67.00
2025-10-06T12:46:00Z,34.00,67.00
2025-10-06T12:52:00Z,34.00,67.00
2025-10-06T12:53:00Z,34.00,67.00
2025-10-06T12:55:00Z,36.00,67.00
2025-10-06T12:56:00Z,37.60,67.02
2025-10-06T12:59:00Z,37.60,68.00
2025-10-06T13:00:00Z,37.60,68.00
2025-10-06T13:01:00Z,35.00,67.80
2025-10-06T13:02:00Z,35.00,67.00
2025-10-06T13:03:00Z,35.00,68.00
2025-10-06T13:04:00Z,35.00,68.00
2025-10-06T13:05:00Z,35.00,68.00
2025-10-06T13:06:00Z,35.00,68.00
2025-10-06T13:07:00Z,35.00,68.00
2025-10-06T13:08:00Z,35.00,68.00
2025-10-06T13:09:00Z,35.00,67.00
2025-10-06T13:10:00Z,35.00,67.00
2025-10-06T13:11:00Z,35.00,67.00
2025-10-06T13:12:00Z,36.00,68.00
2025-10-06T13:13:00Z,34.84,68.45
2025-10-06T13:14:00Z,34.00,69.05
2025-10-06T13:15:00Z,34.00,69.00
2025-10-06T13:16:00Z,35.58,69.00
2025-10-06T13:17:00Z,35.00,68.00
2025-10-06T13:18:00Z,35.16,68.00
2025-10-06T13:19:00Z,34.08,68.17
2025-10-06T13:20:00Z,34.00,67.96
2025-10-06T13:21:00Z,33.34,67.96
2025-10-06T13:22:00Z,31.00,69.87
2025-10-06T13:23:00Z,31.22,78.53
2025-10-06T13:24:00Z,29.58,78.53
2025-10-06T13:25:00Z,30.00,71.25
2025-10-06T13:26:00Z,26.51,74.52
2025-10-06T13:27:00Z,21.95,82.15
2025-10-06T13:28:00Z,20.03,80.18
2025-10-06T13:29:00Z,16.94,83.85
2025-10-06T13:30:00Z,17.00,84.00
2025-10-06T13:31:00Z,18.45,83.03
2025-10-06T13:32:00Z,16.00,84.35
2025-10-06T13:33:00Z,16.94,85.00
2025-10-06T13:34:00Z,17.47,85.51
2025-10-06T13:35:00Z,16.90,84.03
2025-10-06T13:36:00Z,16.95,85.34
2025-10-06T13:37:00Z,17.78,85.34
2025-10-06T13:38:00Z,16.99,85.33
2025-10-06T13:39:00Z,15.71,85.50
2025-10-06T13:40:00Z,15.00,86.00
2025-10-06T13:41:00Z,16.00,86.65
2025-10-06T13:42:00Z,17.28,85.01
2025-10-06T13:43:00Z,17.29,85.00
2025-10-06T13:44:00Z,17.47,85.00
2025-10-06T13:45:00Z,15.63,85.33
2025-10-06T13:46:00Z,14.11,87.62
2025-10-06T13:47:00Z,14.00,88.00
2025-10-06T13:48:00Z,14.20,87.45
2025-10-06T13:49:00Z,12.75,88.91
2025-10-06T13:50:00Z,11.03,91.00
2025-10-06T13:51:00Z,11.26,89.59
2025-10-06T13:52:00Z,11.74,88.71
2025-10-06T13:53:00Z,13.14,89.00
2025-10-06T13:54:00Z,12.00,89.49
2025-10-06T13:55:00Z,11.49,90.00
2025-10-06T13:56:00Z,12.49,88.87
2025-10-06T13:57:00Z,11.54,89.81
2025-10-06T13:58:00Z,11.51,89.30
2025-10-06T13:59:00Z,10.89,89.30
2025-10-06T14:00:00Z,10.83,90.07
2025-10-06T14:01:00Z,11.00,90.36
2025-10-06T14:02:00Z,11.05,90.72
2025-10-06T14:03:00Z,12.00,90.26
2025-10-06T14:04:00Z,12.00,89.00
2025-10-06T14:05:00Z,11.00,89.00
2025-10-06T14:06:00Z,10.20,91.98
2025-10-06T14:07:00Z,10.00,91.99
2025-10-06T14:08:00Z,9.83,91.53
2025-10-06T14:09:00Z,10.00,92.00
2025-10-06T14:10:00Z,10.00,89.79
2025-10-06T14:11:00Z,9.23,92.00
2025-10-06T14:12:00Z,10.00,92.00
2025-10-06T14:13:00Z,9.52,92.00
2025-10-06T14:14:00Z,10.00,92.00
2025-10-06T14:15:00Z,11.76,90.09
2025-10-06T14:16:00Z,12.59,87.48
2025-10-06T14:17:00Z,12.90,87.43
2025-10-06T14:18:00Z,11.70,89.60
2025-10-06T14:19:00Z,11.70,89.98
2025-10-06T14:20:00Z,11.00,90.14
2025-10-06T14:21:00Z,13.35,89.94
2025-10-06T14:22:00Z,13.21,88.00
2025-10-06T14:23:00Z,15.00,87.41
2025-10-06T14:24:00Z,15.77,85.09
2025-10-06T14:25:00Z,16.07,85.21
2025-10-06T14:26:00Z,19.08,84.46
2025-10-06T14:27:00Z,19.55,84.67
2025-10-06T14:28:00Z,14.33,85.00
2025-10-06T14:29:00Z,13.93,86.09
2025-10-06T14:30:00Z,13.51,87.47
2025-10-06T14:31:00Z,11.00,89.58
2025-10-06T14:32:00Z,14.20,87.01
2025-10-06T14:33:00Z,16.29,86.00
2025-10-06T14:34:00Z,16.29,85.21
2025-10-06T14:35:00Z,15.89,86.89
2025-10-06T14:36:00Z,13.00,89.02
2025-10-06T14:37:00Z,13.20,88.00
2025-10-06T14:38:00Z,14.88,88.21
2025-10-06T14:39:00Z,15.50,84.16
2025-10-06T14:40:00Z,16.66,86.11
2025-10-06T14:41:00Z,17.86,84.00
2025-10-06T14:42:00Z,17.81,83.13
2025-10-06T14:43:00Z,16.72,85.97
2025-10-06T14:44:00Z,15.00,86.00
2025-10-06T14:45:00Z,15.66,86.00
2025-10-06T14:46:00Z,13.64,87.55
2025-10-06T14:47:00Z,16.75,84.00
2025-10-06T14:48:00Z,17.87,82.57
2025-10-06T14:49:00Z,18.71,83.40
2025-10-06T14:50:00Z,19.00,81.83
2025-10-06T14:51:00Z,22.80,80.49
2025-10-06T14:52:00Z,18.79,83.67
2025-10-06T14:53:00Z,16.20,86.00
2025-10-06T14:54:00Z,14.36,87.94
2025-10-06T14:55:00Z,17.35,83.00
2025-10-06T14:56:00Z,17.88,80.77
2025-10-06T14:57:00Z,19.77,80.74
2025-10-06T14:58:00Z,19.73,81.84
2025-10-06T14:59:00Z,19.82,82.00
2025-10-06T15:00:00Z,14.10,85.39
2025-10-06T15:01:00Z,11.81,88.36
2025-10-06T15:02:00Z,11.20,91.02
2025-10-06T15:03:00Z,16.93,81.57
2025-10-06T15:04:00Z,23.37,80.72
2025-10-06T15:05:00Z,16.59,83.58
2025-10-06T15:06:00Z,12.10,89.51
2025-10-06T15:07:00Z,5.48,95.38
2025-10-06T15:08:00Z,9.45,94.98
2025-10-06T15:09:00Z,7.63,94.07
2025-10-06T15:10:00Z,6.84,95.34
2025-10-06T15:11:00Z,5.42,95.64
2025-10-06T15:12:00Z,8.09,97.29
2025-10-06T15:13:00Z,8.09,99.00
2025-10-06T15:14:00Z,8.09,99.00
2025-10-06T15:15:00Z,8.09,99.00
