# event_ticker=KXATPCHALLENGERMATCH-26MAY06SCHKOL
# final_score=6-3 7-6(5)
# score_resolution=6-3 7-6
# match_winner=Max Schoenhaus
# fav_player=Max Schoenhaus
# dog_player=Zdenek Kolar
# kalshi_date=2026-05-06
timestamp,Max Schoenhaus,Zdenek Kolar
2026-05-06T01:36:00Z,,67.00
2026-05-06T03:03:00Z,,67.00
2026-05-06T03:17:00Z,,67.00
2026-05-06T04:04:00Z,33.00,67.00
2026-05-06T05:03:00Z,33.00,67.00
2026-05-06T05:30:00Z,33.00,67.00
2026-05-06T05:44:00Z,35.92,67.00
2026-05-06T05:45:00Z,36.91,66.00
2026-05-06T06:42:00Z,37.00,66.00
2026-05-06T06:43:00Z,37.00,66.00
2026-05-06T06:55:00Z,37.00,65.00
2026-05-06T07:47:00Z,36.00,65.00
2026-05-06T08:30:00Z,36.00,65.00
2026-05-06T08:49:00Z,36.00,65.00
2026-05-06T08:59:00Z,36.00,65.64
2026-05-06T09:04:00Z,36.00,66.00
2026-05-06T10:07:00Z,36.00,66.00
2026-05-06T10:12:00Z,36.00,66.00
2026-05-06T10:14:00Z,36.00,66.00
2026-05-06T10:28:00Z,36.00,67.00
2026-05-06T10:30:00Z,36.00,67.00
2026-05-06T10:42:00Z,36.00,65.00
2026-05-06T10:45:00Z,34.00,65.00
2026-05-06T10:58:00Z,34.00,65.00
2026-05-06T11:01:00Z,34.00,67.00
2026-05-06T11:04:00Z,34.00,67.00
2026-05-06T11:24:00Z,34.00,67.00
2026-05-06T11:33:00Z,34.00,67.00
2026-05-06T11:36:00Z,35.00,67.00
2026-05-06T11:37:00Z,35.00,65.00
2026-05-06T11:38:00Z,31.99,68.00
2026-05-06T11:40:00Z,31.99,77.00
2026-05-06T11:42:00Z,31.99,79.00
2026-05-06T11:43:00Z,31.99,80.69
2026-05-06T11:44:00Z,20.00,78.00
2026-05-06T11:45:00Z,22.48,79.00
2026-05-06T11:47:00Z,18.39,82.00
2026-05-06T11:48:00Z,24.00,78.89
2026-05-06T11:49:00Z,24.00,77.00
2026-05-06T11:52:00Z,23.03,74.91
2026-05-06T11:53:00Z,28.00,74.00
2026-05-06T11:54:00Z,26.88,76.00
2026-05-06T11:55:00Z,37.00,70.95
2026-05-06T11:56:00Z,35.00,64.52
2026-05-06T11:57:00Z,41.00,64.52
2026-05-06T11:58:00Z,45.00,57.00
2026-05-06T11:59:00Z,45.00,59.00
2026-05-06T12:00:00Z,45.00,59.00
2026-05-06T12:01:00Z,45.00,60.00
2026-05-06T12:02:00Z,39.73,59.50
2026-05-06T12:03:00Z,44.00,56.00
2026-05-06T12:05:00Z,46.00,57.00
2026-05-06T12:06:00Z,46.48,52.91
2026-05-06T12:07:00Z,45.00,54.09
2026-05-06T12:08:00Z,53.86,53.00
2026-05-06T12:09:00Z,48.85,52.80
2026-05-06T12:10:00Z,50.94,53.19
2026-05-06T12:11:00Z,60.95,36.36
2026-05-06T12:12:00Z,62.00,39.54
2026-05-06T12:13:00Z,62.00,40.37
2026-05-06T12:14:00Z,59.82,39.17
2026-05-06T12:15:00Z,57.64,39.87
2026-05-06T12:16:00Z,66.11,33.72
2026-05-06T12:17:00Z,70.00,32.00
2026-05-06T12:18:00Z,70.00,31.88
2026-05-06T12:19:00Z,70.00,32.00
2026-05-06T12:20:00Z,69.00,32.00
2026-05-06T12:21:00Z,69.00,34.47
2026-05-06T12:23:00Z,62.23,37.12
2026-05-06T12:24:00Z,66.05,37.12
2026-05-06T12:25:00Z,67.00,32.00
2026-05-06T12:26:00Z,68.00,32.00
2026-05-06T12:27:00Z,68.00,32.00
2026-05-06T12:28:00Z,68.00,32.80
2026-05-06T12:29:00Z,68.00,33.00
2026-05-06T12:30:00Z,68.00,35.00
2026-05-06T12:32:00Z,68.00,27.31
2026-05-06T12:33:00Z,74.00,28.53
2026-05-06T12:34:00Z,69.99,31.00
2026-05-06T12:35:00Z,69.99,33.00
2026-05-06T12:36:00Z,70.99,33.00
2026-05-06T12:37:00Z,69.40,28.18
2026-05-06T12:38:00Z,69.40,33.00
2026-05-06T12:39:00Z,69.40,32.78
2026-05-06T12:40:00Z,73.00,31.00
2026-05-06T12:41:00Z,73.00,28.70
2026-05-06T12:42:00Z,70.00,30.72
2026-05-06T12:43:00Z,66.38,32.43
2026-05-06T12:44:00Z,65.00,35.07
2026-05-06T12:46:00Z,67.00,30.98
2026-05-06T12:47:00Z,71.81,30.15
2026-05-06T12:48:00Z,73.00,30.60
2026-05-06T12:49:00Z,68.15,31.00
2026-05-06T12:50:00Z,68.92,32.00
2026-05-06T12:51:00Z,68.92,33.41
2026-05-06T12:52:00Z,68.92,28.00
2026-05-06T12:53:00Z,74.00,28.00
2026-05-06T12:54:00Z,75.87,24.13
2026-05-06T12:55:00Z,72.00,24.88
2026-05-06T12:56:00Z,70.00,30.96
2026-05-06T12:57:00Z,68.00,32.69
2026-05-06T12:58:00Z,67.00,32.52
2026-05-06T12:59:00Z,69.00,34.00
2026-05-06T13:00:00Z,65.91,33.56
2026-05-06T13:01:00Z,70.75,30.42
2026-05-06T13:02:00Z,66.86,34.15
2026-05-06T13:03:00Z,63.13,33.34
2026-05-06T13:04:00Z,76.67,23.83
2026-05-06T13:05:00Z,77.22,27.05
2026-05-06T13:06:00Z,87.66,10.06
2026-05-06T13:07:00Z,87.70,10.97
2026-05-06T13:08:00Z,90.71,12.53
2026-05-06T13:09:00Z,98.01,2.24
2026-05-06T13:10:00Z,99.00,1.00
2026-05-06T13:13:00Z,99.00,1.00
