# event_ticker=KXATPCHALLENGERMATCH-26FEB19GRASAK
# final_score=1-6 6-1 6-4
# score_resolution=6-1 1-6 4-6
# match_winner=Rei Sakamoto
# fav_player=Alastair Gray
# dog_player=Rei Sakamoto
# kalshi_date=2026-02-19
timestamp,Alastair Gray,Rei Sakamoto
2026-02-19T00:15:00Z,24.00,
2026-02-19T00:22:00Z,24.00,79.00
2026-02-19T00:45:00Z,24.00,79.00
2026-02-19T01:20:00Z,24.00,79.00
2026-02-19T01:32:00Z,24.00,79.00
2026-02-19T01:39:00Z,24.00,79.00
2026-02-19T01:46:00Z,24.00,79.00
2026-02-19T02:11:00Z,24.00,79.00
2026-02-19T02:17:00Z,24.00,79.00
2026-02-19T02:19:00Z,24.00,79.00
2026-02-19T02:24:00Z,24.00,79.00
2026-02-19T02:25:00Z,24.00,79.00
2026-02-19T02:49:00Z,24.00,79.00
2026-02-19T03:11:00Z,24.00,79.00
2026-02-19T03:14:00Z,24.00,79.00
2026-02-19T03:15:00Z,24.00,79.00
2026-02-19T03:25:00Z,24.00,79.00
2026-02-19T03:31:00Z,24.00,79.00
2026-02-19T03:47:00Z,24.00,79.00
2026-02-19T03:54:00Z,21.00,79.00
2026-02-19T04:07:00Z,23.88,79.00
2026-02-19T04:15:00Z,24.00,79.00
2026-02-19T04:21:00Z,24.00,79.00
2026-02-19T04:23:00Z,24.00,79.00
2026-02-19T04:26:00Z,24.00,79.00
2026-02-19T04:27:00Z,24.00,79.00
2026-02-19T04:29:00Z,24.00,79.00
2026-02-19T04:30:00Z,24.00,79.00
2026-02-19T04:47:00Z,24.00,79.00
2026-02-19T04:49:00Z,24.00,79.00
2026-02-19T04:55:00Z,24.00,79.00
2026-02-19T05:02:00Z,24.00,79.00
2026-02-19T05:05:00Z,24.00,79.00
2026-02-19T05:07:00Z,24.00,79.00
2026-02-19T05:09:00Z,24.00,79.00
2026-02-19T05:12:00Z,24.00,79.00
2026-02-19T05:14:00Z,24.00,79.00
2026-02-19T05:15:00Z,24.00,79.00
2026-02-19T05:21:00Z,24.00,79.00
2026-02-19T05:24:00Z,24.00,79.00
2026-02-19T05:26:00Z,24.00,79.00
2026-02-19T05:28:00Z,24.00,79.00
2026-02-19T05:36:00Z,24.00,79.00
2026-02-19T05:38:00Z,24.00,79.00
2026-02-19T05:41:00Z,24.00,79.00
2026-02-19T05:42:00Z,24.00,79.00
2026-02-19T05:50:00Z,21.00,79.00
2026-02-19T05:51:00Z,21.00,79.00
2026-02-19T05:52:00Z,21.00,79.00
2026-02-19T05:59:00Z,24.00,79.00
2026-02-19T06:02:00Z,24.00,79.00
2026-02-19T06:05:00Z,21.00,79.00
2026-02-19T06:06:00Z,21.58,79.00
2026-02-19T06:11:00Z,21.58,79.00
2026-02-19T06:13:00Z,24.00,79.00
2026-02-19T06:17:00Z,24.00,79.00
2026-02-19T06:18:00Z,24.00,79.00
2026-02-19T06:19:00Z,24.00,76.00
2026-02-19T06:20:00Z,21.00,76.00
2026-02-19T06:24:00Z,21.00,79.00
2026-02-19T06:26:00Z,24.00,79.00
2026-02-19T06:28:00Z,21.00,79.00
2026-02-19T06:29:00Z,21.00,79.00
2026-02-19T06:33:00Z,21.00,79.00
2026-02-19T06:34:00Z,24.00,79.00
2026-02-19T06:38:00Z,24.00,79.00
2026-02-19T06:46:00Z,24.00,79.00
2026-02-19T06:49:00Z,24.00,79.00
2026-02-19T06:52:00Z,24.00,79.00
2026-02-19T06:54:00Z,24.00,79.00
2026-02-19T06:57:00Z,24.00,79.00
2026-02-19T07:05:00Z,24.00,79.00
2026-02-19T07:11:00Z,24.00,79.00
2026-02-19T07:12:00Z,24.00,79.00
2026-02-19T07:13:00Z,24.00,79.00
2026-02-19T07:16:00Z,24.00,79.00
2026-02-19T07:17:00Z,24.00,79.00
2026-02-19T07:18:00Z,24.00,79.00
2026-02-19T07:22:00Z,24.00,79.00
2026-02-19T07:24:00Z,24.00,79.57
2026-02-19T07:29:00Z,24.00,79.00
2026-02-19T07:34:00Z,24.00,79.00
2026-02-19T07:41:00Z,24.00,79.00
2026-02-19T07:43:00Z,22.00,79.00
2026-02-19T07:45:00Z,22.00,79.00
2026-02-19T07:46:00Z,22.00,79.00
2026-02-19T07:47:00Z,22.00,79.00
2026-02-19T07:51:00Z,22.00,79.00
2026-02-19T07:52:00Z,22.32,79.00
2026-02-19T07:55:00Z,22.00,79.00
2026-02-19T07:56:00Z,22.00,77.08
2026-02-19T07:57:00Z,22.00,80.00
2026-02-19T07:59:00Z,22.00,80.00
2026-02-19T10:02:00Z,23.00,81.00
2026-02-19T10:03:00Z,23.00,81.00
2026-02-19T10:04:00Z,23.00,81.21
2026-02-19T10:05:00Z,23.00,79.00
2026-02-19T10:06:00Z,23.00,81.00
