# event_ticker=KXATPCHALLENGERMATCH-26APR27GENLOF
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Tom Gentzsch
# fav_player=George Loffhagen
# dog_player=Tom Gentzsch
# kalshi_date=2026-04-27
timestamp,Tom Gentzsch,George Loffhagen
2026-04-27T04:06:00Z,62.00,
2026-04-27T04:07:00Z,60.00,
2026-04-27T05:00:00Z,62.00,
2026-04-27T06:03:00Z,62.00,
2026-04-27T06:27:00Z,63.00,
2026-04-27T10:29:00Z,63.00,
2026-04-27T11:41:00Z,64.00,
2026-04-27T12:13:00Z,63.00,
2026-04-27T12:49:00Z,65.00,
2026-04-27T13:02:00Z,65.00,
2026-04-27T13:25:00Z,64.59,
2026-04-27T13:26:00Z,65.00,
2026-04-27T13:30:00Z,65.00,
2026-04-27T13:31:00Z,65.00,
2026-04-27T13:37:00Z,65.00,37.74
2026-04-27T13:48:00Z,65.00,37.99
2026-04-27T13:50:00Z,66.00,37.99
2026-04-27T13:53:00Z,66.00,37.99
2026-04-27T14:03:00Z,66.00,37.99
2026-04-27T14:10:00Z,66.00,37.99
2026-04-27T14:13:00Z,66.00,37.99
2026-04-27T14:18:00Z,64.00,37.99
2026-04-27T14:21:00Z,65.00,37.99
2026-04-27T14:22:00Z,65.00,38.00
2026-04-27T14:37:00Z,66.00,38.00
2026-04-27T14:41:00Z,66.00,38.00
2026-04-27T14:48:00Z,66.00,38.00
2026-04-27T14:49:00Z,66.00,38.00
2026-04-27T14:52:00Z,66.00,38.00
2026-04-27T14:55:00Z,66.00,38.00
2026-04-27T14:58:00Z,66.00,38.00
2026-04-27T14:59:00Z,66.00,38.00
2026-04-27T15:08:00Z,66.00,38.00
2026-04-27T15:13:00Z,66.00,36.00
2026-04-27T15:15:00Z,66.00,36.00
2026-04-27T15:18:00Z,65.00,36.00
2026-04-27T15:20:00Z,65.00,36.00
2026-04-27T15:22:00Z,64.88,37.00
2026-04-27T15:25:00Z,64.00,37.00
2026-04-27T15:26:00Z,64.00,38.00
2026-04-27T15:27:00Z,61.13,39.13
2026-04-27T15:28:00Z,60.98,40.00
2026-04-27T15:29:00Z,56.09,47.79
2026-04-27T15:30:00Z,55.80,47.07
2026-04-27T15:31:00Z,60.54,37.40
2026-04-27T15:32:00Z,62.31,37.70
2026-04-27T15:33:00Z,64.95,35.00
2026-04-27T15:34:00Z,66.00,35.00
2026-04-27T15:35:00Z,66.07,33.33
2026-04-27T15:36:00Z,66.38,34.09
2026-04-27T15:37:00Z,64.02,37.15
2026-04-27T15:38:00Z,62.07,41.16
2026-04-27T15:39:00Z,59.34,41.05
2026-04-27T15:40:00Z,64.13,36.58
2026-04-27T15:41:00Z,67.00,34.00
2026-04-27T15:42:00Z,67.71,31.00
2026-04-27T15:43:00Z,71.64,28.96
2026-04-27T15:44:00Z,78.19,21.95
2026-04-27T15:45:00Z,79.04,18.80
2026-04-27T15:46:00Z,79.52,20.32
2026-04-27T15:47:00Z,76.14,22.47
2026-04-27T15:48:00Z,73.80,29.00
2026-04-27T15:49:00Z,77.69,21.02
2026-04-27T15:50:00Z,82.53,17.31
2026-04-27T15:51:00Z,83.05,15.54
2026-04-27T15:52:00Z,82.86,17.00
2026-04-27T15:53:00Z,85.58,16.00
2026-04-27T15:54:00Z,85.54,13.99
2026-04-27T15:55:00Z,83.00,15.13
2026-04-27T15:56:00Z,83.00,17.00
2026-04-27T15:57:00Z,84.07,14.00
2026-04-27T15:58:00Z,85.10,15.00
2026-04-27T15:59:00Z,86.00,14.01
2026-04-27T16:00:00Z,87.00,11.52
2026-04-27T16:01:00Z,86.83,12.40
2026-04-27T16:02:00Z,87.24,13.00
2026-04-27T16:03:00Z,87.00,13.69
2026-04-27T16:04:00Z,87.01,13.00
2026-04-27T16:05:00Z,85.93,13.87
2026-04-27T16:06:00Z,86.27,13.88
2026-04-27T16:07:00Z,87.00,12.61
2026-04-27T16:08:00Z,86.88,13.41
2026-04-27T16:09:00Z,86.44,13.74
2026-04-27T16:10:00Z,87.87,13.00
2026-04-27T16:11:00Z,87.87,13.00
2026-04-27T16:12:00Z,89.79,11.84
2026-04-27T16:13:00Z,91.20,8.32
2026-04-27T16:14:00Z,89.47,10.52
2026-04-27T16:15:00Z,89.90,10.52
2026-04-27T16:16:00Z,94.53,6.07
2026-04-27T16:17:00Z,96.05,4.91
2026-04-27T16:18:00Z,96.30,4.32
2026-04-27T16:19:00Z,95.26,5.40
2026-04-27T16:20:00Z,95.99,5.00
2026-04-27T16:21:00Z,96.03,4.11
2026-04-27T16:22:00Z,97.00,4.00
2026-04-27T16:23:00Z,97.00,3.78
2026-04-27T16:24:00Z,96.99,4.00
2026-04-27T16:25:00Z,97.00,4.41
2026-04-27T16:26:00Z,96.27,4.00
2026-04-27T16:27:00Z,95.35,5.00
2026-04-27T16:28:00Z,96.72,4.74
2026-04-27T16:29:00Z,97.94,3.00
2026-04-27T16:30:00Z,97.96,3.56
2026-04-27T16:31:00Z,96.71,4.61
2026-04-27T16:32:00Z,98.12,3.32
2026-04-27T16:33:00Z,98.61,1.33
2026-04-27T16:34:00Z,98.61,1.00
2026-04-27T16:35:00Z,99.00,1.00
2026-04-27T16:36:00Z,99.00,1.00
2026-04-27T16:37:00Z,99.00,1.61
2026-04-27T16:38:00Z,98.86,2.46
2026-04-27T16:39:00Z,98.12,2.58
2026-04-27T16:40:00Z,99.00,1.00
2026-04-27T16:41:00Z,99.00,1.00
2026-04-27T16:42:00Z,99.00,1.00
