# event_ticker=KXATPCHALLENGERMATCH-26MAR05HERVIR
# final_score=7-5 6-4
# match_winner=Otto Virtanen
# fav_player=Otto Virtanen
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-03-05
timestamp,Otto Virtanen,Pierre-Hugues Herbert
2026-03-05T01:45:00Z,67.00,
2026-03-05T01:46:00Z,67.00,
2026-03-05T01:51:00Z,65.00,
2026-03-05T02:10:00Z,65.00,
2026-03-05T02:31:00Z,65.00,
2026-03-05T02:50:00Z,65.00,35.00
2026-03-05T04:50:00Z,67.00,35.00
2026-03-05T04:59:00Z,67.00,35.00
2026-03-05T05:28:00Z,67.00,35.00
2026-03-05T06:15:00Z,67.00,35.00
2026-03-05T06:20:00Z,65.00,35.00
2026-03-05T06:29:00Z,65.00,35.00
2026-03-05T06:55:00Z,65.00,37.00
2026-03-05T06:59:00Z,65.00,37.00
2026-03-05T07:03:00Z,65.57,37.00
2026-03-05T07:05:00Z,66.00,37.00
2026-03-05T07:11:00Z,66.00,37.00
2026-03-05T07:25:00Z,66.00,37.00
2026-03-05T07:29:00Z,66.00,37.00
2026-03-05T11:07:00Z,65.00,37.00
2026-03-05T11:10:00Z,65.00,37.00
2026-03-05T11:23:00Z,65.00,37.00
2026-03-05T11:33:00Z,65.00,37.00
2026-03-05T11:47:00Z,65.00,37.00
2026-03-05T11:50:00Z,65.00,35.00
2026-03-05T11:51:00Z,65.80,35.00
2026-03-05T11:52:00Z,66.00,35.00
2026-03-05T12:00:00Z,66.00,35.00
2026-03-05T12:06:00Z,66.00,35.00
2026-03-05T12:11:00Z,66.00,36.00
2026-03-05T12:21:00Z,66.00,36.00
2026-03-05T12:22:00Z,66.00,36.00
2026-03-05T12:24:00Z,66.00,36.00
2026-03-05T12:26:00Z,66.00,36.00
2026-03-05T12:27:00Z,66.00,36.92
2026-03-05T12:29:00Z,66.00,37.00
2026-03-05T12:30:00Z,66.00,37.00
2026-03-05T12:31:00Z,66.00,37.00
2026-03-05T12:32:00Z,66.00,37.00
2026-03-05T12:33:00Z,63.00,37.00
2026-03-05T12:40:00Z,65.00,37.00
2026-03-05T12:41:00Z,66.54,37.00
2026-03-05T12:42:00Z,65.67,36.00
2026-03-05T12:44:00Z,67.00,36.00
2026-03-05T12:45:00Z,67.00,37.00
2026-03-05T12:46:00Z,67.00,37.00
2026-03-05T12:47:00Z,65.99,34.00
2026-03-05T12:48:00Z,67.00,34.00
2026-03-05T12:49:00Z,66.00,36.43
2026-03-05T12:50:00Z,66.00,36.94
2026-03-05T12:51:00Z,66.00,36.94
2026-03-05T12:52:00Z,64.59,36.00
2026-03-05T12:53:00Z,67.51,35.49
2026-03-05T12:54:00Z,67.19,35.49
2026-03-05T12:55:00Z,67.19,35.00
2026-03-05T12:56:00Z,68.00,35.39
2026-03-05T12:57:00Z,67.95,35.00
2026-03-05T12:59:00Z,68.44,35.00
2026-03-05T13:00:00Z,69.00,35.00
2026-03-05T13:01:00Z,69.00,35.00
2026-03-05T13:02:00Z,67.00,35.15
2026-03-05T13:03:00Z,67.84,35.15
2026-03-05T13:04:00Z,67.18,35.00
2026-03-05T13:05:00Z,67.84,35.00
2026-03-05T13:06:00Z,67.73,35.38
2026-03-05T13:07:00Z,65.99,38.74
2026-03-05T13:08:00Z,64.00,34.07
2026-03-05T13:09:00Z,67.73,34.38
2026-03-05T13:10:00Z,64.89,38.00
2026-03-05T13:11:00Z,56.29,46.70
2026-03-05T13:12:00Z,52.89,52.89
2026-03-05T13:13:00Z,46.82,56.63
2026-03-05T13:14:00Z,42.00,59.74
2026-03-05T13:15:00Z,41.00,60.94
2026-03-05T13:16:00Z,41.00,61.00
2026-03-05T13:17:00Z,37.84,63.86
2026-03-05T13:18:00Z,32.92,68.20
2026-03-05T13:19:00Z,35.51,64.95
2026-03-05T13:20:00Z,43.91,59.11
2026-03-05T13:21:00Z,48.98,56.23
2026-03-05T13:22:00Z,55.67,48.15
2026-03-05T13:23:00Z,60.94,41.27
2026-03-05T13:24:00Z,62.44,38.22
2026-03-05T13:25:00Z,65.98,36.02
2026-03-05T13:26:00Z,66.88,36.45
2026-03-05T13:27:00Z,65.54,34.33
2026-03-05T13:28:00Z,63.41,38.14
2026-03-05T13:29:00Z,67.57,31.75
2026-03-05T13:30:00Z,70.86,29.74
2026-03-05T13:31:00Z,68.73,35.47
2026-03-05T13:32:00Z,64.13,37.99
2026-03-05T13:33:00Z,64.33,37.04
2026-03-05T13:34:00Z,67.36,34.48
2026-03-05T13:35:00Z,70.98,32.21
2026-03-05T13:36:00Z,72.36,28.96
2026-03-05T13:37:00Z,70.04,31.08
2026-03-05T13:38:00Z,71.59,30.52
2026-03-05T13:39:00Z,69.06,33.85
2026-03-05T13:40:00Z,64.00,36.80
2026-03-05T13:41:00Z,64.02,36.37
2026-03-05T13:42:00Z,65.09,36.41
2026-03-05T13:43:00Z,63.96,38.08
2026-03-05T13:44:00Z,59.14,44.63
2026-03-05T13:45:00Z,53.93,43.59
2026-03-05T13:46:00Z,57.67,40.82
2026-03-05T13:47:00Z,63.52,38.27
2026-03-05T13:48:00Z,67.68,34.80
2026-03-05T13:49:00Z,68.59,32.50
2026-03-05T13:50:00Z,67.99,32.05
2026-03-05T13:51:00Z,81.52,16.52
2026-03-05T13:52:00Z,83.99,17.83
2026-03-05T13:53:00Z,84.16,17.54
2026-03-05T13:54:00Z,85.09,15.67
2026-03-05T13:55:00Z,84.47,14.89
2026-03-05T13:56:00Z,86.00,14.63
2026-03-05T13:57:00Z,86.74,14.24
2026-03-05T13:58:00Z,86.61,13.75
2026-03-05T13:59:00Z,84.17,17.44
2026-03-05T14:00:00Z,82.91,17.59
2026-03-05T14:01:00Z,86.18,16.69
2026-03-05T14:02:00Z,85.80,16.13
2026-03-05T14:03:00Z,84.95,16.20
2026-03-05T14:04:00Z,82.66,17.89
2026-03-05T14:05:00Z,82.03,16.35
2026-03-05T14:06:00Z,81.99,18.99
2026-03-05T14:07:00Z,80.04,19.02
2026-03-05T14:08:00Z,80.18,21.82
2026-03-05T14:09:00Z,82.91,17.69
2026-03-05T14:10:00Z,84.08,16.75
2026-03-05T14:11:00Z,82.66,18.98
2026-03-05T14:12:00Z,82.66,21.63
2026-03-05T14:13:00Z,82.79,20.00
2026-03-05T14:14:00Z,81.00,21.00
2026-03-05T14:15:00Z,81.03,20.80
2026-03-05T14:16:00Z,79.99,22.15
2026-03-05T14:17:00Z,70.24,29.55
2026-03-05T14:18:00Z,73.35,29.36
2026-03-05T14:19:00Z,73.72,32.36
2026-03-05T14:20:00Z,81.82,20.76
2026-03-05T14:21:00Z,81.09,19.97
2026-03-05T14:22:00Z,85.24,16.41
2026-03-05T14:23:00Z,87.04,10.95
2026-03-05T14:24:00Z,82.41,17.57
2026-03-05T14:25:00Z,85.79,16.36
2026-03-05T14:26:00Z,94.33,5.23
2026-03-05T14:27:00Z,95.29,4.53
2026-03-05T14:28:00Z,97.22,2.97
2026-03-05T14:29:00Z,97.08,2.80
2026-03-05T14:30:00Z,98.05,2.00
2026-03-05T14:31:00Z,98.61,1.38
2026-03-05T14:32:00Z,98.04,2.63
