# event_ticker=KXATPCHALLENGERMATCH-26MAR05HERVIR
# final_score=7-5 6-4
# match_winner=Otto Virtanen
# fav_player=Otto Virtanen
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-03-05
timestamp,Otto Virtanen,Pierre-Hugues Herbert
2026-03-05T14:33:00Z,97.10,2.10
2026-03-05T14:34:00Z,97.58,2.74
2026-03-05T14:35:00Z,97.45,1.54
2026-03-05T14:36:00Z,99.00,1.00
2026-03-05T14:37:00Z,99.00,1.00
2026-03-05T14:38:00Z,99.00,1.00
2026-03-05T14:39:00Z,99.00,1.00
2026-03-05T14:40:00Z,99.00,1.00
2026-03-05T14:41:00Z,99.00,1.00
2026-03-05T14:42:00Z,99.00,1.00
