# event_ticker=KXATPMATCH-26APR12TABFON
# final_score=7-6(1) 6-3
# score_resolution=6-7 3-6
# match_winner=Joao Fonseca
# fav_player=Alejandro Tabilo
# dog_player=Joao Fonseca
# kalshi_date=2026-04-12
timestamp,Alejandro Tabilo,Joao Fonseca
2026-04-13T21:21:00Z,,68.22
2026-04-13T21:26:00Z,,69.00
2026-04-13T21:29:00Z,,69.00
2026-04-13T21:30:00Z,33.00,69.00
2026-04-13T21:36:00Z,33.00,69.00
2026-04-13T21:39:00Z,33.00,69.00
2026-04-13T21:40:00Z,32.00,69.00
2026-04-13T21:41:00Z,32.00,69.00
2026-04-13T21:47:00Z,32.00,69.00
2026-04-13T21:51:00Z,32.00,69.00
2026-04-13T21:53:00Z,31.00,69.00
2026-04-13T22:06:00Z,32.00,69.00
2026-04-13T22:09:00Z,32.00,69.00
2026-04-13T22:13:00Z,32.00,69.00
2026-04-13T22:19:00Z,31.00,69.00
2026-04-13T22:22:00Z,32.00,69.00
2026-04-13T22:24:00Z,32.00,69.00
2026-04-13T22:25:00Z,32.00,69.00
2026-04-13T22:31:00Z,32.00,69.00
2026-04-13T22:32:00Z,32.00,69.00
2026-04-13T22:34:00Z,32.00,69.00
2026-04-13T22:39:00Z,32.00,69.00
2026-04-13T22:45:00Z,32.00,69.00
2026-04-13T22:55:00Z,32.00,69.00
2026-04-13T23:00:00Z,31.00,69.00
2026-04-13T23:03:00Z,32.00,69.00
2026-04-13T23:05:00Z,32.00,69.00
2026-04-13T23:13:00Z,32.00,69.00
2026-04-13T23:17:00Z,32.00,69.00
2026-04-13T23:24:00Z,31.00,69.00
2026-04-13T23:27:00Z,32.00,69.00
2026-04-13T23:40:00Z,32.00,69.00
2026-04-13T23:45:00Z,32.00,69.00
2026-04-13T23:50:00Z,32.00,69.98
2026-04-13T23:56:00Z,31.00,69.98
2026-04-14T00:00:00Z,32.00,69.98
2026-04-14T00:04:00Z,32.00,69.98
2026-04-14T00:06:00Z,32.00,70.00
2026-04-14T00:08:00Z,32.00,70.00
2026-04-14T00:09:00Z,32.00,70.00
2026-04-14T00:12:00Z,32.00,70.00
2026-04-14T00:14:00Z,32.00,70.00
2026-04-14T00:18:00Z,32.00,70.00
2026-04-14T00:23:00Z,32.00,70.00
2026-04-14T00:25:00Z,31.00,70.00
2026-04-14T00:28:00Z,31.00,70.00
2026-04-14T00:29:00Z,32.00,70.00
2026-04-14T00:31:00Z,32.00,70.00
2026-04-14T00:32:00Z,32.00,70.00
2026-04-14T00:36:00Z,32.00,70.00
2026-04-14T00:40:00Z,32.00,70.00
2026-04-14T00:42:00Z,32.00,70.00
2026-04-14T00:56:00Z,32.00,70.00
2026-04-14T01:06:00Z,32.00,70.00
2026-04-14T01:13:00Z,32.00,70.00
2026-04-14T01:16:00Z,32.00,70.00
2026-04-14T01:18:00Z,32.00,70.00
2026-04-14T01:24:00Z,32.00,69.00
2026-04-14T01:25:00Z,32.00,70.00
2026-04-14T01:26:00Z,32.00,70.00
2026-04-14T01:30:00Z,32.50,70.00
2026-04-14T01:32:00Z,31.00,70.00
2026-04-14T01:33:00Z,31.00,69.00
2026-04-14T01:34:00Z,32.00,69.00
2026-04-14T01:35:00Z,32.00,69.00
2026-04-14T01:37:00Z,32.00,70.00
2026-04-14T01:58:00Z,32.00,70.00
2026-04-14T02:04:00Z,32.00,70.00
2026-04-14T02:09:00Z,32.00,70.00
2026-04-14T02:13:00Z,32.00,70.00
2026-04-14T02:18:00Z,32.00,70.00
2026-04-14T02:19:00Z,32.00,70.00
2026-04-14T02:20:00Z,32.00,70.00
2026-04-14T02:23:00Z,32.00,70.00
2026-04-14T02:30:00Z,32.00,70.00
2026-04-14T02:36:00Z,32.00,70.00
2026-04-14T02:39:00Z,32.00,70.00
2026-04-14T02:40:00Z,32.00,70.00
2026-04-14T02:46:00Z,32.00,70.00
2026-04-14T02:49:00Z,32.00,70.00
2026-04-14T02:50:00Z,32.00,70.00
2026-04-14T02:53:00Z,32.00,70.00
2026-04-14T02:54:00Z,32.00,70.00
2026-04-14T02:56:00Z,32.00,70.00
2026-04-14T02:57:00Z,32.00,70.00
2026-04-14T02:58:00Z,32.00,70.03
2026-04-14T02:59:00Z,32.00,70.00
2026-04-14T03:01:00Z,32.00,71.00
2026-04-14T03:03:00Z,32.00,71.00
2026-04-14T03:05:00Z,32.00,71.00
2026-04-14T03:07:00Z,31.00,71.00
2026-04-14T03:09:00Z,31.00,71.00
2026-04-14T03:10:00Z,31.00,71.00
2026-04-14T03:13:00Z,31.00,71.00
2026-04-14T03:16:00Z,31.00,71.00
2026-04-14T03:17:00Z,32.00,70.00
2026-04-14T03:18:00Z,32.00,70.00
2026-04-14T03:19:00Z,32.00,70.00
2026-04-14T03:20:00Z,32.00,70.00
2026-04-14T03:24:00Z,32.00,70.00
2026-04-14T03:26:00Z,32.00,69.00
2026-04-14T03:27:00Z,32.00,68.00
2026-04-14T03:33:00Z,32.00,68.00
2026-04-14T03:35:00Z,32.00,70.00
2026-04-14T03:36:00Z,32.00,70.00
2026-04-14T03:38:00Z,32.00,70.00
2026-04-14T03:43:00Z,32.00,70.00
2026-04-14T03:44:00Z,32.00,70.00
2026-04-14T03:45:00Z,32.00,70.00
2026-04-14T03:47:00Z,32.00,70.00
2026-04-14T03:48:00Z,32.00,70.00
2026-04-14T03:54:00Z,32.00,70.00
2026-04-14T03:55:00Z,32.00,70.00
2026-04-14T04:02:00Z,32.00,70.00
2026-04-14T04:05:00Z,32.00,70.00
2026-04-14T04:09:00Z,32.00,70.00
2026-04-14T04:12:00Z,32.00,70.00
2026-04-14T04:13:00Z,32.00,70.00
2026-04-14T04:18:00Z,32.00,70.00
2026-04-14T04:19:00Z,32.00,70.00
2026-04-14T04:20:00Z,32.00,69.00
2026-04-14T04:22:00Z,32.00,70.00
2026-04-14T04:23:00Z,32.00,70.00
2026-04-14T04:26:00Z,32.00,70.00
2026-04-14T04:29:00Z,32.00,68.01
2026-04-14T04:30:00Z,32.00,69.00
2026-04-14T04:32:00Z,32.00,69.00
2026-04-14T04:33:00Z,32.00,69.00
2026-04-14T04:35:00Z,32.00,69.00
2026-04-14T04:37:00Z,32.00,68.74
2026-04-14T04:38:00Z,32.00,70.00
2026-04-14T04:40:00Z,31.00,70.00
2026-04-14T04:42:00Z,31.00,70.00
2026-04-14T04:43:00Z,31.00,70.00
2026-04-14T04:45:00Z,31.00,70.00
2026-04-14T04:46:00Z,31.00,70.00
2026-04-14T04:47:00Z,31.00,70.00
2026-04-14T04:48:00Z,31.00,70.95
2026-04-14T04:49:00Z,31.00,69.00
2026-04-14T04:50:00Z,31.00,69.00
2026-04-14T04:51:00Z,31.00,69.00
2026-04-14T04:52:00Z,31.00,69.00
2026-04-14T04:53:00Z,31.00,69.00
2026-04-14T04:54:00Z,31.00,69.00
2026-04-14T04:55:00Z,31.00,69.00
2026-04-14T04:57:00Z,31.00,70.00
2026-04-14T04:58:00Z,31.00,70.00
2026-04-14T04:59:00Z,31.00,70.00
2026-04-14T05:01:00Z,31.00,70.00
2026-04-14T05:03:00Z,31.00,70.00
2026-04-14T05:04:00Z,31.00,70.00
2026-04-14T05:05:00Z,31.00,69.00
2026-04-14T05:06:00Z,31.00,70.00
2026-04-14T05:08:00Z,31.00,70.00
2026-04-14T05:10:00Z,31.00,70.00
2026-04-14T05:13:00Z,31.00,70.00
2026-04-14T05:14:00Z,31.00,70.00
2026-04-14T05:15:00Z,31.00,70.00
2026-04-14T05:16:00Z,31.00,70.00
2026-04-14T05:18:00Z,31.00,70.00
2026-04-14T05:19:00Z,31.64,70.00
2026-04-14T05:23:00Z,31.64,70.00
2026-04-14T05:25:00Z,31.64,70.00
2026-04-14T05:26:00Z,32.00,70.00
2026-04-14T05:28:00Z,32.00,70.00
2026-04-14T05:29:00Z,32.00,69.00
2026-04-14T05:30:00Z,32.00,69.00
2026-04-14T05:31:00Z,32.00,69.00
2026-04-14T05:32:00Z,32.00,69.00
2026-04-14T05:33:00Z,32.00,69.00
2026-04-14T05:34:00Z,32.00,69.00
2026-04-14T05:35:00Z,32.00,69.00
2026-04-14T05:36:00Z,31.00,69.00
2026-04-14T05:37:00Z,31.00,69.77
2026-04-14T05:39:00Z,31.00,70.00
2026-04-14T05:40:00Z,31.00,70.00
2026-04-14T05:41:00Z,31.00,70.00
2026-04-14T05:43:00Z,31.00,70.00
2026-04-14T05:45:00Z,31.00,70.00
2026-04-14T05:48:00Z,31.00,70.00
2026-04-14T05:49:00Z,31.00,70.00
2026-04-14T05:51:00Z,31.00,70.00
2026-04-14T05:58:00Z,31.00,70.00
2026-04-14T06:00:00Z,31.00,70.00
2026-04-14T06:04:00Z,31.00,70.00
2026-04-14T06:06:00Z,31.00,70.00
2026-04-14T06:10:00Z,31.00,70.00
2026-04-14T06:12:00Z,31.00,70.00
2026-04-14T06:13:00Z,31.00,70.00
2026-04-14T06:20:00Z,31.00,70.00
2026-04-14T06:21:00Z,31.00,70.00
2026-04-14T06:30:00Z,31.00,70.00
2026-04-14T06:31:00Z,31.00,70.00
2026-04-14T06:32:00Z,31.00,70.00
2026-04-14T06:42:00Z,31.00,69.57
2026-04-14T06:43:00Z,31.00,69.57
2026-04-14T06:48:00Z,31.00,69.57
2026-04-14T06:49:00Z,31.00,70.00
2026-04-14T06:50:00Z,31.00,70.00
2026-04-14T06:52:00Z,31.00,70.00
2026-04-14T06:54:00Z,31.00,70.00
2026-04-14T06:55:00Z,31.00,70.00
2026-04-14T06:57:00Z,31.00,70.00
2026-04-14T07:01:00Z,31.29,70.00
2026-04-14T07:04:00Z,31.29,69.00
2026-04-14T07:05:00Z,31.29,69.00
2026-04-14T07:06:00Z,31.29,70.00
2026-04-14T07:08:00Z,31.29,70.00
2026-04-14T07:16:00Z,31.29,70.00
2026-04-14T07:19:00Z,31.29,70.00
