# event_ticker=KXATPMATCH-25JUL17CERNAV
# final_score=6-3 6-3
# match_winner=Francisco Cerundolo
# fav_player=Francisco Cerundolo
# dog_player=Mariano Navone
# kalshi_date=2025-07-17
timestamp,Francisco Cerundolo,Mariano Navone
2025-07-17T03:24:00Z,59.00,
2025-07-17T04:15:00Z,59.00,49.49
2025-07-17T04:47:00Z,58.00,49.49
2025-07-17T05:28:00Z,58.00,47.00
2025-07-17T06:20:00Z,58.00,48.99
2025-07-17T06:33:00Z,59.00,48.99
2025-07-17T12:08:00Z,57.00,48.99
2025-07-17T12:12:00Z,57.00,48.99
2025-07-17T12:16:00Z,55.00,48.99
2025-07-17T12:22:00Z,55.00,47.00
2025-07-17T12:23:00Z,55.00,48.00
2025-07-17T12:26:00Z,54.00,48.00
2025-07-17T12:38:00Z,54.00,48.00
2025-07-17T12:46:00Z,54.00,48.00
2025-07-17T12:53:00Z,54.00,48.00
2025-07-17T12:54:00Z,54.00,48.00
2025-07-17T12:55:00Z,54.00,49.00
2025-07-17T12:58:00Z,54.00,49.00
2025-07-17T13:04:00Z,54.00,48.00
2025-07-17T13:07:00Z,54.00,49.00
2025-07-17T13:09:00Z,54.00,49.00
2025-07-17T13:12:00Z,54.00,49.00
2025-07-17T13:15:00Z,54.00,49.00
2025-07-17T13:17:00Z,54.00,49.00
2025-07-17T13:18:00Z,54.00,49.00
2025-07-17T13:23:00Z,54.00,49.00
2025-07-17T13:24:00Z,54.00,49.00
2025-07-17T13:29:00Z,54.00,47.00
2025-07-17T13:30:00Z,55.00,47.00
2025-07-17T13:35:00Z,55.00,47.00
2025-07-17T13:41:00Z,55.00,46.76
2025-07-17T13:44:00Z,55.00,48.00
2025-07-17T13:48:00Z,54.00,48.00
2025-07-17T13:52:00Z,54.00,48.00
2025-07-17T13:56:00Z,55.03,48.00
2025-07-17T13:57:00Z,55.03,48.00
2025-07-17T13:58:00Z,55.00,48.00
2025-07-17T14:02:00Z,55.00,48.00
2025-07-17T14:04:00Z,54.93,48.00
2025-07-17T14:12:00Z,56.00,48.00
2025-07-17T14:13:00Z,56.00,48.00
2025-07-17T14:14:00Z,56.00,46.50
2025-07-17T14:18:00Z,56.46,47.32
2025-07-17T14:19:00Z,56.00,46.87
2025-07-17T14:20:00Z,56.00,48.00
2025-07-17T14:21:00Z,55.00,48.00
2025-07-17T14:22:00Z,59.00,48.00
2025-07-17T14:23:00Z,60.52,44.00
2025-07-17T14:25:00Z,57.00,48.21
2025-07-17T14:26:00Z,58.67,48.00
2025-07-17T14:27:00Z,60.16,48.00
2025-07-17T14:28:00Z,63.81,45.04
2025-07-17T14:29:00Z,62.94,43.00
2025-07-17T14:30:00Z,59.08,44.00
2025-07-17T14:31:00Z,62.58,45.00
2025-07-17T14:32:00Z,55.00,45.00
2025-07-17T14:33:00Z,56.37,45.00
2025-07-17T14:34:00Z,61.24,45.00
2025-07-17T14:35:00Z,60.17,45.00
2025-07-17T14:36:00Z,58.59,44.49
2025-07-17T14:37:00Z,64.41,44.00
2025-07-17T14:38:00Z,64.20,43.74
2025-07-17T14:39:00Z,62.54,44.00
2025-07-17T14:40:00Z,63.79,46.27
2025-07-17T14:41:00Z,52.57,51.73
2025-07-17T14:42:00Z,54.58,51.73
2025-07-17T14:43:00Z,53.00,51.73
2025-07-17T14:44:00Z,50.06,52.32
2025-07-17T14:45:00Z,47.09,61.13
2025-07-17T14:46:00Z,41.92,61.13
2025-07-17T14:47:00Z,52.48,61.13
2025-07-17T14:48:00Z,40.99,60.00
2025-07-17T14:49:00Z,46.13,66.48
2025-07-17T14:50:00Z,50.17,66.48
2025-07-17T14:51:00Z,57.34,64.48
2025-07-17T14:52:00Z,47.34,64.48
2025-07-17T14:53:00Z,48.00,64.48
2025-07-17T14:54:00Z,37.21,55.06
2025-07-17T14:55:00Z,52.67,58.95
2025-07-17T14:56:00Z,57.71,58.95
2025-07-17T14:57:00Z,56.69,55.00
2025-07-17T14:58:00Z,62.83,55.00
2025-07-17T14:59:00Z,57.00,53.70
2025-07-17T15:00:00Z,66.65,39.75
2025-07-17T15:01:00Z,67.64,39.75
2025-07-17T15:02:00Z,70.47,45.59
2025-07-17T15:03:00Z,70.00,43.96
2025-07-17T15:04:00Z,69.58,39.30
2025-07-17T15:05:00Z,69.03,39.30
2025-07-17T15:06:00Z,73.87,39.30
2025-07-17T15:07:00Z,72.02,32.87
2025-07-17T15:08:00Z,71.98,32.87
2025-07-17T15:09:00Z,75.23,32.87
2025-07-17T15:10:00Z,80.13,26.00
2025-07-17T15:11:00Z,79.83,31.00
2025-07-17T15:12:00Z,78.93,34.22
2025-07-17T15:13:00Z,72.50,34.86
2025-07-17T15:14:00Z,79.92,31.86
2025-07-17T15:15:00Z,83.19,24.61
2025-07-17T15:16:00Z,82.55,27.84
2025-07-17T15:17:00Z,83.87,27.84
2025-07-17T15:18:00Z,79.83,20.67
2025-07-17T15:19:00Z,81.19,34.00
2025-07-17T15:20:00Z,82.74,26.18
2025-07-17T15:21:00Z,79.71,29.50
2025-07-17T15:22:00Z,72.61,33.23
2025-07-17T15:23:00Z,79.29,28.08
2025-07-17T15:24:00Z,84.49,24.38
2025-07-17T15:25:00Z,84.29,19.00
2025-07-17T15:26:00Z,84.28,19.97
2025-07-17T15:27:00Z,81.94,20.01
2025-07-17T15:28:00Z,86.79,19.36
2025-07-17T15:29:00Z,88.21,16.20
2025-07-17T15:30:00Z,90.08,16.39
2025-07-17T15:31:00Z,92.47,14.00
2025-07-17T15:32:00Z,92.01,17.86
2025-07-17T15:33:00Z,95.48,17.86
2025-07-17T15:34:00Z,93.20,14.68
2025-07-17T15:35:00Z,89.07,18.73
2025-07-17T15:36:00Z,87.51,18.73
2025-07-17T15:37:00Z,89.25,18.73
2025-07-17T15:38:00Z,86.50,18.73
2025-07-17T15:39:00Z,88.00,15.95
2025-07-17T15:40:00Z,90.00,11.00
2025-07-17T15:41:00Z,90.00,10.00
2025-07-17T15:42:00Z,88.81,13.28
2025-07-17T15:43:00Z,87.28,12.17
2025-07-17T15:44:00Z,89.73,12.89
2025-07-17T15:45:00Z,91.51,12.89
2025-07-17T15:46:00Z,93.66,12.00
2025-07-17T15:47:00Z,91.73,11.70
2025-07-17T15:48:00Z,85.63,11.70
2025-07-17T15:49:00Z,97.25,11.70
2025-07-17T15:50:00Z,98.89,3.46
2025-07-17T15:51:00Z,98.28,3.17
2025-07-17T15:52:00Z,99.00,2.00
2025-07-17T15:53:00Z,98.00,3.00
2025-07-17T15:54:00Z,97.00,3.34
2025-07-17T15:55:00Z,97.17,3.00
2025-07-17T15:56:00Z,97.00,3.00
2025-07-17T15:57:00Z,97.00,4.48
2025-07-17T15:58:00Z,97.00,4.48
2025-07-17T15:59:00Z,98.76,4.48
2025-07-17T16:00:00Z,98.94,4.48
2025-07-17T16:01:00Z,99.00,4.48
2025-07-17T16:02:00Z,98.10,2.00
2025-07-17T16:03:00Z,97.08,2.84
2025-07-17T16:04:00Z,98.28,2.84
2025-07-17T16:05:00Z,95.42,2.84
2025-07-17T16:07:00Z,95.23,5.00
2025-07-17T16:08:00Z,99.00,1.00
2025-07-17T16:09:00Z,99.00,1.00
2025-07-17T16:10:00Z,99.00,1.00
