# event_ticker=KXATPCHALLENGERMATCH-26APR09FERROY
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Valentin Royer
# fav_player=Arthur Fery
# dog_player=Valentin Royer
# kalshi_date=2026-04-09
timestamp,Arthur Fery,Valentin Royer
2026-04-09T01:41:00Z,,64.00
2026-04-09T01:44:00Z,,63.00
2026-04-09T02:30:00Z,,62.00
2026-04-09T03:03:00Z,,64.00
2026-04-09T03:55:00Z,,64.00
2026-04-09T03:56:00Z,,64.00
2026-04-09T04:30:00Z,,65.00
2026-04-09T04:41:00Z,,65.00
2026-04-09T04:47:00Z,,65.00
2026-04-09T04:55:00Z,,65.00
2026-04-09T04:56:00Z,,65.00
2026-04-09T04:57:00Z,,65.00
2026-04-09T05:09:00Z,35.00,65.00
2026-04-09T05:15:00Z,37.00,65.00
2026-04-09T05:21:00Z,37.00,65.00
2026-04-09T05:28:00Z,37.00,65.00
2026-04-09T05:32:00Z,37.00,65.00
2026-04-09T05:36:00Z,37.00,65.00
2026-04-09T05:37:00Z,37.00,65.00
2026-04-09T05:47:00Z,36.00,65.00
2026-04-09T05:49:00Z,36.00,65.00
2026-04-09T05:52:00Z,36.00,65.00
2026-04-09T05:53:00Z,36.00,65.00
2026-04-09T05:56:00Z,36.00,65.00
2026-04-09T06:00:00Z,36.00,65.00
2026-04-09T06:03:00Z,36.00,65.00
2026-04-09T06:04:00Z,36.00,65.00
2026-04-09T06:07:00Z,36.00,65.00
2026-04-09T06:09:00Z,36.00,66.00
2026-04-09T06:12:00Z,36.00,66.00
2026-04-09T06:16:00Z,36.00,66.00
2026-04-09T06:29:00Z,36.00,66.00
2026-04-09T06:43:00Z,36.00,66.00
2026-04-09T06:49:00Z,36.00,66.00
2026-04-09T09:31:00Z,36.00,65.00
2026-04-09T09:52:00Z,36.00,65.00
2026-04-09T10:03:00Z,36.00,65.00
2026-04-09T10:04:00Z,36.00,65.00
2026-04-09T10:10:00Z,36.00,65.00
2026-04-09T10:19:00Z,36.00,65.00
2026-04-09T10:34:00Z,36.00,65.00
2026-04-09T10:36:00Z,36.00,65.00
2026-04-09T10:51:00Z,36.00,65.00
2026-04-09T10:52:00Z,36.00,65.00
2026-04-09T10:53:00Z,36.00,65.00
2026-04-09T11:08:00Z,36.00,65.00
2026-04-09T11:10:00Z,36.00,65.00
2026-04-09T11:11:00Z,36.00,65.00
2026-04-09T11:14:00Z,36.00,65.00
2026-04-09T11:15:00Z,36.00,65.00
2026-04-09T11:16:00Z,36.00,65.00
2026-04-09T11:33:00Z,36.00,65.00
2026-04-09T11:37:00Z,36.00,65.00
2026-04-09T11:39:00Z,36.00,64.00
2026-04-09T11:40:00Z,36.00,65.00
2026-04-09T11:47:00Z,36.00,64.00
2026-04-09T11:49:00Z,36.00,64.00
2026-04-09T11:51:00Z,36.00,64.00
2026-04-09T11:52:00Z,36.00,64.00
2026-04-09T11:59:00Z,36.00,64.00
2026-04-09T12:00:00Z,36.00,64.00
2026-04-09T12:01:00Z,36.00,64.00
2026-04-09T12:06:00Z,36.00,64.00
2026-04-09T12:10:00Z,36.00,64.00
2026-04-09T12:11:00Z,36.00,64.00
2026-04-09T12:12:00Z,36.00,64.00
2026-04-09T12:14:00Z,36.00,64.00
2026-04-09T12:15:00Z,36.00,64.00
2026-04-09T12:18:00Z,38.00,64.00
2026-04-09T12:21:00Z,38.00,64.00
2026-04-09T12:24:00Z,38.00,64.00
2026-04-09T12:25:00Z,38.00,64.00
2026-04-09T12:26:00Z,38.00,64.00
2026-04-09T12:30:00Z,38.00,64.00
2026-04-09T12:34:00Z,38.00,64.00
2026-04-09T12:35:00Z,37.00,63.83
2026-04-09T12:37:00Z,37.00,65.00
2026-04-09T12:44:00Z,37.00,65.00
2026-04-09T12:48:00Z,37.00,65.00
2026-04-09T12:52:00Z,37.00,65.00
2026-04-09T12:53:00Z,37.00,65.00
2026-04-09T12:54:00Z,37.00,60.78
2026-04-09T12:55:00Z,37.00,64.00
2026-04-09T12:56:00Z,37.00,64.00
2026-04-09T12:58:00Z,37.00,64.00
2026-04-09T13:01:00Z,37.00,64.83
2026-04-09T13:02:00Z,37.00,64.83
2026-04-09T13:03:00Z,37.00,64.92
2026-04-09T13:07:00Z,37.00,64.92
2026-04-09T13:10:00Z,37.00,61.00
2026-04-09T13:12:00Z,37.00,65.00
2026-04-09T13:14:00Z,35.00,65.00
2026-04-09T13:18:00Z,35.00,68.37
2026-04-09T13:19:00Z,35.00,65.00
2026-04-09T13:21:00Z,35.00,65.89
2026-04-09T13:22:00Z,36.00,66.00
2026-04-09T13:23:00Z,36.00,66.00
2026-04-09T13:24:00Z,36.00,64.87
2026-04-09T13:25:00Z,36.00,64.00
2026-04-09T13:26:00Z,36.00,64.00
2026-04-09T13:27:00Z,36.00,63.93
2026-04-09T13:28:00Z,37.00,64.00
2026-04-09T13:29:00Z,35.50,64.41
2026-04-09T13:30:00Z,34.63,64.03
2026-04-09T13:31:00Z,36.76,65.36
2026-04-09T13:32:00Z,39.26,61.29
2026-04-09T13:33:00Z,40.00,60.17
2026-04-09T13:34:00Z,41.00,57.95
2026-04-09T13:35:00Z,38.50,62.01
2026-04-09T13:36:00Z,37.22,65.99
2026-04-09T13:37:00Z,37.71,62.28
2026-04-09T13:38:00Z,36.00,67.00
2026-04-09T13:39:00Z,36.83,64.84
2026-04-09T13:40:00Z,37.87,61.88
2026-04-09T13:41:00Z,38.94,62.00
2026-04-09T13:42:00Z,42.04,59.59
2026-04-09T13:43:00Z,41.30,62.43
2026-04-09T13:44:00Z,34.03,65.79
2026-04-09T13:45:00Z,34.90,63.94
2026-04-09T13:46:00Z,36.86,64.36
2026-04-09T13:47:00Z,34.04,66.24
2026-04-09T13:48:00Z,34.91,64.28
2026-04-09T13:49:00Z,36.59,65.06
2026-04-09T13:50:00Z,29.20,71.62
2026-04-09T13:51:00Z,31.69,72.01
2026-04-09T13:52:00Z,34.26,66.03
2026-04-09T13:53:00Z,36.27,63.96
2026-04-09T13:54:00Z,37.02,64.57
2026-04-09T13:55:00Z,36.16,67.12
2026-04-09T13:56:00Z,33.56,65.97
2026-04-09T13:57:00Z,31.81,69.42
2026-04-09T13:58:00Z,31.96,67.47
2026-04-09T13:59:00Z,36.94,64.22
2026-04-09T14:00:00Z,37.98,63.98
2026-04-09T14:01:00Z,37.17,64.66
2026-04-09T14:02:00Z,33.00,67.43
2026-04-09T14:03:00Z,32.46,68.94
2026-04-09T14:04:00Z,33.36,66.65
2026-04-09T14:05:00Z,32.04,69.56
2026-04-09T14:06:00Z,34.79,66.48
2026-04-09T14:07:00Z,35.30,64.00
2026-04-09T14:08:00Z,38.00,63.98
2026-04-09T14:09:00Z,39.81,58.96
2026-04-09T14:10:00Z,39.71,63.06
2026-04-09T14:11:00Z,33.98,67.17
2026-04-09T14:12:00Z,37.43,62.74
2026-04-09T14:13:00Z,43.10,62.98
2026-04-09T14:14:00Z,31.38,67.60
2026-04-09T14:15:00Z,35.37,67.64
2026-04-09T14:16:00Z,38.50,62.80
2026-04-09T14:17:00Z,40.00,62.60
2026-04-09T14:18:00Z,38.05,63.68
2026-04-09T14:19:00Z,34.98,65.63
2026-04-09T14:20:00Z,32.97,67.64
2026-04-09T14:21:00Z,33.48,67.95
2026-04-09T14:22:00Z,28.65,75.55
2026-04-09T14:23:00Z,17.88,82.14
2026-04-09T14:24:00Z,16.97,83.93
2026-04-09T14:25:00Z,14.13,85.83
2026-04-09T14:26:00Z,13.14,88.19
2026-04-09T14:27:00Z,14.17,85.92
2026-04-09T14:28:00Z,15.96,83.10
2026-04-09T14:29:00Z,13.88,85.73
2026-04-09T14:30:00Z,14.84,86.89
2026-04-09T14:31:00Z,14.39,86.11
2026-04-09T14:32:00Z,15.00,84.27
2026-04-09T14:33:00Z,14.64,84.26
2026-04-09T14:34:00Z,15.36,83.96
2026-04-09T14:35:00Z,19.82,82.87
2026-04-09T14:36:00Z,13.90,84.95
2026-04-09T14:37:00Z,13.33,87.63
2026-04-09T14:38:00Z,11.29,89.98
2026-04-09T14:39:00Z,8.50,93.29
2026-04-09T14:40:00Z,5.85,94.39
2026-04-09T14:41:00Z,4.94,95.24
2026-04-09T14:42:00Z,7.72,92.22
2026-04-09T14:43:00Z,9.04,93.02
2026-04-09T14:44:00Z,8.86,93.07
2026-04-09T14:45:00Z,4.70,96.22
2026-04-09T14:46:00Z,3.19,97.45
2026-04-09T14:47:00Z,3.35,97.17
2026-04-09T14:48:00Z,3.40,97.23
2026-04-09T14:49:00Z,3.00,96.95
2026-04-09T14:50:00Z,4.18,96.07
2026-04-09T14:51:00Z,5.32,95.32
2026-04-09T14:52:00Z,4.88,95.32
2026-04-09T14:53:00Z,3.08,97.36
2026-04-09T14:54:00Z,2.37,97.88
2026-04-09T14:55:00Z,3.00,97.97
2026-04-09T14:56:00Z,2.84,97.89
2026-04-09T14:57:00Z,3.02,96.80
2026-04-09T14:58:00Z,2.92,97.68
2026-04-09T14:59:00Z,3.18,97.68
2026-04-09T15:00:00Z,2.93,97.82
2026-04-09T15:01:00Z,3.20,96.58
2026-04-09T15:02:00Z,2.13,98.88
2026-04-09T15:03:00Z,2.34,97.60
2026-04-09T15:04:00Z,5.90,92.81
2026-04-09T15:05:00Z,5.13,95.34
2026-04-09T15:06:00Z,1.42,98.08
2026-04-09T15:07:00Z,1.55,98.63
2026-04-09T15:08:00Z,2.00,98.91
2026-04-09T15:09:00Z,2.77,98.19
2026-04-09T15:10:00Z,2.92,97.23
2026-04-09T15:11:00Z,2.39,98.77
2026-04-09T15:12:00Z,1.41,98.57
2026-04-09T15:13:00Z,1.00,99.00
2026-04-09T15:14:00Z,2.11,98.84
2026-04-09T15:15:00Z,2.71,98.15
2026-04-09T15:16:00Z,2.54,97.96
2026-04-09T15:17:00Z,1.69,98.99
2026-04-09T15:18:00Z,1.00,99.00
2026-04-09T15:19:00Z,1.00,99.00
2026-04-09T15:20:00Z,1.00,99.00
2026-04-09T15:21:00Z,1.00,99.00
2026-04-09T15:23:00Z,1.00,99.00
2026-04-09T15:25:00Z,1.00,99.00
2026-04-09T15:27:00Z,1.00,99.00
