# event_ticker=KXATPCHALLENGERMATCH-26FEB22CHISAF
# final_score=6-3 6-1
# match_winner=Clement Chidekh
# fav_player=Clement Chidekh
# dog_player=Roman Safiullin
# kalshi_date=2026-02-22
timestamp,Clement Chidekh,Roman Safiullin
2026-02-23T08:03:00Z,67.00,
2026-02-23T08:10:00Z,64.00,62.50
2026-02-23T09:22:00Z,61.00,62.50
2026-02-23T09:53:00Z,61.00,62.50
2026-02-23T10:16:00Z,61.00,35.00
2026-02-23T10:19:00Z,66.00,35.00
2026-02-23T10:20:00Z,61.00,35.00
2026-02-23T10:28:00Z,66.00,35.00
2026-02-23T11:01:00Z,61.00,35.00
2026-02-23T11:47:00Z,60.44,40.00
2026-02-23T11:52:00Z,59.00,40.00
2026-02-23T12:08:00Z,59.00,40.67
2026-02-23T12:12:00Z,59.00,42.00
2026-02-23T12:40:00Z,59.00,42.00
2026-02-23T12:49:00Z,59.00,42.00
2026-02-23T12:50:00Z,59.00,42.00
2026-02-23T12:58:00Z,61.00,42.00
2026-02-23T13:06:00Z,61.00,42.00
2026-02-23T13:29:00Z,61.00,42.00
2026-02-23T13:30:00Z,62.00,42.00
2026-02-23T14:05:00Z,62.00,42.00
2026-02-23T14:13:00Z,62.00,42.00
2026-02-23T14:23:00Z,62.00,41.00
2026-02-23T14:26:00Z,62.00,42.00
2026-02-23T14:27:00Z,62.00,42.00
2026-02-23T14:28:00Z,62.00,42.82
2026-02-23T14:31:00Z,62.00,43.00
2026-02-23T14:53:00Z,61.00,43.00
2026-02-23T14:57:00Z,61.00,42.00
2026-02-23T15:16:00Z,61.00,38.00
2026-02-23T15:27:00Z,61.00,41.00
2026-02-23T15:58:00Z,62.00,41.00
2026-02-23T16:07:00Z,61.86,41.00
2026-02-23T16:17:00Z,61.86,41.00
2026-02-23T16:18:00Z,62.00,41.00
2026-02-23T16:20:00Z,62.00,41.00
2026-02-23T16:21:00Z,62.00,41.00
2026-02-23T16:24:00Z,62.00,41.00
2026-02-23T16:29:00Z,62.00,41.00
2026-02-23T16:41:00Z,62.00,38.00
2026-02-23T16:51:00Z,62.33,38.00
2026-02-23T17:08:00Z,63.00,38.00
2026-02-23T17:10:00Z,63.00,38.00
2026-02-23T17:12:00Z,63.19,38.00
2026-02-23T17:15:00Z,63.00,38.00
2026-02-23T17:20:00Z,63.00,38.00
2026-02-23T17:26:00Z,63.00,38.00
2026-02-23T17:27:00Z,63.00,38.00
2026-02-23T17:31:00Z,63.00,40.00
2026-02-23T17:40:00Z,63.00,40.00
2026-02-23T17:48:00Z,63.00,40.00
2026-02-23T18:06:00Z,63.00,40.00
2026-02-23T18:07:00Z,62.00,41.00
2026-02-23T18:08:00Z,62.00,41.00
2026-02-23T18:10:00Z,60.00,41.00
2026-02-23T18:14:00Z,62.00,41.00
2026-02-23T18:16:00Z,62.00,40.97
2026-02-23T18:20:00Z,62.00,41.00
2026-02-23T18:21:00Z,62.00,40.00
2026-02-23T18:28:00Z,62.00,40.00
2026-02-23T18:33:00Z,62.00,41.00
2026-02-23T18:36:00Z,62.00,41.00
2026-02-23T18:38:00Z,62.00,41.00
2026-02-23T18:45:00Z,62.00,41.00
2026-02-23T18:48:00Z,62.00,41.00
2026-02-23T18:50:00Z,62.00,41.00
2026-02-23T18:56:00Z,62.00,41.00
2026-02-23T19:04:00Z,62.00,41.00
2026-02-23T19:09:00Z,62.00,41.00
2026-02-23T19:10:00Z,62.00,41.00
2026-02-23T19:11:00Z,62.00,41.00
2026-02-23T19:12:00Z,62.00,41.00
2026-02-23T19:14:00Z,62.00,41.00
2026-02-23T19:15:00Z,62.00,41.00
2026-02-23T19:16:00Z,62.00,40.00
2026-02-23T19:18:00Z,62.00,41.00
2026-02-23T19:20:00Z,62.00,41.00
2026-02-23T19:21:00Z,62.00,41.00
2026-02-23T19:22:00Z,61.00,41.00
2026-02-23T19:23:00Z,61.83,41.00
2026-02-23T19:24:00Z,62.00,41.00
2026-02-23T19:25:00Z,62.00,41.00
2026-02-23T19:26:00Z,62.00,41.00
2026-02-23T19:27:00Z,63.00,41.00
2026-02-23T19:28:00Z,63.00,41.00
2026-02-23T19:29:00Z,63.00,41.00
2026-02-23T19:30:00Z,63.00,41.00
2026-02-23T19:31:00Z,63.00,41.00
2026-02-23T19:32:00Z,60.00,40.00
2026-02-23T19:33:00Z,63.00,40.00
2026-02-23T19:34:00Z,63.00,40.00
2026-02-23T19:35:00Z,63.00,40.00
2026-02-23T19:36:00Z,63.99,40.00
2026-02-23T19:37:00Z,65.00,38.00
2026-02-23T19:38:00Z,65.00,38.01
2026-02-23T19:39:00Z,64.00,38.03
2026-02-23T19:40:00Z,64.00,38.03
2026-02-23T19:41:00Z,64.00,39.00
2026-02-23T19:42:00Z,64.00,39.00
2026-02-23T19:43:00Z,64.00,38.00
2026-02-23T19:44:00Z,64.41,38.00
2026-02-23T19:45:00Z,64.00,38.00
2026-02-23T19:46:00Z,64.00,38.00
2026-02-23T19:48:00Z,64.40,37.19
2026-02-23T19:49:00Z,64.00,38.41
2026-02-23T19:50:00Z,64.86,38.00
2026-02-23T19:51:00Z,62.85,40.56
2026-02-23T19:52:00Z,62.92,41.26
2026-02-23T19:53:00Z,62.50,42.22
2026-02-23T19:54:00Z,60.90,39.63
2026-02-23T19:55:00Z,62.36,39.34
2026-02-23T19:56:00Z,60.02,42.97
2026-02-23T19:57:00Z,67.82,35.14
2026-02-23T19:58:00Z,74.00,27.93
2026-02-23T19:59:00Z,71.98,31.26
2026-02-23T20:00:00Z,76.00,24.81
2026-02-23T20:01:00Z,77.60,24.95
2026-02-23T20:02:00Z,78.76,20.74
2026-02-23T20:03:00Z,77.98,23.00
2026-02-23T20:04:00Z,75.89,25.90
2026-02-23T20:05:00Z,75.00,26.95
2026-02-23T20:06:00Z,75.00,30.77
2026-02-23T20:07:00Z,66.31,32.97
2026-02-23T20:08:00Z,61.71,36.47
2026-02-23T20:09:00Z,63.67,38.02
2026-02-23T20:10:00Z,60.23,42.13
2026-02-23T20:11:00Z,59.83,42.15
2026-02-23T20:12:00Z,59.53,43.11
2026-02-23T20:13:00Z,58.20,43.65
2026-02-23T20:14:00Z,56.00,46.97
2026-02-23T20:15:00Z,58.70,45.87
