# event_ticker=KXATPCHALLENGERMATCH-26APR15IMABOU
# final_score=6-4 7-5
# match_winner=Moerani Bouzige
# fav_player=Moerani Bouzige
# dog_player=Masamichi Imamura
# kalshi_date=2026-04-15
timestamp,Moerani Bouzige,Masamichi Imamura
2026-04-14T21:45:00Z,,56.00
2026-04-14T22:09:00Z,43.00,56.00
2026-04-14T22:42:00Z,43.00,57.12
2026-04-14T23:03:00Z,44.00,57.12
2026-04-14T23:58:00Z,44.00,58.00
2026-04-15T00:00:00Z,42.00,58.00
2026-04-15T01:01:00Z,42.00,58.00
2026-04-15T01:02:00Z,42.00,58.00
2026-04-15T02:53:00Z,42.00,59.07
2026-04-15T03:02:00Z,42.00,60.00
2026-04-15T03:14:00Z,42.00,60.00
2026-04-15T03:34:00Z,42.00,60.27
2026-04-15T04:10:00Z,41.00,60.27
2026-04-15T04:15:00Z,41.00,60.00
2026-04-15T04:16:00Z,42.00,60.00
2026-04-15T04:30:00Z,42.00,61.00
2026-04-15T04:33:00Z,42.00,61.00
2026-04-15T04:36:00Z,42.00,61.00
2026-04-15T04:37:00Z,42.00,61.00
2026-04-15T04:51:00Z,42.00,61.00
2026-04-15T04:53:00Z,42.00,61.00
2026-04-15T05:06:00Z,40.00,61.00
2026-04-15T05:07:00Z,39.00,61.00
2026-04-15T05:08:00Z,39.00,61.00
2026-04-15T05:12:00Z,40.00,61.00
2026-04-15T05:13:00Z,40.00,61.00
2026-04-15T05:16:00Z,40.00,61.00
2026-04-15T05:19:00Z,40.00,61.00
2026-04-15T05:25:00Z,40.00,61.00
2026-04-15T05:26:00Z,40.00,57.60
2026-04-15T05:27:00Z,40.00,60.59
2026-04-15T05:29:00Z,40.00,57.93
2026-04-15T05:48:00Z,40.00,60.00
2026-04-15T05:55:00Z,40.00,58.00
2026-04-15T06:00:00Z,39.00,58.00
2026-04-15T06:02:00Z,39.00,61.00
2026-04-15T06:25:00Z,39.00,63.00
2026-04-15T06:26:00Z,39.00,63.00
2026-04-15T06:33:00Z,39.00,63.00
2026-04-15T06:35:00Z,41.00,63.00
2026-04-15T06:48:00Z,41.00,62.00
2026-04-15T06:51:00Z,41.00,62.00
2026-04-15T06:58:00Z,41.00,62.00
2026-04-15T07:00:00Z,41.00,62.00
2026-04-15T07:03:00Z,41.00,62.00
2026-04-15T07:08:00Z,41.00,62.00
2026-04-15T07:10:00Z,41.00,62.00
2026-04-15T07:11:00Z,39.74,62.00
2026-04-15T07:17:00Z,39.74,62.00
2026-04-15T07:18:00Z,39.98,63.00
2026-04-15T07:19:00Z,39.00,62.29
2026-04-15T07:20:00Z,39.00,62.68
2026-04-15T07:21:00Z,39.00,63.00
2026-04-15T07:28:00Z,39.00,63.00
2026-04-15T07:29:00Z,39.00,63.00
2026-04-15T07:30:00Z,39.00,64.00
2026-04-15T07:32:00Z,39.00,64.00
2026-04-15T07:33:00Z,37.00,63.00
2026-04-15T07:38:00Z,39.00,63.00
2026-04-15T07:40:00Z,39.18,60.00
2026-04-15T07:41:00Z,46.03,57.82
2026-04-15T07:42:00Z,45.00,57.02
2026-04-15T07:43:00Z,46.00,54.70
2026-04-15T07:44:00Z,53.24,43.32
2026-04-15T07:45:00Z,49.73,48.99
2026-04-15T07:46:00Z,53.06,52.84
2026-04-15T07:47:00Z,55.69,50.46
2026-04-15T07:48:00Z,52.00,51.58
2026-04-15T07:49:00Z,46.38,56.00
2026-04-15T07:50:00Z,48.47,55.13
2026-04-15T07:51:00Z,52.38,48.20
2026-04-15T07:52:00Z,52.84,52.48
2026-04-15T07:53:00Z,54.36,49.18
2026-04-15T07:54:00Z,61.81,43.79
2026-04-15T07:55:00Z,61.74,38.03
2026-04-15T07:56:00Z,68.25,33.88
2026-04-15T07:57:00Z,62.56,41.01
2026-04-15T07:58:00Z,66.53,35.31
2026-04-15T07:59:00Z,69.05,32.43
2026-04-15T08:00:00Z,70.08,31.00
2026-04-15T08:01:00Z,64.83,34.82
2026-04-15T08:02:00Z,67.08,37.95
2026-04-15T08:03:00Z,66.31,35.41
2026-04-15T08:04:00Z,56.27,43.92
2026-04-15T08:05:00Z,47.19,55.29
2026-04-15T08:06:00Z,46.67,55.88
2026-04-15T08:07:00Z,41.50,61.04
2026-04-15T08:08:00Z,46.58,55.22
2026-04-15T08:09:00Z,48.95,47.06
2026-04-15T08:10:00Z,49.50,52.05
2026-04-15T08:11:00Z,49.31,49.93
2026-04-15T08:12:00Z,54.67,49.38
2026-04-15T08:13:00Z,50.60,52.13
2026-04-15T08:14:00Z,55.65,48.71
2026-04-15T08:15:00Z,67.28,33.47
2026-04-15T08:16:00Z,69.78,29.16
2026-04-15T08:17:00Z,71.46,29.99
2026-04-15T08:18:00Z,71.89,27.61
2026-04-15T08:19:00Z,74.68,25.04
2026-04-15T08:20:00Z,76.37,23.62
2026-04-15T08:21:00Z,79.76,19.30
2026-04-15T08:22:00Z,85.58,13.19
2026-04-15T08:23:00Z,88.50,11.75
2026-04-15T08:24:00Z,87.03,12.15
2026-04-15T08:25:00Z,84.50,13.17
2026-04-15T08:26:00Z,84.74,20.19
2026-04-15T08:27:00Z,88.39,13.24
2026-04-15T08:28:00Z,85.00,15.62
2026-04-15T08:29:00Z,89.53,11.89
2026-04-15T08:30:00Z,82.32,16.78
2026-04-15T08:31:00Z,87.63,13.47
2026-04-15T08:32:00Z,92.35,8.31
2026-04-15T08:33:00Z,90.63,10.66
2026-04-15T08:34:00Z,90.83,10.65
2026-04-15T08:35:00Z,90.57,10.44
2026-04-15T08:36:00Z,94.09,5.53
2026-04-15T08:37:00Z,95.23,5.02
2026-04-15T08:38:00Z,94.19,4.35
2026-04-15T08:39:00Z,96.44,5.90
2026-04-15T08:40:00Z,94.09,7.95
2026-04-15T08:41:00Z,92.00,8.57
2026-04-15T08:42:00Z,95.70,11.40
2026-04-15T08:43:00Z,94.12,8.36
2026-04-15T08:44:00Z,95.97,6.25
2026-04-15T08:45:00Z,96.97,2.31
2026-04-15T08:46:00Z,97.47,2.93
2026-04-15T08:47:00Z,97.32,4.20
2026-04-15T08:48:00Z,97.37,4.55
2026-04-15T08:49:00Z,94.94,4.39
2026-04-15T08:50:00Z,88.18,10.17
2026-04-15T08:51:00Z,82.17,21.47
2026-04-15T08:52:00Z,85.41,16.86
2026-04-15T08:53:00Z,82.36,17.06
2026-04-15T08:54:00Z,78.07,24.20
2026-04-15T08:55:00Z,66.68,32.56
2026-04-15T08:56:00Z,68.06,33.52
2026-04-15T08:57:00Z,61.39,38.14
2026-04-15T08:58:00Z,50.69,45.65
2026-04-15T08:59:00Z,58.27,38.20
2026-04-15T09:00:00Z,68.31,30.87
2026-04-15T09:01:00Z,71.02,27.26
2026-04-15T09:02:00Z,75.68,27.54
2026-04-15T09:03:00Z,72.58,30.13
2026-04-15T09:04:00Z,85.52,20.75
2026-04-15T09:05:00Z,95.94,3.49
2026-04-15T09:06:00Z,99.00,1.00
2026-04-15T09:07:00Z,99.00,1.00
