# event_ticker=KXATPMATCH-25AUG05DESHE
# final_score=6-3 6-4
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Alex de Minaur
# kalshi_date=2025-08-05
timestamp,Ben Shelton,Alex de Minaur
2025-08-05T14:47:00Z,,64.00
2025-08-05T15:00:00Z,,63.98
2025-08-05T15:05:00Z,40.57,63.98
2025-08-05T15:37:00Z,40.57,63.67
2025-08-05T15:43:00Z,39.99,63.67
2025-08-05T16:14:00Z,39.99,62.00
2025-08-05T16:16:00Z,38.01,62.00
2025-08-05T16:30:00Z,38.01,60.00
2025-08-05T16:35:00Z,38.01,60.11
2025-08-05T16:50:00Z,38.01,60.00
2025-08-05T16:51:00Z,40.00,60.00
2025-08-05T17:01:00Z,40.00,60.00
2025-08-05T17:24:00Z,41.00,60.00
2025-08-05T17:28:00Z,40.81,60.00
2025-08-05T17:35:00Z,40.46,60.00
2025-08-05T17:51:00Z,40.50,60.00
2025-08-05T17:57:00Z,40.50,60.00
2025-08-05T17:59:00Z,40.50,60.00
2025-08-05T18:00:00Z,40.50,60.00
2025-08-05T18:05:00Z,41.00,60.00
2025-08-05T18:16:00Z,41.00,60.00
2025-08-05T18:23:00Z,41.00,60.00
2025-08-05T18:31:00Z,41.00,60.00
2025-08-05T18:32:00Z,41.00,60.00
2025-08-05T18:35:00Z,41.00,60.00
2025-08-05T18:40:00Z,41.00,60.00
2025-08-05T18:50:00Z,41.00,60.00
2025-08-05T18:52:00Z,41.00,60.00
2025-08-05T19:13:00Z,41.00,60.00
2025-08-05T19:18:00Z,41.00,60.00
2025-08-05T19:22:00Z,41.00,60.00
2025-08-05T19:32:00Z,41.00,60.00
2025-08-05T19:47:00Z,41.00,60.00
2025-08-05T19:57:00Z,41.00,60.00
2025-08-05T20:14:00Z,41.00,60.00
2025-08-05T20:20:00Z,41.00,60.00
2025-08-05T20:37:00Z,41.00,60.00
2025-08-05T21:01:00Z,41.00,60.00
2025-08-05T21:04:00Z,41.00,60.00
2025-08-05T21:12:00Z,41.00,60.00
2025-08-05T21:13:00Z,41.00,60.00
2025-08-05T21:22:00Z,42.00,60.00
2025-08-05T21:27:00Z,42.00,60.00
2025-08-05T21:51:00Z,41.00,60.00
2025-08-05T21:55:00Z,41.00,60.00
2025-08-05T21:57:00Z,41.00,60.00
2025-08-05T22:07:00Z,41.00,60.00
2025-08-05T22:08:00Z,41.00,60.01
2025-08-05T22:09:00Z,41.00,60.01
2025-08-05T22:19:00Z,41.33,60.01
2025-08-05T22:21:00Z,42.00,60.01
2025-08-05T22:37:00Z,42.00,60.00
2025-08-05T22:41:00Z,42.00,60.00
2025-08-05T22:43:00Z,42.00,60.00
2025-08-05T22:45:00Z,42.00,60.00
2025-08-05T22:52:00Z,42.00,60.00
2025-08-05T22:56:00Z,42.00,60.00
2025-08-05T23:07:00Z,42.00,60.00
