# event_ticker=KXATPMATCH-25OCT04ZVEROY
# final_score=6-4 6-4
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Valentin Royer
# kalshi_date=2025-10-04
timestamp,Alexander Zverev,Valentin Royer
2025-10-04T03:43:00Z,77.00,24.00
2025-10-04T03:57:00Z,77.00,24.00
2025-10-04T04:00:00Z,77.00,24.00
2025-10-04T04:09:00Z,77.00,24.00
2025-10-04T04:18:00Z,77.00,24.00
2025-10-04T04:20:00Z,77.00,24.00
2025-10-04T04:37:00Z,77.00,24.00
2025-10-04T04:45:00Z,77.00,24.00
2025-10-04T04:46:00Z,77.00,24.00
2025-10-04T04:51:00Z,77.00,24.00
2025-10-04T04:53:00Z,77.00,24.00
2025-10-04T04:56:00Z,77.00,24.00
2025-10-04T05:00:00Z,77.00,24.00
2025-10-04T05:01:00Z,77.00,24.00
2025-10-04T05:05:00Z,77.00,24.00
2025-10-04T05:10:00Z,77.00,24.00
2025-10-04T05:17:00Z,77.00,25.00
2025-10-04T05:21:00Z,77.00,25.00
2025-10-04T05:23:00Z,77.00,25.00
2025-10-04T05:24:00Z,77.00,25.00
2025-10-04T05:27:00Z,77.00,25.00
2025-10-04T05:28:00Z,77.00,25.00
2025-10-04T05:31:00Z,77.00,25.00
2025-10-04T05:32:00Z,77.00,25.00
2025-10-04T05:34:00Z,77.00,25.00
2025-10-04T05:35:00Z,77.00,25.00
2025-10-04T05:37:00Z,77.00,25.00
2025-10-04T05:38:00Z,77.00,25.00
2025-10-04T05:39:00Z,77.00,25.00
2025-10-04T05:44:00Z,77.00,26.00
2025-10-04T05:51:00Z,77.00,26.00
2025-10-04T05:52:00Z,77.00,26.00
2025-10-04T05:54:00Z,75.00,26.00
2025-10-04T05:55:00Z,75.00,26.00
2025-10-04T05:58:00Z,75.00,26.24
2025-10-04T06:01:00Z,77.24,25.00
2025-10-04T06:05:00Z,77.24,25.24
2025-10-04T06:08:00Z,77.24,26.00
2025-10-04T06:10:00Z,78.28,26.00
2025-10-04T06:11:00Z,78.28,26.00
2025-10-04T06:13:00Z,78.28,26.00
2025-10-04T06:14:00Z,80.98,26.00
2025-10-04T06:17:00Z,79.00,24.16
2025-10-04T06:19:00Z,80.00,24.16
2025-10-04T06:20:00Z,80.00,24.00
2025-10-04T06:21:00Z,80.00,24.00
2025-10-04T06:23:00Z,79.00,24.00
2025-10-04T06:24:00Z,79.00,24.00
2025-10-04T06:25:00Z,79.00,24.00
2025-10-04T06:26:00Z,79.00,24.00
2025-10-04T06:27:00Z,79.91,24.00
2025-10-04T06:29:00Z,80.00,23.88
2025-10-04T06:30:00Z,80.00,24.00
2025-10-04T06:31:00Z,80.00,24.00
2025-10-04T06:32:00Z,79.98,23.99
2025-10-04T06:33:00Z,78.62,23.85
2025-10-04T06:34:00Z,78.64,23.80
2025-10-04T06:35:00Z,79.88,22.18
2025-10-04T06:36:00Z,89.81,19.05
2025-10-04T06:37:00Z,89.33,11.99
2025-10-04T06:38:00Z,90.22,13.40
2025-10-04T06:39:00Z,89.79,11.51
2025-10-04T06:40:00Z,90.10,11.33
2025-10-04T06:41:00Z,88.00,12.90
2025-10-04T06:42:00Z,88.02,13.00
2025-10-04T06:43:00Z,88.27,13.72
2025-10-04T06:44:00Z,88.00,15.25
2025-10-04T06:45:00Z,89.00,13.09
2025-10-04T06:46:00Z,88.31,12.47
2025-10-04T06:47:00Z,89.77,13.63
2025-10-04T06:48:00Z,89.91,11.73
2025-10-04T06:49:00Z,87.98,12.89
2025-10-04T06:50:00Z,89.00,13.00
2025-10-04T06:51:00Z,89.00,13.00
2025-10-04T06:52:00Z,89.00,13.00
2025-10-04T06:53:00Z,89.91,13.95
2025-10-04T06:54:00Z,88.71,13.31
2025-10-04T06:55:00Z,90.00,12.02
2025-10-04T06:56:00Z,89.00,11.61
2025-10-04T06:57:00Z,88.00,12.59
2025-10-04T06:58:00Z,89.06,13.10
2025-10-04T06:59:00Z,89.00,12.95
2025-10-04T07:00:00Z,89.00,12.44
2025-10-04T07:01:00Z,87.20,16.99
2025-10-04T07:02:00Z,85.54,17.01
2025-10-04T07:03:00Z,83.72,19.00
2025-10-04T07:04:00Z,83.34,20.45
2025-10-04T07:05:00Z,85.07,16.63
2025-10-04T07:06:00Z,86.59,13.00
2025-10-04T07:07:00Z,89.98,13.00
2025-10-04T07:08:00Z,88.04,13.31
2025-10-04T07:09:00Z,89.00,13.55
2025-10-04T07:10:00Z,89.00,13.94
2025-10-04T07:11:00Z,89.00,14.00
2025-10-04T07:12:00Z,90.00,12.69
2025-10-04T07:13:00Z,90.00,13.67
2025-10-04T07:14:00Z,89.11,11.00
2025-10-04T07:15:00Z,90.00,12.09
2025-10-04T07:16:00Z,88.71,14.02
2025-10-04T07:17:00Z,90.00,12.55
2025-10-04T07:18:00Z,88.00,15.00
2025-10-04T07:19:00Z,87.67,15.00
2025-10-04T07:20:00Z,87.25,10.00
2025-10-04T07:21:00Z,87.48,15.00
2025-10-04T07:22:00Z,87.00,14.43
2025-10-04T07:23:00Z,89.03,14.43
2025-10-04T07:24:00Z,89.91,14.00
2025-10-04T07:25:00Z,89.91,13.87
2025-10-04T07:26:00Z,87.43,13.00
2025-10-04T07:27:00Z,89.00,15.51
2025-10-04T07:28:00Z,87.41,12.87
2025-10-04T07:29:00Z,80.20,18.00
2025-10-04T07:30:00Z,80.78,20.86
2025-10-04T07:31:00Z,86.46,16.24
2025-10-04T07:32:00Z,86.46,8.96
2025-10-04T07:33:00Z,88.25,14.12
2025-10-04T07:34:00Z,86.00,16.00
2025-10-04T07:35:00Z,83.92,20.43
2025-10-04T07:36:00Z,82.00,18.00
2025-10-04T07:37:00Z,85.00,18.00
2025-10-04T07:38:00Z,85.00,18.27
2025-10-04T07:39:00Z,85.44,18.27
2025-10-04T07:40:00Z,85.44,16.81
2025-10-04T07:42:00Z,88.75,14.55
2025-10-04T07:43:00Z,90.64,21.10
2025-10-04T07:44:00Z,86.00,12.00
2025-10-04T07:45:00Z,84.89,15.08
2025-10-04T07:46:00Z,84.89,13.87
2025-10-04T07:47:00Z,84.89,13.61
2025-10-04T07:48:00Z,84.00,19.12
2025-10-04T07:49:00Z,85.04,16.77
2025-10-04T07:50:00Z,87.81,15.83
2025-10-04T07:51:00Z,82.59,18.00
2025-10-04T07:52:00Z,75.27,25.00
2025-10-04T07:53:00Z,81.65,24.00
2025-10-04T07:54:00Z,81.00,20.44
2025-10-04T07:55:00Z,84.66,24.55
2025-10-04T07:56:00Z,86.00,17.49
2025-10-04T07:57:00Z,86.00,16.61
2025-10-04T07:58:00Z,85.00,15.46
2025-10-04T07:59:00Z,89.00,17.19
2025-10-04T08:00:00Z,93.69,15.01
2025-10-04T08:01:00Z,90.94,9.97
2025-10-04T08:02:00Z,88.65,14.06
2025-10-04T08:03:00Z,89.00,10.78
2025-10-04T08:04:00Z,97.42,2.37
2025-10-04T08:05:00Z,98.00,1.92
2025-10-04T08:06:00Z,87.39,4.28
2025-10-04T08:07:00Z,81.38,23.58
2025-10-04T08:08:00Z,92.66,9.99
2025-10-04T08:09:00Z,88.66,23.18
2025-10-04T08:10:00Z,90.55,14.45
2025-10-04T08:11:00Z,87.59,4.48
2025-10-04T08:12:00Z,99.00,2.00
2025-10-04T08:14:00Z,99.00,2.00
2025-10-04T08:15:00Z,99.00,2.00
