# event_ticker=KXATPMATCH-26MAR29CINMUL
# final_score=6-2 6-3
# match_winner=Alexandre Muller
# fav_player=Alexandre Muller
# dog_player=Federico Cina
# kalshi_date=2026-03-29
timestamp,Alexandre Muller,Federico Cina
2026-03-31T10:01:00Z,56.00,45.00
2026-03-31T10:02:00Z,56.00,46.00
2026-03-31T10:03:00Z,56.00,46.00
2026-03-31T10:04:00Z,56.00,46.00
2026-03-31T10:06:00Z,56.00,46.00
2026-03-31T10:07:00Z,56.00,45.16
2026-03-31T10:09:00Z,55.00,45.16
2026-03-31T10:10:00Z,55.00,45.16
2026-03-31T10:11:00Z,55.00,46.46
2026-03-31T10:12:00Z,54.85,48.87
2026-03-31T10:13:00Z,50.96,50.94
2026-03-31T10:14:00Z,46.77,51.60
2026-03-31T10:15:00Z,36.15,62.00
2026-03-31T10:16:00Z,39.73,64.88
2026-03-31T10:17:00Z,41.62,59.96
2026-03-31T10:18:00Z,43.15,63.14
2026-03-31T10:19:00Z,40.92,60.38
2026-03-31T10:20:00Z,49.90,50.19
2026-03-31T10:21:00Z,51.87,50.00
2026-03-31T10:22:00Z,51.93,48.66
2026-03-31T10:23:00Z,52.99,48.88
2026-03-31T10:24:00Z,53.45,46.48
2026-03-31T10:25:00Z,55.11,44.93
2026-03-31T10:26:00Z,53.82,47.00
2026-03-31T10:27:00Z,56.00,45.21
2026-03-31T10:28:00Z,53.43,45.00
2026-03-31T10:29:00Z,58.48,41.99
2026-03-31T10:30:00Z,68.34,32.64
2026-03-31T10:31:00Z,67.99,32.74
2026-03-31T10:32:00Z,72.31,27.00
2026-03-31T10:33:00Z,74.47,27.13
2026-03-31T10:34:00Z,77.98,24.73
2026-03-31T10:35:00Z,80.00,23.15
2026-03-31T10:36:00Z,81.00,23.15
2026-03-31T10:37:00Z,82.63,23.15
2026-03-31T10:38:00Z,82.63,17.07
2026-03-31T10:39:00Z,84.17,15.00
2026-03-31T10:40:00Z,84.77,15.00
2026-03-31T10:41:00Z,84.70,16.00
2026-03-31T10:42:00Z,84.92,17.00
2026-03-31T10:43:00Z,87.03,14.93
2026-03-31T10:44:00Z,90.98,8.86
2026-03-31T10:45:00Z,92.89,7.66
2026-03-31T10:46:00Z,91.66,7.06
2026-03-31T10:48:00Z,91.89,11.06
2026-03-31T10:49:00Z,91.74,10.07
2026-03-31T10:50:00Z,88.12,12.97
2026-03-31T10:51:00Z,91.00,9.06
2026-03-31T10:52:00Z,93.86,7.32
2026-03-31T10:53:00Z,94.32,6.60
2026-03-31T10:54:00Z,94.67,6.00
2026-03-31T10:55:00Z,94.95,6.00
2026-03-31T10:56:00Z,93.02,8.61
2026-03-31T10:57:00Z,92.46,8.61
2026-03-31T10:58:00Z,91.06,9.18
2026-03-31T10:59:00Z,93.63,8.00
2026-03-31T11:00:00Z,95.92,5.89
2026-03-31T11:01:00Z,95.01,5.33
2026-03-31T11:02:00Z,95.05,4.70
2026-03-31T11:03:00Z,93.54,7.00
2026-03-31T11:04:00Z,93.00,7.76
2026-03-31T11:05:00Z,92.63,7.00
2026-03-31T11:06:00Z,93.47,7.40
2026-03-31T11:07:00Z,95.94,4.00
2026-03-31T11:08:00Z,94.54,6.00
2026-03-31T11:09:00Z,95.39,5.96
2026-03-31T11:10:00Z,95.00,6.04
2026-03-31T11:11:00Z,94.89,6.85
2026-03-31T11:12:00Z,94.08,6.00
2026-03-31T11:13:00Z,94.96,7.90
2026-03-31T11:14:00Z,93.00,7.67
2026-03-31T11:15:00Z,95.48,7.67
2026-03-31T11:16:00Z,93.75,7.79
2026-03-31T11:17:00Z,97.54,3.41
2026-03-31T11:18:00Z,97.17,2.21
2026-03-31T11:19:00Z,98.72,1.28
2026-03-31T11:20:00Z,98.19,1.28
2026-03-31T11:21:00Z,99.00,1.00
2026-03-31T11:22:00Z,99.00,1.00
